"Status","Year","Region_ITL1","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Midlands (England)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Home Office","Heterosexual / straight","860","800","28940","25310"
"In post","2022","West Midlands (England)","Home Office","LGBO","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","Home Office","Undeclared","110","90","30590","27370"
"In post","2022","West Midlands (England)","Home Office","Unknown","150","150","26840","24880"
"In post","2022","West Midlands (England)","Ministry of Defence","Heterosexual / straight","2050","1980","30890","26930"
"In post","2022","West Midlands (England)","Ministry of Defence","LGBO","70","60","30030","26670"
"In post","2022","West Midlands (England)","Ministry of Defence","Undeclared","270","260","31580","28810"
"In post","2022","West Midlands (England)","Ministry of Defence","Unknown","210","210","29910","26350"
"In post","2022","West Midlands (England)","Ministry of Justice","Heterosexual / straight","7030","6590","28410","25120"
"In post","2022","West Midlands (England)","Ministry of Justice","LGBO","430","420","27530","25120"
"In post","2022","West Midlands (England)","Ministry of Justice","Undeclared","710","660","28730","25700"
"In post","2022","West Midlands (England)","Ministry of Justice","Unknown","1630","1490","26510","24090"
"In post","2022","West Midlands (England)","National Crime Agency","Heterosexual / straight","400","390","38240","36740"
"In post","2022","West Midlands (England)","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","National Crime Agency","Undeclared","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","National Crime Agency","Unknown","60","60","39600","37140"
"In post","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","130","130","55780","51360"
"In post","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","Heterosexual / straight","190","190","43820","39020"
"In post","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","Unknown","60","60","48780","46660"
"In post","2022","West Midlands (England)","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Water Services Regulation Authority","Heterosexual / straight","120","120","50170","45000"
"In post","2022","West Midlands (England)","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Water Services Regulation Authority","Unknown","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Attorney General's Departments","Heterosexual / straight","660","620","40620","38180"
"In post","2022","Yorkshire and The Humber","Attorney General's Departments","LGBO","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Attorney General's Departments","Unknown","210","190","44060","48080"
"In post","2022","Yorkshire and The Humber","Cabinet Office","Heterosexual / straight","510","480","37150","33300"
"In post","2022","Yorkshire and The Humber","Cabinet Office","LGBO","50","50","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Cabinet Office","Undeclared","50","50","37560","33520"
"In post","2022","Yorkshire and The Humber","Cabinet Office","Unknown","330","320","43370","33300"
"In post","2022","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","120","110","33710","32160"
"In post","2022","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","Unknown","60","60","32150","29280"
"In post","2022","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Education","Heterosexual / straight","1290","1230","41070","36780"
"In post","2022","Yorkshire and The Humber","Department for Education","LGBO","90","90","38960","36500"
"In post","2022","Yorkshire and The Humber","Department for Education","Undeclared","120","110","40910","37050"
"In post","2022","Yorkshire and The Humber","Department for Education","Unknown","180","170","39750","36500"
"In post","2022","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","Heterosexual / straight","820","790","36520","35900"
"In post","2022","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","LGBO","70","70","33780","29780"
"In post","2022","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","Undeclared","110","100","34970","30810"
"In post","2022","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","Unknown","260","250","29730","25190"
"In post","2022","Yorkshire and The Humber","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","Heterosexual / straight","110","110","47560","47660"
"In post","2022","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Transport","Heterosexual / straight","410","390","32070","27810"
"In post","2022","Yorkshire and The Humber","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Department for Transport","Undeclared","100","90","29030","26780"
"In post","2022","Yorkshire and The Humber","Department for Transport","Unknown","140","140","27550","26350"
"In post","2022","Yorkshire and The Humber","Department for Work and Pensions","Heterosexual / straight","6790","6110","30650","27570"
"In post","2022","Yorkshire and The Humber","Department for Work and Pensions","LGBO","450","430","29480","27570"
"In post","2022","Yorkshire and The Humber","Department for Work and Pensions","Undeclared","840","740","29550","27570"
"In post","2022","Yorkshire and The Humber","Department for Work and Pensions","Unknown","1810","1580","29760","27570"
"In post","2022","Yorkshire and The Humber","Department of Health and Social Care","Heterosexual / straight","920","880","43450","38800"
"In post","2022","Yorkshire and The Humber","Department of Health and Social Care","LGBO","80","80","38070","36820"
"In post","2022","Yorkshire and The Humber","Department of Health and Social Care","Undeclared","320","310","42730","36820"
"In post","2022","Yorkshire and The Humber","Department of Health and Social Care","Unknown","350","340","43820","37450"
"In post","2022","Yorkshire and The Humber","Food Standards Agency","Heterosexual / straight","210","210","37210","32460"
"In post","2022","Yorkshire and The Humber","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Food Standards Agency","Unknown","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","HM Land Registry","Heterosexual / straight","220","200","29510","27130"
"In post","2022","Yorkshire and The Humber","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","HM Land Registry","Undeclared","50","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","HM Land Registry","Unknown","70","70","28360","27130"
"In post","2022","Yorkshire and The Humber","HM Revenue and Customs","Heterosexual / straight","3130","2920","33760","33080"
"In post","2022","Yorkshire and The Humber","HM Revenue and Customs","LGBO","180","170","32900","28920"
"In post","2022","Yorkshire and The Humber","HM Revenue and Customs","Undeclared","380","350","33440","33080"
"In post","2022","Yorkshire and The Humber","HM Revenue and Customs","Unknown","1890","1760","28470","26590"
"In post","2022","Yorkshire and The Humber","HM Treasury","Heterosexual / straight","60","50","44660","45390"
"In post","2022","Yorkshire and The Humber","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Home Office","Heterosexual / straight","2850","2630","28800","25220"
"In post","2022","Yorkshire and The Humber","Home Office","LGBO","150","150","29470","25220"
"In post","2022","Yorkshire and The Humber","Home Office","Undeclared","310","290","29140","25310"
"In post","2022","Yorkshire and The Humber","Home Office","Unknown","520","500","28320","24880"
"In post","2022","Yorkshire and The Humber","Ministry of Defence","Heterosexual / straight","1520","1460","28450","26670"
"In post","2022","Yorkshire and The Humber","Ministry of Defence","LGBO","50","50","30880","27360"
"In post","2022","Yorkshire and The Humber","Ministry of Defence","Undeclared","240","240","29670","26670"
"In post","2022","Yorkshire and The Humber","Ministry of Defence","Unknown","180","180","27290","26350"
"In post","2022","Yorkshire and The Humber","Ministry of Justice","Heterosexual / straight","6610","6130","29760","27120"
"In post","2022","Yorkshire and The Humber","Ministry of Justice","LGBO","450","430","30330","27380"
"In post","2022","Yorkshire and The Humber","Ministry of Justice","Undeclared","730","670","30750","30450"
"In post","2022","Yorkshire and The Humber","Ministry of Justice","Unknown","1490","1390","27720","25610"
"In post","2022","Yorkshire and The Humber","National Crime Agency","Heterosexual / straight","200","190","38440","36410"
"In post","2022","Yorkshire and The Humber","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","National Crime Agency","Unknown","60","50","38440","36740"
"In post","2022","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","100","90","62870","70500"
"In post","2022","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Work and Pensions","Heterosexual / straight","130","110","25510","26890"
"Leaver CS","2021","East Midlands (England)","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department for Work and Pensions","Unknown","90","80","25080","26120"
"Leaver CS","2021","East Midlands (England)","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Revenue and Customs","Unknown","380","330","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Home Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Defence","Heterosexual / straight","130","130","29780","29930"
"Leaver CS","2021","East Midlands (England)","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Justice","Heterosexual / straight","350","320","22700","19570"
"Leaver CS","2021","East Midlands (England)","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Justice","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Ministry of Justice","Unknown","160","140","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Environment, Food and Rural Affairs","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Work and Pensions","Heterosexual / straight","150","130","26700","26890"
"Leaver CS","2021","East of England","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department for Work and Pensions","Unknown","110","90","27100","27570"
"Leaver CS","2021","East of England","Department of Health and Social Care","Heterosexual / straight","80","80","36510","29470"
"Leaver CS","2021","East of England","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Department of Health and Social Care","Unknown","60","50","35570","34530"
"Leaver CS","2021","East of England","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Revenue and Customs","Unknown","370","310","[c]","[c]"
"Leaver CS","2021","East of England","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Home Office","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","East of England","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Defence","Heterosexual / straight","140","130","30100","26670"
"Leaver CS","2021","East of England","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Defence","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Housing, Communities and Local Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","Heterosexual / straight","330","300","25650","20650"
"Leaver CS","2021","East of England","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","Undeclared","40","40","[c]","[c]"
"Leaver CS","2021","East of England","Ministry of Justice","Unknown","190","170","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","National Crime Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East of England","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Heterosexual / straight","130","120","49550","51250"
"Leaver CS","2021","London","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Attorney General's Departments","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Heterosexual / straight","100","90","50620","44070"
"Leaver CS","2021","London","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Cabinet Office","Unknown","70","70","48490","40600"
"Leaver CS","2021","London","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Heterosexual / straight","70","60","50710","46140"
"Leaver CS","2021","London","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","130","120","48430","42790"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Business, Energy and Industrial Strategy","Unknown","60","60","46940","39250"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","London","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
