"Status","Year","Region_ITL3","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Bexley and Greenwich","No function","Department for Work and Pensions (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","No function","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","No function","HM Prison and Probation Service","190","190","27450","29020"
"New entrant CS","2022","Bexley and Greenwich","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","No function","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bexley and Greenwich","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Commercial","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Commercial","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Commercial","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Communications","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Communications","HM Revenue and Customs (excl. agencies)","230","220","26120","26590"
"New entrant CS","2022","Birmingham","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Counter Fraud","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Counter Fraud","HM Revenue and Customs (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Birmingham","Debt","HM Revenue and Customs (excl. agencies)","150","140","21540","21250"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Legal","Crown Prosecution Service","40","40","[c]","[c]"
"New entrant CS","2022","Birmingham","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Legal","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Department for Transport (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Department for Work and Pensions (excl. agencies)","220","210","27050","27570"
"New entrant CS","2022","Birmingham","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Driver and Vehicle Licensing Agency","90","80","22350","21840"
"New entrant CS","2022","Birmingham","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","HM Courts and Tribunals Service","120","120","22340","20970"
"New entrant CS","2022","Birmingham","No function","HM Prison and Probation Service","400","380","26270","24090"
"New entrant CS","2022","Birmingham","No function","HM Revenue and Customs (excl. agencies)","230","220","26400","26590"
"New entrant CS","2022","Birmingham","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","National Crime Agency","30","30","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","Office of the Public Guardian","150","140","22160","20970"
"New entrant CS","2022","Birmingham","No function","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","No function","UK Health Security Agency","90","90","31240","28590"
"New entrant CS","2022","Birmingham","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Government Property Agency","30","30","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Property","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Security","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Security","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Security","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Security","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","HM Revenue and Customs (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Birmingham","Unknown","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Blackburn with Darwen","Commercial","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
