"Status","Year","Region_ITL3","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Female","Scotland","930","840","32400","27570"
"In post","2021","Aberdeen City and Aberdeenshire","Male","Scotland","940","910","39900","33650"
"In post","2021","Angus and Dundee City","Female","Scotland","1160","1040","26520","22230"
"In post","2021","Angus and Dundee City","Male","Scotland","740","710","25790","21150"
"In post","2021","Antrim and Newtownabbey","Female","Northern Ireland","60","60","26650","21670"
"In post","2021","Antrim and Newtownabbey","Male","Northern Ireland","140","140","23700","20310"
"In post","2021","Ards and North Down","Female","Northern Ireland","60","50","28760","22330"
"In post","2021","Ards and North Down","Male","Northern Ireland","170","170","24940","20310"
"In post","2021","Armagh City, Banbridge and Craigavon","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Female","London","390","340","30120","31060"
"In post","2021","Barking & Dagenham and Havering","Male","London","210","200","31100","31060"
"In post","2021","Barnet","Female","London","1060","980","38310","32330"
"In post","2021","Barnet","Male","London","620","600","42610","38520"
"In post","2021","Barnsley, Doncaster and Rotherham","Female","Yorkshire and The Humber","1840","1570","26140","26120"
"In post","2021","Barnsley, Doncaster and Rotherham","Male","Yorkshire and The Humber","1150","1100","28800","27570"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","South West (England)","5370","4980","34700","32660"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","South West (England)","7990","7850","39800","37990"
"In post","2021","Bedford","Female","East of England","460","420","28930","27570"
"In post","2021","Bedford","Male","East of England","370","360","31830","30060"
"In post","2021","Belfast","Female","Northern Ireland","1440","1290","28780","25560"
"In post","2021","Belfast","Male","Northern Ireland","1380","1330","29010","25560"
"In post","2021","Berkshire","Female","South East (England)","1370","1260","32720","29290"
"In post","2021","Berkshire","Male","South East (England)","1590","1560","35820","33170"
"In post","2021","Bexley and Greenwich","Female","London","920","860","30500","31060"
"In post","2021","Bexley and Greenwich","Male","London","840","820","33250","33180"
"In post","2021","Birmingham","Female","West Midlands (England)","6600","5950","30240","27570"
"In post","2021","Birmingham","Male","West Midlands (England)","5000","4850","32400","27570"
"In post","2021","Blackburn with Darwen","Female","North West (England)","300","250","26530","27570"
"In post","2021","Blackburn with Darwen","Male","North West (England)","200","190","27180","27570"
"In post","2021","Blackpool","Female","North West (England)","3220","2840","28370","27570"
"In post","2021","Blackpool","Male","North West (England)","1930","1860","30190","27570"
"In post","2021","Bournemouth and Poole","Female","South West (England)","420","360","27030","27570"
"In post","2021","Bournemouth and Poole","Male","South West (England)","300","290","26620","27290"
"In post","2021","Bradford","Female","Yorkshire and The Humber","1860","1570","26880","25560"
"In post","2021","Bradford","Male","Yorkshire and The Humber","1240","1180","27660","25560"
"In post","2021","Breckland and South Norfolk","Female","East of England","220","200","27910","26300"
"In post","2021","Breckland and South Norfolk","Male","East of England","310","300","29020","26810"
"In post","2021","Brent","Female","London","400","360","30470","31050"
"In post","2021","Brent","Male","London","210","200","33300","31060"
"In post","2021","Bridgend and Neath Port Talbot","Female","Wales","500","430","26480","27570"
"In post","2021","Bridgend and Neath Port Talbot","Male","Wales","210","200","28560","27570"
"In post","2021","Brighton and Hove","Female","South East (England)","420","370","30640","27570"
"In post","2021","Brighton and Hove","Male","South East (England)","230","220","30520","27570"
"In post","2021","Bristol, City of","Female","South West (England)","3520","3170","34380","29870"
"In post","2021","Bristol, City of","Male","South West (England)","3090","2960","37550","31860"
"In post","2021","Bromley","Female","London","330","300","29460","31060"
"In post","2021","Bromley","Male","London","130","120","29250","31060"
"In post","2021","Buckinghamshire CC","Female","South East (England)","980","920","31030","28670"
"In post","2021","Buckinghamshire CC","Male","South East (England)","700","680","33710","31810"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Female","Scotland","110","100","27650","27570"
"In post","2021","Caithness and Sutherland and Ross and Cromarty","Male","Scotland","100","100","31100","29190"
"In post","2021","Calderdale and Kirklees","Female","Yorkshire and The Humber","700","590","26790","27570"
"In post","2021","Calderdale and Kirklees","Male","Yorkshire and The Humber","360","350","27480","27570"
"In post","2021","Cambridgeshire CC","Female","East of England","1620","1500","32990","29180"
"In post","2021","Cambridgeshire CC","Male","East of England","1760","1700","34900","31650"
"In post","2021","Camden and City of London","Female","London","1780","1670","35800","30920"
"In post","2021","Camden and City of London","Male","London","1860","1820","40630","36160"
"In post","2021","Cardiff and Vale of Glamorgan","Female","Wales","6510","5880","32300","27570"
"In post","2021","Cardiff and Vale of Glamorgan","Male","Wales","5560","5380","33710","28850"
"In post","2021","Causeway Coast and Glens","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Causeway Coast and Glens","Male","Northern Ireland","60","60","20740","20310"
"In post","2021","Central Bedfordshire","Female","East of England","190","170","28630","26670"
"In post","2021","Central Bedfordshire","Male","East of England","250","240","31440","29750"
"In post","2021","Central Hampshire","Female","South East (England)","1870","1760","33500","33000"
"In post","2021","Central Hampshire","Male","South East (England)","2320","2270","38340","37320"
"In post","2021","Central Valleys","Female","Wales","1130","1030","32770","28850"
"In post","2021","Central Valleys","Male","Wales","580","560","38080","31700"
"In post","2021","Cheshire East","Female","North West (England)","470","430","29740","27570"
"In post","2021","Cheshire East","Male","North West (England)","290","270","30540","27570"
"In post","2021","Cheshire West and Chester","Female","North West (England)","290","260","26370","27570"
"In post","2021","Cheshire West and Chester","Male","North West (England)","170","160","25600","23840"
"In post","2021","Chorley and West Lancashire","Female","North West (England)","630","580","28710","27380"
"In post","2021","Chorley and West Lancashire","Male","North West (England)","700","650","30590","28830"
"In post","2021","City of Edinburgh","Female","Scotland","6750","6310","37110","31810"
"In post","2021","City of Edinburgh","Male","Scotland","6050","5900","37710","33620"
"In post","2021","Clackmannanshire and Fife","Female","Scotland","680","610","27840","27570"
"In post","2021","Clackmannanshire and Fife","Male","Scotland","670","640","32110","33300"
"In post","2021","Conwy and Denbighshire","Female","Wales","450","410","34420","30210"
"In post","2021","Conwy and Denbighshire","Male","Wales","240","220","36310","30600"
"In post","2021","Cornwall and Isles of Scilly","Female","South West (England)","920","800","26230","26590"
"In post","2021","Cornwall and Isles of Scilly","Male","South West (England)","730","700","27040","26670"
"In post","2021","Coventry","Female","West Midlands (England)","1460","1350","35630","31000"
"In post","2021","Coventry","Male","West Midlands (England)","970","950","38730","36430"
"In post","2021","Croydon","Female","London","5350","4950","36810","32090"
"In post","2021","Croydon","Male","London","4270","4190","40290","36160"
"In post","2021","Darlington","Female","North East (England)","600","550","34360","30200"
"In post","2021","Darlington","Male","North East (England)","380","370","37750","36500"
"In post","2021","Derby","Female","East Midlands (England)","650","540","24990","21530"
"In post","2021","Derby","Male","East Midlands (England)","370","350","29020","27570"
"In post","2021","Derry City and Strabane","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Derry City and Strabane","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Devon CC","Female","South West (England)","2710","2360","29700","27570"
"In post","2021","Devon CC","Male","South West (England)","2870","2750","33560","31580"
"In post","2021","Dorset CC","Female","South West (England)","950","860","27860","26670"
"In post","2021","Dorset CC","Male","South West (England)","1190","1150","30160","28220"
"In post","2021","Dudley","Female","West Midlands (England)","810","670","24960","25410"
"In post","2021","Dudley","Male","West Midlands (England)","340","320","25360","26580"
"In post","2021","Dumfries and Galloway","Female","Scotland","250","220","27880","26530"
"In post","2021","Dumfries and Galloway","Male","Scotland","320","300","30440","28870"
"In post","2021","Durham CC","Female","North East (England)","3150","2750","26070","23240"
"In post","2021","Durham CC","Male","North East (England)","2440","2280","28250","26780"
"In post","2021","Ealing","Female","London","340","310","31640","31060"
"In post","2021","Ealing","Male","London","180","170","30700","31060"
"In post","2021","East Ayrshire and North Ayrshire mainland","Female","Scotland","510","440","26050","27570"
"In post","2021","East Ayrshire and North Ayrshire mainland","Male","Scotland","450","430","27460","26160"
"In post","2021","East Cumbria","Female","North West (England)","540","470","27230","25010"
"In post","2021","East Cumbria","Male","North West (England)","400","390","28160","24920"
"In post","2021","East Derbyshire","Female","East Midlands (England)","280","240","26270","27570"
"In post","2021","East Derbyshire","Male","East Midlands (England)","110","100","28250","27570"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","Scotland","840","770","27910","26670"
"In post","2021","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","Scotland","1580","1540","31950","29420"
"In post","2021","East Kent","Female","South East (England)","2060","1840","27960","25980"
"In post","2021","East Kent","Male","South East (England)","2170","2050","28400","27240"
"In post","2021","East Lancashire","Female","North West (England)","320","280","25540","27570"
"In post","2021","East Lancashire","Male","North West (England)","160","160","26320","27570"
"In post","2021","East Lothian and Midlothian","Female","Scotland","70","60","27240","27570"
"In post","2021","East Lothian and Midlothian","Male","Scotland","50","40","[c]","[c]"
"In post","2021","East Merseyside","Female","North West (England)","730","630","26930","27570"
"In post","2021","East Merseyside","Male","North West (England)","310","300","29280","27570"
"In post","2021","East Riding of Yorkshire","Female","Yorkshire and The Humber","680","620","26540","25570"
"In post","2021","East Riding of Yorkshire","Male","Yorkshire and The Humber","1210","1160","29820","26930"
"In post","2021","East Surrey","Female","South East (England)","520","480","33020","31880"
"In post","2021","East Surrey","Male","South East (England)","470","460","33880","33880"
"In post","2021","East Sussex CC","Female","South East (England)","1180","1010","26080","26350"
"In post","2021","East Sussex CC","Male","South East (England)","820","780","27860","27570"
"In post","2021","Enfield","Female","London","240","220","30180","31060"
"In post","2021","Enfield","Male","London","120","120","30030","31060"
"In post","2021","Essex Haven Gateway","Female","East of England","570","530","29460","29290"
"In post","2021","Essex Haven Gateway","Male","East of England","560","540","35250","29670"
"In post","2021","Essex Thames Gateway","Female","East of England","690","600","27500","28200"
"In post","2021","Essex Thames Gateway","Male","East of England","250","240","28100","29290"
"In post","2021","Falkirk","Female","Scotland","1150","980","26250","22820"
"In post","2021","Falkirk","Male","Scotland","660","620","29880","27570"
"In post","2021","Fermanagh and Omagh","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Fermanagh and Omagh","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Flintshire and Wrexham","Female","Wales","1090","1000","27130","25200"
"In post","2021","Flintshire and Wrexham","Male","Wales","1060","1030","28500","27460"
"In post","2021","Glasgow City","Female","Scotland","6320","5720","31190","27570"
"In post","2021","Glasgow City","Male","Scotland","5330","5140","32570","27570"
"In post","2021","Gloucestershire","Female","South West (England)","830","730","28130","27130"
"In post","2021","Gloucestershire","Male","South West (England)","570","530","30890","27570"
"In post","2021","Greater Manchester North East","Female","North West (England)","740","680","27400","27570"
"In post","2021","Greater Manchester North East","Male","North West (England)","470","450","27940","27570"
"In post","2021","Greater Manchester North West","Female","North West (England)","1340","1160","24820","22850"
"In post","2021","Greater Manchester North West","Male","North West (England)","650","620","26330","26780"
"In post","2021","Greater Manchester South East","Female","North West (England)","870","770","25440","21920"
"In post","2021","Greater Manchester South East","Male","North West (England)","520","500","25950","24300"
"In post","2021","Greater Manchester South West","Female","North West (England)","3090","2830","29920","25570"
"In post","2021","Greater Manchester South West","Male","North West (England)","3050","2960","31070","27570"
"In post","2021","Gwent Valleys","Female","Wales","760","660","27540","27570"
"In post","2021","Gwent Valleys","Male","Wales","330","320","30230","27570"
"In post","2021","Gwynedd","Female","Wales","460","400","24760","21050"
"In post","2021","Gwynedd","Male","Wales","290","280","25630","23600"
"In post","2021","Hackney and Newham","Female","London","1820","1650","33280","31060"
"In post","2021","Hackney and Newham","Male","London","1220","1180","36550","31880"
"In post","2021","Haringey and Islington","Female","London","840","780","30160","31060"
"In post","2021","Haringey and Islington","Male","London","670","650","32310","31540"
"In post","2021","Harrow and Hillingdon","Female","London","1670","1490","30880","29170"
"In post","2021","Harrow and Hillingdon","Male","London","1730","1590","31460","29410"
"In post","2021","Hartlepool and Stockton-on-Tees","Female","North East (England)","870","760","26530","27470"
"In post","2021","Hartlepool and Stockton-on-Tees","Male","North East (England)","680","650","28150","27570"
"In post","2021","Heart of Essex","Female","East of England","640","590","31120","29290"
"In post","2021","Heart of Essex","Male","East of England","480","460","33150","30680"
"In post","2021","Herefordshire, County of","Female","West Midlands (England)","220","200","26490","26670"
"In post","2021","Herefordshire, County of","Male","West Midlands (England)","220","220","29320","26930"
"In post","2021","Hertfordshire","Female","East of England","1600","1460","33730","30110"
"In post","2021","Hertfordshire","Male","East of England","1120","1100","36280","31880"
"In post","2021","Hounslow and Richmond upon Thames","Female","London","1480","1370","31680","30250"
"In post","2021","Hounslow and Richmond upon Thames","Male","London","1380","1330","33640","31870"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Female","Scotland","590","510","28080","27570"
"In post","2021","Inverclyde, East Renfrewshire and Renfrewshire","Male","Scotland","460","430","31640","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Female","Scotland","600","550","28410","27570"
"In post","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Male","Scotland","540","520","29850","27570"
"In post","2021","Isle of Anglesey","Female","Wales","130","120","26900","26670"
"In post","2021","Isle of Anglesey","Male","Wales","120","120","28520","26800"
"In post","2021","Isle of Wight","Female","South East (England)","390","350","25840","25790"
"In post","2021","Isle of Wight","Male","South East (England)","510","480","28820","27380"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Female","London","430","410","31850","31060"
"In post","2021","Kensington & Chelsea and Hammersmith & Fulham","Male","London","420","410","33470","32680"
"In post","2021","Kent Thames Gateway","Female","South East (England)","760","700","28550","29290"
"In post","2021","Kent Thames Gateway","Male","South East (England)","850","820","31590","31650"
"In post","2021","Kingston upon Hull, City of","Female","Yorkshire and The Humber","1090","930","27400","27130"
"In post","2021","Kingston upon Hull, City of","Male","Yorkshire and The Humber","920","870","28690","27370"
"In post","2021","Lambeth","Female","London","2590","2410","42350","37460"
"In post","2021","Lambeth","Male","London","1790","1730","45540","40170"
"In post","2021","Lancaster and Wyre","Female","North West (England)","600","540","27720","26670"
"In post","2021","Lancaster and Wyre","Male","North West (England)","450","440","29660","26930"
"In post","2021","Leeds","Female","Yorkshire and The Humber","6130","5600","32610","28200"
"In post","2021","Leeds","Male","Yorkshire and The Humber","5290","5140","33700","28970"
"In post","2021","Leicester","Female","East Midlands (England)","1560","1350","26630","24470"
"In post","2021","Leicester","Male","East Midlands (England)","1060","1010","27190","26440"
"In post","2021","Leicestershire CC and Rutland","Female","East Midlands (England)","1050","950","27880","25550"
"In post","2021","Leicestershire CC and Rutland","Male","East Midlands (England)","970","950","30410","27380"
"In post","2021","Lewisham and Southwark","Female","London","810","770","34040","31060"
"In post","2021","Lewisham and Southwark","Male","London","580","560","33550","31060"
"In post","2021","Lincolnshire","Female","East Midlands (England)","1450","1320","26730","25600"
"In post","2021","Lincolnshire","Male","East Midlands (England)","1380","1340","29580","27570"
"In post","2021","Lisburn and Castlereagh","Female","Northern Ireland","180","170","26820","22580"
"In post","2021","Lisburn and Castlereagh","Male","Northern Ireland","220","210","28150","24970"
"In post","2021","Liverpool","Female","North West (England)","5970","5340","28360","25040"
"In post","2021","Liverpool","Male","North West (England)","4270","4120","30120","25560"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","Scotland","150","140","27810","27570"
"In post","2021","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","Scotland","180","170","28970","27150"
"In post","2021","Luton","Female","East of England","330","300","25600","25260"
"In post","2021","Luton","Male","East of England","220","190","27310","27370"
"In post","2021","Manchester","Female","North West (England)","4710","4380","33180","28430"
"In post","2021","Manchester","Male","North West (England)","4280","4150","34440","30990"
"In post","2021","Medway","Female","South East (England)","780","720","29570","29290"
"In post","2021","Medway","Male","South East (England)","640","620","32860","30400"
"In post","2021","Merton, Kingston upon Thames and Sutton","Female","London","400","370","30020","31060"
"In post","2021","Merton, Kingston upon Thames and Sutton","Male","London","250","250","32870","31060"
"In post","2021","Mid and East Antrim","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mid and East Antrim","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Mid Kent","Female","South East (England)","500","460","29710","29290"
"In post","2021","Mid Kent","Male","South East (England)","380","370","31030","29290"
"In post","2021","Mid Lancashire","Female","North West (England)","3210","2770","27110","23840"
"In post","2021","Mid Lancashire","Male","North West (England)","2400","2260","27920","25560"
"In post","2021","Milton Keynes","Female","South East (England)","990","930","30420","27570"
"In post","2021","Milton Keynes","Male","South East (England)","1220","1190","34090","31800"
"In post","2021","Monmouthshire and Newport","Female","Wales","3090","2810","31370","28030"
"In post","2021","Monmouthshire and Newport","Male","Wales","2490","2420","36810","32820"
"In post","2021","Monmouthshire and Newport","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Na h-Eileanan Siar","Female","Scotland","100","90","24500","21010"
"In post","2021","Na h-Eileanan Siar","Male","Scotland","80","70","27570","27570"
"In post","2021","Newry, Mourne and Down","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Newry, Mourne and Down","Male","Northern Ireland","60","60","21140","20310"
"In post","2021","North and North East Lincolnshire","Female","Yorkshire and The Humber","560","480","25560","25560"
"In post","2021","North and North East Lincolnshire","Male","Yorkshire and The Humber","260","250","26290","26700"
"In post","2021","North and West Norfolk","Female","East of England","410","360","26210","25790"
"In post","2021","North and West Norfolk","Male","East of England","520","500","29450","27570"
"In post","2021","North Hampshire","Female","South East (England)","600","560","29400","26870"
"In post","2021","North Hampshire","Male","South East (England)","420","410","37610","32060"
"In post","2021","North Lanarkshire","Female","Scotland","1750","1470","25360","21440"
"In post","2021","North Lanarkshire","Male","Scotland","1050","980","27540","25560"
"In post","2021","North Northamptonshire","Female","East Midlands (England)","360","310","25110","26780"
"In post","2021","North Northamptonshire","Male","East Midlands (England)","150","150","26800","27570"
"In post","2021","North Nottinghamshire","Female","East Midlands (England)","520","480","28780","27570"
"In post","2021","North Nottinghamshire","Male","East Midlands (England)","470","450","29060","27380"
"In post","2021","North Yorkshire CC","Female","Yorkshire and The Humber","900","830","28900","26700"
"In post","2021","North Yorkshire CC","Male","Yorkshire and The Humber","1030","1000","30220","27570"
"In post","2021","Northumberland","Female","North East (England)","250","220","27710","27570"
"In post","2021","Northumberland","Male","North East (England)","140","140","29420","27570"
"In post","2021","Norwich and East Norfolk","Female","East of England","950","820","28480","27570"
"In post","2021","Norwich and East Norfolk","Male","East of England","840","810","30800","27570"
"In post","2021","Nottingham","Female","East Midlands (England)","4430","4020","31160","27570"
"In post","2021","Nottingham","Male","East Midlands (England)","3530","3410","32550","28130"
"In post","2021","Orkney Islands","Female","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Orkney Islands","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Female","Overseas","1500","1490","49160","46620"
"In post","2021","Overseas","Male","Overseas","2260","2250","50540","50430"
"In post","2021","Oxfordshire","Female","South East (England)","1440","1310","31500","27570"
"In post","2021","Oxfordshire","Male","South East (England)","1300","1270","32850","30400"
"In post","2021","Perth and Kinross and Stirling","Female","Scotland","610","560","29630","27570"
"In post","2021","Perth and Kinross and Stirling","Male","Scotland","750","710","32050","31040"
"In post","2021","Peterborough","Female","East of England","1030","900","27450","25040"
"In post","2021","Peterborough","Male","East of England","640","600","29350","27130"
"In post","2021","Plymouth","Female","South West (England)","1420","1260","29110","27130"
"In post","2021","Plymouth","Male","South West (England)","1680","1630","32880","30640"
"In post","2021","Portsmouth","Female","South East (England)","1950","1740","29240","26670"
"In post","2021","Portsmouth","Male","South East (England)","1960","1900","31940","28130"
"In post","2021","Powys","Female","Wales","290","270","29690","27570"
"In post","2021","Powys","Male","Wales","260","250","28380","26670"
"In post","2021","Redbridge and Waltham Forest","Female","London","720","630","28820","30330"
"In post","2021","Redbridge and Waltham Forest","Male","London","340","330","29360","31060"
"In post","2021","Sandwell","Female","West Midlands (England)","310","270","26810","27570"
"In post","2021","Sandwell","Male","West Midlands (England)","140","130","27970","27570"
"In post","2021","Scottish Borders","Female","Scotland","260","220","28640","27570"
"In post","2021","Scottish Borders","Male","Scotland","220","220","30380","27570"
"In post","2021","Sefton","Female","North West (England)","3520","3060","27950","25560"
"In post","2021","Sefton","Male","North West (England)","2540","2440","30500","26920"
"In post","2021","Sheffield","Female","Yorkshire and The Humber","3880","3440","32330","27570"
"In post","2021","Sheffield","Male","Yorkshire and The Humber","3060","2960","34320","30200"
"In post","2021","Shetland Islands","Female","Scotland","30","30","[c]","[c]"
"In post","2021","Shetland Islands","Male","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Female","West Midlands (England)","490","440","27660","26670"
"In post","2021","Shropshire CC","Male","West Midlands (England)","680","670","30110","29670"
"In post","2021","Solihull","Female","West Midlands (England)","620","550","28490","26160"
"In post","2021","Solihull","Male","West Midlands (England)","480","470","29450","27370"
"In post","2021","Somerset","Female","South West (England)","1140","1000","29250","27570"
"In post","2021","Somerset","Male","South West (England)","1220","1180","32550","32160"
"In post","2021","South and West Derbyshire","Female","East Midlands (England)","670","590","31280","27570"
"In post","2021","South and West Derbyshire","Male","East Midlands (England)","490","460","35010","31650"
"In post","2021","South Ayrshire","Female","Scotland","200","180","27800","27570"
"In post","2021","South Ayrshire","Male","Scotland","120","110","28270","27570"
"In post","2021","South Hampshire","Female","South East (England)","2070","1740","29850","27570"
"In post","2021","South Hampshire","Male","South East (England)","1980","1770","30180","27570"
"In post","2021","South Hampshire","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","South Lanarkshire","Female","Scotland","2280","1980","29490","25560"
"In post","2021","South Lanarkshire","Male","Scotland","1420","1340","31520","26120"
"In post","2021","South Nottinghamshire","Female","East Midlands (England)","380","350","29780","27380"
"In post","2021","South Nottinghamshire","Male","East Midlands (England)","400","380","31190","28220"
"In post","2021","South Teesside","Female","North East (England)","750","650","26620","26060"
"In post","2021","South Teesside","Male","North East (England)","370","360","25980","24890"
"In post","2021","South West Wales","Female","Wales","880","800","29690","27570"
"In post","2021","South West Wales","Male","Wales","590","560","31030","27570"
"In post","2021","Southampton","Female","South East (England)","710","630","29440","27570"
"In post","2021","Southampton","Male","South East (England)","570","550","37030","31040"
"In post","2021","Southend-on-Sea","Female","East of England","800","700","30560","29290"
"In post","2021","Southend-on-Sea","Male","East of England","540","510","34350","31810"
"In post","2021","Staffordshire CC","Female","West Midlands (England)","2090","1920","29320","27380"
"In post","2021","Staffordshire CC","Male","West Midlands (England)","1880","1820","30510","27570"
"In post","2021","Stoke-on-Trent","Female","West Midlands (England)","830","730","24810","21170"
"In post","2021","Stoke-on-Trent","Male","West Midlands (England)","410","390","25950","23200"
"In post","2021","Suffolk","Female","East of England","2150","1940","27440","26670"
"In post","2021","Suffolk","Male","East of England","2020","1970","30040","27830"
"In post","2021","Sunderland","Female","North East (England)","3090","2500","24490","21440"
"In post","2021","Sunderland","Male","North East (England)","1340","1250","26430","25560"
"In post","2021","Swansea","Female","Wales","5380","4550","25580","21590"
"In post","2021","Swansea","Male","Wales","3690","3530","29800","26350"
"In post","2021","Swindon","Female","South West (England)","290","270","30880","27570"
"In post","2021","Swindon","Male","South West (England)","180","170","34670","27570"
"In post","2021","Telford and Wrekin","Female","West Midlands (England)","1130","1010","31680","27570"
"In post","2021","Telford and Wrekin","Male","West Midlands (England)","800","770","35680","31810"
"In post","2021","Thurrock","Female","East of England","170","150","26650","26830"
"In post","2021","Thurrock","Male","East of England","200","190","26160","25310"
"In post","2021","Torbay","Female","South West (England)","220","180","25920","25190"
"In post","2021","Torbay","Male","South West (England)","110","110","25850","27570"
"In post","2021","Tower Hamlets","Female","London","3580","3410","46080","40600"
"In post","2021","Tower Hamlets","Male","London","3300","3240","50850","47980"
"In post","2021","Tyneside","Female","North East (England)","9330","8090","28140","25560"
"In post","2021","Tyneside","Male","North East (England)","7210","6930","30490","26470"
"In post","2021","Unknown","Female","Unknown","1200","1130","33020","29250"
"In post","2021","Unknown","Male","Unknown","2530","2510","36930","32700"
"In post","2021","Wakefield","Female","Yorkshire and The Humber","880","790","29230","27570"
"In post","2021","Wakefield","Male","Yorkshire and The Humber","800","750","31400","31650"
"In post","2021","Walsall","Female","West Midlands (England)","420","350","25270","26120"
"In post","2021","Walsall","Male","West Midlands (England)","190","170","24710","26120"
"In post","2021","Wandsworth","Female","London","480","450","30480","30220"
"In post","2021","Wandsworth","Male","London","480","470","33660","33260"
"In post","2021","Warrington","Female","North West (England)","1430","1330","30800","28840"
"In post","2021","Warrington","Male","North West (England)","1260","1230","34480","32770"
"In post","2021","Warwickshire","Female","West Midlands (England)","730","640","26400","23420"
"In post","2021","Warwickshire","Male","West Midlands (England)","570","540","27360","25710"
"In post","2021","West Cumbria","Female","North West (England)","700","600","26070","24440"
"In post","2021","West Cumbria","Male","North West (England)","500","490","31350","27570"
"In post","2021","West Essex","Female","East of England","360","320","30530","29290"
"In post","2021","West Essex","Male","East of England","340","300","30260","27370"
"In post","2021","West Kent","Female","South East (England)","130","120","32890","29290"
"In post","2021","West Kent","Male","South East (England)","270","260","38140","37320"
"In post","2021","West Lothian","Female","Scotland","310","280","32890","27570"
"In post","2021","West Lothian","Male","Scotland","200","200","32460","27570"
"In post","2021","West Northamptonshire","Female","East Midlands (England)","680","600","25800","23530"
"In post","2021","West Northamptonshire","Male","East Midlands (England)","420","410","27550","25400"
"In post","2021","West Surrey","Female","South East (England)","1220","1120","31860","29290"
"In post","2021","West Surrey","Male","South East (England)","890","870","34120","30780"
"In post","2021","West Sussex (North East)","Female","South East (England)","650","570","30360","27570"
"In post","2021","West Sussex (North East)","Male","South East (England)","590","530","31130","28350"
"In post","2021","West Sussex (South West)","Female","South East (England)","720","630","28900","27570"
"In post","2021","West Sussex (South West)","Male","South East (England)","600","560","31660","28130"
"In post","2021","Westminster","Female","London","29620","28450","46860","41970"
"In post","2021","Westminster","Male","London","26060","25800","49460","45200"
"In post","2021","Westminster","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","South West (England)","3640","3400","34080","31780"
"In post","2021","Wiltshire","Male","South West (England)","3840","3770","38410","37320"
"In post","2021","Wirral","Female","North West (England)","1470","1230","25940","25860"
"In post","2021","Wirral","Male","North West (England)","680","640","26870","27130"
"In post","2021","Wolverhampton","Female","West Midlands (England)","610","510","24640","23840"
"In post","2021","Wolverhampton","Male","West Midlands (England)","280","260","25760","27570"
"In post","2021","Worcestershire","Female","West Midlands (England)","1200","1100","27750","25520"
"In post","2021","Worcestershire","Male","West Midlands (England)","1050","1030","29850","27570"
"In post","2021","York","Female","Yorkshire and The Humber","1560","1440","35900","31350"
"In post","2021","York","Male","Yorkshire and The Humber","1230","1200","36560","32160"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Scotland","970","880","32990","27940"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Scotland","960","930","40580","35000"
"In post","2022","Angus and Dundee City","Female","Scotland","1280","1170","27460","26110"
"In post","2022","Angus and Dundee City","Male","Scotland","800","780","27090","23230"
"In post","2022","Antrim and Newtownabbey","Female","Northern Ireland","70","60","29400","22500"
"In post","2022","Antrim and Newtownabbey","Male","Northern Ireland","140","140","24730","20560"
"In post","2022","Ards and North Down","Female","Northern Ireland","70","60","30480","25790"
"In post","2022","Ards and North Down","Male","Northern Ireland","180","170","25950","21060"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Male","Northern Ireland","[c]","[c]","[c]","[c]"
