"Status","Year","Age","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Flintshire and Wrexham","90","80","29010","27570"
"In post","2021","60-64","Male","Glasgow City","430","350","32900","27570"
"In post","2021","60-64","Male","Gloucestershire","70","60","31110","31000"
"In post","2021","60-64","Male","Greater Manchester North East","40","30","[c]","[c]"
"In post","2021","60-64","Male","Greater Manchester North West","50","40","[c]","[c]"
"In post","2021","60-64","Male","Greater Manchester South East","40","40","[c]","[c]"
"In post","2021","60-64","Male","Greater Manchester South West","170","140","29430","27570"
"In post","2021","60-64","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Hackney and Newham","130","110","37870","32520"
"In post","2021","60-64","Male","Haringey and Islington","50","40","[c]","[c]"
"In post","2021","60-64","Male","Harrow and Hillingdon","190","140","30980","30500"
"In post","2021","60-64","Male","Hartlepool and Stockton-on-Tees","60","40","28190","27570"
"In post","2021","60-64","Male","Heart of Essex","30","30","[c]","[c]"
"In post","2021","60-64","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Hertfordshire","100","90","36580","30980"
"In post","2021","60-64","Male","Hounslow and Richmond upon Thames","130","120","32300","31060"
"In post","2021","60-64","Male","Inverclyde, East Renfrewshire and Renfrewshire","50","40","30770","27570"
"In post","2021","60-64","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","80","70","28620","26530"
"In post","2021","60-64","Male","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Isle of Wight","60","40","28310","28650"
"In post","2021","60-64","Male","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Kent Thames Gateway","70","60","30100","29290"
"In post","2021","60-64","Male","Kingston upon Hull, City of","80","60","32080","27620"
"In post","2021","60-64","Male","Lambeth","110","110","51630","43570"
"In post","2021","60-64","Male","Lancaster and Wyre","30","30","[c]","[c]"
"In post","2021","60-64","Male","Leeds","290","240","34730","31650"
"In post","2021","60-64","Male","Leicester","90","80","27550","27130"
"In post","2021","60-64","Male","Leicestershire CC and Rutland","80","70","29860","27270"
"In post","2021","60-64","Male","Lewisham and Southwark","50","50","34030","31060"
"In post","2021","60-64","Male","Lincolnshire","190","170","29090","26780"
"In post","2021","60-64","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Liverpool","290","240","29150","26160"
"In post","2021","60-64","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Luton","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Manchester","260","210","35330","31650"
"In post","2021","60-64","Male","Medway","50","40","[c]","[c]"
"In post","2021","60-64","Male","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Mid Kent","40","40","[c]","[c]"
"In post","2021","60-64","Male","Mid Lancashire","180","150","29650","26760"
"In post","2021","60-64","Male","Milton Keynes","120","100","35250","33300"
"In post","2021","60-64","Male","Monmouthshire and Newport","140","110","35350","31650"
"In post","2021","60-64","Male","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","North and West Norfolk","80","70","30090","27610"
"In post","2021","60-64","Male","North Hampshire","50","50","37280","33300"
"In post","2021","60-64","Male","North Lanarkshire","120","90","29090","28130"
"In post","2021","60-64","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","North Nottinghamshire","30","30","[c]","[c]"
"In post","2021","60-64","Male","North Yorkshire CC","140","130","27220","22500"
"In post","2021","60-64","Male","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Norwich and East Norfolk","80","70","30750","27570"
"In post","2021","60-64","Male","Nottingham","240","200","33440","28130"
"In post","2021","60-64","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Overseas","150","150","55470","53950"
"In post","2021","60-64","Male","Oxfordshire","150","140","33960","28040"
"In post","2021","60-64","Male","Perth and Kinross and Stirling","80","60","32660","33650"
"In post","2021","60-64","Male","Peterborough","70","60","30670","27130"
"In post","2021","60-64","Male","Plymouth","180","160","30670","26930"
"In post","2021","60-64","Male","Portsmouth","240","210","31370","29200"
"In post","2021","60-64","Male","Powys","50","40","[c]","[c]"
"In post","2021","60-64","Male","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Sefton","200","170","32250","27570"
"In post","2021","60-64","Male","Sheffield","160","130","31880","27570"
"In post","2021","60-64","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Shropshire CC","110","110","31480","29670"
"In post","2021","60-64","Male","Solihull","30","20","[c]","[c]"
"In post","2021","60-64","Male","Somerset","140","130","31710","30410"
"In post","2021","60-64","Male","South and West Derbyshire","70","50","35270","28990"
"In post","2021","60-64","Male","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","South Hampshire","290","240","27730","23520"
"In post","2021","60-64","Male","South Lanarkshire","110","90","29540","26120"
"In post","2021","60-64","Male","South Nottinghamshire","40","40","[c]","[c]"
"In post","2021","60-64","Male","South Teesside","30","30","[c]","[c]"
"In post","2021","60-64","Male","South West Wales","50","40","31970","27570"
"In post","2021","60-64","Male","Southampton","50","50","36780","27810"
"In post","2021","60-64","Male","Southend-on-Sea","60","50","33370","33100"
"In post","2021","60-64","Male","Staffordshire CC","180","150","30020","27380"
"In post","2021","60-64","Male","Stoke-on-Trent","50","40","24760","21630"
"In post","2021","60-64","Male","Suffolk","210","180","29590","26930"
"In post","2021","60-64","Male","Sunderland","140","110","26540","21440"
"In post","2021","60-64","Male","Swansea","260","210","31990","26780"
"In post","2021","60-64","Male","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Telford and Wrekin","80","70","35720","27780"
"In post","2021","60-64","Male","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Tower Hamlets","190","170","53120","49160"
"In post","2021","60-64","Male","Tyneside","550","440","28350","25200"
"In post","2021","60-64","Male","Unknown","190","180","39420","35380"
"In post","2021","60-64","Male","Wakefield","80","60","30980","31650"
"In post","2021","60-64","Male","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","Wandsworth","30","30","[c]","[c]"
"In post","2021","60-64","Male","Warrington","100","80","33970","31990"
"In post","2021","60-64","Male","Warwickshire","60","50","27700","26400"
"In post","2021","60-64","Male","West Cumbria","40","40","[c]","[c]"
"In post","2021","60-64","Male","West Essex","40","20","[c]","[c]"
"In post","2021","60-64","Male","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Male","West Northamptonshire","40","30","[c]","[c]"
"In post","2021","60-64","Male","West Surrey","90","90","34450","30530"
"In post","2021","60-64","Male","West Sussex (North East)","70","40","33180","32740"
"In post","2021","60-64","Male","West Sussex (South West)","80","70","30110","27570"
"In post","2021","60-64","Male","Westminster","1140","1070","52390","46520"
"In post","2021","60-64","Male","Wiltshire","370","340","38530","36300"
"In post","2021","60-64","Male","Wirral","80","70","28260","27570"
"In post","2021","60-64","Male","Wolverhampton","30","30","[c]","[c]"
"In post","2021","60-64","Male","Worcestershire","70","60","29240","27570"
"In post","2021","60-64","Male","York","110","100","37960","32680"
"In post","2021","60-64","Unknown","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Barnet","30","30","[c]","[c]"
"In post","2021","65+","Female","Barnsley, Doncaster and Rotherham","40","20","[c]","[c]"
"In post","2021","65+","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","60","50","30570","27570"
"In post","2021","65+","Female","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Berkshire","50","40","29530","25630"
"In post","2021","65+","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Birmingham","110","80","27460","26000"
"In post","2021","65+","Female","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Blackpool","90","70","24320","21010"
"In post","2021","65+","Female","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Bradford","30","20","[c]","[c]"
"In post","2021","65+","Female","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Brent","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Bristol, City of","60","40","33610","26580"
"In post","2021","65+","Female","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Buckinghamshire CC","30","30","[c]","[c]"
"In post","2021","65+","Female","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Cambridgeshire CC","50","40","28040","26450"
"In post","2021","65+","Female","Camden and City of London","60","50","28620","25630"
"In post","2021","65+","Female","Cardiff and Vale of Glamorgan","140","100","30620","23830"
"In post","2021","65+","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Central Hampshire","40","30","[c]","[c]"
"In post","2021","65+","Female","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","City of Edinburgh","80","70","32660","28100"
"In post","2021","65+","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Croydon","180","140","29390","25630"
"In post","2021","65+","Female","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Derby","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Devon CC","50","40","25160","22410"
"In post","2021","65+","Female","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Durham CC","70","50","25230","21440"
"In post","2021","65+","Female","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Kent","40","20","[c]","[c]"
"In post","2021","65+","Female","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Glasgow City","120","90","25930","22080"
"In post","2021","65+","Female","Gloucestershire","30","20","[c]","[c]"
"In post","2021","65+","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Greater Manchester South West","50","30","[c]","[c]"
"In post","2021","65+","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Hackney and Newham","70","50","30560","25630"
"In post","2021","65+","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Harrow and Hillingdon","70","40","28110","27130"
"In post","2021","65+","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Hertfordshire","40","30","[c]","[c]"
"In post","2021","65+","Female","Hounslow and Richmond upon Thames","40","30","[c]","[c]"
"In post","2021","65+","Female","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Lambeth","70","50","42550","31880"
"In post","2021","65+","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Leeds","90","60","28070","27570"
"In post","2021","65+","Female","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Lincolnshire","40","30","[c]","[c]"
"In post","2021","65+","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Liverpool","140","100","24440","21440"
"In post","2021","65+","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Luton","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Manchester","60","50","29350","26120"
"In post","2021","65+","Female","Medway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Mid Lancashire","70","50","25400","21440"
"In post","2021","65+","Female","Milton Keynes","30","30","[c]","[c]"
"In post","2021","65+","Female","Monmouthshire and Newport","60","40","27050","24110"
"In post","2021","65+","Female","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","North Lanarkshire","50","30","[c]","[c]"
"In post","2021","65+","Female","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Nottingham","60","40","29320","23730"
"In post","2021","65+","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Oxfordshire","50","40","29310","26160"
"In post","2021","65+","Female","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Portsmouth","70","50","25530","21440"
"In post","2021","65+","Female","Powys","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Redbridge and Waltham Forest","40","30","[c]","[c]"
"In post","2021","65+","Female","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Sefton","90","60","23660","21430"
"In post","2021","65+","Female","Sheffield","60","40","26130","21510"
"In post","2021","65+","Female","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","South Hampshire","100","70","23520","19520"
"In post","2021","65+","Female","South Lanarkshire","60","30","23960","21440"
"In post","2021","65+","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","South West Wales","40","30","[c]","[c]"
"In post","2021","65+","Female","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Southend-on-Sea","30","20","[c]","[c]"
"In post","2021","65+","Female","Staffordshire CC","50","30","[c]","[c]"
"In post","2021","65+","Female","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Suffolk","50","40","[c]","[c]"
"In post","2021","65+","Female","Sunderland","70","50","23110","21400"
"In post","2021","65+","Female","Swansea","120","80","23250","21590"
"In post","2021","65+","Female","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Tower Hamlets","50","40","44690","32320"
"In post","2021","65+","Female","Tyneside","220","150","23780","21440"
"In post","2021","65+","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","West Surrey","60","50","28300","24370"
"In post","2021","65+","Female","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Westminster","300","270","39870","32230"
"In post","2021","65+","Female","Wiltshire","70","60","30880","26670"
"In post","2021","65+","Female","Wirral","40","30","[c]","[c]"
"In post","2021","65+","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Female","York","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","150","130","40030","40440"
"In post","2021","65+","Male","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Belfast","40","30","[c]","[c]"
"In post","2021","65+","Male","Berkshire","50","40","[c]","[c]"
"In post","2021","65+","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Birmingham","100","80","32540","27770"
"In post","2021","65+","Male","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Blackpool","40","30","[c]","[c]"
"In post","2021","65+","Male","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Bradford","30","20","[c]","[c]"
"In post","2021","65+","Male","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Brent","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Bristol, City of","120","90","43850","35000"
"In post","2021","65+","Male","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Cambridgeshire CC","60","50","35350","31650"
"In post","2021","65+","Male","Camden and City of London","60","50","38430","32520"
"In post","2021","65+","Male","Cardiff and Vale of Glamorgan","150","120","35220","28130"
"In post","2021","65+","Male","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Central Hampshire","110","100","37320","33630"
"In post","2021","65+","Male","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","City of Edinburgh","170","140","36220","30080"
"In post","2021","65+","Male","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Cornwall and Isles of Scilly","30","20","[c]","[c]"
"In post","2021","65+","Male","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Croydon","140","120","34900","30600"
"In post","2021","65+","Male","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Derby","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Devon CC","100","70","30890","27100"
"In post","2021","65+","Male","Dorset CC","60","50","29200","27330"
"In post","2021","65+","Male","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Durham CC","70","50","26780","25310"
"In post","2021","65+","Male","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","40","30","[c]","[c]"
"In post","2021","65+","Male","East Kent","40","30","[c]","[c]"
"In post","2021","65+","Male","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Riding of Yorkshire","30","30","[c]","[c]"
"In post","2021","65+","Male","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","East Sussex CC","30","20","[c]","[c]"
"In post","2021","65+","Male","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Glasgow City","110","90","30300","26120"
"In post","2021","65+","Male","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Greater Manchester South West","60","40","28910","26120"
"In post","2021","65+","Male","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Hackney and Newham","70","50","35120","31470"
"In post","2021","65+","Male","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Harrow and Hillingdon","100","80","31270","30540"
"In post","2021","65+","Male","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","65+","Male","Hertfordshire","50","40","[c]","[c]"
"In post","2021","65+","Male","Hounslow and Richmond upon Thames","50","40","[c]","[c]"
"In post","2021","65+","Male","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
