"Status","Year","Region_ITL1","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Wales","SCS","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","Wales","SCS","Welsh Government","190","180","87110","79790"
"In post","2022","Wales","SEO/HEO","Attorney General's Departments","60","60","35490","34480"
"In post","2022","Wales","SEO/HEO","Cabinet Office","120","120","33440","32000"
"In post","2022","Wales","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Business, Energy and Industrial Strategy","990","940","38410","39910"
"In post","2022","Wales","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Environment, Food and Rural Affairs","120","110","34880","35900"
"In post","2022","Wales","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Department for Transport","1180","1140","37230","35680"
"In post","2022","Wales","SEO/HEO","Department for Work and Pensions","500","470","34750","33180"
"In post","2022","Wales","SEO/HEO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Food Standards Agency","90","90","35160","37350"
"In post","2022","Wales","SEO/HEO","HM Land Registry","230","200","36170","33840"
"In post","2022","Wales","SEO/HEO","HM Revenue and Customs","1610","1550","35210","33370"
"In post","2022","Wales","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Home Office","180","180","33420","31140"
"In post","2022","Wales","SEO/HEO","Ministry of Defence","220","210","36820","33670"
"In post","2022","Wales","SEO/HEO","Ministry of Justice","600","570","37610","36710"
"In post","2022","Wales","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","UK Statistics Authority","1450","1390","34240","33520"
"In post","2022","Wales","SEO/HEO","Welsh Government","2680","2540","41400","38160"
"In post","2022","Wales","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Ministry of Justice","1430","1350","29400","28200"
"In post","2022","West Midlands (England)","AA/AO","Attorney General's Departments","120","110","22280","22200"
"In post","2022","West Midlands (England)","AA/AO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Business, Energy and Industrial Strategy","170","150","20790","21130"
"In post","2022","West Midlands (England)","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Environment, Food and Rural Affairs","170","160","21330","21300"
"In post","2022","West Midlands (England)","AA/AO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Department for Transport","170","160","23410","21840"
"In post","2022","West Midlands (England)","AA/AO","Department for Work and Pensions","2380","1990","20990","21260"
"In post","2022","West Midlands (England)","AA/AO","Department of Health and Social Care","70","70","20550","19880"
"In post","2022","West Midlands (England)","AA/AO","HM Land Registry","180","170","22600","22600"
"In post","2022","West Midlands (England)","AA/AO","HM Revenue and Customs","970","880","21420","21250"
"In post","2022","West Midlands (England)","AA/AO","Home Office","230","210","21490","21680"
"In post","2022","West Midlands (England)","AA/AO","Ministry of Defence","900","870","22090","21170"
"In post","2022","West Midlands (England)","AA/AO","Ministry of Justice","4900","4520","23270","21310"
"In post","2022","West Midlands (England)","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","AA/AO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","EO","Attorney General's Departments","120","110","27000","27070"
"In post","2022","West Midlands (England)","EO","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","EO","Department for Business, Energy and Industrial Strategy","120","110","25440","24570"
"In post","2022","West Midlands (England)","EO","Department for Education","160","160","25380","25000"
"In post","2022","West Midlands (England)","EO","Department for Environment, Food and Rural Affairs","160","150","25400","25160"
"In post","2022","West Midlands (England)","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","EO","Department for Levelling Up, Housing and Communities","50","50","25010","24830"
"In post","2022","West Midlands (England)","EO","Department for Transport","330","310","27500","26700"
"In post","2022","West Midlands (England)","EO","Department for Work and Pensions","4590","4110","27450","27570"
"In post","2022","West Midlands (England)","EO","Department of Health and Social Care","60","60","24640","23390"
"In post","2022","West Midlands (England)","EO","Food Standards Agency","50","50","27120","26750"
"In post","2022","West Midlands (England)","EO","HM Land Registry","220","200","27170","27130"
"In post","2022","West Midlands (England)","EO","HM Revenue and Customs","1110","1050","26950","26820"
"In post","2022","West Midlands (England)","EO","Home Office","540","500","25860","25040"
"In post","2022","West Midlands (England)","EO","Ministry of Defence","720","700","26960","26670"
"In post","2022","West Midlands (England)","EO","Ministry of Justice","1280","1240","27770","25590"
"In post","2022","West Midlands (England)","EO","National Crime Agency","250","240","33510","34140"
"In post","2022","West Midlands (England)","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","EO","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","EO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Attorney General's Departments","280","260","55040","55610"
"In post","2022","West Midlands (England)","G6/G7","Cabinet Office","100","100","64270","62180"
"In post","2022","West Midlands (England)","G6/G7","Department for Business, Energy and Industrial Strategy","120","120","54380","51510"
"In post","2022","West Midlands (England)","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Department for Education","480","470","54170","50630"
"In post","2022","West Midlands (England)","G6/G7","Department for Environment, Food and Rural Affairs","110","110","52980","50280"
"In post","2022","West Midlands (England)","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Department for Levelling Up, Housing and Communities","120","110","51860","48200"
"In post","2022","West Midlands (England)","G6/G7","Department for Transport","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Department for Work and Pensions","90","90","54870","49170"
"In post","2022","West Midlands (England)","G6/G7","Department of Health and Social Care","100","90","57200","50930"
"In post","2022","West Midlands (England)","G6/G7","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","HM Revenue and Customs","650","630","57970","55210"
"In post","2022","West Midlands (England)","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Home Office","60","60","55360","52280"
"In post","2022","West Midlands (England)","G6/G7","Ministry of Defence","170","160","61350","54540"
"In post","2022","West Midlands (England)","G6/G7","Ministry of Justice","230","220","61100","59000"
"In post","2022","West Midlands (England)","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Office for Standards in Education, Children's Services and Skills","60","60","75400","75500"
"In post","2022","West Midlands (England)","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Office of Qualifications and Examinations Regulation","110","110","53040","48680"
"In post","2022","West Midlands (England)","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Water Services Regulation Authority","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","HM Revenue and Customs","40","40","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SEO/HEO","Attorney General's Departments","70","70","34510","34480"
"In post","2022","West Midlands (England)","SEO/HEO","Cabinet Office","110","110","33410","32000"
"In post","2022","West Midlands (England)","SEO/HEO","Department for Business, Energy and Industrial Strategy","320","310","36260","36060"
"In post","2022","West Midlands (England)","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SEO/HEO","Department for Education","720","700","34190","36500"
"In post","2022","West Midlands (England)","SEO/HEO","Department for Environment, Food and Rural Affairs","300","280","34630","35900"
"In post","2022","West Midlands (England)","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SEO/HEO","Department for Levelling Up, Housing and Communities","170","170","33070","30320"
"In post","2022","West Midlands (England)","SEO/HEO","Department for Transport","140","140","34200","32180"
"In post","2022","West Midlands (England)","SEO/HEO","Department for Work and Pensions","660","620","34220","32640"
"In post","2022","West Midlands (England)","SEO/HEO","Department of Health and Social Care","150","130","35490","36330"
"In post","2022","West Midlands (England)","SEO/HEO","Food Standards Agency","50","50","34290","32480"
"In post","2022","West Midlands (England)","SEO/HEO","HM Land Registry","180","160","36400","33840"
"In post","2022","West Midlands (England)","SEO/HEO","HM Revenue and Customs","2000","1920","36090","33370"
"In post","2022","West Midlands (England)","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SEO/HEO","Home Office","310","290","33760","31290"
"In post","2022","West Midlands (England)","SEO/HEO","Ministry of Defence","800","770","36640","34390"
"In post","2022","West Midlands (England)","SEO/HEO","Ministry of Justice","1300","1250","37660","36410"
"In post","2022","West Midlands (England)","SEO/HEO","National Crime Agency","210","200","42530","43710"
"In post","2022","West Midlands (England)","SEO/HEO","Office for Standards in Education, Children's Services and Skills","70","60","44500","51360"
"In post","2022","West Midlands (England)","SEO/HEO","Office of Qualifications and Examinations Regulation","130","130","35940","38000"
"In post","2022","West Midlands (England)","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","SEO/HEO","Water Services Regulation Authority","100","100","46170","44000"
"In post","2022","West Midlands (England)","SEO/HEO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","West Midlands (England)","Unknown","Ministry of Justice","2090","1910","29500","28200"
"In post","2022","Yorkshire and The Humber","AA/AO","Attorney General's Departments","170","160","22110","22200"
"In post","2022","Yorkshire and The Humber","AA/AO","Cabinet Office","130","120","21190","21170"
"In post","2022","Yorkshire and The Humber","AA/AO","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","AA/AO","Department for Environment, Food and Rural Affairs","210","190","21510","21300"
"In post","2022","Yorkshire and The Humber","AA/AO","Department for Transport","190","180","23960","21840"
"In post","2022","Yorkshire and The Humber","AA/AO","Department for Work and Pensions","2370","2020","21100","21260"
"In post","2022","Yorkshire and The Humber","AA/AO","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","AA/AO","HM Land Registry","100","100","22600","22600"
"In post","2022","Yorkshire and The Humber","AA/AO","HM Revenue and Customs","1560","1360","21440","21250"
"In post","2022","Yorkshire and The Humber","AA/AO","Home Office","1100","990","21490","21680"
"In post","2022","Yorkshire and The Humber","AA/AO","Ministry of Defence","1010","970","23360","21170"
"In post","2022","Yorkshire and The Humber","AA/AO","Ministry of Justice","4350","3980","24560","23140"
"In post","2022","Yorkshire and The Humber","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","AA/AO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Attorney General's Departments","180","170","27000","26220"
"In post","2022","Yorkshire and The Humber","EO","Cabinet Office","150","150","25580","26350"
"In post","2022","Yorkshire and The Humber","EO","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Department for Education","200","190","25460","25000"
"In post","2022","Yorkshire and The Humber","EO","Department for Environment, Food and Rural Affairs","220","210","25410","25100"
"In post","2022","Yorkshire and The Humber","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Department for Transport","270","250","27350","26780"
"In post","2022","Yorkshire and The Humber","EO","Department for Work and Pensions","4620","4110","27480","27570"
"In post","2022","Yorkshire and The Humber","EO","Department of Health and Social Care","180","170","24670","23690"
"In post","2022","Yorkshire and The Humber","EO","Food Standards Agency","70","70","26980","26750"
"In post","2022","Yorkshire and The Humber","EO","HM Land Registry","150","140","27160","27130"
"In post","2022","Yorkshire and The Humber","EO","HM Revenue and Customs","1520","1430","26910","26820"
"In post","2022","Yorkshire and The Humber","EO","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Home Office","1480","1380","25430","24890"
"In post","2022","Yorkshire and The Humber","EO","Ministry of Defence","570","560","28110","26670"
"In post","2022","Yorkshire and The Humber","EO","Ministry of Justice","1170","1100","29720","29940"
"In post","2022","Yorkshire and The Humber","EO","National Crime Agency","140","140","33980","34140"
"In post","2022","Yorkshire and The Humber","EO","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","EO","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","Attorney General's Departments","400","370","55870","55610"
"In post","2022","Yorkshire and The Humber","G6/G7","Cabinet Office","250","250","58520","56500"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for Education","540","520","54180","50630"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for Environment, Food and Rural Affairs","280","270","52120","49360"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for Levelling Up, Housing and Communities","70","60","56440","57450"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for Transport","60","60","54100","49410"
"In post","2022","Yorkshire and The Humber","G6/G7","Department for Work and Pensions","860","830","55990","52750"
"In post","2022","Yorkshire and The Humber","G6/G7","Department of Health and Social Care","620","600","55230","51480"
"In post","2022","Yorkshire and The Humber","G6/G7","Food Standards Agency","50","50","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","HM Revenue and Customs","600","580","57980","55210"
"In post","2022","Yorkshire and The Humber","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","Home Office","280","280","56570","52340"
"In post","2022","Yorkshire and The Humber","G6/G7","Ministry of Defence","60","60","67960","64600"
"In post","2022","Yorkshire and The Humber","G6/G7","Ministry of Justice","270","270","60240","58570"
"In post","2022","Yorkshire and The Humber","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","Office for Standards in Education, Children's Services and Skills","60","60","73910","75500"
"In post","2022","Yorkshire and The Humber","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for Education","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Department for Work and Pensions","60","60","83440","77800"
"In post","2022","Yorkshire and The Humber","SCS","Department of Health and Social Care","90","80","83970","76700"
"In post","2022","Yorkshire and The Humber","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Attorney General's Departments","160","160","35430","34480"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Cabinet Office","380","370","34270","33300"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for Business, Energy and Industrial Strategy","120","110","36760","35830"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for Education","890","850","34700","36500"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for Environment, Food and Rural Affairs","540","520","34090","35900"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for Levelling Up, Housing and Communities","70","70","34980","36340"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for Transport","150","150","36740","34550"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department for Work and Pensions","1990","1840","35360","34290"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Department of Health and Social Care","730","700","34130","36330"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Food Standards Agency","150","140","34480","34210"
"In post","2022","Yorkshire and The Humber","SEO/HEO","HM Land Registry","90","80","35970","33840"
"In post","2022","Yorkshire and The Humber","SEO/HEO","HM Revenue and Customs","1880","1800","35640","33370"
"In post","2022","Yorkshire and The Humber","SEO/HEO","HM Treasury","40","30","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Home Office","950","910","33800","30980"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Ministry of Defence","350","340","36650","34170"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Ministry of Justice","1390","1330","37980","36480"
"In post","2022","Yorkshire and The Humber","SEO/HEO","National Crime Agency","110","110","42470","43450"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Yorkshire and The Humber","Unknown","Ministry of Justice","2090","1910","29770","28200"
"Leaver CS","2021","East Midlands (England)","AA/AO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","Department for Work and Pensions","120","100","20760","21010"
"Leaver CS","2021","East Midlands (England)","AA/AO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","HM Revenue and Customs","170","140","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","AA/AO","Ministry of Defence","70","60","20840","20370"
"Leaver CS","2021","East Midlands (England)","AA/AO","Ministry of Justice","430","380","19260","18880"
"Leaver CS","2021","East Midlands (England)","AA/AO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Department for Work and Pensions","90","80","27310","27570"
"Leaver CS","2021","East Midlands (England)","EO","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","HM Revenue and Customs","120","100","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Ministry of Defence","70","70","29690","29930"
"Leaver CS","2021","East Midlands (England)","EO","Ministry of Justice","70","70","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","EO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","East Midlands (England)","G6/G7","Attorney General's Departments","[c]","[c]","[c]","[c]"
