"Status","Year","Region_ITL1","Function_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","North East (England)","Security","50-59","40","40","[c]","[c]"
"In post","2021","North East (England)","Security","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Unknown","16-19","40","40","[c]","[c]"
"In post","2021","North East (England)","Unknown","20-29","1260","1220","24660","21430"
"In post","2021","North East (England)","Unknown","30-39","2000","1830","26900","27570"
"In post","2021","North East (England)","Unknown","40-49","2680","2420","28270","27570"
"In post","2021","North East (England)","Unknown","50-59","3620","3200","27350","27570"
"In post","2021","North East (England)","Unknown","60-64","1130","840","25370","21430"
"In post","2021","North East (England)","Unknown","65+","290","210","24390","21010"
"In post","2021","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Analysis","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Analysis","20-29","130","130","33880","31810"
"In post","2021","North West (England)","Analysis","30-39","100","90","41290","38630"
"In post","2021","North West (England)","Analysis","40-49","70","60","41390","38630"
"In post","2021","North West (England)","Analysis","50-59","60","50","41730","38630"
"In post","2021","North West (England)","Analysis","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Analysis","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Commercial","20-29","100","100","31650","29360"
"In post","2021","North West (England)","Commercial","30-39","180","170","38490","35310"
"In post","2021","North West (England)","Commercial","40-49","210","200","49220","44760"
"In post","2021","North West (England)","Commercial","50-59","240","240","46350","42150"
"In post","2021","North West (England)","Commercial","60-64","40","30","[c]","[c]"
"In post","2021","North West (England)","Commercial","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","20-29","190","190","27700","25560"
"In post","2021","North West (England)","Communications","30-39","210","210","30570","29170"
"In post","2021","North West (England)","Communications","40-49","180","170","33230","31810"
"In post","2021","North West (England)","Communications","50-59","100","100","33290","30440"
"In post","2021","North West (England)","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Communications","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Counter Fraud","20-29","190","190","27430","25560"
"In post","2021","North West (England)","Counter Fraud","30-39","410","400","32030","31810"
"In post","2021","North West (England)","Counter Fraud","40-49","410","390","34510","31810"
"In post","2021","North West (England)","Counter Fraud","50-59","510","480","34830","31810"
"In post","2021","North West (England)","Counter Fraud","60-64","140","100","32710","31810"
"In post","2021","North West (England)","Counter Fraud","65+","30","20","[c]","[c]"
"In post","2021","North West (England)","Debt","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Debt","20-29","60","60","20700","20140"
"In post","2021","North West (England)","Debt","30-39","50","50","21940","20140"
"In post","2021","North West (England)","Debt","40-49","80","80","24210","21440"
"In post","2021","North West (England)","Debt","50-59","100","90","25680","21440"
"In post","2021","North West (England)","Debt","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Debt","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Digital, Data & Technology","20-29","130","120","33060","31810"
"In post","2021","North West (England)","Digital, Data & Technology","30-39","230","230","38680","36500"
"In post","2021","North West (England)","Digital, Data & Technology","40-49","250","250","40400","37910"
"In post","2021","North West (England)","Digital, Data & Technology","50-59","220","210","40980","38630"
"In post","2021","North West (England)","Digital, Data & Technology","60-64","40","40","[c]","[c]"
"In post","2021","North West (England)","Digital, Data & Technology","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Finance","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Finance","20-29","60","50","31700","29730"
"In post","2021","North West (England)","Finance","30-39","130","130","39340","36640"
"In post","2021","North West (England)","Finance","40-49","200","190","38530","34800"
"In post","2021","North West (England)","Finance","50-59","230","230","37610","33510"
"In post","2021","North West (England)","Finance","60-64","40","40","[c]","[c]"
"In post","2021","North West (England)","Finance","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Grants Management","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Grants Management","20-29","100","100","21650","21050"
"In post","2021","North West (England)","Grants Management","30-39","140","120","23430","21050"
"In post","2021","North West (England)","Grants Management","40-49","260","230","24960","21050"
"In post","2021","North West (England)","Grants Management","50-59","180","160","25470","21050"
"In post","2021","North West (England)","Grants Management","60-64","60","50","22400","21050"
"In post","2021","North West (England)","Grants Management","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Human Resources","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Human Resources","20-29","180","180","27020","25560"
"In post","2021","North West (England)","Human Resources","30-39","310","300","31980","30040"
"In post","2021","North West (England)","Human Resources","40-49","340","320","36810","32010"
"In post","2021","North West (England)","Human Resources","50-59","410","390","35340","31810"
"In post","2021","North West (England)","Human Resources","60-64","60","50","30620","28310"
"In post","2021","North West (England)","Human Resources","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","20-29","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Internal Audit","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Legal","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Legal","20-29","150","150","28600","25480"
"In post","2021","North West (England)","Legal","30-39","260","240","39180","38000"
"In post","2021","North West (England)","Legal","40-49","450","410","40980","38180"
"In post","2021","North West (England)","Legal","50-59","490","450","41620","38630"
"In post","2021","North West (England)","Legal","60-64","80","70","43100","43460"
"In post","2021","North West (England)","Legal","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","No function","16-19","70","70","20560","20140"
"In post","2021","North West (England)","No function","20-29","3430","3350","24730","22920"
"In post","2021","North West (England)","No function","30-39","4680","4430","28660","25560"
"In post","2021","North West (England)","No function","40-49","4890","4570","30730","27130"
"In post","2021","North West (England)","No function","50-59","6360","5900","30910","27230"
"In post","2021","North West (England)","No function","60-64","1740","1370","28560","25560"
"In post","2021","North West (England)","No function","65+","510","350","27610","23240"
"In post","2021","North West (England)","Project Delivery","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Project Delivery","20-29","200","200","31540","31810"
"In post","2021","North West (England)","Project Delivery","30-39","360","350","37310","37230"
"In post","2021","North West (England)","Project Delivery","40-49","570","550","40800","38630"
"In post","2021","North West (England)","Project Delivery","50-59","680","660","40430","38630"
"In post","2021","North West (England)","Project Delivery","60-64","130","100","38070","36630"
"In post","2021","North West (England)","Project Delivery","65+","40","30","[c]","[c]"
"In post","2021","North West (England)","Property","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Property","20-29","60","60","27970","25860"
"In post","2021","North West (England)","Property","30-39","90","90","36320","32330"
"In post","2021","North West (England)","Property","40-49","130","120","35850","32100"
"In post","2021","North West (England)","Property","50-59","190","180","36630","33250"
"In post","2021","North West (England)","Property","60-64","50","40","33110","32110"
"In post","2021","North West (England)","Property","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Security","16-19","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Security","20-29","40","40","[c]","[c]"
"In post","2021","North West (England)","Security","30-39","50","50","[c]","[c]"
"In post","2021","North West (England)","Security","40-49","50","50","33100","33300"
"In post","2021","North West (England)","Security","50-59","120","110","30830","28100"
"In post","2021","North West (England)","Security","60-64","40","30","[c]","[c]"
"In post","2021","North West (England)","Security","65+","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Unknown","16-19","50","40","[c]","[c]"
"In post","2021","North West (England)","Unknown","20-29","3330","3240","24880","24890"
"In post","2021","North West (England)","Unknown","30-39","4850","4520","26820","26480"
"In post","2021","North West (England)","Unknown","40-49","6470","5910","27810","27570"
"In post","2021","North West (England)","Unknown","50-59","8300","7570","27930","27570"
"In post","2021","North West (England)","Unknown","60-64","2180","1710","26080","25310"
"In post","2021","North West (England)","Unknown","65+","640","470","24860","21430"
"In post","2021","North West (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Commercial","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Commercial","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Commercial","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","20-29","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","30-39","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","40-49","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","50-59","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Communications","60-64","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Counter Fraud","16-19","[c]","[c]","[c]","[c]"
