"Status","Year","Age","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","16-19","London","Westminster","100","100","25700","25170"
"In post","2021","16-19","North East (England)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North East (England)","Tyneside","60","60","21200","21010"
"In post","2021","16-19","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","City of Edinburgh","80","80","21190","21150"
"In post","2021","16-19","Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Glasgow City","30","30","[c]","[c]"
"In post","2021","16-19","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","100","100","18130","17780"
"In post","2021","16-19","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West (England)","Wiltshire","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","40","40","[c]","[c]"
"In post","2021","16-19","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Cardiff and Vale of Glamorgan","40","30","[c]","[c]"
"In post","2021","16-19","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wales","Swansea","50","40","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Midlands (England)","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Leeds","50","50","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Derby","130","120","24700","25680"
"In post","2021","20-29","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","20-29","East Midlands (England)","Leicester","340","330","24170","22350"
"In post","2021","20-29","East Midlands (England)","Leicestershire CC and Rutland","270","270","24320","24620"
"In post","2021","20-29","East Midlands (England)","Lincolnshire","280","280","25570","26300"
"In post","2021","20-29","East Midlands (England)","North Northamptonshire","60","60","24370","22920"
"In post","2021","20-29","East Midlands (England)","North Nottinghamshire","170","160","25610","26300"
"In post","2021","20-29","East Midlands (England)","Nottingham","1350","1320","26170","25560"
"In post","2021","20-29","East Midlands (England)","South and West Derbyshire","120","120","25280","25790"
"In post","2021","20-29","East Midlands (England)","South Nottinghamshire","80","80","25470","25790"
"In post","2021","20-29","East Midlands (England)","West Northamptonshire","200","190","22870","22920"
"In post","2021","20-29","East of England","Bedford","160","160","27230","27850"
"In post","2021","20-29","East of England","Breckland and South Norfolk","110","110","24310","23970"
"In post","2021","20-29","East of England","Cambridgeshire CC","450","440","27160","26910"
"In post","2021","20-29","East of England","Central Bedfordshire","40","40","[c]","[c]"
"In post","2021","20-29","East of England","Essex Haven Gateway","90","90","25320","24890"
"In post","2021","20-29","East of England","Essex Thames Gateway","130","120","25680","24180"
"In post","2021","20-29","East of England","Heart of Essex","220","220","28030","28610"
"In post","2021","20-29","East of England","Hertfordshire","410","400","30020","29290"
"In post","2021","20-29","East of England","Luton","100","90","23950","22920"
"In post","2021","20-29","East of England","North and West Norfolk","60","60","24350","24620"
"In post","2021","20-29","East of England","Norwich and East Norfolk","220","210","25100","23970"
"In post","2021","20-29","East of England","Peterborough","170","150","24380","22350"
"In post","2021","20-29","East of England","Southend-on-Sea","100","100","28820","29290"
"In post","2021","20-29","East of England","Suffolk","500","500","25490","25380"
"In post","2021","20-29","East of England","Thurrock","60","60","22850","21430"
"In post","2021","20-29","East of England","West Essex","80","70","25870","25040"
"In post","2021","20-29","London","Barking & Dagenham and Havering","90","90","29550","31060"
"In post","2021","20-29","London","Barnet","340","320","30480","31060"
"In post","2021","20-29","London","Bexley and Greenwich","330","320","29640","31060"
"In post","2021","20-29","London","Brent","110","110","29580","31060"
"In post","2021","20-29","London","Bromley","60","60","27720","31060"
"In post","2021","20-29","London","Camden and City of London","570","570","31910","29570"
"In post","2021","20-29","London","Croydon","1240","1240","32560","29570"
"In post","2021","20-29","London","Ealing","80","80","30740","31060"
"In post","2021","20-29","London","Enfield","70","70","30000","31060"
"In post","2021","20-29","London","Hackney and Newham","350","340","32060","31060"
"In post","2021","20-29","London","Haringey and Islington","300","290","28760","30850"
"In post","2021","20-29","London","Harrow and Hillingdon","320","320","28790","28670"
"In post","2021","20-29","London","Hounslow and Richmond upon Thames","550","550","29550","29250"
"In post","2021","20-29","London","Kensington & Chelsea and Hammersmith & Fulham","190","190","30820","31060"
"In post","2021","20-29","London","Lambeth","840","820","33230","32260"
"In post","2021","20-29","London","Lewisham and Southwark","210","210","28310","28760"
"In post","2021","20-29","London","Merton, Kingston upon Thames and Sutton","100","100","29300","31060"
"In post","2021","20-29","London","Redbridge and Waltham Forest","190","190","28250","31060"
"In post","2021","20-29","London","Tower Hamlets","1350","1350","35710","33460"
"In post","2021","20-29","London","Wandsworth","200","200","31180","31060"
"In post","2021","20-29","London","Westminster","15520","15460","37740","34550"
"In post","2021","20-29","North East (England)","Darlington","110","110","29480","29250"
"In post","2021","20-29","North East (England)","Durham CC","860","830","23540","22350"
"In post","2021","20-29","North East (England)","Hartlepool and Stockton-on-Tees","170","160","24680","24440"
"In post","2021","20-29","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","North East (England)","South Teesside","110","110","22920","21010"
"In post","2021","20-29","North East (England)","Sunderland","400","380","23810","21010"
"In post","2021","20-29","North East (England)","Tyneside","2270","2220","25540","25560"
"In post","2021","20-29","North West (England)","Blackburn with Darwen","60","60","25470","27570"
"In post","2021","20-29","North West (England)","Blackpool","580","570","24450","21010"
"In post","2021","20-29","North West (England)","Cheshire East","110","110","24900","24920"
"In post","2021","20-29","North West (England)","Cheshire West and Chester","70","70","23080","21010"
"In post","2021","20-29","North West (England)","Chorley and West Lancashire","210","200","25010","24620"
"In post","2021","20-29","North West (England)","East Cumbria","60","60","22810","21050"
"In post","2021","20-29","North West (England)","East Lancashire","30","30","[c]","[c]"
"In post","2021","20-29","North West (England)","East Merseyside","90","90","25550","27570"
"In post","2021","20-29","North West (England)","Greater Manchester North East","180","170","25880","27570"
"In post","2021","20-29","North West (England)","Greater Manchester North West","220","220","23810","22850"
"In post","2021","20-29","North West (England)","Greater Manchester South East","180","170","23960","21010"
"In post","2021","20-29","North West (England)","Greater Manchester South West","1160","1140","26250","25560"
"In post","2021","20-29","North West (England)","Lancaster and Wyre","150","150","24020","24120"
"In post","2021","20-29","North West (England)","Liverpool","1580","1530","24890","24890"
"In post","2021","20-29","North West (England)","Manchester","1540","1520","28110","26550"
"In post","2021","20-29","North West (England)","Mid Lancashire","530","500","23150","21010"
"In post","2021","20-29","North West (England)","Sefton","800","780","24300","24440"
"In post","2021","20-29","North West (England)","Warrington","450","450","28140","27570"
"In post","2021","20-29","North West (England)","West Cumbria","160","150","24160","23540"
"In post","2021","20-29","North West (England)","Wirral","190","180","24240","22350"
"In post","2021","20-29","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Belfast","390","370","23310","20140"
"In post","2021","20-29","Northern Ireland","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Overseas","310","310","37350","34220"
"In post","2021","20-29","Scotland","Aberdeen City and Aberdeenshire","230","220","27170","26570"
"In post","2021","20-29","Scotland","Angus and Dundee City","220","210","23100","21010"
"In post","2021","20-29","Scotland","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","City of Edinburgh","2190","2160","27680","26160"
"In post","2021","20-29","Scotland","Clackmannanshire and Fife","120","120","26400","26450"
"In post","2021","20-29","Scotland","Dumfries and Galloway","60","60","25730","25870"
"In post","2021","20-29","Scotland","East Ayrshire and North Ayrshire mainland","80","80","23510","23230"
"In post","2021","20-29","Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","350","350","25380","24610"
"In post","2021","20-29","Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Falkirk","250","240","23600","21010"
"In post","2021","20-29","Scotland","Glasgow City","1620","1590","26320","24890"
"In post","2021","20-29","Scotland","Inverclyde, East Renfrewshire and Renfrewshire","100","100","26200","25430"
"In post","2021","20-29","Scotland","Inverness and Nairn and Moray, Badenoch and Strathspey","100","100","25080","22920"
"In post","2021","20-29","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","30","30","[c]","[c]"
"In post","2021","20-29","Scotland","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","North Lanarkshire","360","340","22800","20140"
"In post","2021","20-29","Scotland","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","Perth and Kinross and Stirling","140","130","26790","26550"
"In post","2021","20-29","Scotland","Scottish Borders","50","50","25930","24910"
"In post","2021","20-29","Scotland","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland","South Ayrshire","30","30","[c]","[c]"
"In post","2021","20-29","Scotland","South Lanarkshire","480","470","25930","21490"
"In post","2021","20-29","Scotland","West Lothian","40","40","[c]","[c]"
"In post","2021","20-29","South East (England)","Berkshire","420","420","28790","26970"
"In post","2021","20-29","South East (England)","Brighton and Hove","80","80","25080","27050"
"In post","2021","20-29","South East (England)","Buckinghamshire CC","270","260","27890","27850"
"In post","2021","20-29","South East (England)","Central Hampshire","640","630","29100","28650"
"In post","2021","20-29","South East (England)","East Kent","520","510","24720","24880"
"In post","2021","20-29","South East (England)","East Surrey","170","170","30650","32150"
"In post","2021","20-29","South East (England)","East Sussex CC","290","280","24680","25850"
"In post","2021","20-29","South East (England)","Isle of Wight","100","100","24670","25300"
"In post","2021","20-29","South East (England)","Kent Thames Gateway","270","270","28870","29920"
"In post","2021","20-29","South East (England)","Medway","250","250","28240","29630"
"In post","2021","20-29","South East (England)","Mid Kent","110","110","26270","27150"
"In post","2021","20-29","South East (England)","Milton Keynes","430","430","26560","26560"
"In post","2021","20-29","South East (England)","North Hampshire","90","80","25650","23310"
"In post","2021","20-29","South East (England)","Oxfordshire","370","360","27060","27570"
"In post","2021","20-29","South East (England)","Portsmouth","370","370","25850","25260"
"In post","2021","20-29","South East (England)","South Hampshire","560","540","27640","27570"
"In post","2021","20-29","South East (England)","Southampton","170","170","26840","26470"
"In post","2021","20-29","South East (England)","West Kent","60","60","29910","28650"
"In post","2021","20-29","South East (England)","West Surrey","330","330","27740","27960"
"In post","2021","20-29","South East (England)","West Sussex (North East)","140","140","25980","25990"
"In post","2021","20-29","South East (England)","West Sussex (South West)","100","100","27470","27360"
"In post","2021","20-29","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","2820","2790","27730","27540"
"In post","2021","20-29","South West (England)","Bournemouth and Poole","50","50","23520","22920"
"In post","2021","20-29","South West (England)","Bristol, City of","1110","1090","27920","25860"
"In post","2021","20-29","South West (England)","Cornwall and Isles of Scilly","120","120","23510","21010"
"In post","2021","20-29","South West (England)","Devon CC","620","610","25610","24650"
"In post","2021","20-29","South West (England)","Dorset CC","260","260","24840","24770"
"In post","2021","20-29","South West (England)","Gloucestershire","150","150","25960","26240"
"In post","2021","20-29","South West (England)","Plymouth","390","380","26370","25680"
"In post","2021","20-29","South West (England)","Somerset","230","230","26220","26740"
"In post","2021","20-29","South West (England)","Swindon","60","60","25960","24000"
"In post","2021","20-29","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","20-29","South West (England)","Wiltshire","1210","1190","27880","28400"
"In post","2021","20-29","Unknown","Unknown","890","890","29890","29250"
"In post","2021","20-29","Wales","Bridgend and Neath Port Talbot","80","80","24300","21010"
"In post","2021","20-29","Wales","Cardiff and Vale of Glamorgan","1980","1950","25680","25210"
"In post","2021","20-29","Wales","Central Valleys","150","150","25880","25550"
"In post","2021","20-29","Wales","Conwy and Denbighshire","50","50","24670","23830"
"In post","2021","20-29","Wales","Flintshire and Wrexham","330","330","23730","22970"
"In post","2021","20-29","Wales","Gwent Valleys","100","100","24190","23830"
"In post","2021","20-29","Wales","Gwynedd","100","100","22410","21010"
"In post","2021","20-29","Wales","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","Monmouthshire and Newport","1130","1110","28670","28220"
"In post","2021","20-29","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Wales","South West Wales","140","140","24140","22920"
"In post","2021","20-29","Wales","Swansea","1140","1090","23440","21590"
"In post","2021","20-29","West Midlands (England)","Birmingham","1800","1760","25440","24240"
"In post","2021","20-29","West Midlands (England)","Coventry","410","410","29510","29250"
"In post","2021","20-29","West Midlands (England)","Dudley","110","100","23440","21010"
"In post","2021","20-29","West Midlands (England)","Herefordshire, County of","40","40","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Sandwell","50","50","25480","27570"
"In post","2021","20-29","West Midlands (England)","Shropshire CC","100","100","24960","25300"
"In post","2021","20-29","West Midlands (England)","Solihull","150","150","25570","24890"
"In post","2021","20-29","West Midlands (England)","Staffordshire CC","610","600","25430","24920"
"In post","2021","20-29","West Midlands (England)","Stoke-on-Trent","200","190","21410","18880"
"In post","2021","20-29","West Midlands (England)","Telford and Wrekin","210","200","27050","26750"
"In post","2021","20-29","West Midlands (England)","Walsall","40","40","[c]","[c]"
"In post","2021","20-29","West Midlands (England)","Warwickshire","140","130","22960","21010"
"In post","2021","20-29","West Midlands (England)","Wolverhampton","80","80","23230","21010"
"In post","2021","20-29","West Midlands (England)","Worcestershire","360","350","23890","23970"
"In post","2021","20-29","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","420","410","24710","24620"
"In post","2021","20-29","Yorkshire and The Humber","Bradford","480","470","23630","21010"
"In post","2021","20-29","Yorkshire and The Humber","Calderdale and Kirklees","110","100","25710","27570"
"In post","2021","20-29","Yorkshire and The Humber","East Riding of Yorkshire","270","270","24330","24440"
"In post","2021","20-29","Yorkshire and The Humber","Kingston upon Hull, City of","260","260","24350","24220"
"In post","2021","20-29","Yorkshire and The Humber","Leeds","2410","2380","27060","25560"
"In post","2021","20-29","Yorkshire and The Humber","North and North East Lincolnshire","100","100","22860","21430"
"In post","2021","20-29","Yorkshire and The Humber","North Yorkshire CC","140","140","25650","25680"
"In post","2021","20-29","Yorkshire and The Humber","Sheffield","1000","980","27740","25000"
"In post","2021","20-29","Yorkshire and The Humber","Wakefield","220","220","24810","24440"
"In post","2021","20-29","Yorkshire and The Humber","York","390","390","26280","26280"
"In post","2021","30-39","East Midlands (England)","Derby","200","170","25640","23840"
"In post","2021","30-39","East Midlands (England)","East Derbyshire","60","50","27190","27570"
"In post","2021","30-39","East Midlands (England)","Leicester","510","470","26880","25440"
"In post","2021","30-39","East Midlands (England)","Leicestershire CC and Rutland","500","470","28540","27370"
"In post","2021","30-39","East Midlands (England)","Lincolnshire","450","430","27710","26670"
"In post","2021","30-39","East Midlands (England)","North Northamptonshire","100","80","24530","22920"
"In post","2021","30-39","East Midlands (England)","North Nottinghamshire","210","200","29310","27570"
"In post","2021","30-39","East Midlands (England)","Nottingham","1630","1540","30710","27570"
"In post","2021","30-39","East Midlands (England)","South and West Derbyshire","220","200","29570","27570"
"In post","2021","30-39","East Midlands (England)","South Nottinghamshire","150","140","29760","27690"
"In post","2021","30-39","East Midlands (England)","West Northamptonshire","220","200","25560","24440"
"In post","2021","30-39","East of England","Bedford","170","160","28950","27850"
"In post","2021","30-39","East of England","Breckland and South Norfolk","120","120","28560","26810"
"In post","2021","30-39","East of England","Cambridgeshire CC","680","650","32710","31220"
"In post","2021","30-39","East of England","Central Bedfordshire","60","60","30120","26780"
"In post","2021","30-39","East of England","Essex Haven Gateway","180","170","30190","29040"
"In post","2021","30-39","East of England","Essex Thames Gateway","140","120","27350","29290"
"In post","2021","30-39","East of England","Heart of Essex","230","210","31380","30210"
"In post","2021","30-39","East of England","Hertfordshire","570","550","35080","31810"
"In post","2021","30-39","East of England","Luton","100","100","25790","25160"
"In post","2021","30-39","East of England","North and West Norfolk","150","140","26900","26810"
"In post","2021","30-39","East of England","Norwich and East Norfolk","340","310","28930","26810"
"In post","2021","30-39","East of England","Peterborough","270","240","27540","24890"
"In post","2021","30-39","East of England","Southend-on-Sea","140","130","31030","29290"
"In post","2021","30-39","East of England","Suffolk","730","690","28620","27570"
"In post","2021","30-39","East of England","Thurrock","70","70","26220","25310"
"In post","2021","30-39","East of England","West Essex","100","100","29190","29070"
"In post","2021","30-39","London","Barking & Dagenham and Havering","100","90","30190","31060"
"In post","2021","30-39","London","Barnet","350","330","38810","34150"
"In post","2021","30-39","London","Bexley and Greenwich","390","380","32230","31930"
"In post","2021","30-39","London","Brent","90","90","29950","31060"
"In post","2021","30-39","London","Bromley","60","50","28020","31060"
"In post","2021","30-39","London","Camden and City of London","730","710","39170","35200"
"In post","2021","30-39","London","Croydon","1780","1700","38800","35200"
"In post","2021","30-39","London","Ealing","80","70","30640","31060"
"In post","2021","30-39","London","Enfield","60","60","30930","31060"
"In post","2021","30-39","London","Hackney and Newham","460","430","36160","31060"
"In post","2021","30-39","London","Haringey and Islington","330","310","31070","31060"
