"Status","Year","Sex","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","Devon","Heterosexual / straight","290","280","25840","22850"
"New entrant CS","2021","Male","Devon","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Devon","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Devon","Unknown","190","190","29310","26640"
"New entrant CS","2021","Male","Dorset and Somerset","Heterosexual / straight","160","160","25870","25850"
"New entrant CS","2021","Male","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Dorset and Somerset","Unknown","70","70","26030","22850"
"New entrant CS","2021","Male","East Anglia","Heterosexual / straight","450","450","27790","27570"
"New entrant CS","2021","Male","East Anglia","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","East Anglia","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Anglia","Unknown","130","130","26760","25460"
"New entrant CS","2021","Male","East Wales","Heterosexual / straight","430","430","27780","23050"
"New entrant CS","2021","Male","East Wales","LGBO","60","60","27640","25030"
"New entrant CS","2021","Male","East Wales","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","East Wales","Unknown","380","370","26260","23050"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","130","130","25500","24880"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Yorkshire and Northern Lincolnshire","Unknown","80","80","24070","22350"
"New entrant CS","2021","Male","Eastern Scotland","Heterosexual / straight","350","350","28360","25560"
"New entrant CS","2021","Male","Eastern Scotland","LGBO","50","50","26190","26160"
"New entrant CS","2021","Male","Eastern Scotland","Undeclared","60","60","28860","23340"
"New entrant CS","2021","Male","Eastern Scotland","Unknown","450","450","29520","24340"
"New entrant CS","2021","Male","Essex","Heterosexual / straight","180","170","28200","29290"
"New entrant CS","2021","Male","Essex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex","Unknown","90","90","27980","25560"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1020","1000","32850","28590"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","90","90","29190","27570"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","70","70","36730","27570"
"New entrant CS","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","330","320","29710","26350"
"New entrant CS","2021","Male","Greater Manchester","Heterosexual / straight","650","640","29550","27570"
"New entrant CS","2021","Male","Greater Manchester","LGBO","100","100","26910","27570"
"New entrant CS","2021","Male","Greater Manchester","Undeclared","50","50","30040","27570"
"New entrant CS","2021","Male","Greater Manchester","Unknown","470","460","28350","25560"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","Heterosexual / straight","560","550","29940","27570"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","Hampshire and Isle of Wight","Unknown","220","220","29560","26240"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","150","140","26920","22850"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Highlands and Islands","Heterosexual / straight","60","60","25460","21010"
"New entrant CS","2021","Male","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Highlands and Islands","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Male","Inner London - East","Heterosexual / straight","830","810","37100","31060"
"New entrant CS","2021","Male","Inner London - East","LGBO","100","100","34790","31060"
"New entrant CS","2021","Male","Inner London - East","Undeclared","110","110","41550","32260"
"New entrant CS","2021","Male","Inner London - East","Unknown","270","270","36290","31060"
"New entrant CS","2021","Male","Inner London - West","Heterosexual / straight","1840","1830","38490","33570"
"New entrant CS","2021","Male","Inner London - West","LGBO","290","290","37700","33570"
"New entrant CS","2021","Male","Inner London - West","Undeclared","200","200","38800","34020"
"New entrant CS","2021","Male","Inner London - West","Unknown","1350","1340","40650","33120"
"New entrant CS","2021","Male","Kent","Heterosexual / straight","300","300","27420","28850"
"New entrant CS","2021","Male","Kent","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kent","Unknown","160","160","24940","24880"
"New entrant CS","2021","Male","Lancashire","Heterosexual / straight","410","410","23950","21010"
"New entrant CS","2021","Male","Lancashire","LGBO","50","50","[c]","[c]"
"New entrant CS","2021","Male","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lancashire","Unknown","130","130","23150","21010"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","230","230","25350","22850"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Leicestershire, Rutland and Northamptonshire","Unknown","110","110","23710","22850"
"New entrant CS","2021","Male","Lincolnshire","Heterosexual / straight","110","110","27960","25380"
"New entrant CS","2021","Male","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Merseyside","Heterosexual / straight","270","270","28780","26370"
"New entrant CS","2021","Male","Merseyside","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Merseyside","Unknown","220","210","25720","21430"
"New entrant CS","2021","Male","North Eastern Scotland","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Male","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North Eastern Scotland","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Male","North Yorkshire","Heterosexual / straight","170","170","30860","27570"
"New entrant CS","2021","Male","North Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","North Yorkshire","Unknown","50","50","26040","23540"
"New entrant CS","2021","Male","Northern Ireland","Heterosexual / straight","70","70","26010","21430"
"New entrant CS","2021","Male","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Northern Ireland","Unknown","110","110","22770","20140"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","Heterosexual / straight","690","690","25550","21010"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","LGBO","70","70","24660","21010"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Male","Northumberland and Tyne and Wear","Unknown","410","410","24020","21010"
"New entrant CS","2021","Male","Outer London - East and North East","Heterosexual / straight","250","240","29300","31060"
"New entrant CS","2021","Male","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - East and North East","Unknown","80","80","28360","30150"
"New entrant CS","2021","Male","Outer London - South","Heterosexual / straight","210","210","32780","31060"
"New entrant CS","2021","Male","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Outer London - South","Unknown","240","240","36480","31960"
"New entrant CS","2021","Male","Outer London - West and North West","Heterosexual / straight","350","350","30670","31060"
"New entrant CS","2021","Male","Outer London - West and North West","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Male","Outer London - West and North West","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Male","Outer London - West and North West","Unknown","140","140","29690","28660"
"New entrant CS","2021","Male","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Shropshire and Staffordshire","Heterosexual / straight","280","280","26640","25560"
"New entrant CS","2021","Male","Shropshire and Staffordshire","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Male","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Shropshire and Staffordshire","Unknown","130","130","25660","22850"
"New entrant CS","2021","Male","South Yorkshire","Heterosexual / straight","270","270","28580","25000"
"New entrant CS","2021","Male","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","South Yorkshire","Unknown","150","140","28980","22850"
"New entrant CS","2021","Male","Southern Scotland","Heterosexual / straight","90","90","24930","26160"
"New entrant CS","2021","Male","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Southern Scotland","Unknown","110","100","21560","20140"
"New entrant CS","2021","Male","Surrey, East and West Sussex","Heterosexual / straight","330","330","28070","27570"
"New entrant CS","2021","Male","Surrey, East and West Sussex","LGBO","60","60","26290","27570"
"New entrant CS","2021","Male","Surrey, East and West Sussex","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Male","Surrey, East and West Sussex","Unknown","130","120","26810","25850"
"New entrant CS","2021","Male","Tees Valley and Durham","Heterosexual / straight","200","200","23740","21430"
"New entrant CS","2021","Male","Tees Valley and Durham","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Tees Valley and Durham","Unknown","80","80","24190","22850"
"New entrant CS","2021","Male","Unknown","Heterosexual / straight","140","140","31730","27570"
"New entrant CS","2021","Male","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Unknown","Unknown","210","210","39600","28000"
"New entrant CS","2021","Male","West Central Scotland","Heterosexual / straight","370","370","27700","23450"
"New entrant CS","2021","Male","West Central Scotland","LGBO","60","60","25320","23450"
"New entrant CS","2021","Male","West Central Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","West Central Scotland","Unknown","240","240","27580","23540"
"New entrant CS","2021","Male","West Midlands","Heterosexual / straight","480","480","30730","27570"
"New entrant CS","2021","Male","West Midlands","LGBO","50","50","27100","27280"
"New entrant CS","2021","Male","West Midlands","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Male","West Midlands","Unknown","260","260","28750","22570"
"New entrant CS","2021","Male","West Wales and The Valleys","Heterosexual / straight","280","270","25710","21590"
"New entrant CS","2021","Male","West Wales and The Valleys","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Male","West Wales and The Valleys","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","West Wales and The Valleys","Unknown","120","110","24880","21590"
"New entrant CS","2021","Male","West Yorkshire","Heterosexual / straight","540","540","28480","27570"
"New entrant CS","2021","Male","West Yorkshire","LGBO","70","70","27290","27570"
"New entrant CS","2021","Male","West Yorkshire","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","Male","West Yorkshire","Unknown","490","480","27820","23440"
"New entrant CS","2021","Unknown","Bedfordshire and Hertfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","East Wales","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","Heterosexual / straight","280","270","28920","28140"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Bedfordshire and Hertfordshire","Unknown","120","110","27630","24840"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","460","430","29010","27570"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","Unknown","230","220","27190","24920"
"New entrant CS","2022","Female","Cheshire","Heterosexual / straight","200","190","27630","24920"
"New entrant CS","2022","Female","Cheshire","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cheshire","Unknown","110","100","24980","23140"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","Heterosexual / straight","110","100","26110","21260"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cumbria","Heterosexual / straight","100","90","27350","23960"
"New entrant CS","2022","Female","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Cumbria","Unknown","100","90","22980","21300"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","Heterosexual / straight","730","690","27240","25480"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","LGBO","70","70","26220","24920"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","Undeclared","50","50","[c]","[c]"
"New entrant CS","2022","Female","Derbyshire and Nottinghamshire","Unknown","380","350","26340","24920"
"New entrant CS","2022","Female","Devon","Heterosexual / straight","290","270","28180","24140"
"New entrant CS","2022","Female","Devon","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Devon","Undeclared","40","30","[c]","[c]"
"New entrant CS","2022","Female","Devon","Unknown","160","150","24730","22600"
"New entrant CS","2022","Female","Dorset and Somerset","Heterosexual / straight","230","220","26940","24090"
"New entrant CS","2022","Female","Dorset and Somerset","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Dorset and Somerset","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Dorset and Somerset","Unknown","110","100","24350","22510"
"New entrant CS","2022","Female","East Anglia","Heterosexual / straight","600","560","26720","24800"
"New entrant CS","2022","Female","East Anglia","LGBO","60","60","24350","23140"
"New entrant CS","2022","Female","East Anglia","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","East Anglia","Unknown","270","250","26280","24800"
"New entrant CS","2022","Female","East Wales","Heterosexual / straight","870","830","28170","24330"
"New entrant CS","2022","Female","East Wales","LGBO","100","100","26160","23880"
"New entrant CS","2022","Female","East Wales","Undeclared","60","60","30480","27190"
"New entrant CS","2022","Female","East Wales","Unknown","330","310","25440","22840"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","210","200","25740","23170"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","East Yorkshire and Northern Lincolnshire","Unknown","100","100","24820","23140"
"New entrant CS","2022","Female","Eastern Scotland","Heterosexual / straight","940","910","29380","27230"
"New entrant CS","2022","Female","Eastern Scotland","LGBO","130","130","27940","25740"
"New entrant CS","2022","Female","Eastern Scotland","Undeclared","60","60","30880","27230"
"New entrant CS","2022","Female","Eastern Scotland","Unknown","740","710","29360","27020"
"New entrant CS","2022","Female","Essex","Heterosexual / straight","300","280","28670","24800"
"New entrant CS","2022","Female","Essex","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Essex","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Essex","Unknown","150","140","25840","24800"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","1140","1070","30100","26710"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","140","140","28350","25480"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","100","90","30800","27500"
"New entrant CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","530","500","27610","25000"
"New entrant CS","2022","Female","Greater Manchester","Heterosexual / straight","1010","980","28240","26410"
"New entrant CS","2022","Female","Greater Manchester","LGBO","120","120","27900","25000"
"New entrant CS","2022","Female","Greater Manchester","Undeclared","60","60","28410","23830"
"New entrant CS","2022","Female","Greater Manchester","Unknown","630","600","27990","25120"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","Heterosexual / straight","560","510","27330","24430"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","LGBO","50","50","26040","23990"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Female","Hampshire and Isle of Wight","Unknown","280","260","27280","24800"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","230","210","27410","26350"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","Unknown","110","110","24290","21300"
"New entrant CS","2022","Female","Highlands and Islands","Heterosexual / straight","60","60","27400","27230"
"New entrant CS","2022","Female","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Inner London - East","Heterosexual / straight","1060","1030","37220","32260"
"New entrant CS","2022","Female","Inner London - East","LGBO","100","100","37440","33120"
"New entrant CS","2022","Female","Inner London - East","Undeclared","130","120","37830","32330"
"New entrant CS","2022","Female","Inner London - East","Unknown","390","370","34730","30750"
"New entrant CS","2022","Female","Inner London - West","Heterosexual / straight","2320","2260","37220","33570"
"New entrant CS","2022","Female","Inner London - West","LGBO","290","290","35220","32790"
"New entrant CS","2022","Female","Inner London - West","Undeclared","440","340","36360","32790"
"New entrant CS","2022","Female","Inner London - West","Unknown","1390","1370","36550","31120"
"New entrant CS","2022","Female","Kent","Heterosexual / straight","340","320","26930","24270"
"New entrant CS","2022","Female","Kent","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Female","Kent","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Kent","Unknown","220","210","26040","24880"
"New entrant CS","2022","Female","Lancashire","Heterosexual / straight","600","580","26070","23140"
"New entrant CS","2022","Female","Lancashire","LGBO","60","60","23850","23140"
"New entrant CS","2022","Female","Lancashire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lancashire","Unknown","270","260","25350","23170"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","410","390","25030","22510"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Leicestershire, Rutland and Northamptonshire","Unknown","190","180","24220","22140"
"New entrant CS","2022","Female","Lincolnshire","Heterosexual / straight","190","180","27220","24800"
"New entrant CS","2022","Female","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Lincolnshire","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Female","Merseyside","Heterosexual / straight","980","940","25930","24440"
"New entrant CS","2022","Female","Merseyside","LGBO","80","80","24740","23160"
"New entrant CS","2022","Female","Merseyside","Undeclared","60","60","25850","24090"
"New entrant CS","2022","Female","Merseyside","Unknown","640","610","24850","23710"
"New entrant CS","2022","Female","North Eastern Scotland","Heterosexual / straight","90","80","27820","27230"
"New entrant CS","2022","Female","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Eastern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Eastern Scotland","Unknown","50","50","27190","27230"
"New entrant CS","2022","Female","North Yorkshire","Heterosexual / straight","220","210","31470","29100"
"New entrant CS","2022","Female","North Yorkshire","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","North Yorkshire","Unknown","90","80","28200","24800"
"New entrant CS","2022","Female","Northern Ireland","Heterosexual / straight","150","140","29240","26590"
"New entrant CS","2022","Female","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Northern Ireland","Unknown","130","130","26150","21250"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","Heterosexual / straight","1050","1010","25770","22430"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","LGBO","110","110","24350","21260"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","Undeclared","60","50","25710","21300"
"New entrant CS","2022","Female","Northumberland, and Tyne and Wear","Unknown","520","490","25170","21300"
"New entrant CS","2022","Female","Outer London - East and North East","Heterosexual / straight","290","280","30180","30460"
"New entrant CS","2022","Female","Outer London - East and North East","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Outer London - East and North East","Unknown","110","110","28410","29020"
"New entrant CS","2022","Female","Outer London - South","Heterosexual / straight","330","320","32290","30750"
"New entrant CS","2022","Female","Outer London - South","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Outer London - South","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Outer London - South","Unknown","310","300","32910","28650"
"New entrant CS","2022","Female","Outer London - West and North West","Heterosexual / straight","450","420","31030","31020"
"New entrant CS","2022","Female","Outer London - West and North West","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Outer London - West and North West","Undeclared","60","50","31670","28500"
"New entrant CS","2022","Female","Outer London - West and North West","Unknown","210","210","29780","28650"
"New entrant CS","2022","Female","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire and Staffordshire","Heterosexual / straight","430","410","26910","23170"
"New entrant CS","2022","Female","Shropshire and Staffordshire","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Female","Shropshire and Staffordshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Shropshire and Staffordshire","Unknown","180","170","26790","23140"
"New entrant CS","2022","Female","South Yorkshire","Heterosexual / straight","410","390","27760","25000"
"New entrant CS","2022","Female","South Yorkshire","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Female","South Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","South Yorkshire","Unknown","220","200","26840","24880"
"New entrant CS","2022","Female","Southern Scotland","Heterosexual / straight","260","240","25040","22000"
"New entrant CS","2022","Female","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Female","Southern Scotland","Unknown","150","140","24010","22000"
"New entrant CS","2022","Female","Surrey, East and West Sussex","Heterosexual / straight","500","480","28370","26330"
"New entrant CS","2022","Female","Surrey, East and West Sussex","LGBO","60","60","28420","26140"
"New entrant CS","2022","Female","Surrey, East and West Sussex","Undeclared","50","40","[c]","[c]"
"New entrant CS","2022","Female","Surrey, East and West Sussex","Unknown","200","180","28090","25770"
"New entrant CS","2022","Female","Tees Valley and Durham","Heterosexual / straight","490","480","27000","24530"
"New entrant CS","2022","Female","Tees Valley and Durham","LGBO","50","50","26830","24450"
"New entrant CS","2022","Female","Tees Valley and Durham","Undeclared","[c]","[c]","[c]","[c]"
