"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Glasgow City","AA/AO","90","90","20470","20650"
"Leaver Dept.","2021","West Central Scotland","Glasgow City","EO","90","80","25980","26890"
"Leaver Dept.","2021","West Central Scotland","Glasgow City","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Glasgow City","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Glasgow City","SEO/HEO","60","60","33540","33270"
"Leaver Dept.","2021","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","North Lanarkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","North Lanarkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Central Scotland","North Lanarkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Birmingham","AA/AO","120","120","20250","19930"
"Leaver Dept.","2021","West Midlands","Birmingham","EO","80","80","24550","24110"
"Leaver Dept.","2021","West Midlands","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Birmingham","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Birmingham","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Birmingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Coventry","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Coventry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Coventry","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Coventry","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Dudley","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Sandwell","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Sandwell","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Sandwell","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Solihull","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Solihull","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Solihull","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Walsall","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Walsall","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands","Wolverhampton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Bridgend and Neath Port Talbot","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Bridgend and Neath Port Talbot","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Central Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Central Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Central Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Central Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Central Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwent Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwent Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwynedd","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Gwynedd","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Isle of Anglesey","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","South West Wales","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","South West Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Swansea","AA/AO","70","60","20620","21170"
"Leaver Dept.","2021","West Wales and The Valleys","Swansea","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Swansea","SEO/HEO","40","40","[c]","[c]"
"Leaver Dept.","2021","West Wales and The Valleys","Swansea","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Bradford","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Bradford","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Bradford","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Bradford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Calderdale and Kirklees","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Calderdale and Kirklees","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Leeds","AA/AO","60","50","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Leeds","EO","70","70","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Leeds","G6/G7","40","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Leeds","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Leeds","SEO/HEO","90","80","34820","34190"
"Leaver Dept.","2021","West Yorkshire","Leeds","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Wakefield","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Wakefield","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Yorkshire","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Bedford","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Bedford","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Bedford","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Luton","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Luton","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Bedfordshire and Hertfordshire","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","40","30","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6/G7","110","100","57940","53240"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO/HEO","120","120","37110","38260"
"Leaver Dept.","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire East","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire East","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Warrington","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Warrington","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Warrington","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cheshire","Warrington","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","East Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","East Cumbria","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","West Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","West Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cumbria","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Derby","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Derby","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Derby","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Derbyshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Nottingham","AA/AO","80","80","20560","20970"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Nottingham","EO","100","100","25150","25120"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Nottingham","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Nottingham","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","160","150","34090","33020"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","Nottingham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Devon CC","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2022","Devon","Devon CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Devon CC","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Devon CC","SEO/HEO","30","30","[c]","[c]"
"Leaver Dept.","2022","Devon","Devon CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Plymouth","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Plymouth","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Plymouth","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Plymouth","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Plymouth","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Torbay","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Torbay","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Torbay","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Devon","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Dorset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Dorset","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Somerset CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Somerset CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Dorset and Somerset","Somerset CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Breckland and South Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Breckland and South Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Cambridgeshire CC","AA/AO","60","50","21680","21820"
"Leaver Dept.","2022","East Anglia","Cambridgeshire CC","EO","50","50","25680","25010"
"Leaver Dept.","2022","East Anglia","Cambridgeshire CC","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Cambridgeshire CC","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Cambridgeshire CC","SEO/HEO","110","100","35760","36060"
"Leaver Dept.","2022","East Anglia","Cambridgeshire CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","North and West Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Norwich and East Norfolk","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Norwich and East Norfolk","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Norwich and East Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Peterborough","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Peterborough","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Peterborough","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Suffolk CC","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Suffolk CC","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Suffolk CC","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Anglia","Suffolk CC","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Cardiff and Vale of Glamorgan","AA/AO","90","80","21200","21260"
"Leaver Dept.","2022","East Wales","Cardiff and Vale of Glamorgan","EO","120","110","26870","27500"
"Leaver Dept.","2022","East Wales","Cardiff and Vale of Glamorgan","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","Cardiff and Vale of Glamorgan","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","100","100","35360","34860"
"Leaver Dept.","2022","East Wales","Cardiff and Vale of Glamorgan","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Flintshire and Wrexham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Flintshire and Wrexham","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Flintshire and Wrexham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Flintshire and Wrexham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Monmouthshire and Newport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Monmouthshire and Newport","EO","40","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","Monmouthshire and Newport","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2022","East Wales","Monmouthshire and Newport","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Monmouthshire and Newport","SEO/HEO","90","90","33390","32000"
"Leaver Dept.","2022","East Wales","Powys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Powys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","EO","[c]","[c]","[c]","[c]"
