"Status","Year","Sexual_orientation","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","AA/AO","150","120","20580","21010"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","EO","40","30","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","AA/AO","150","130","22970","21010"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","EO","80","70","27940","27570"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","SEO/HEO","80","70","38210","35950"
"Leaver CS","2021","Heterosexual / straight","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands","AA/AO","160","140","20390","20650"
"Leaver CS","2021","Heterosexual / straight","West Midlands","EO","80","70","25960","26120"
"Leaver CS","2021","Heterosexual / straight","West Midlands","G6/G7","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Midlands","SEO/HEO","80","80","38020","37430"
"Leaver CS","2021","Heterosexual / straight","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","AA/AO","230","190","20600","21010"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","EO","90","80","28670","27570"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","SEO/HEO","50","40","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","AA/AO","160","140","20320","20500"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","EO","80","70","26800","27570"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","G6/G7","30","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","SEO/HEO","70","60","37820","38640"
"Leaver CS","2021","Heterosexual / straight","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Highlands and Islands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","G6/G7","40","40","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2021","LGBO","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Northumberland and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","LGBO","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
