"Status","Year","Region_ITL3","Ethnicity","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Barnsley, Doncaster and Rotherham","Unknown","Unknown","50","40","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","White","AA/AO","1180","1040","23350","21260"
"In post","2022","Barnsley, Doncaster and Rotherham","White","EO","840","730","28380","27570"
"In post","2022","Barnsley, Doncaster and Rotherham","White","G6/G7","40","40","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Barnsley, Doncaster and Rotherham","White","SEO/HEO","340","320","37640","35440"
"In post","2022","Barnsley, Doncaster and Rotherham","White","Unknown","240","220","29280","28200"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","EO","80","80","24390","25000"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","G6/G7","40","40","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","SEO/HEO","220","210","35680","34000"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Asian","Unknown","40","40","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","EO","50","40","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","SEO/HEO","190","190","35940","36060"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","EO","40","40","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","SEO/HEO","110","100","34790","33740"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","EO","80","80","26380","26750"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","G6/G7","140","140","57780","56210"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","SEO/HEO","390","380","37630","38980"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Unknown","90","90","44520","41320"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","AA/AO","80","70","22220","21170"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","EO","240","230","23950","25000"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","G6/G7","110","100","57380","54650"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","SEO/HEO","380","370","35240","34500"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Unknown","110","110","36090","32710"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","White","AA/AO","600","550","23510","21550"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","White","EO","1900","1800","25380","26030"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","White","G6/G7","1800","1750","56920","55000"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","White","SCS","130","120","99780","92290"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","White","SEO/HEO","5370","5140","36380","36420"
"In post","2022","Bath and North East Somerset, North Somerset and South Gloucestershire","White","Unknown","1360","1310","40710","37850"
"In post","2022","Bedford","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Asian","EO","40","40","[c]","[c]"
"In post","2022","Bedford","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Unknown","AA/AO","60","50","26090","28140"
"In post","2022","Bedford","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","White","AA/AO","190","180","26300","28140"
"In post","2022","Bedford","White","EO","180","160","27920","27570"
"In post","2022","Bedford","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bedford","White","SEO/HEO","110","100","38250","36950"
"In post","2022","Bedford","White","Unknown","60","60","29380","27860"
"In post","2022","Belfast","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Unknown","AA/AO","310","290","21310","21250"
"In post","2022","Belfast","Unknown","EO","200","190","26340","26590"
"In post","2022","Belfast","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","Unknown","SEO/HEO","160","160","35440","33370"
"In post","2022","Belfast","White","AA/AO","640","560","21430","21250"
"In post","2022","Belfast","White","EO","680","640","26980","26820"
"In post","2022","Belfast","White","G6/G7","220","210","56720","55210"
"In post","2022","Belfast","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Belfast","White","SEO/HEO","790","770","35700","33370"
"In post","2022","Berkshire","Asian","AA/AO","90","80","24050","22700"
"In post","2022","Berkshire","Asian","EO","150","140","29500","29290"
"In post","2022","Berkshire","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Asian","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Berkshire","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Black","EO","40","40","[c]","[c]"
"In post","2022","Berkshire","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Undeclared","AA/AO","60","50","29240","25630"
"In post","2022","Berkshire","Undeclared","EO","40","40","[c]","[c]"
"In post","2022","Berkshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Undeclared","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Berkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","Unknown","AA/AO","190","180","27520","26610"
"In post","2022","Berkshire","Unknown","EO","90","80","32310","29290"
"In post","2022","Berkshire","Unknown","G6/G7","40","30","[c]","[c]"
"In post","2022","Berkshire","Unknown","SEO/HEO","100","100","37430","37190"
"In post","2022","Berkshire","Unknown","Unknown","50","50","27360","24270"
"In post","2022","Berkshire","White","AA/AO","610","590","28520","26400"
"In post","2022","Berkshire","White","EO","420","400","31310","29290"
"In post","2022","Berkshire","White","G6/G7","180","180","58830","56020"
"In post","2022","Berkshire","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Berkshire","White","SEO/HEO","450","430","39370","38940"
"In post","2022","Berkshire","White","Unknown","140","140","30710","28200"
"In post","2022","Bexley and Greenwich","Asian","AA/AO","40","40","[c]","[c]"
"In post","2022","Bexley and Greenwich","Asian","EO","50","40","[c]","[c]"
"In post","2022","Bexley and Greenwich","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Black","AA/AO","140","140","28540","29020"
"In post","2022","Bexley and Greenwich","Black","EO","110","100","31630","31060"
"In post","2022","Bexley and Greenwich","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","EO","40","30","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","AA/AO","200","200","28800","29020"
"In post","2022","Bexley and Greenwich","Unknown","EO","40","40","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","White","AA/AO","470","440","28790","27960"
"In post","2022","Bexley and Greenwich","White","EO","300","280","32690","31320"
"In post","2022","Bexley and Greenwich","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Bexley and Greenwich","White","SEO/HEO","140","140","41650","40420"
"In post","2022","Bexley and Greenwich","White","Unknown","60","60","33540","33950"
"In post","2022","Birmingham","Asian","AA/AO","1090","980","21260","21250"
"In post","2022","Birmingham","Asian","EO","1000","950","26820","27570"
"In post","2022","Birmingham","Asian","G6/G7","150","140","54470","54160"
"In post","2022","Birmingham","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Asian","SEO/HEO","700","680","35450","33370"
"In post","2022","Birmingham","Asian","Unknown","90","90","27010","24090"
"In post","2022","Birmingham","Black","AA/AO","300","270","21540","21250"
"In post","2022","Birmingham","Black","EO","260","250","26970","27570"
"In post","2022","Birmingham","Black","G6/G7","40","40","[c]","[c]"
"In post","2022","Birmingham","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Black","SEO/HEO","180","170","35240","33370"
"In post","2022","Birmingham","Black","Unknown","90","80","29550","28200"
"In post","2022","Birmingham","Mixed","AA/AO","90","80","21510","21250"
"In post","2022","Birmingham","Mixed","EO","100","90","27830","27570"
"In post","2022","Birmingham","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Mixed","SEO/HEO","70","70","35010","33080"
"In post","2022","Birmingham","Mixed","Unknown","40","30","[c]","[c]"
"In post","2022","Birmingham","Other ethnicity","AA/AO","30","30","[c]","[c]"
"In post","2022","Birmingham","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Undeclared","AA/AO","150","130","21520","21250"
"In post","2022","Birmingham","Undeclared","EO","200","180","27250","27570"
"In post","2022","Birmingham","Undeclared","G6/G7","60","60","59700","56270"
"In post","2022","Birmingham","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Undeclared","SEO/HEO","130","130","36120","33400"
"In post","2022","Birmingham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Unknown","AA/AO","780","730","21520","21250"
"In post","2022","Birmingham","Unknown","EO","500","490","26840","26820"
"In post","2022","Birmingham","Unknown","G6/G7","160","160","58540","55210"
"In post","2022","Birmingham","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Birmingham","Unknown","SEO/HEO","540","520","34680","33370"
"In post","2022","Birmingham","Unknown","Unknown","150","130","28670","28200"
"In post","2022","Birmingham","White","AA/AO","1310","1180","22120","21260"
"In post","2022","Birmingham","White","EO","1610","1480","27470","27570"
"In post","2022","Birmingham","White","G6/G7","850","810","57730","55210"
"In post","2022","Birmingham","White","SCS","70","60","98810","95000"
"In post","2022","Birmingham","White","SEO/HEO","1890","1810","36810","35610"
"In post","2022","Birmingham","White","Unknown","280","260","30840","28200"
"In post","2022","Blackburn with Darwen","Asian","AA/AO","50","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","Asian","EO","70","60","27570","27570"
"In post","2022","Blackburn with Darwen","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","White","AA/AO","70","60","21630","21260"
"In post","2022","Blackburn with Darwen","White","EO","110","90","27630","27570"
"In post","2022","Blackburn with Darwen","White","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackburn with Darwen","White","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Blackburn with Darwen","White","Unknown","60","50","30360","28200"
"In post","2022","Blackpool","Asian","AA/AO","30","30","[c]","[c]"
"In post","2022","Blackpool","Asian","EO","60","60","27570","27570"
"In post","2022","Blackpool","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Asian","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Black","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Black","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Black","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Black","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Mixed","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Mixed","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Mixed","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Mixed","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Mixed","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Mixed","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other ethnicity","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other ethnicity","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other ethnicity","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other ethnicity","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Undeclared","AA/AO","50","40","20940","21260"
"In post","2022","Blackpool","Undeclared","EO","80","70","27420","27570"
"In post","2022","Blackpool","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Undeclared","SEO/HEO","40","40","[c]","[c]"
"In post","2022","Blackpool","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","Unknown","AA/AO","150","130","21130","21260"
"In post","2022","Blackpool","Unknown","EO","140","130","27450","27570"
"In post","2022","Blackpool","Unknown","G6/G7","50","50","59380","58460"
"In post","2022","Blackpool","Unknown","SEO/HEO","70","70","36500","35310"
"In post","2022","Blackpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","White","AA/AO","1580","1420","21130","21260"
"In post","2022","Blackpool","White","EO","1610","1450","27470","27570"
"In post","2022","Blackpool","White","G6/G7","460","440","55990","52750"
"In post","2022","Blackpool","White","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Blackpool","White","SEO/HEO","990","940","34890","34290"
"In post","2022","Blackpool","White","Unknown","70","70","29280","28200"
"In post","2022","Bournemouth, Christchurch and Poole","Asian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Asian","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Asian","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Asian","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Black","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Black","EO","[c]","[c]","[c]","[c]"
"In post","2022","Bournemouth, Christchurch and Poole","Black","G6/G7","[c]","[c]","[c]","[c]"
