"Status","Year","Disability","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared non-disabled","Female","South West (England)","15280","13780","32170","27570"
"In post","2021","Declared non-disabled","Female","Unknown","580","530","32300","27570"
"In post","2021","Declared non-disabled","Female","Wales","14600","12970","30290","27380"
"In post","2021","Declared non-disabled","Female","West Midlands (England)","12140","10810","29380","27570"
"In post","2021","Declared non-disabled","Female","Yorkshire and The Humber","13950","12320","30530","27570"
"In post","2021","Declared non-disabled","Male","East Midlands (England)","6100","5890","31440","27570"
"In post","2021","Declared non-disabled","Male","East of England","6990","6730","32000","29290"
"In post","2021","Declared non-disabled","Male","London","30680","30100","45510","39960"
"In post","2021","Declared non-disabled","Male","North East (England)","8040","7700","30240","27570"
"In post","2021","Declared non-disabled","Male","North West (England)","16590","16020","30930","27570"
"In post","2021","Declared non-disabled","Male","Northern Ireland","1230","1190","28350","25490"
"In post","2021","Declared non-disabled","Male","Overseas","1590","1590","49920","48120"
"In post","2021","Declared non-disabled","Male","Scotland","11710","11340","33940","28130"
"In post","2021","Declared non-disabled","Male","South East (England)","13300","12800","33090","29810"
"In post","2021","Declared non-disabled","Male","South West (England)","16400","15960","36650","33300"
"In post","2021","Declared non-disabled","Male","Unknown","430","420","33850","27570"
"In post","2021","Declared non-disabled","Male","Wales","10380","10040","33590","28750"
"In post","2021","Declared non-disabled","Male","West Midlands (England)","8680","8430","31600","27570"
"In post","2021","Declared non-disabled","Male","Yorkshire and The Humber","11040","10660","32740","27570"
"In post","2021","Declared non-disabled","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","East Midlands (England)","710","640","28110","27380"
"In post","2021","Undeclared","Female","East of England","760","690","29750","27570"
"In post","2021","Undeclared","Female","London","2940","2780","40470","35260"
"In post","2021","Undeclared","Female","North East (England)","780","680","27560","25560"
"In post","2021","Undeclared","Female","North West (England)","1670","1500","28760","27380"
"In post","2021","Undeclared","Female","Northern Ireland","100","90","28810","26750"
"In post","2021","Undeclared","Female","Overseas","50","50","[c]","[c]"
"In post","2021","Undeclared","Female","Scotland","730","660","29610","27370"
"In post","2021","Undeclared","Female","South East (England)","1420","1280","30110","27570"
"In post","2021","Undeclared","Female","South West (England)","1090","980","32530","28650"
"In post","2021","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Female","Wales","880","780","28470","26350"
"In post","2021","Undeclared","Female","West Midlands (England)","940","850","29190","27380"
"In post","2021","Undeclared","Female","Yorkshire and The Humber","1020","910","30850","27570"
"In post","2021","Undeclared","Male","East Midlands (England)","790","750","30790","31610"
"In post","2021","Undeclared","Male","East of England","970","920","32580","31650"
"In post","2021","Undeclared","Male","London","3150","3080","43790","37640"
"In post","2021","Undeclared","Male","North East (England)","990","930","30620","30870"
"In post","2021","Undeclared","Male","North West (England)","1790","1690","30720","30820"
"In post","2021","Undeclared","Male","Northern Ireland","110","110","28340","25560"
"In post","2021","Undeclared","Male","Overseas","120","120","46480","41160"
"In post","2021","Undeclared","Male","Scotland","700","680","32260","27570"
"In post","2021","Undeclared","Male","South East (England)","1950","1860","33500","31810"
"In post","2021","Undeclared","Male","South West (England)","1730","1680","36770","33520"
"In post","2021","Undeclared","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Undeclared","Male","Wales","1050","990","31420","28750"
"In post","2021","Undeclared","Male","West Midlands (England)","1000","960","31070","29320"
"In post","2021","Undeclared","Male","Yorkshire and The Humber","1260","1200","31660","31650"
"In post","2021","Unknown","Female","East Midlands (England)","1510","1390","27360","25300"
"In post","2021","Unknown","Female","East of England","1330","1230","31260","27550"
"In post","2021","Unknown","Female","London","10330","9970","42400","36160"
"In post","2021","Unknown","Female","North East (England)","2870","2480","25210","21440"
"In post","2021","Unknown","Female","North West (England)","4440","4080","28370","25560"
"In post","2021","Unknown","Female","Northern Ireland","400","360","26610","22330"
"In post","2021","Unknown","Female","Overseas","390","390","50680","46620"
"In post","2021","Unknown","Female","Scotland","7040","6440","31450","27570"
"In post","2021","Unknown","Female","South East (England)","2680","2420","30430","27570"
"In post","2021","Unknown","Female","South West (England)","2540","2330","32470","27900"
"In post","2021","Unknown","Female","Unknown","480","470","34480","32000"
"In post","2021","Unknown","Female","Wales","2940","2680","27590","23320"
"In post","2021","Unknown","Female","West Midlands (England)","2150","2010","29760","25560"
"In post","2021","Unknown","Female","Yorkshire and The Humber","2650","2490","30950","26350"
"In post","2021","Unknown","Male","East Midlands (England)","1430","1390","28650","25560"
"In post","2021","Unknown","Male","East of England","1450","1420","32610","29200"
"In post","2021","Unknown","Male","London","9000","8900","45110","39580"
"In post","2021","Unknown","Male","North East (England)","2240","2160","27970","25560"
"In post","2021","Unknown","Male","North West (England)","4170","4070","30370","26130"
"In post","2021","Unknown","Male","Northern Ireland","570","560","26360","21880"
"In post","2021","Unknown","Male","Overseas","400","400","54610","53470"
"In post","2021","Unknown","Male","Scotland","7690","7360","32810","30930"
"In post","2021","Unknown","Male","South East (England)","3210","3070","32540","29290"
"In post","2021","Unknown","Male","South West (England)","3400","3320","35830","32670"
"In post","2021","Unknown","Male","Unknown","1990","1990","37870","33570"
"In post","2021","Unknown","Male","Wales","2680","2610","30240","25790"
"In post","2021","Unknown","Male","West Midlands (England)","1990","1940","31790","26700"
"In post","2021","Unknown","Male","Yorkshire and The Humber","2700","2650","30380","25790"
"In post","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Female","East Midlands (England)","1830","1630","29080","27570"
"In post","2022","Declared disabled","Female","East of England","1670","1500","29720","27570"
"In post","2022","Declared disabled","Female","London","5870","5510","40250","34610"
"In post","2022","Declared disabled","Female","North East (England)","2390","2040","27740","26820"
"In post","2022","Declared disabled","Female","North West (England)","4760","4180","28860","27570"
"In post","2022","Declared disabled","Female","Northern Ireland","190","170","30140","26820"
"In post","2022","Declared disabled","Female","Overseas","100","100","47850","51500"
"In post","2022","Declared disabled","Female","Scotland","2850","2540","30740","27570"
"In post","2022","Declared disabled","Female","South East (England)","2730","2440","30130","27570"
"In post","2022","Declared disabled","Female","South West (England)","2740","2470","31060","27570"
"In post","2022","Declared disabled","Female","Unknown","100","90","29970","27570"
"In post","2022","Declared disabled","Female","Wales","2440","2130","28570","26780"
"In post","2022","Declared disabled","Female","West Midlands (England)","2550","2270","29260","27570"
"In post","2022","Declared disabled","Female","Yorkshire and The Humber","2670","2360","30380","27570"
"In post","2022","Declared disabled","Male","East Midlands (England)","1130","1080","29280","27570"
"In post","2022","Declared disabled","Male","East of England","1040","980","31330","29290"
"In post","2022","Declared disabled","Male","London","4060","3950","42800","37640"
"In post","2022","Declared disabled","Male","North East (England)","1450","1350","29090","26950"
"In post","2022","Declared disabled","Male","North West (England)","2930","2770","30050","27570"
"In post","2022","Declared disabled","Male","Northern Ireland","150","150","28590","26820"
"In post","2022","Declared disabled","Male","Overseas","140","140","47750","43440"
"In post","2022","Declared disabled","Male","Scotland","1990","1890","32490","27570"
"In post","2022","Declared disabled","Male","South East (England)","2000","1900","31580","29230"
"In post","2022","Declared disabled","Male","South West (England)","2250","2160","34360","31650"
"In post","2022","Declared disabled","Male","Unknown","50","50","36830","30650"
"In post","2022","Declared disabled","Male","Wales","1390","1310","30970","27570"
"In post","2022","Declared disabled","Male","West Midlands (England)","1480","1400","30780","27570"
"In post","2022","Declared disabled","Male","Yorkshire and The Humber","1700","1600","31480","27570"
"In post","2022","Declared non-disabled","Female","East Midlands (England)","8750","7860","29980","27410"
"In post","2022","Declared non-disabled","Female","East of England","8550","7710","30260","27570"
"In post","2022","Declared non-disabled","Female","London","36800","34660","42830","37610"
"In post","2022","Declared non-disabled","Female","North East (England)","13130","11470","29010","26820"
"In post","2022","Declared non-disabled","Female","North West (England)","24960","22410","29700","27570"
"In post","2022","Declared non-disabled","Female","Northern Ireland","1210","1110","30520","26820"
"In post","2022","Declared non-disabled","Female","Overseas","920","920","48580","47900"
"In post","2022","Declared non-disabled","Female","Scotland","16700","15160","32690","27570"
"In post","2022","Declared non-disabled","Female","South East (England)","15100","13670","31130","27700"
"In post","2022","Declared non-disabled","Female","South West (England)","15900","14400","32880","29180"
"In post","2022","Declared non-disabled","Female","Unknown","470","440","32710","30190"
"In post","2022","Declared non-disabled","Female","Wales","15350","13760","31230","27570"
"In post","2022","Declared non-disabled","Female","West Midlands (England)","12940","11650","30180","27570"
"In post","2022","Declared non-disabled","Female","Yorkshire and The Humber","14610","13020","31360","27570"
"In post","2022","Declared non-disabled","Male","East Midlands (England)","6520","6300","32260","27570"
"In post","2022","Declared non-disabled","Male","East of England","6980","6750","32480","29290"
"In post","2022","Declared non-disabled","Male","London","30570","30040","46080","40650"
"In post","2022","Declared non-disabled","Male","North East (England)","8890","8530","31880","27570"
"In post","2022","Declared non-disabled","Male","North West (England)","17780","17200","32100","27570"
"In post","2022","Declared non-disabled","Male","Northern Ireland","1350","1320","29890","26590"
"In post","2022","Declared non-disabled","Male","Overseas","1430","1430","49390","47340"
"In post","2022","Declared non-disabled","Male","Scotland","12740","12370","34980","30040"
"In post","2022","Declared non-disabled","Male","South East (England)","13610","13110","34140","30820"
"In post","2022","Declared non-disabled","Male","South West (England)","17400","16940","37180","33520"
"In post","2022","Declared non-disabled","Male","Unknown","380","370","34100","29290"
"In post","2022","Declared non-disabled","Male","Wales","10960","10620","34330","29430"
"In post","2022","Declared non-disabled","Male","West Midlands (England)","9220","8950","32400","27570"
"In post","2022","Declared non-disabled","Male","Yorkshire and The Humber","11470","11070","33390","28710"
"In post","2022","Declared non-disabled","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","East Midlands (England)","740","670","29440","27570"
"In post","2022","Undeclared","Female","East of England","700","640","30380","28200"
"In post","2022","Undeclared","Female","London","2520","2380","40970","35900"
"In post","2022","Undeclared","Female","North East (England)","800","700","28660","27130"
"In post","2022","Undeclared","Female","North West (England)","1670","1500","29560","27570"
"In post","2022","Undeclared","Female","Northern Ireland","100","90","29750","27420"
"In post","2022","Undeclared","Female","Overseas","50","50","[c]","[c]"
"In post","2022","Undeclared","Female","Scotland","790","710","30850","27570"
"In post","2022","Undeclared","Female","South East (England)","1340","1210","30620","28000"
"In post","2022","Undeclared","Female","South West (England)","1030","940","32300","28170"
"In post","2022","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Female","Wales","870","770","28900","26780"
"In post","2022","Undeclared","Female","West Midlands (England)","940","850","29400","27570"
"In post","2022","Undeclared","Female","Yorkshire and The Humber","1020","910","30970","27570"
"In post","2022","Undeclared","Male","East Midlands (England)","770","730","31910","31650"
"In post","2022","Undeclared","Male","East of England","880","840","32650","31650"
"In post","2022","Undeclared","Male","London","2830","2770","44420","39100"
"In post","2022","Undeclared","Male","North East (England)","1020","950","32030","31650"
"In post","2022","Undeclared","Male","North West (England)","1820","1730","31730","31060"
"In post","2022","Undeclared","Male","Northern Ireland","120","120","30050","26750"
"In post","2022","Undeclared","Male","Overseas","110","110","47200","41960"
"In post","2022","Undeclared","Male","Scotland","750","720","33150","27570"
"In post","2022","Undeclared","Male","South East (England)","1730","1640","33230","31650"
"In post","2022","Undeclared","Male","South West (England)","1570","1510","36380","33300"
"In post","2022","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Male","Wales","1040","980","32340","29450"
"In post","2022","Undeclared","Male","West Midlands (England)","1000","950","31950","30140"
"In post","2022","Undeclared","Male","Yorkshire and The Humber","1230","1170","32720","31650"
"In post","2022","Undeclared","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Female","East Midlands (England)","1730","1600","29330","26590"
"In post","2022","Unknown","Female","East of England","1550","1430","31410","26970"
"In post","2022","Unknown","Female","London","11980","11570","42830","37930"
"In post","2022","Unknown","Female","North East (England)","3010","2660","27310","23140"
"In post","2022","Unknown","Female","North West (England)","5530","5140","29540","26590"
"In post","2022","Unknown","Female","Northern Ireland","480","450","28800","26590"
"In post","2022","Unknown","Female","Overseas","440","440","50650","46600"
"In post","2022","Unknown","Female","Scotland","7340","6780","33090","28920"
"In post","2022","Unknown","Female","South East (England)","2950","2680","31280","27570"
"In post","2022","Unknown","Female","South West (England)","2660","2450","33040","28190"
"In post","2022","Unknown","Female","Unknown","430","420","34110","30780"
"In post","2022","Unknown","Female","Wales","3060","2800","28910","24880"
"In post","2022","Unknown","Female","West Midlands (England)","2740","2570","30720","26800"
"In post","2022","Unknown","Female","Yorkshire and The Humber","3290","3090","31960","27370"
"In post","2022","Unknown","Male","East Midlands (England)","1530","1490","30200","26820"
"In post","2022","Unknown","Male","East of England","1560","1520","33260","29260"
"In post","2022","Unknown","Male","London","10200","10070","45340","40050"
"In post","2022","Unknown","Male","North East (England)","2430","2360","30470","26820"
"In post","2022","Unknown","Male","North West (England)","4860","4750","31740","27570"
"In post","2022","Unknown","Male","Northern Ireland","660","640","28090","24880"
"In post","2022","Unknown","Male","Overseas","500","490","52450","53000"
"In post","2022","Unknown","Male","Scotland","7850","7530","34000","32170"
"In post","2022","Unknown","Male","South East (England)","3180","3020","32670","28170"
"In post","2022","Unknown","Male","South West (England)","3150","3080","35650","32760"
"In post","2022","Unknown","Male","Unknown","1830","1820","37900","33570"
"In post","2022","Unknown","Male","Wales","2790","2730","31770","27370"
"In post","2022","Unknown","Male","West Midlands (England)","2300","2230","32890","27570"
"In post","2022","Unknown","Male","Yorkshire and The Humber","3260","3190","32260","27120"
"In post","2022","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","East Midlands (England)","110","90","27670","22020"
"Leaver CS","2021","Declared disabled","Female","East of England","120","100","26000","25710"
"Leaver CS","2021","Declared disabled","Female","London","230","200","38050","31880"
"Leaver CS","2021","Declared disabled","Female","North East (England)","130","100","25960","26120"
"Leaver CS","2021","Declared disabled","Female","North West (England)","180","150","27390","24440"
"Leaver CS","2021","Declared disabled","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Scotland","110","90","27550","26410"
"Leaver CS","2021","Declared disabled","Female","South East (England)","150","130","25430","22410"
"Leaver CS","2021","Declared disabled","Female","South West (England)","150","120","25840","22680"
"Leaver CS","2021","Declared disabled","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Female","Wales","150","110","25770","21590"
"Leaver CS","2021","Declared disabled","Female","West Midlands (England)","150","120","26860","26610"
"Leaver CS","2021","Declared disabled","Female","Yorkshire and The Humber","160","130","27770","26120"
"Leaver CS","2021","Declared disabled","Male","East Midlands (England)","70","60","[c]","[c]"
"Leaver CS","2021","Declared disabled","Male","East of England","100","90","[c]","[c]"
"Leaver CS","2021","Declared disabled","Male","London","210","190","39810","32330"
"Leaver CS","2021","Declared disabled","Male","North East (England)","80","70","[c]","[c]"
"Leaver CS","2021","Declared disabled","Male","North West (England)","140","120","31100","27180"
"Leaver CS","2021","Declared disabled","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Male","Scotland","120","110","30060","27570"
"Leaver CS","2021","Declared disabled","Male","South East (England)","150","130","28620","26890"
"Leaver CS","2021","Declared disabled","Male","South West (England)","150","140","31560","27570"
"Leaver CS","2021","Declared disabled","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Male","Wales","90","80","28000","23050"
"Leaver CS","2021","Declared disabled","Male","West Midlands (England)","90","80","25200","24850"
"Leaver CS","2021","Declared disabled","Male","Yorkshire and The Humber","90","80","30660","26890"
"Leaver CS","2021","Declared disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Female","East Midlands (England)","530","440","25810","21590"
"Leaver CS","2021","Declared non-disabled","Female","East of England","540","460","28040","24580"
"Leaver CS","2021","Declared non-disabled","Female","London","1540","1360","40380","32540"
"Leaver CS","2021","Declared non-disabled","Female","North East (England)","600","460","25700","21010"
"Leaver CS","2021","Declared non-disabled","Female","North West (England)","970","780","27400","22420"
"Leaver CS","2021","Declared non-disabled","Female","Northern Ireland","70","60","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Female","Scotland","630","510","30340","25810"
"Leaver CS","2021","Declared non-disabled","Female","South East (England)","730","630","28580","25660"
"Leaver CS","2021","Declared non-disabled","Female","South West (England)","680","590","29380","26050"
"Leaver CS","2021","Declared non-disabled","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Female","Wales","600","480","28520","21590"
"Leaver CS","2021","Declared non-disabled","Female","West Midlands (England)","610","500","27930","25560"
"Leaver CS","2021","Declared non-disabled","Female","Yorkshire and The Humber","790","640","28850","26820"
"Leaver CS","2021","Declared non-disabled","Male","East Midlands (England)","420","390","29610","27570"
"Leaver CS","2021","Declared non-disabled","Male","East of England","470","430","33330","27470"
"Leaver CS","2021","Declared non-disabled","Male","London","1410","1300","45670","37640"
"Leaver CS","2021","Declared non-disabled","Male","North East (England)","380","320","28410","22350"
"Leaver CS","2021","Declared non-disabled","Male","North West (England)","730","660","29380","25880"
"Leaver CS","2021","Declared non-disabled","Male","Northern Ireland","50","40","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Male","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Male","Scotland","540","480","34310","27680"
"Leaver CS","2021","Declared non-disabled","Male","South East (England)","750","690","31870","28710"
"Leaver CS","2021","Declared non-disabled","Male","South West (England)","820","770","35250","32430"
"Leaver CS","2021","Declared non-disabled","Male","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Male","Wales","530","480","32630","27130"
"Leaver CS","2021","Declared non-disabled","Male","West Midlands (England)","460","420","32780","26640"
"Leaver CS","2021","Declared non-disabled","Male","Yorkshire and The Humber","600","540","32580","26910"
"Leaver CS","2021","Declared non-disabled","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","East Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","East of England","90","70","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","London","150","130","39440","34390"
"Leaver CS","2021","Undeclared","Female","North East (England)","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","North West (England)","80","60","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","South East (England)","90","80","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","South West (England)","80","70","32230","28650"
"Leaver CS","2021","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Wales","60","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","West Midlands (England)","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Female","Yorkshire and The Humber","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","East Midlands (England)","60","60","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","East of England","80","80","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","London","150","140","43410","38830"
"Leaver CS","2021","Undeclared","Male","North East (England)","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","North West (England)","80","70","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","South East (England)","130","110","31480","28070"
"Leaver CS","2021","Undeclared","Male","South West (England)","130","120","36160","33630"
"Leaver CS","2021","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Wales","60","50","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","West Midlands (England)","50","40","[c]","[c]"
"Leaver CS","2021","Undeclared","Male","Yorkshire and The Humber","90","80","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","East Midlands (England)","180","160","25350","21170"
"Leaver CS","2021","Unknown","Female","East of England","210","190","27370","26550"
"Leaver CS","2021","Unknown","Female","London","800","700","36940","31060"
"Leaver CS","2021","Unknown","Female","North East (England)","230","180","26790","21070"
"Leaver CS","2021","Unknown","Female","North West (England)","320","290","26870","22230"
"Leaver CS","2021","Unknown","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Female","Overseas","60","60","37550","36960"
"Leaver CS","2021","Unknown","Female","Scotland","420","360","32020","26550"
"Leaver CS","2021","Unknown","Female","South East (England)","330","290","28050","23820"
"Leaver CS","2021","Unknown","Female","South West (England)","210","190","30370","27570"
"Leaver CS","2021","Unknown","Female","Unknown","300","290","39490","28420"
"Leaver CS","2021","Unknown","Female","Wales","230","190","26430","21590"
"Leaver CS","2021","Unknown","Female","West Midlands (England)","250","230","32070","22350"
"Leaver CS","2021","Unknown","Female","Yorkshire and The Humber","280","220","27760","22180"
"Leaver CS","2021","Unknown","Male","East Midlands (England)","170","160","26740","25770"
"Leaver CS","2021","Unknown","Male","East of England","180","170","32370","26390"
"Leaver CS","2021","Unknown","Male","London","750","670","39020","31300"
"Leaver CS","2021","Unknown","Male","North East (England)","170","150","25050","21430"
"Leaver CS","2021","Unknown","Male","North West (England)","260","250","27410","22350"
"Leaver CS","2021","Unknown","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Male","Scotland","440","400","34230","30960"
"Leaver CS","2021","Unknown","Male","South East (England)","370","340","31280","26590"
"Leaver CS","2021","Unknown","Male","South West (England)","260","240","33580","29200"
"Leaver CS","2021","Unknown","Male","Unknown","320","320","40020","32400"
"Leaver CS","2021","Unknown","Male","Wales","250","240","28410","23050"
"Leaver CS","2021","Unknown","Male","West Midlands (England)","190","190","31390","24250"
"Leaver CS","2021","Unknown","Male","Yorkshire and The Humber","260","230","32290","27570"
"Leaver CS","2021","Unknown","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","London","70","70","45660","40010"
"Leaver CS","2021","Unknown","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","East Midlands (England)","160","130","27270","27570"
"Leaver CS","2022","Declared disabled","Female","East of England","170","140","27860","27130"
"Leaver CS","2022","Declared disabled","Female","London","490","430","35480","31060"
"Leaver CS","2022","Declared disabled","Female","North East (England)","160","130","27360","23570"
"Leaver CS","2022","Declared disabled","Female","North West (England)","320","260","26750","25310"
"Leaver CS","2022","Declared disabled","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Scotland","200","160","28480","26900"
"Leaver CS","2022","Declared disabled","Female","South East (England)","240","200","27730","27570"
"Leaver CS","2022","Declared disabled","Female","South West (England)","210","180","29410","26750"
"Leaver CS","2022","Declared disabled","Female","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","Declared disabled","Female","Wales","130","100","29050","27570"
"Leaver CS","2022","Declared disabled","Female","West Midlands (England)","190","160","27370","27570"
"Leaver CS","2022","Declared disabled","Female","Yorkshire and The Humber","220","180","27900","27000"
"Leaver CS","2022","Declared disabled","Male","East Midlands (England)","130","110","29190","26520"
