"Status","Year","Sex","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","Accountant in Bankruptcy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Accountant in Bankruptcy","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Accountant in Bankruptcy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","EO","140","140","25000","24250"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Advisory, Conciliation and Arbitration Service","SEO/HEO","250","240","36760","34500"
"In post","2021","Male","Animal and Plant Health Agency","AA/AO","260","250","22000","21050"
"In post","2021","Male","Animal and Plant Health Agency","EO","320","300","26820","26440"
"In post","2021","Male","Animal and Plant Health Agency","G6/G7","110","100","56240","54580"
"In post","2021","Male","Animal and Plant Health Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Animal and Plant Health Agency","SEO/HEO","390","380","36420","36500"
"In post","2021","Male","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Attorney General's Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Cabinet Office (excl. agencies)","AA/AO","240","230","21890","20920"
"In post","2021","Male","Cabinet Office (excl. agencies)","EO","350","350","27300","27500"
"In post","2021","Male","Cabinet Office (excl. agencies)","G6/G7","1520","1510","59800","56440"
"In post","2021","Male","Cabinet Office (excl. agencies)","SCS","550","550","95640","81170"
"In post","2021","Male","Cabinet Office (excl. agencies)","SEO/HEO","1750","1740","33720","33300"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","EO","50","50","25120","24920"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","80","80","52510","48080"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","170","160","32770","30220"
"In post","2021","Male","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","EO","40","40","[c]","[c]"
"In post","2021","Male","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Charity Commission","SEO/HEO","110","100","33390","31350"
"In post","2021","Male","Companies House","AA/AO","140","140","21420","22490"
"In post","2021","Male","Companies House","EO","150","140","28760","27460"
"In post","2021","Male","Companies House","G6/G7","40","40","[c]","[c]"
"In post","2021","Male","Companies House","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Companies House","SEO/HEO","170","160","39660","39820"
"In post","2021","Male","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","EO","40","40","[c]","[c]"
"In post","2021","Male","Competition and Markets Authority","G6/G7","210","210","66870","65340"
"In post","2021","Male","Competition and Markets Authority","SCS","60","60","111010","102520"
"In post","2021","Male","Competition and Markets Authority","SEO/HEO","90","90","37910","35000"
"In post","2021","Male","Criminal Injuries Compensation Authority","AA/AO","50","50","20120","20480"
"In post","2021","Male","Criminal Injuries Compensation Authority","EO","40","40","[c]","[c]"
"In post","2021","Male","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Criminal Injuries Compensation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Criminal Injuries Compensation Authority","SEO/HEO","50","50","[c]","[c]"
"In post","2021","Male","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Crown Commercial Service","EO","50","50","[c]","[c]"
"In post","2021","Male","Crown Commercial Service","G6/G7","90","90","53970","55020"
"In post","2021","Male","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Crown Commercial Service","SEO/HEO","210","210","33500","34800"
"In post","2021","Male","Crown Office and Procurator Fiscal Service","AA/AO","170","160","22050","22220"
"In post","2021","Male","Crown Office and Procurator Fiscal Service","EO","80","80","27340","26570"
"In post","2021","Male","Crown Office and Procurator Fiscal Service","G6/G7","60","50","66500","68470"
"In post","2021","Male","Crown Office and Procurator Fiscal Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Crown Office and Procurator Fiscal Service","SEO/HEO","240","230","42700","38150"
"In post","2021","Male","Crown Prosecution Service","AA/AO","390","380","22200","21950"
"In post","2021","Male","Crown Prosecution Service","EO","380","370","27910","28430"
"In post","2021","Male","Crown Prosecution Service","G6/G7","1140","1100","58780","55610"
"In post","2021","Male","Crown Prosecution Service","SCS","30","30","[c]","[c]"
"In post","2021","Male","Crown Prosecution Service","SEO/HEO","330","330","35970","36240"
"In post","2021","Male","Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Crown Prosecution Service Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Crown Prosecution Service Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Crown Prosecution Service Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Debt Management Office","G6/G7","50","50","[c]","[c]"
"In post","2021","Male","Debt Management Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Defence Electronics and Components Agency","AA/AO","60","60","19510","19810"
"In post","2021","Male","Defence Electronics and Components Agency","EO","240","230","28100","28750"
"In post","2021","Male","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Defence Electronics and Components Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Defence Electronics and Components Agency","SEO/HEO","60","50","36560","32850"
"In post","2021","Male","Defence Equipment and Support","EO","1590","1570","22290","21120"
"In post","2021","Male","Defence Equipment and Support","G6/G7","1180","1170","57330","55480"
"In post","2021","Male","Defence Equipment and Support","SCS","90","80","105710","96140"
"In post","2021","Male","Defence Equipment and Support","SEO/HEO","4180","4100","36390","36550"
"In post","2021","Male","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Defence Science and Technology Laboratory","AA/AO","90","90","19130","17710"
"In post","2021","Male","Defence Science and Technology Laboratory","EO","100","90","23380","22780"
"In post","2021","Male","Defence Science and Technology Laboratory","G6/G7","1390","1350","51840","47140"
"In post","2021","Male","Defence Science and Technology Laboratory","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Defence Science and Technology Laboratory","SEO/HEO","1260","1240","33480","36900"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","30","30","[c]","[c]"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","150","150","28510","27690"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","1260","1240","59050","57380"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","180","170","84420","75540"
"In post","2021","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","1100","1090","38390","38620"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","EO","60","60","27240","26180"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","G6/G7","390","390","59020","58600"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","SCS","60","60","87040","78180"
"In post","2021","Male","Department for Digital, Culture, Media and Sport","SEO/HEO","310","310","37360","34240"
"In post","2021","Male","Department for Education (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Education (excl. agencies)","EO","290","280","26740","26000"
"In post","2021","Male","Department for Education (excl. agencies)","G6/G7","920","910","57430","54400"
"In post","2021","Male","Department for Education (excl. agencies)","SCS","100","100","84470","76110"
"In post","2021","Male","Department for Education (excl. agencies)","SEO/HEO","1000","990","36060","36500"
"In post","2021","Male","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","60","60","22940","24370"
"In post","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","220","210","26790","26300"
"In post","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","910","900","54860","53420"
"In post","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","100","100","83500","77390"
"In post","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","1160","1140","35120","35890"
"In post","2021","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department for International Trade","EO","110","110","27300","26510"
"In post","2021","Male","Department for International Trade","G6/G7","590","590","55980","53750"
"In post","2021","Male","Department for International Trade","SCS","100","90","91420","82780"
"In post","2021","Male","Department for International Trade","SEO/HEO","610","610","35390","34950"
"In post","2021","Male","Department for Transport (excl. agencies)","AA/AO","100","80","30340","32740"
"In post","2021","Male","Department for Transport (excl. agencies)","EO","160","160","28900","30270"
"In post","2021","Male","Department for Transport (excl. agencies)","G6/G7","770","760","60990","57600"
"In post","2021","Male","Department for Transport (excl. agencies)","SCS","120","120","91110","82900"
"In post","2021","Male","Department for Transport (excl. agencies)","SEO/HEO","830","820","38650","37660"
"In post","2021","Male","Department for Work and Pensions (excl. agencies)","AA/AO","9690","9200","21190","21010"
"In post","2021","Male","Department for Work and Pensions (excl. agencies)","EO","16310","15680","28140","27570"
"In post","2021","Male","Department for Work and Pensions (excl. agencies)","G6/G7","1410","1370","57850","56230"
"In post","2021","Male","Department for Work and Pensions (excl. agencies)","SCS","120","120","93600","85500"
"In post","2021","Male","Department for Work and Pensions (excl. agencies)","SEO/HEO","3890","3760","35170","34290"
"In post","2021","Male","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Department of Health and Social Care (excl. agencies)","EO","160","160","26430","27270"
"In post","2021","Male","Department of Health and Social Care (excl. agencies)","G6/G7","570","560","57530","53360"
"In post","2021","Male","Department of Health and Social Care (excl. agencies)","SCS","140","140","91410","79630"
"In post","2021","Male","Department of Health and Social Care (excl. agencies)","SEO/HEO","550","540","35480","33000"
"In post","2021","Male","Disclosure Scotland","AA/AO","90","90","21890","22230"
"In post","2021","Male","Disclosure Scotland","EO","30","30","[c]","[c]"
"In post","2021","Male","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Disclosure Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Driver and Vehicle Licensing Agency","AA/AO","1360","1290","20950","21590"
"In post","2021","Male","Driver and Vehicle Licensing Agency","EO","400","390","26860","26670"
"In post","2021","Male","Driver and Vehicle Licensing Agency","G6/G7","180","180","64820","62490"
"In post","2021","Male","Driver and Vehicle Licensing Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Driver and Vehicle Licensing Agency","SEO/HEO","520","510","38630","39040"
"In post","2021","Male","Driver and Vehicle Standards Agency","AA/AO","750","730","25860","26580"
"In post","2021","Male","Driver and Vehicle Standards Agency","EO","1910","1800","28600","26780"
"In post","2021","Male","Driver and Vehicle Standards Agency","G6/G7","70","70","55560","53840"
"In post","2021","Male","Driver and Vehicle Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Driver and Vehicle Standards Agency","SEO/HEO","620","610","35690","34020"
"In post","2021","Male","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Education and Skills Funding Agency","EO","70","70","26060","26000"
"In post","2021","Male","Education and Skills Funding Agency","G6/G7","270","270","55800","53420"
"In post","2021","Male","Education and Skills Funding Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Education and Skills Funding Agency","SEO/HEO","430","430","35020","36500"
"In post","2021","Male","Education Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Education Scotland","G6/G7","60","50","68670","71160"
"In post","2021","Male","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Education Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","G6/G7","40","30","[c]","[c]"
"In post","2021","Male","ESTYN","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","FCDO Services","AA/AO","90","90","25630","23340"
"In post","2021","Male","FCDO Services","EO","130","130","28670","27280"
"In post","2021","Male","FCDO Services","G6/G7","170","150","61950","59740"
"In post","2021","Male","FCDO Services","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","FCDO Services","SEO/HEO","350","340","40800","41010"
"In post","2021","Male","FCDO Services","Unknown","30","30","[c]","[c]"
"In post","2021","Male","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","EO","350","330","27320","26750"
"In post","2021","Male","Food Standards Agency","G6/G7","110","110","56350","56130"
"In post","2021","Male","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Agency","SEO/HEO","310","300","36000","37350"
"In post","2021","Male","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Scotland","EO","60","60","28870","29190"
"In post","2021","Male","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Food Standards Scotland","SEO/HEO","60","60","37260","35110"
"In post","2021","Male","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","180","180","25910","25430"
"In post","2021","Male","Foreign, Commonwealth and Development Office (excl. agencies)","EO","280","270","29930","30300"
"In post","2021","Male","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","1530","1520","59950","58470"
"In post","2021","Male","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","320","320","87260","78020"
"In post","2021","Male","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","1320","1310","37580","36460"
"In post","2021","Male","Forestry and Land Scotland","AA/AO","340","330","25390","26530"
"In post","2021","Male","Forestry and Land Scotland","EO","160","160","32040","30160"
"In post","2021","Male","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Forestry and Land Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Forestry and Land Scotland","SEO/HEO","140","130","40450","38450"
"In post","2021","Male","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Actuary's Department","G6/G7","70","60","91910","89720"
"In post","2021","Male","Government Actuary's Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Actuary's Department","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Male","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Internal Audit Agency","G6/G7","100","90","57650","56620"
"In post","2021","Male","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Internal Audit Agency","SEO/HEO","110","110","42050","42900"
"In post","2021","Male","Government Legal Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Legal Department","EO","120","120","28730","27580"
"In post","2021","Male","Government Legal Department","G6/G7","560","550","60650","63730"
"In post","2021","Male","Government Legal Department","SCS","90","80","84220","80710"
"In post","2021","Male","Government Legal Department","SEO/HEO","100","100","37990","38590"
"In post","2021","Male","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Property Agency","G6/G7","60","60","57290","55000"
"In post","2021","Male","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Government Property Agency","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Male","Health and Safety Executive","AA/AO","90","80","21960","22160"
"In post","2021","Male","Health and Safety Executive","EO","160","160","27690","26680"
"In post","2021","Male","Health and Safety Executive","G6/G7","320","310","62550","59580"
"In post","2021","Male","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Health and Safety Executive","SEO/HEO","690","670","48430","45100"
"In post","2021","Male","HM Courts and Tribunals Service","AA/AO","3020","2880","19980","19930"
"In post","2021","Male","HM Courts and Tribunals Service","EO","710","700","24210","23730"
"In post","2021","Male","HM Courts and Tribunals Service","G6/G7","270","260","56390","55720"
"In post","2021","Male","HM Courts and Tribunals Service","SCS","30","30","[c]","[c]"
"In post","2021","Male","HM Courts and Tribunals Service","SEO/HEO","840","820","34470","31970"
"In post","2021","Male","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Land Registry","AA/AO","710","690","22460","22350"
"In post","2021","Male","HM Land Registry","EO","700","660","27750","27130"
"In post","2021","Male","HM Land Registry","G6/G7","130","130","62840","60520"
"In post","2021","Male","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Land Registry","SEO/HEO","980","910","38100","38450"
"In post","2021","Male","HM Prison and Probation Service","AA/AO","16730","16050","27350","26810"
"In post","2021","Male","HM Prison and Probation Service","EO","3840","3680","31930","33520"
"In post","2021","Male","HM Prison and Probation Service","G6/G7","380","370","75230","72130"
"In post","2021","Male","HM Prison and Probation Service","SCS","50","40","[c]","[c]"
"In post","2021","Male","HM Prison and Probation Service","SEO/HEO","3340","3180","42390","38160"
"In post","2021","Male","HM Prison and Probation Service","Unknown","2750","2640","30820","30210"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","AA/AO","8490","8010","20600","20140"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","EO","6850","6590","26330","25560"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","G6/G7","4070","3950","57580","53150"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","SCS","250","250","86490","79930"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","SEO/HEO","10050","9730","34890","32100"
"In post","2021","Male","HM Treasury (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","EO","80","80","26440","26750"
"In post","2021","Male","HM Treasury (excl. agencies)","G6/G7","480","470","58530","55840"
"In post","2021","Male","HM Treasury (excl. agencies)","SCS","80","80","85660","78070"
"In post","2021","Male","HM Treasury (excl. agencies)","SEO/HEO","370","370","34390","32320"
"In post","2021","Male","Home Office (incl. agencies)","AA/AO","3490","3300","21900","21430"
"In post","2021","Male","Home Office (incl. agencies)","EO","7170","6730","27050","26160"
"In post","2021","Male","Home Office (incl. agencies)","G6/G7","1780","1760","61120","57680"
"In post","2021","Male","Home Office (incl. agencies)","SCS","160","160","93870","84030"
"In post","2021","Male","Home Office (incl. agencies)","SEO/HEO","4320","4240","36590","35200"
"In post","2021","Male","Home Office (incl. agencies)","Unknown","150","150","[c]","[c]"
"In post","2021","Male","Insolvency Service","AA/AO","240","230","21060","20880"
"In post","2021","Male","Insolvency Service","EO","80","80","26220","26290"
"In post","2021","Male","Insolvency Service","G6/G7","80","80","60780","57670"
"In post","2021","Male","Insolvency Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Insolvency Service","SEO/HEO","380","370","38310","39130"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","G6/G7","50","50","56400","53950"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal Aid Agency","AA/AO","160","150","19540","19860"
"In post","2021","Male","Legal Aid Agency","EO","140","130","23860","22570"
"In post","2021","Male","Legal Aid Agency","G6/G7","50","50","62820","60200"
"In post","2021","Male","Legal Aid Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal Aid Agency","SEO/HEO","130","130","35470","35250"
"In post","2021","Male","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","AA/AO","140","140","25310","26590"
"In post","2021","Male","Maritime and Coastguard Agency","EO","130","130","29930","31470"
"In post","2021","Male","Maritime and Coastguard Agency","G6/G7","120","110","61790","59830"
"In post","2021","Male","Maritime and Coastguard Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","SEO/HEO","360","350","41800","39040"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","EO","70","70","27700","27400"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","G6/G7","190","180","60300","54470"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","SCS","70","60","88990","85370"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","190","190","38150","40450"
"In post","2021","Male","Met Office","AA/AO","50","50","[c]","[c]"
"In post","2021","Male","Met Office","EO","100","100","26690","26630"
"In post","2021","Male","Met Office","G6/G7","370","360","52960","49860"
"In post","2021","Male","Met Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","SEO/HEO","780","760","38110","39650"
"In post","2021","Male","Ministry of Defence (excl. agencies)","AA/AO","8760","8610","23920","20920"
"In post","2021","Male","Ministry of Defence (excl. agencies)","EO","3990","3940","29220","26930"
"In post","2021","Male","Ministry of Defence (excl. agencies)","G6/G7","1520","1470","62990","59730"
"In post","2021","Male","Ministry of Defence (excl. agencies)","SCS","180","180","90530","82480"
"In post","2021","Male","Ministry of Defence (excl. agencies)","SEO/HEO","6340","6240","39000","38410"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Unknown","370","370","39700","35480"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","30","30","[c]","[c]"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","120","120","28860","27850"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","490","490","57280","53650"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","70","60","87420","78420"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","500","500","36600","36340"
"In post","2021","Male","Ministry of Justice (excl. agencies)","AA/AO","110","100","21520","21710"
"In post","2021","Male","Ministry of Justice (excl. agencies)","EO","300","300","26010","26410"
"In post","2021","Male","Ministry of Justice (excl. agencies)","G6/G7","710","700","60060","59180"
"In post","2021","Male","Ministry of Justice (excl. agencies)","SCS","70","70","91600","86690"
"In post","2021","Male","Ministry of Justice (excl. agencies)","SEO/HEO","1070","1060","37170","36800"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","AA/AO","130","120","24050","24220"
"In post","2021","Male","National Crime Agency","EO","1210","1200","34240","34520"
"In post","2021","Male","National Crime Agency","G6/G7","240","240","65730","64410"
"In post","2021","Male","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","SEO/HEO","1430","1420","45600","44090"
"In post","2021","Male","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Records of Scotland","AA/AO","80","70","22510","22230"
"In post","2021","Male","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Records of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Records of Scotland","SEO/HEO","70","70","39670","39110"
"In post","2021","Male","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","G6/G7","40","40","[c]","[c]"
"In post","2021","Male","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Male","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","AA/AO","70","70","21300","21160"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","EO","80","80","26440","25880"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","G6/G7","230","230","73740","75500"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","SEO/HEO","190","190","39650","39850"
"In post","2021","Male","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","EO","130","130","25540","25300"
"In post","2021","Male","Office of Gas and Electricity Markets","G6/G7","250","250","61440","61000"
"In post","2021","Male","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
