"Status","Year","Sex","Organisation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Female","Companies House","SEO/HEO","140","130","37720","38000"
"In post","2021","Female","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","EO","40","40","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","G6/G7","220","210","65750","62890"
"In post","2021","Female","Competition and Markets Authority","SCS","50","50","[c]","[c]"
"In post","2021","Female","Competition and Markets Authority","SEO/HEO","110","110","37760","35680"
"In post","2021","Female","Criminal Injuries Compensation Authority","AA/AO","60","60","20380","20650"
"In post","2021","Female","Criminal Injuries Compensation Authority","EO","50","40","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Criminal Injuries Compensation Authority","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","EO","60","60","23380","22230"
"In post","2021","Female","Crown Commercial Service","G6/G7","110","110","51650","49300"
"In post","2021","Female","Crown Commercial Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Commercial Service","SEO/HEO","220","210","32800","34800"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","AA/AO","540","470","21900","22220"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","EO","240","220","27320","26570"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","G6/G7","140","130","66610","68470"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Office and Procurator Fiscal Service","SEO/HEO","530","490","41680","37940"
"In post","2021","Female","Crown Prosecution Service","AA/AO","1070","950","22250","21950"
"In post","2021","Female","Crown Prosecution Service","EO","980","880","27970","28430"
"In post","2021","Female","Crown Prosecution Service","G6/G7","1740","1560","56880","55610"
"In post","2021","Female","Crown Prosecution Service","SCS","50","50","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service","SEO/HEO","650","620","36210","36240"
"In post","2021","Female","Crown Prosecution Service Inspectorate","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Crown Prosecution Service Inspectorate","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Debt Management Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","EO","1020","930","22180","21470"
"In post","2021","Female","Defence Equipment and Support","G6/G7","480","460","55700","54530"
"In post","2021","Female","Defence Equipment and Support","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Equipment and Support","SEO/HEO","2130","2000","34130","33450"
"In post","2021","Female","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","AA/AO","40","40","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","EO","150","130","22850","22780"
"In post","2021","Female","Defence Science and Technology Laboratory","G6/G7","580","540","49470","46090"
"In post","2021","Female","Defence Science and Technology Laboratory","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Defence Science and Technology Laboratory","SEO/HEO","770","720","32830","30350"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","AA/AO","50","40","[c]","[c]"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","250","240","27870","27680"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","1080","1030","58280","56220"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS","150","140","81660","74880"
"In post","2021","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","1080","1050","37680","36740"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","EO","120","120","27470","26180"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","G6/G7","420","400","58320","55220"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","SCS","70","60","85910","75500"
"In post","2021","Female","Department for Digital, Culture, Media and Sport","SEO/HEO","350","350","36730","34020"
"In post","2021","Female","Department for Education (excl. agencies)","AA/AO","50","50","22180","21000"
"In post","2021","Female","Department for Education (excl. agencies)","EO","450","430","26960","26000"
"In post","2021","Female","Department for Education (excl. agencies)","G6/G7","1210","1140","56410","54160"
"In post","2021","Female","Department for Education (excl. agencies)","SCS","140","130","82660","74100"
"In post","2021","Female","Department for Education (excl. agencies)","SEO/HEO","1510","1440","35870","36500"
"In post","2021","Female","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","110","100","22490","21050"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","300","280","26720","25910"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","940","890","54280","53200"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS","110","100","83650","76070"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","1500","1420","35030","35900"
"In post","2021","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department for International Trade","EO","140","140","27400","26510"
"In post","2021","Female","Department for International Trade","G6/G7","490","480","54780","51970"
"In post","2021","Female","Department for International Trade","SCS","80","80","80110","74600"
"In post","2021","Female","Department for International Trade","SEO/HEO","540","530","35310","34750"
"In post","2021","Female","Department for Transport (excl. agencies)","AA/AO","50","50","24440","25730"
"In post","2021","Female","Department for Transport (excl. agencies)","EO","230","220","28640","30270"
"In post","2021","Female","Department for Transport (excl. agencies)","G6/G7","530","510","58350","54760"
"In post","2021","Female","Department for Transport (excl. agencies)","SCS","90","80","84230","78580"
"In post","2021","Female","Department for Transport (excl. agencies)","SEO/HEO","630","620","38060","35980"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","AA/AO","19630","15900","21160","21010"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","EO","32260","28270","28110","27570"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","G6/G7","1360","1280","55520","54000"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","SCS","120","110","85880","78110"
"In post","2021","Female","Department for Work and Pensions (excl. agencies)","SEO/HEO","6170","5710","34580","34290"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","EO","280","270","27030","27270"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","G6/G7","790","750","57590","53360"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","SCS","130","130","84030","76350"
"In post","2021","Female","Department of Health and Social Care (excl. agencies)","SEO/HEO","890","860","35120","32790"
"In post","2021","Female","Disclosure Scotland","AA/AO","90","80","21990","22230"
"In post","2021","Female","Disclosure Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Disclosure Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Disclosure Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Disclosure Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Licensing Agency","AA/AO","2730","2170","20490","21590"
"In post","2021","Female","Driver and Vehicle Licensing Agency","EO","500","450","26600","26780"
"In post","2021","Female","Driver and Vehicle Licensing Agency","G6/G7","100","90","63630","55320"
"In post","2021","Female","Driver and Vehicle Licensing Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Licensing Agency","SEO/HEO","430","400","35360","32980"
"In post","2021","Female","Driver and Vehicle Standards Agency","AA/AO","370","320","21790","21590"
"In post","2021","Female","Driver and Vehicle Standards Agency","EO","680","620","27400","26780"
"In post","2021","Female","Driver and Vehicle Standards Agency","G6/G7","50","50","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Driver and Vehicle Standards Agency","SEO/HEO","330","320","35820","33350"
"In post","2021","Female","Education and Skills Funding Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","EO","110","100","25940","26000"
"In post","2021","Female","Education and Skills Funding Agency","G6/G7","320","310","54990","50790"
"In post","2021","Female","Education and Skills Funding Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education and Skills Funding Agency","SEO/HEO","550","520","34690","36500"
"In post","2021","Female","Education Scotland","AA/AO","40","40","[c]","[c]"
"In post","2021","Female","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education Scotland","G6/G7","140","130","68300","70160"
"In post","2021","Female","Education Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Education Scotland","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Female","ESTYN","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","G6/G7","30","30","[c]","[c]"
"In post","2021","Female","ESTYN","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","ESTYN","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","FCDO Services","AA/AO","50","50","[c]","[c]"
"In post","2021","Female","FCDO Services","EO","80","80","27680","26590"
"In post","2021","Female","FCDO Services","G6/G7","60","50","63490","58890"
"In post","2021","Female","FCDO Services","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","FCDO Services","SEO/HEO","110","100","39240","40330"
"In post","2021","Female","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","EO","90","80","27140","26750"
"In post","2021","Female","Food Standards Agency","G6/G7","110","100","56420","55300"
"In post","2021","Female","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Agency","SEO/HEO","320","310","36010","37350"
"In post","2021","Female","Food Standards Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Food Standards Scotland","SEO/HEO","70","70","35710","33620"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","AA/AO","260","250","25750","24750"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","EO","450","440","29910","30300"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","G6/G7","1510","1460","58810","57910"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","SCS","230","230","84530","77970"
"In post","2021","Female","Foreign, Commonwealth and Development Office (excl. agencies)","SEO/HEO","1390","1360","37550","37560"
"In post","2021","Female","Forestry and Land Scotland","AA/AO","130","120","23730","22920"
"In post","2021","Female","Forestry and Land Scotland","EO","100","90","30470","30160"
"In post","2021","Female","Forestry and Land Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Forestry and Land Scotland","SEO/HEO","80","80","39300","37530"
"In post","2021","Female","Government Actuary's Department","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","G6/G7","50","40","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Actuary's Department","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","G6/G7","70","70","57400","55230"
"In post","2021","Female","Government Internal Audit Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Internal Audit Agency","SEO/HEO","140","130","39500","39980"
"In post","2021","Female","Government Legal Department","AA/AO","40","30","[c]","[c]"
"In post","2021","Female","Government Legal Department","EO","210","200","28450","27580"
"In post","2021","Female","Government Legal Department","G6/G7","1120","990","59250","57520"
"In post","2021","Female","Government Legal Department","SCS","120","110","83540","78980"
"In post","2021","Female","Government Legal Department","SEO/HEO","150","140","38040","38390"
"In post","2021","Female","Government Property Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","G6/G7","40","40","[c]","[c]"
"In post","2021","Female","Government Property Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Government Property Agency","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","AA/AO","200","170","22140","22160"
"In post","2021","Female","Health and Safety Executive","EO","280","260","28150","28210"
"In post","2021","Female","Health and Safety Executive","G6/G7","200","190","58500","56350"
"In post","2021","Female","Health and Safety Executive","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Health and Safety Executive","SEO/HEO","600","550","40680","40230"
"In post","2021","Female","HM Courts and Tribunals Service","AA/AO","7460","6330","19980","19930"
"In post","2021","Female","HM Courts and Tribunals Service","EO","1940","1790","24010","23700"
"In post","2021","Female","HM Courts and Tribunals Service","G6/G7","400","390","55390","53520"
"In post","2021","Female","HM Courts and Tribunals Service","SCS","40","40","[c]","[c]"
"In post","2021","Female","HM Courts and Tribunals Service","SEO/HEO","1880","1750","34200","32350"
"In post","2021","Female","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Land Registry","AA/AO","1140","1060","22470","22350"
"In post","2021","Female","HM Land Registry","EO","1460","1220","27380","27130"
"In post","2021","Female","HM Land Registry","G6/G7","170","150","62370","60520"
"In post","2021","Female","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","HM Land Registry","SEO/HEO","1040","920","36760","33840"
"In post","2021","Female","HM Prison and Probation Service","AA/AO","11680","10820","24900","23700"
"In post","2021","Female","HM Prison and Probation Service","EO","2400","2290","29630","28400"
"In post","2021","Female","HM Prison and Probation Service","G6/G7","400","390","71100","69050"
"In post","2021","Female","HM Prison and Probation Service","SCS","40","40","[c]","[c]"
"In post","2021","Female","HM Prison and Probation Service","SEO/HEO","3120","2990","39570","37850"
"In post","2021","Female","HM Prison and Probation Service","Unknown","9340","8530","29670","28200"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","AA/AO","12270","9960","20840","20140"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","EO","7830","6960","26480","25560"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","G6/G7","3240","3080","56760","52580"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","SCS","230","230","84700","78090"
"In post","2021","Female","HM Revenue and Customs (excl. agencies)","SEO/HEO","9660","9050","34560","31870"
"In post","2021","Female","HM Treasury (excl. agencies)","AA/AO","40","30","[c]","[c]"
"In post","2021","Female","HM Treasury (excl. agencies)","EO","130","130","27130","26780"
"In post","2021","Female","HM Treasury (excl. agencies)","G6/G7","380","360","58370","56750"
"In post","2021","Female","HM Treasury (excl. agencies)","SCS","80","70","82040","76610"
"In post","2021","Female","HM Treasury (excl. agencies)","SEO/HEO","360","360","34400","32960"
"In post","2021","Female","Home Office (incl. agencies)","AA/AO","4840","4080","22060","21430"
"In post","2021","Female","Home Office (incl. agencies)","EO","7200","6450","26860","25990"
"In post","2021","Female","Home Office (incl. agencies)","G6/G7","1590","1530","60480","57680"
"In post","2021","Female","Home Office (incl. agencies)","SCS","130","130","89270","82810"
"In post","2021","Female","Home Office (incl. agencies)","SEO/HEO","4460","4240","36680","35280"
"In post","2021","Female","Home Office (incl. agencies)","Unknown","100","100","[c]","[c]"
"In post","2021","Female","Insolvency Service","AA/AO","400","370","21290","20880"
"In post","2021","Female","Insolvency Service","EO","130","130","25990","26290"
"In post","2021","Female","Insolvency Service","G6/G7","70","70","58430","56140"
"In post","2021","Female","Insolvency Service","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Insolvency Service","SEO/HEO","420","400","37860","39170"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","G6/G7","70","60","55510","53680"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Institute for Apprenticeships and Technical Education","SEO/HEO","50","50","36680","36570"
"In post","2021","Female","Legal Aid Agency","AA/AO","290","260","19840","19930"
"In post","2021","Female","Legal Aid Agency","EO","190","180","23690","22570"
"In post","2021","Female","Legal Aid Agency","G6/G7","40","40","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Legal Aid Agency","SEO/HEO","170","160","34390","34090"
"In post","2021","Female","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","AA/AO","150","130","23230","21590"
"In post","2021","Female","Maritime and Coastguard Agency","EO","110","100","27950","26700"
"In post","2021","Female","Maritime and Coastguard Agency","G6/G7","40","40","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Maritime and Coastguard Agency","SEO/HEO","170","160","36530","36180"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","EO","150","140","27880","27510"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","G6/G7","240","230","58600","53910"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","SCS","80","70","86040","83700"
"In post","2021","Female","Medicines and Healthcare Products Regulatory Agency","SEO/HEO","310","300","38060","40450"
"In post","2021","Female","Met Office","AA/AO","50","50","23740","21280"
"In post","2021","Female","Met Office","EO","90","80","25630","25630"
"In post","2021","Female","Met Office","G6/G7","180","170","50850","48080"
"In post","2021","Female","Met Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Met Office","SEO/HEO","460","420","36970","37420"
"In post","2021","Female","Ministry of Defence (excl. agencies)","AA/AO","6850","6390","21540","21030"
"In post","2021","Female","Ministry of Defence (excl. agencies)","EO","3270","3110","27850","26670"
"In post","2021","Female","Ministry of Defence (excl. agencies)","G6/G7","1120","1040","63010","59730"
"In post","2021","Female","Ministry of Defence (excl. agencies)","SCS","110","110","85510","78520"
"In post","2021","Female","Ministry of Defence (excl. agencies)","SEO/HEO","5090","4880","37690","36460"
"In post","2021","Female","Ministry of Defence (excl. agencies)","Unknown","100","100","39870","40620"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","AA/AO","30","30","[c]","[c]"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","EO","150","140","28030","27850"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","G6/G7","500","480","56430","53130"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","SCS","70","70","83060","76260"
"In post","2021","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","SEO/HEO","540","520","35910","34830"
"In post","2021","Female","Ministry of Justice (excl. agencies)","AA/AO","170","150","21070","20890"
"In post","2021","Female","Ministry of Justice (excl. agencies)","EO","460","430","26010","26410"
"In post","2021","Female","Ministry of Justice (excl. agencies)","G6/G7","730","700","58310","57780"
"In post","2021","Female","Ministry of Justice (excl. agencies)","SCS","80","80","86520","80690"
"In post","2021","Female","Ministry of Justice (excl. agencies)","SEO/HEO","1610","1560","36280","35820"
"In post","2021","Female","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","AA/AO","200","180","23570","24220"
"In post","2021","Female","National Crime Agency","EO","1260","1210","32730","32770"
"In post","2021","Female","National Crime Agency","G6/G7","120","120","62490","59160"
"In post","2021","Female","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Crime Agency","SEO/HEO","860","820","43010","43630"
"In post","2021","Female","National Infrastructure Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Infrastructure Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","AA/AO","80","70","22620","22230"
"In post","2021","Female","National Records of Scotland","EO","30","30","[c]","[c]"
"In post","2021","Female","National Records of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Records of Scotland","SEO/HEO","100","90","38070","35110"
"In post","2021","Female","National Savings and Investments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","National Savings and Investments","SEO/HEO","50","50","41850","42400"
"In post","2021","Female","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Northern Ireland Office","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Budget Responsibility","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","AA/AO","160","140","21230","21160"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","EO","120","110","26190","25880"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","G6/G7","350","340","72590","75500"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Female","Office for Standards in Education, Children's Services and Skills","SEO/HEO","540","520","44350","51360"
"In post","2021","Female","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
