"Status","Year","Ethnicity","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Mixed","No function","HM Land Registry","50","50","27090","27130"
"In post","2022","Mixed","No function","HM Revenue and Customs","410","390","32450","28920"
"In post","2022","Mixed","No function","HM Treasury","80","80","46560","42520"
"In post","2022","Mixed","No function","Ministry of Defence","50","50","36510","33900"
"In post","2022","Mixed","No function","Ministry of Justice","1760","1670","30640","28200"
"In post","2022","Mixed","No function","National Crime Agency","100","90","40000","37560"
"In post","2022","Mixed","No function","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","Mixed","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","UK Statistics Authority","40","30","[c]","[c]"
"In post","2022","Mixed","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","No function","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","70","70","52330","53000"
"In post","2022","Mixed","Project Delivery","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","HM Revenue and Customs","80","80","46730","40520"
"In post","2022","Mixed","Project Delivery","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Ministry of Defence","170","160","37180","34300"
"In post","2022","Mixed","Project Delivery","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","HM Revenue and Customs","40","30","[c]","[c]"
"In post","2022","Mixed","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Property","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Ministry of Defence","70","70","33530","31280"
"In post","2022","Mixed","Security","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Security","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2022","Mixed","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Home Office","690","640","34430","29080"
"In post","2022","Mixed","Unknown","Ministry of Defence","190","180","35020","29350"
"In post","2022","Mixed","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Unknown","Scottish Government","120","120","41550","36130"
"In post","2022","Mixed","Unknown","Welsh Government","60","60","41650","38160"
"In post","2022","Other ethnicity","Analysis","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Analysis","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Communications","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Department for Work and Pensions","40","30","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Counter Fraud","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Education","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
