"Status","Year","Region_ITL2","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Merseyside","65+","Operational Delivery","60","40","[c]","[c]"
"Leaver CS","2021","Merseyside","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Merseyside","65+","Unknown","90","60","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","30-39","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","50-59","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Eastern Scotland","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","40-49","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","50-59","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","60-64","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North Yorkshire","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","50-59","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","60-64","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","60-64","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","20-29","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","20-29","Unknown","130","120","22350","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","30-39","Unknown","100","90","23380","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","40-49","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","50-59","Unknown","170","150","26610","21010"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","60-64","Unknown","220","160","28280","26120"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northumberland and Tyne and Wear","65+","Unknown","180","120","24030","21010"
"Leaver CS","2021","Outer London - East and North East","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","16-19","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","60-64","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - East and North East","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","20-29","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","50-59","Unknown","60","50","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","60-64","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Operational Delivery","30","20","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - South","65+","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","20-29","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","30-39","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Outer London - West and North West","50-59","Human Resources","[c]","[c]","[c]","[c]"
