"Status","Year","Sexual_orientation","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","LGBO","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lincolnshire CC","Female","50","50","28110","27120"
"In post","2022","LGBO","Lincolnshire CC","Male","40","40","[c]","[c]"
"In post","2022","LGBO","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Liverpool","Female","230","220","27520","25040"
"In post","2022","LGBO","Liverpool","Male","270","270","30740","26820"
"In post","2022","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Luton","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Luton","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Manchester","Female","290","280","33460","30950"
"In post","2022","LGBO","Manchester","Male","360","360","33750","29360"
"In post","2022","LGBO","Medway","Female","50","50","31690","30570"
"In post","2022","LGBO","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mid Lancashire","Female","100","90","28050","26310"
"In post","2022","LGBO","Mid Lancashire","Male","80","80","29130","26820"
"In post","2022","LGBO","Mid Ulster","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Mid Ulster","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Milton Keynes","Female","70","70","29390","27570"
"In post","2022","LGBO","Milton Keynes","Male","30","30","[c]","[c]"
"In post","2022","LGBO","Monmouthshire and Newport","Female","140","140","32560","30710"
"In post","2022","LGBO","Monmouthshire and Newport","Male","150","140","34900","30710"
"In post","2022","LGBO","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North and North East Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North and North East Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North and West Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North and West Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Lanarkshire","Female","40","40","[c]","[c]"
"In post","2022","LGBO","North Lanarkshire","Male","40","30","[c]","[c]"
"In post","2022","LGBO","North Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","North Yorkshire CC","Female","30","30","[c]","[c]"
"In post","2022","LGBO","North Yorkshire CC","Male","30","30","[c]","[c]"
"In post","2022","LGBO","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Norwich and East Norfolk","Female","50","50","27490","24000"
"In post","2022","LGBO","Norwich and East Norfolk","Male","50","40","[c]","[c]"
"In post","2022","LGBO","Nottingham","Female","220","210","31190","27570"
"In post","2022","LGBO","Nottingham","Male","200","200","31770","27570"
"In post","2022","LGBO","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Overseas","Female","60","60","46430","44890"
"In post","2022","LGBO","Overseas","Male","120","120","53120","53470"
"In post","2022","LGBO","Oxfordshire CC","Female","50","50","32360","30700"
"In post","2022","LGBO","Oxfordshire CC","Male","50","50","[c]","[c]"
"In post","2022","LGBO","Perth and Kinross, and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Perth and Kinross, and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Peterborough","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Peterborough","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Plymouth","Female","60","60","27740","27570"
"In post","2022","LGBO","Plymouth","Male","50","50","30780","27570"
"In post","2022","LGBO","Portsmouth","Female","60","60","30240","27570"
"In post","2022","LGBO","Portsmouth","Male","50","50","30010","27570"
"In post","2022","LGBO","Powys","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Powys","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Redbridge and Waltham Forest","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Redbridge and Waltham Forest","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Sandwell","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Sandwell","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Sefton","Female","90","80","30490","26820"
"In post","2022","LGBO","Sefton","Male","90","90","29290","27570"
"In post","2022","LGBO","Sheffield","Female","160","150","34030","30090"
"In post","2022","LGBO","Sheffield","Male","170","170","33630","31990"
"In post","2022","LGBO","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Shropshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Somerset CC","Female","50","50","27820","26740"
"In post","2022","LGBO","Somerset CC","Male","30","30","[c]","[c]"
"In post","2022","LGBO","South and West Derbyshire","Female","40","40","[c]","[c]"
"In post","2022","LGBO","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Ayrshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Ayrshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Hampshire","Female","80","70","29700","30210"
"In post","2022","LGBO","South Hampshire","Male","60","60","31390","28590"
"In post","2022","LGBO","South Hampshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Lanarkshire","Female","50","50","29960","26820"
"In post","2022","LGBO","South Lanarkshire","Male","60","60","32070","26820"
"In post","2022","LGBO","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South West Wales","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","South West Wales","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southampton","Female","40","30","[c]","[c]"
"In post","2022","LGBO","Southampton","Male","30","30","[c]","[c]"
"In post","2022","LGBO","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Staffordshire CC","Female","120","120","28190","26610"
"In post","2022","LGBO","Staffordshire CC","Male","70","70","28410","26880"
"In post","2022","LGBO","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Suffolk CC","Female","80","70","28580","27570"
"In post","2022","LGBO","Suffolk CC","Male","60","60","28800","27570"
"In post","2022","LGBO","Sunderland","Female","50","50","25880","22080"
"In post","2022","LGBO","Sunderland","Male","60","60","26940","22080"
"In post","2022","LGBO","Swansea","Female","150","140","25320","21840"
"In post","2022","LGBO","Swansea","Male","130","130","27860","22220"
"In post","2022","LGBO","Swindon","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Swindon","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Telford and Wrekin","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Telford and Wrekin","Male","40","40","[c]","[c]"
"In post","2022","LGBO","Thurrock","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Thurrock","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Torbay","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Torbay","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Tower Hamlets","Female","140","130","42650","40070"
"In post","2022","LGBO","Tower Hamlets","Male","220","210","51870","53740"
"In post","2022","LGBO","Tyneside","Female","380","370","29360","26820"
"In post","2022","LGBO","Tyneside","Male","410","400","31490","27570"
"In post","2022","LGBO","Unknown","Female","40","30","[c]","[c]"
"In post","2022","LGBO","Unknown","Male","40","40","[c]","[c]"
"In post","2022","LGBO","Wakefield","Female","70","70","29220","27520"
"In post","2022","LGBO","Wakefield","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Wandsworth","Female","30","30","[c]","[c]"
"In post","2022","LGBO","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Warrington","Female","70","70","33410","32770"
"In post","2022","LGBO","Warrington","Male","50","50","[c]","[c]"
"In post","2022","LGBO","Warwickshire CC","Female","30","30","[c]","[c]"
"In post","2022","LGBO","Warwickshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Essex","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Northamptonshire","Female","30","30","[c]","[c]"
"In post","2022","LGBO","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Surrey","Female","70","60","30310","28140"
"In post","2022","LGBO","West Surrey","Male","50","50","32040","29290"
"In post","2022","LGBO","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","West Sussex (South West)","Female","40","30","[c]","[c]"
"In post","2022","LGBO","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Westminster","Female","1580","1550","45830","41750"
"In post","2022","LGBO","Westminster","Male","2130","2110","49500","50500"
"In post","2022","LGBO","Wiltshire","Female","120","110","31240","28830"
"In post","2022","LGBO","Wiltshire","Male","80","80","36090","33000"
"In post","2022","LGBO","Wirral","Female","40","40","[c]","[c]"
"In post","2022","LGBO","Wirral","Male","40","40","[c]","[c]"
"In post","2022","LGBO","Wolverhampton","Female","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Wolverhampton","Male","[c]","[c]","[c]","[c]"
"In post","2022","LGBO","Worcestershire CC","Female","70","70","28230","25210"
"In post","2022","LGBO","Worcestershire CC","Male","40","40","[c]","[c]"
"In post","2022","LGBO","York","Female","90","90","30980","29180"
"In post","2022","LGBO","York","Male","60","60","32330","29180"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","Female","60","50","34210","27570"
"In post","2022","Undeclared","Aberdeen City and Aberdeenshire","Male","80","80","45380","36540"
"In post","2022","Undeclared","Angus and Dundee City","Female","60","60","24700","21260"
"In post","2022","Undeclared","Angus and Dundee City","Male","50","40","[c]","[c]"
"In post","2022","Undeclared","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barking & Dagenham and Havering","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Barnet","Female","100","90","36590","32330"
"In post","2022","Undeclared","Barnet","Male","70","70","45350","40070"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","Female","140","120","26810","27120"
"In post","2022","Undeclared","Barnsley, Doncaster and Rotherham","Male","110","100","31630","31630"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","530","490","36770","34070"
"In post","2022","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","910","880","42550","40660"
"In post","2022","Undeclared","Bedford","Female","40","30","[c]","[c]"
"In post","2022","Undeclared","Bedford","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Belfast","Female","60","60","30930","28120"
"In post","2022","Undeclared","Belfast","Male","90","80","32400","31950"
"In post","2022","Undeclared","Berkshire","Female","120","110","32410","29290"
"In post","2022","Undeclared","Berkshire","Male","160","150","37240","37580"
"In post","2022","Undeclared","Bexley and Greenwich","Female","70","60","31520","31060"
"In post","2022","Undeclared","Bexley and Greenwich","Male","70","70","35220","34350"
"In post","2022","Undeclared","Birmingham","Female","550","490","30920","27570"
"In post","2022","Undeclared","Birmingham","Male","420","400","33300","27780"
"In post","2022","Undeclared","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Blackpool","Female","240","210","29500","27570"
"In post","2022","Undeclared","Blackpool","Male","170","160","31130","27570"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Female","40","40","[c]","[c]"
"In post","2022","Undeclared","Bournemouth, Christchurch and Poole","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Bradford","Female","120","100","25460","22080"
"In post","2022","Undeclared","Bradford","Male","80","70","27210","22080"
"In post","2022","Undeclared","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brent","Female","50","50","30650","30620"
"In post","2022","Undeclared","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Female","40","40","[c]","[c]"
"In post","2022","Undeclared","Brighton and Hove","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","Bristol, City of","Female","310","280","34700","32750"
"In post","2022","Undeclared","Bristol, City of","Male","290","280","36390","31900"
"In post","2022","Undeclared","Bromley","Female","40","30","[c]","[c]"
"In post","2022","Undeclared","Bromley","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Buckinghamshire","Female","90","80","30580","28670"
"In post","2022","Undeclared","Buckinghamshire","Male","70","70","34870","34250"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Caithness and Sutherland, and Ross and Cromarty","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Calderdale and Kirklees","Female","70","60","27220","27570"
"In post","2022","Undeclared","Calderdale and Kirklees","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","Cambridgeshire CC","Female","190","180","34100","31270"
"In post","2022","Undeclared","Cambridgeshire CC","Male","210","200","35940","33300"
"In post","2022","Undeclared","Camden and City of London","Female","110","100","36380","31060"
"In post","2022","Undeclared","Camden and City of London","Male","120","120","39700","31520"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Female","470","430","36150","30300"
"In post","2022","Undeclared","Cardiff and Vale of Glamorgan","Male","500","480","38050","33370"
"In post","2022","Undeclared","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Central Bedfordshire","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Central Hampshire","Female","170","160","34780","33300"
"In post","2022","Undeclared","Central Hampshire","Male","170","170","35110","33300"
"In post","2022","Undeclared","Central Valleys","Female","120","110","30920","27570"
"In post","2022","Undeclared","Central Valleys","Male","100","90","34990","27570"
"In post","2022","Undeclared","Cheshire East","Female","80","80","30920","27570"
"In post","2022","Undeclared","Cheshire East","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Chorley and West Lancashire","Male","50","40","[c]","[c]"
"In post","2022","Undeclared","City of Edinburgh","Female","340","310","39460","34600"
"In post","2022","Undeclared","City of Edinburgh","Male","340","330","39770","35630"
"In post","2022","Undeclared","Clackmannanshire and Fife","Female","40","40","[c]","[c]"
"In post","2022","Undeclared","Clackmannanshire and Fife","Male","50","50","36040","34310"
"In post","2022","Undeclared","Conwy and Denbighshire","Female","50","40","[c]","[c]"
"In post","2022","Undeclared","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Female","90","70","27140","26940"
"In post","2022","Undeclared","Cornwall and Isles of Scilly","Male","90","90","29060","26780"
"In post","2022","Undeclared","Coventry","Female","110","100","34140","31000"
"In post","2022","Undeclared","Coventry","Male","70","70","37960","36500"
"In post","2022","Undeclared","Croydon","Female","570","520","36620","31580"
"In post","2022","Undeclared","Croydon","Male","500","490","42850","37930"
"In post","2022","Undeclared","Darlington","Female","60","50","36690","36500"
"In post","2022","Undeclared","Darlington","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Derby","Female","60","50","24800","21260"
"In post","2022","Undeclared","Derby","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Devon CC","Female","280","240","33010","28970"
"In post","2022","Undeclared","Devon CC","Male","400","370","36300","36160"
"In post","2022","Undeclared","Dorset","Female","80","70","28610","27130"
"In post","2022","Undeclared","Dorset","Male","130","120","31910","31650"
"In post","2022","Undeclared","Dudley","Female","60","50","24210","21260"
"In post","2022","Undeclared","Dudley","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Dumfries and Galloway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Durham","Female","220","190","26780","24890"
"In post","2022","Undeclared","Durham","Male","180","170","30400","27570"
"In post","2022","Undeclared","Ealing","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Ealing","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","East Ayrshire and North Ayrshire mainland","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","East Cumbria","Female","50","50","28190","24920"
"In post","2022","Undeclared","East Cumbria","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","50","40","[c]","[c]"
"In post","2022","Undeclared","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","120","110","35690","39070"
"In post","2022","Undeclared","East Kent","Female","230","200","29120","27370"
"In post","2022","Undeclared","East Kent","Male","320","300","29720","27370"
"In post","2022","Undeclared","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","East Merseyside","Female","60","50","28570","27570"
"In post","2022","Undeclared","East Merseyside","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","East Riding of Yorkshire","Female","70","60","27420","26680"
"In post","2022","Undeclared","East Riding of Yorkshire","Male","130","120","30800","29200"
"In post","2022","Undeclared","East Surrey","Female","50","50","34690","33940"
"In post","2022","Undeclared","East Surrey","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","East Sussex CC","Female","110","90","27180","26750"
"In post","2022","Undeclared","East Sussex CC","Male","100","90","31580","27570"
"In post","2022","Undeclared","Enfield","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Essex Haven Gateway","Female","50","50","29990","27630"
"In post","2022","Undeclared","Essex Haven Gateway","Male","50","50","[c]","[c]"
"In post","2022","Undeclared","Essex Thames Gateway","Female","50","40","[c]","[c]"
"In post","2022","Undeclared","Essex Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Falkirk","Female","50","40","[c]","[c]"
"In post","2022","Undeclared","Falkirk","Male","30","30","[c]","[c]"
"In post","2022","Undeclared","Fermanagh and Omagh","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Flintshire and Wrexham","Female","130","120","27180","25830"
"In post","2022","Undeclared","Flintshire and Wrexham","Male","280","260","30740","29470"
"In post","2022","Undeclared","Glasgow City","Female","510","450","31010","27570"
"In post","2022","Undeclared","Glasgow City","Male","390","370","33280","27570"
"In post","2022","Undeclared","Gloucestershire CC","Female","90","70","29510","27130"
"In post","2022","Undeclared","Gloucestershire CC","Male","90","80","32860","27570"
"In post","2022","Undeclared","Greater Manchester North East","Female","60","50","27550","27570"
"In post","2022","Undeclared","Greater Manchester North East","Male","60","60","28080","27570"
"In post","2022","Undeclared","Greater Manchester North West","Female","100","90","24740","21260"
"In post","2022","Undeclared","Greater Manchester North West","Male","50","50","26590","27570"
"In post","2022","Undeclared","Greater Manchester South East","Female","70","60","24940","23320"
"In post","2022","Undeclared","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Greater Manchester South West","Female","250","220","31910","28920"
"In post","2022","Undeclared","Greater Manchester South West","Male","240","240","34050","31990"
"In post","2022","Undeclared","Gwent Valleys","Female","60","50","30180","27570"
"In post","2022","Undeclared","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Gwynedd","Female","40","40","[c]","[c]"
"In post","2022","Undeclared","Gwynedd","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Hackney and Newham","Female","280","260","37970","33440"
"In post","2022","Undeclared","Hackney and Newham","Male","280","270","42660","37940"
"In post","2022","Undeclared","Haringey and Islington","Female","80","70","32620","31060"
"In post","2022","Undeclared","Haringey and Islington","Male","40","30","[c]","[c]"
"In post","2022","Undeclared","Harrow and Hillingdon","Female","200","180","32710","30410"
"In post","2022","Undeclared","Harrow and Hillingdon","Male","230","210","33040","30410"
"In post","2022","Undeclared","Hartlepool and Stockton-on-Tees","Female","70","60","29070","26110"
"In post","2022","Undeclared","Hartlepool and Stockton-on-Tees","Male","50","50","31020","29730"
"In post","2022","Undeclared","Heart of Essex","Female","60","50","28050","26560"
"In post","2022","Undeclared","Heart of Essex","Male","40","30","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Herefordshire, County of","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Hertfordshire CC","Female","120","110","34170","30340"
"In post","2022","Undeclared","Hertfordshire CC","Male","90","90","36410","33450"
"In post","2022","Undeclared","Hounslow and Richmond upon Thames","Female","150","140","32030","29170"
"In post","2022","Undeclared","Hounslow and Richmond upon Thames","Male","120","110","36590","34570"
"In post","2022","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","Female","70","50","27350","27370"
"In post","2022","Undeclared","Inverclyde, East Renfrewshire, and Renfrewshire","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","50","40","[c]","[c]"
"In post","2022","Undeclared","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Isle of Wight","Female","30","30","[c]","[c]"
"In post","2022","Undeclared","Isle of Wight","Male","50","40","[c]","[c]"
"In post","2022","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Kent Thames Gateway","Female","60","50","30020","29290"
"In post","2022","Undeclared","Kent Thames Gateway","Male","40","40","[c]","[c]"
"In post","2022","Undeclared","Kingston upon Hull, City of","Female","110","100","28640","27570"
"In post","2022","Undeclared","Kingston upon Hull, City of","Male","100","90","30310","27470"
"In post","2022","Undeclared","Lambeth","Female","180","170","39790","33090"
"In post","2022","Undeclared","Lambeth","Male","110","110","47480","40170"
"In post","2022","Undeclared","Lancaster and Wyre","Female","40","30","[c]","[c]"
"In post","2022","Undeclared","Lancaster and Wyre","Male","40","30","[c]","[c]"
"In post","2022","Undeclared","Leeds","Female","590","540","34700","30820"
"In post","2022","Undeclared","Leeds","Male","510","490","37150","33370"
"In post","2022","Undeclared","Leicester","Female","130","110","27150","25120"
"In post","2022","Undeclared","Leicester","Male","100","100","28740","27130"
"In post","2022","Undeclared","Leicestershire CC and Rutland","Female","100","90","29330","27200"
"In post","2022","Undeclared","Leicestershire CC and Rutland","Male","100","90","33640","30750"
"In post","2022","Undeclared","Lewisham and Southwark","Female","100","90","35330","31060"
"In post","2022","Undeclared","Lewisham and Southwark","Male","60","60","35180","31060"
"In post","2022","Undeclared","Lincolnshire CC","Female","160","140","27880","26670"
"In post","2022","Undeclared","Lincolnshire CC","Male","140","130","31680","29200"
