"Status","Year","Sex","Responsibility_level","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","EO","Home Office","7470","7080","27050","25810"
"In post","2022","Male","EO","Ministry of Defence","5650","5550","27500","26670"
"In post","2022","Male","EO","Ministry of Justice","5300","5110","30410","30220"
"In post","2022","Male","EO","National Crime Agency","1230","1220","34880","35650"
"In post","2022","Male","EO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Office for Standards in Education, Children's Services and Skills","80","80","26520","25880"
"In post","2022","Male","EO","Office of Gas and Electricity Markets","180","180","25650","25750"
"In post","2022","Male","EO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Scottish Government","3120","2990","31850","31060"
"In post","2022","Male","EO","The National Archives","40","40","[c]","[c]"
"In post","2022","Male","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","UK Statistics Authority","260","250","24640","23880"
"In post","2022","Male","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Male","EO","Welsh Government","460","450","28840","29430"
"In post","2022","Male","G6/G7","Attorney General's Departments","1890","1830","59330","57770"
"In post","2022","Male","G6/G7","Cabinet Office","2010","1990","60580","57850"
"In post","2022","Male","G6/G7","Chancellor's other departments","130","120","77180","66210"
"In post","2022","Male","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Male","G6/G7","Competition and Markets Authority","230","230","66080","63580"
"In post","2022","Male","G6/G7","Department for Business, Energy and Industrial Strategy","2240","2180","57910","57460"
"In post","2022","Male","G6/G7","Department for Digital, Culture, Media and Sport","440","440","56320","54700"
"In post","2022","Male","G6/G7","Department for Education","1410","1390","56340","53760"
"In post","2022","Male","G6/G7","Department for Environment, Food and Rural Affairs","1340","1310","54610","53200"
"In post","2022","Male","G6/G7","Department for International Trade","620","620","56970","54600"
"In post","2022","Male","G6/G7","Department for Levelling Up, Housing and Communities","900","870","56660","54080"
"In post","2022","Male","G6/G7","Department for Transport","1260","1240","61030","57930"
"In post","2022","Male","G6/G7","Department for Work and Pensions","2210","2160","58890","57230"
"In post","2022","Male","G6/G7","Department of Health and Social Care","1510","1470","58680","54410"
"In post","2022","Male","G6/G7","Estyn","40","30","[c]","[c]"
"In post","2022","Male","G6/G7","Food Standards Agency","140","130","56040","55300"
"In post","2022","Male","G6/G7","Foreign, Commonwealth and Development Office","1660","1630","60260","58470"
"In post","2022","Male","G6/G7","HM Land Registry","130","130","62570","60520"
"In post","2022","Male","G6/G7","HM Revenue and Customs","4860","4730","60120","56120"
"In post","2022","Male","G6/G7","HM Treasury","680","670","59260","57020"
"In post","2022","Male","G6/G7","Home Office","2030","2010","60860","57680"
"In post","2022","Male","G6/G7","Ministry of Defence","4400","4290","57780","56210"
"In post","2022","Male","G6/G7","Ministry of Justice","1580","1550","63210","60830"
"In post","2022","Male","G6/G7","National Crime Agency","250","240","66680","65940"
"In post","2022","Male","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","G6/G7","Office for Standards in Education, Children's Services and Skills","250","250","73340","75500"
"In post","2022","Male","G6/G7","Office of Gas and Electricity Markets","260","260","60380","59920"
"In post","2022","Male","G6/G7","Office of Qualifications and Examinations Regulation","50","50","[c]","[c]"
"In post","2022","Male","G6/G7","Office of Rail and Road","120","120","62120","62150"
"In post","2022","Male","G6/G7","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","G6/G7","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","G6/G7","Scottish Government","1600","1570","64070","62170"
"In post","2022","Male","G6/G7","The National Archives","50","50","[c]","[c]"
"In post","2022","Male","G6/G7","UK Export Finance","110","110","65950","63300"
"In post","2022","Male","G6/G7","UK Statistics Authority","540","530","54520","51210"
"In post","2022","Male","G6/G7","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","G6/G7","Water Services Regulation Authority","40","40","[c]","[c]"
"In post","2022","Male","G6/G7","Welsh Government","520","500","63180","61440"
"In post","2022","Male","SCS","Attorney General's Departments","130","130","87560","82720"
"In post","2022","Male","SCS","Cabinet Office","450","450","104410","95000"
"In post","2022","Male","SCS","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Competition and Markets Authority","70","70","109700","100770"
"In post","2022","Male","SCS","Department for Business, Energy and Industrial Strategy","220","220","89000","81540"
"In post","2022","Male","SCS","Department for Digital, Culture, Media and Sport","60","50","83710","77430"
"In post","2022","Male","SCS","Department for Education","130","130","84650","75980"
"In post","2022","Male","SCS","Department for Environment, Food and Rural Affairs","120","110","82920","77390"
"In post","2022","Male","SCS","Department for International Trade","100","90","90250","80010"
"In post","2022","Male","SCS","Department for Levelling Up, Housing and Communities","90","80","88200","79850"
"In post","2022","Male","SCS","Department for Transport","140","130","91380","82840"
"In post","2022","Male","SCS","Department for Work and Pensions","150","150","90890","84230"
"In post","2022","Male","SCS","Department of Health and Social Care","370","350","98270","93000"
"In post","2022","Male","SCS","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Foreign, Commonwealth and Development Office","310","310","87360","78010"
"In post","2022","Male","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","HM Revenue and Customs","280","270","86710","79930"
"In post","2022","Male","SCS","HM Treasury","100","100","90910","80140"
"In post","2022","Male","SCS","Home Office","170","170","91790","83790"
"In post","2022","Male","SCS","Ministry of Defence","310","300","96290","89780"
"In post","2022","Male","SCS","Ministry of Justice","160","160","90640","87230"
"In post","2022","Male","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Office of Gas and Electricity Markets","30","30","[c]","[c]"
"In post","2022","Male","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Scottish Government","160","160","88650","83230"
"In post","2022","Male","SCS","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","UK Statistics Authority","50","50","[c]","[c]"
"In post","2022","Male","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Male","SCS","Welsh Government","110","100","89610","81760"
"In post","2022","Male","SEO/HEO","Attorney General's Departments","570","560","36390","36240"
"In post","2022","Male","SEO/HEO","Cabinet Office","2070","2050","34250","33300"
"In post","2022","Male","SEO/HEO","Chancellor's other departments","80","70","39860","39720"
"In post","2022","Male","SEO/HEO","Charity Commission","110","100","32810","29550"
"In post","2022","Male","SEO/HEO","Competition and Markets Authority","90","90","37660","35400"
"In post","2022","Male","SEO/HEO","Department for Business, Energy and Industrial Strategy","3200","3140","38400","39570"
"In post","2022","Male","SEO/HEO","Department for Digital, Culture, Media and Sport","350","350","35420","34020"
"In post","2022","Male","SEO/HEO","Department for Education","1600","1590","35550","36500"
"In post","2022","Male","SEO/HEO","Department for Environment, Food and Rural Affairs","2260","2220","35080","35900"
"In post","2022","Male","SEO/HEO","Department for International Trade","650","650","36580","38160"
"In post","2022","Male","SEO/HEO","Department for Levelling Up, Housing and Communities","740","730","36230","36340"
"In post","2022","Male","SEO/HEO","Department for Transport","2450","2410","38370","37660"
"In post","2022","Male","SEO/HEO","Department for Work and Pensions","5140","4990","37240","35310"
"In post","2022","Male","SEO/HEO","Department of Health and Social Care","1590","1560","36350","36650"
"In post","2022","Male","SEO/HEO","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","Male","SEO/HEO","Food Standards Agency","320","320","36030","37350"
"In post","2022","Male","SEO/HEO","Foreign, Commonwealth and Development Office","1590","1570","38400","37560"
"In post","2022","Male","SEO/HEO","HM Land Registry","1020","940","37980","38450"
"In post","2022","Male","SEO/HEO","HM Revenue and Customs","12790","12460","36630","33600"
"In post","2022","Male","SEO/HEO","HM Treasury","530","530","36120","34170"
"In post","2022","Male","SEO/HEO","Home Office","4790","4710","36460","35200"
"In post","2022","Male","SEO/HEO","Ministry of Defence","12600","12380","37580","37640"
"In post","2022","Male","SEO/HEO","Ministry of Justice","5910","5700","40210","38160"
"In post","2022","Male","SEO/HEO","National Crime Agency","1470","1450","45370","44910"
"In post","2022","Male","SEO/HEO","Northern Ireland Office","40","40","[c]","[c]"
"In post","2022","Male","SEO/HEO","Office for Standards in Education, Children's Services and Skills","190","190","39700","39850"
"In post","2022","Male","SEO/HEO","Office of Gas and Electricity Markets","220","220","36100","35000"
"In post","2022","Male","SEO/HEO","Office of Qualifications and Examinations Regulation","50","50","[c]","[c]"
"In post","2022","Male","SEO/HEO","Office of Rail and Road","50","50","[c]","[c]"
"In post","2022","Male","SEO/HEO","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Male","SEO/HEO","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","Male","SEO/HEO","Scottish Government","3800","3670","40510","39660"
"In post","2022","Male","SEO/HEO","The National Archives","130","130","37290","35530"
"In post","2022","Male","SEO/HEO","UK Export Finance","130","120","42340","41400"
"In post","2022","Male","SEO/HEO","UK Statistics Authority","1040","1030","34490","34020"
"In post","2022","Male","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","Male","SEO/HEO","Water Services Regulation Authority","60","60","47950","46420"
"In post","2022","Male","SEO/HEO","Welsh Government","1010","990","41640","38160"
"In post","2022","Male","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Foreign, Commonwealth and Development Office","50","50","21200","21600"
"In post","2022","Male","Unknown","Home Office","140","130","[c]","[c]"
"In post","2022","Male","Unknown","Ministry of Defence","3090","3070","39700","36670"
"In post","2022","Male","Unknown","Ministry of Justice","4720","4460","31170","28200"
"In post","2022","Unknown","EO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","G6/G7","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Attorney General's Departments","60","60","22250","21950"
"Leaver CS","2021","Female","AA/AO","Cabinet Office","50","50","20720","20370"
"Leaver CS","2021","Female","AA/AO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Department for Environment, Food and Rural Affairs","100","90","21780","21050"
"Leaver CS","2021","Female","AA/AO","Department for International Trade","30","30","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Department for Transport","190","140","20850","21590"
"Leaver CS","2021","Female","AA/AO","Department for Work and Pensions","1310","1040","21150","21010"
"Leaver CS","2021","Female","AA/AO","Department of Health and Social Care","140","120","20710","20150"
"Leaver CS","2021","Female","AA/AO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","HM Revenue and Customs","1690","1280","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Home Office","270","200","21490","21430"
"Leaver CS","2021","Female","AA/AO","Ministry of Defence","460","410","21180","20920"
"Leaver CS","2021","Female","AA/AO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Ministry of Justice","1850","1640","19740","19830"
"Leaver CS","2021","Female","AA/AO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Scottish Government","190","160","22260","22220"
"Leaver CS","2021","Female","AA/AO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","United Kingdom Statistics Authority","70","50","19330","19130"
"Leaver CS","2021","Female","AA/AO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","AA/AO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Attorney General's Departments","30","30","[c]","[c]"
"Leaver CS","2021","Female","EO","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"Leaver CS","2021","Female","EO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Department for Education","40","40","[c]","[c]"
"Leaver CS","2021","Female","EO","Department for Environment, Food and Rural Affairs","70","70","23730","24920"
"Leaver CS","2021","Female","EO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Department for Transport","60","50","27170","26700"
"Leaver CS","2021","Female","EO","Department for Work and Pensions","1200","970","28040","27570"
"Leaver CS","2021","Female","EO","Department of Health and Social Care","100","70","25790","25260"
"Leaver CS","2021","Female","EO","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","HM Land Registry","60","40","27320","27130"
"Leaver CS","2021","Female","EO","HM Revenue and Customs","780","620","[c]","[c]"
"Leaver CS","2021","Female","EO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Home Office","230","200","26900","27240"
"Leaver CS","2021","Female","EO","Ministry of Defence","230","210","25800","26670"
"Leaver CS","2021","Female","EO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Ministry of Justice","270","250","24420","24440"
"Leaver CS","2021","Female","EO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Scottish Government","80","70","28970","29120"
"Leaver CS","2021","Female","EO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","EO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Attorney General's Departments","120","100","58940","55610"
"Leaver CS","2021","Female","G6/G7","Cabinet Office","50","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Department for Education","60","50","58410","54400"
"Leaver CS","2021","Female","G6/G7","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Department for Work and Pensions","70","70","56970","56050"
"Leaver CS","2021","Female","G6/G7","Department of Health and Social Care","120","80","55650","52680"
"Leaver CS","2021","Female","G6/G7","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","HM Revenue and Customs","150","140","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Home Office","40","40","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Ministry of Defence","70","60","62210","58240"
"Leaver CS","2021","Female","G6/G7","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Ministry of Justice","50","50","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Office for Standards in Education","30","30","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Scottish Government","60","50","65200","64060"
"Leaver CS","2021","Female","G6/G7","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","G6/G7","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Department of Health and Social Care","30","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SCS","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Cabinet Office","50","50","34170","33630"
"Leaver CS","2021","Female","SEO/HEO","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Department for Business, Energy and Industrial Strategy","60","50","35860","34500"
"Leaver CS","2021","Female","SEO/HEO","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Department for Education","80","70","36790","36780"
"Leaver CS","2021","Female","SEO/HEO","Department for Environment, Food and Rural Affairs","90","80","35910","35900"
"Leaver CS","2021","Female","SEO/HEO","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Department for Transport","40","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Department for Work and Pensions","240","210","35660","34290"
"Leaver CS","2021","Female","SEO/HEO","Department of Health and Social Care","220","170","36270","36180"
"Leaver CS","2021","Female","SEO/HEO","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","HM Land Registry","50","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","HM Revenue and Customs","590","510","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Home Office","120","110","36860","36450"
"Leaver CS","2021","Female","SEO/HEO","Ministry of Defence","340","310","35870","35480"
"Leaver CS","2021","Female","SEO/HEO","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Ministry of Justice","300","260","36150","34820"
"Leaver CS","2021","Female","SEO/HEO","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Office for Standards in Education","30","30","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Scottish Government","110","90","39040","37940"
"Leaver CS","2021","Female","SEO/HEO","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","United Kingdom Statistics Authority","40","40","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","SEO/HEO","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
