"Status","Year","Function_of_post","Age","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Project Delivery","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","60-64","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","20-29","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","30-39","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","40-49","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","50-59","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","60-64","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","65+","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","20-29","West Midlands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","30-39","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","40-49","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","50-59","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","16-19","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","East Wales","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Eastern Scotland","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","25950","26940"
"Leaver Dept.","2021","Unknown","20-29","Greater Manchester","110","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Inner London - East","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Inner London - West","590","450","37550","35060"
"Leaver Dept.","2021","Unknown","20-29","Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Lancashire","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Merseyside","80","80","23880","24110"
"Leaver Dept.","2021","Unknown","20-29","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Northumberland and Tyne and Wear","110","110","24280","21010"
"Leaver Dept.","2021","Unknown","20-29","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Outer London - South","80","80","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","South Yorkshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Tees Valley and Durham","40","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","West Central Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","West Midlands","60","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","20-29","West Yorkshire","80","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Devon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","East Anglia","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","East Wales","70","70","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Eastern Scotland","50","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Greater Manchester","100","100","26450","27570"
"Leaver Dept.","2021","Unknown","30-39","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Inner London - East","30","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","30-39","Inner London - West","490","390","47360","45200"
"Leaver Dept.","2021","Unknown","30-39","Kent","[c]","[c]","[c]","[c]"
