"Status","Year","Region_ITL3","Sex","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Warwickshire","Male","Ministry of Justice","130","130","34590","31650"
"In post","2021","West Cumbria","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Female","Department for Environment, Food and Rural Affairs","340","290","24380","21050"
"In post","2021","West Cumbria","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Female","Department for Work and Pensions","130","110","26130","27570"
"In post","2021","West Cumbria","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Female","Ministry of Defence","50","50","36520","33010"
"In post","2021","West Cumbria","Female","Ministry of Justice","170","150","25980","23330"
"In post","2021","West Cumbria","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","Department for Environment, Food and Rural Affairs","160","160","24280","21050"
"In post","2021","West Cumbria","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","West Cumbria","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Cumbria","Male","Ministry of Defence","170","170","40140","39110"
"In post","2021","West Cumbria","Male","Ministry of Justice","110","110","29690","28220"
"In post","2021","West Essex","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Female","Department for Work and Pensions","90","80","29960","29290"
"In post","2021","West Essex","Female","Department of Health and Social Care","60","50","41640","32930"
"In post","2021","West Essex","Female","Home Office","170","150","28190","27230"
"In post","2021","West Essex","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","West Essex","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","West Essex","Male","Home Office","230","200","29580","27370"
"In post","2021","West Essex","Male","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","West Essex","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Female","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","West Kent","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Female","Ministry of Defence","70","70","34450","34630"
"In post","2021","West Kent","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Male","Department for Work and Pensions","40","40","[c]","[c]"
"In post","2021","West Kent","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Kent","Male","Ministry of Defence","210","210","40250","39980"
"In post","2021","West Kent","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Female","Department for Work and Pensions","140","120","26090","27570"
"In post","2021","West Lothian","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Female","Scottish Government","150","130","40100","30160"
"In post","2021","West Lothian","Male","Department for Transport","40","30","[c]","[c]"
"In post","2021","West Lothian","Male","Department for Work and Pensions","70","70","25750","27570"
"In post","2021","West Lothian","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Lothian","Male","Scottish Government","90","90","37490","31060"
"In post","2021","West Northamptonshire","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Female","Department for Work and Pensions","130","120","28210","27570"
"In post","2021","West Northamptonshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Female","Ministry of Justice","510","450","24660","21170"
"In post","2021","West Northamptonshire","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Male","Department for Work and Pensions","50","50","27070","27570"
"In post","2021","West Northamptonshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","West Northamptonshire","Male","Ministry of Defence","40","40","[c]","[c]"
"In post","2021","West Northamptonshire","Male","Ministry of Justice","300","300","26780","24000"
"In post","2021","West Surrey","Female","Attorney General's Departments","40","40","[c]","[c]"
"In post","2021","West Surrey","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Female","Department for Environment, Food and Rural Affairs","470","440","34010","29320"
"In post","2021","West Surrey","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Female","Department for Work and Pensions","170","150","30890","29290"
"In post","2021","West Surrey","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Female","Ministry of Defence","130","120","27290","21580"
"In post","2021","West Surrey","Female","Ministry of Justice","390","350","29850","28200"
"In post","2021","West Surrey","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Male","Department for Environment, Food and Rural Affairs","350","340","39680","33930"
"In post","2021","West Surrey","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Male","Department for Transport","40","40","[c]","[c]"
"In post","2021","West Surrey","Male","Department for Work and Pensions","100","100","30250","29290"
"In post","2021","West Surrey","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","West Surrey","Male","Ministry of Defence","100","90","24810","20920"
"In post","2021","West Surrey","Male","Ministry of Justice","290","280","31460","31300"
"In post","2021","West Sussex (North East)","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Department for Work and Pensions","140","130","26940","27570"
"In post","2021","West Sussex (North East)","Female","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","Foreign, Commonwealth and Development Office","60","50","33030","28640"
"In post","2021","West Sussex (North East)","Female","Home Office","330","280","28130","26900"
"In post","2021","West Sussex (North East)","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Female","National Crime Agency","30","30","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Department for Work and Pensions","50","50","26910","27570"
"In post","2021","West Sussex (North East)","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","Home Office","420","360","29310","28060"
"In post","2021","West Sussex (North East)","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (North East)","Male","National Crime Agency","50","40","[c]","[c]"
"In post","2021","West Sussex (South West)","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Female","Department for Work and Pensions","220","190","25840","27570"
"In post","2021","West Sussex (South West)","Female","HM Revenue and Customs","340","290","31060","28130"
"In post","2021","West Sussex (South West)","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Female","Ministry of Justice","130","120","27760","23970"
"In post","2021","West Sussex (South West)","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Male","Department for Work and Pensions","110","110","25900","27570"
"In post","2021","West Sussex (South West)","Male","HM Revenue and Customs","320","300","34010","31810"
"In post","2021","West Sussex (South West)","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","West Sussex (South West)","Male","Ministry of Justice","120","110","29570","28220"
"In post","2021","Westminster","Female","Attorney General's Departments","2830","2600","50040","51250"
"In post","2021","Westminster","Female","Cabinet Office","2930","2870","46750","38580"
"In post","2021","Westminster","Female","Chancellor's other departments","80","80","47740","44370"
"In post","2021","Westminster","Female","Charity Commission","50","50","[c]","[c]"
"In post","2021","Westminster","Female","Department for Business, Energy and Industrial Strategy","2520","2430","47890","44790"
"In post","2021","Westminster","Female","Department for Digital, Culture, Media and Sport","920","890","48550","51730"
"In post","2021","Westminster","Female","Department for Education","1580","1500","49550","53420"
"In post","2021","Westminster","Female","Department for Environment, Food and Rural Affairs","1360","1300","44960","39420"
"In post","2021","Westminster","Female","Department for International Trade","1130","1120","44160","38540"
"In post","2021","Westminster","Female","Department for Transport","1330","1290","47450","43360"
"In post","2021","Westminster","Female","Department for Work and Pensions","1220","1150","44500","39000"
"In post","2021","Westminster","Female","Department of Health and Social Care","1460","1420","47020","40650"
"In post","2021","Westminster","Female","Food Standards Agency","230","220","43240","40960"
"In post","2021","Westminster","Female","Foreign, Commonwealth and Development Office","2240","2160","47810","41880"
"In post","2021","Westminster","Female","HM Revenue and Customs","880","830","52220","59160"
"In post","2021","Westminster","Female","HM Treasury","1040","1000","46930","43660"
"In post","2021","Westminster","Female","Home Office","2250","2160","46660","41970"
"In post","2021","Westminster","Female","Ministry of Defence","1170","1140","44580","42200"
"In post","2021","Westminster","Female","Ministry of Housing, Communities and Local Government","920","890","48080","53130"
"In post","2021","Westminster","Female","Ministry of Justice","2700","2590","41180","36800"
"In post","2021","Westminster","Female","Northern Ireland Office","40","40","[c]","[c]"
"In post","2021","Westminster","Female","Office for Standards in Education","300","290","55970","51360"
"In post","2021","Westminster","Female","Other Cabinet Office Agencies","30","30","[c]","[c]"
"In post","2021","Westminster","Female","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Female","UK Export Finance","150","150","49040","43000"
"In post","2021","Westminster","Female","UK Supreme Court","30","30","[c]","[c]"
"In post","2021","Westminster","Female","United Kingdom Statistics Authority","200","200","40650","32540"
"In post","2021","Westminster","Female","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Female","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Male","Attorney General's Departments","1680","1640","51380","51250"
"In post","2021","Westminster","Male","Cabinet Office","2520","2510","52440","43890"
"In post","2021","Westminster","Male","Chancellor's other departments","80","80","57400","49220"
"In post","2021","Westminster","Male","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Male","Department for Business, Energy and Industrial Strategy","2670","2650","50360","53380"
"In post","2021","Westminster","Male","Department for Digital, Culture, Media and Sport","790","790","50460","51730"
"In post","2021","Westminster","Male","Department for Education","1000","990","51650","53420"
"In post","2021","Westminster","Male","Department for Environment, Food and Rural Affairs","1150","1130","45700","40160"
"In post","2021","Westminster","Male","Department for International Trade","1180","1180","46260","39790"
"In post","2021","Westminster","Male","Department for Transport","1650","1640","49840","45140"
"In post","2021","Westminster","Male","Department for Work and Pensions","1020","1010","46220","39960"
"In post","2021","Westminster","Male","Department of Health and Social Care","980","970","50450","53360"
"In post","2021","Westminster","Male","Food Standards Agency","240","240","41870","40350"
"In post","2021","Westminster","Male","Foreign, Commonwealth and Development Office","2020","2000","51070","48570"
"In post","2021","Westminster","Male","HM Revenue and Customs","870","850","54870","59160"
"In post","2021","Westminster","Male","HM Treasury","1120","1110","49510","52500"
"In post","2021","Westminster","Male","Home Office","1880","1860","50220","44470"
"In post","2021","Westminster","Male","Ministry of Defence","1670","1650","45810","44500"
"In post","2021","Westminster","Male","Ministry of Housing, Communities and Local Government","950","950","48490","53130"
"In post","2021","Westminster","Male","Ministry of Justice","1860","1840","44270","37800"
"In post","2021","Westminster","Male","Northern Ireland Office","40","40","[c]","[c]"
"In post","2021","Westminster","Male","Office for Standards in Education","150","150","58650","51360"
"In post","2021","Westminster","Male","Other Cabinet Office Agencies","50","50","[c]","[c]"
"In post","2021","Westminster","Male","Scotland Office","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Male","UK Export Finance","250","240","56280","50530"
"In post","2021","Westminster","Male","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Male","United Kingdom Statistics Authority","160","160","45000","37050"
"In post","2021","Westminster","Male","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Male","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Westminster","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Department for Work and Pensions","160","150","27930","27570"
"In post","2021","Wiltshire","Female","Department of Health and Social Care","530","490","34920","30690"
"In post","2021","Wiltshire","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Female","Ministry of Defence","2690","2530","34560","33300"
"In post","2021","Wiltshire","Female","Ministry of Justice","190","180","26520","25850"
"In post","2021","Wiltshire","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Male","Cabinet Office","40","40","[c]","[c]"
"In post","2021","Wiltshire","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Male","Department for Work and Pensions","80","70","26670","27570"
"In post","2021","Wiltshire","Male","Department of Health and Social Care","260","250","42030","37480"
"In post","2021","Wiltshire","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wiltshire","Male","Ministry of Defence","3260","3200","38650","37320"
"In post","2021","Wiltshire","Male","Ministry of Justice","170","170","29700","28400"
"In post","2021","Wirral","Female","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Wirral","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Female","Department for Work and Pensions","990","810","24310","21010"
"In post","2021","Wirral","Female","HM Land Registry","310","270","29700","27130"
"In post","2021","Wirral","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Female","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Female","Ministry of Justice","100","90","27560","23700"
"In post","2021","Wirral","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Male","Department for Work and Pensions","430","400","24700","21010"
"In post","2021","Wirral","Male","HM Land Registry","180","170","29580","27130"
"In post","2021","Wirral","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Male","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Wirral","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Female","Department for Work and Pensions","430","350","24960","27570"
"In post","2021","Wolverhampton","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Female","Ministry of Justice","150","130","23520","20420"
"In post","2021","Wolverhampton","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Male","Department for Work and Pensions","200","190","25320","27570"
"In post","2021","Wolverhampton","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Wolverhampton","Male","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Worcestershire","Female","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Female","Department for Environment, Food and Rural Affairs","260","240","31650","29180"
"In post","2021","Worcestershire","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Female","Department for Work and Pensions","240","200","25690","27570"
"In post","2021","Worcestershire","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Female","Ministry of Justice","680","640","27120","23970"
"In post","2021","Worcestershire","Male","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Male","Department for Environment, Food and Rural Affairs","180","180","34640","30730"
"In post","2021","Worcestershire","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Male","Department for Work and Pensions","100","100","26600","27570"
"In post","2021","Worcestershire","Male","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Male","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Worcestershire","Male","Ministry of Justice","730","720","29220","27150"
"In post","2021","York","Female","Attorney General's Departments","190","170","45790","51470"
"In post","2021","York","Female","Cabinet Office","230","220","28550","26670"
"In post","2021","York","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","York","Female","Department for Environment, Food and Rural Affairs","380","360","35380","31820"
"In post","2021","York","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","York","Female","Department for Work and Pensions","210","190","30000","27570"
"In post","2021","York","Female","Department of Health and Social Care","50","50","44320","40560"
"In post","2021","York","Female","Food Standards Agency","120","110","36400","32330"
"In post","2021","York","Female","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","York","Female","Ministry of Defence","90","90","27640","22080"
"In post","2021","York","Female","Ministry of Justice","170","150","29750","24690"
"In post","2021","York","Female","Office for Standards in Education","90","90","62410","64500"
"In post","2021","York","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","York","Male","Attorney General's Departments","130","120","49250","55610"
"In post","2021","York","Male","Cabinet Office","210","200","29910","26670"
"In post","2021","York","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","York","Male","Department for Environment, Food and Rural Affairs","360","350","35320","30320"
"In post","2021","York","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","York","Male","Department for Work and Pensions","130","130","32970","27570"
"In post","2021","York","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","York","Male","Food Standards Agency","130","130","40080","37910"
"In post","2021","York","Male","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","York","Male","Ministry of Defence","120","120","28360","25190"
"In post","2021","York","Male","Ministry of Justice","80","80","30320","28200"
"In post","2021","York","Male","Office for Standards in Education","30","30","[c]","[c]"
"In post","2021","York","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Department for Business, Energy and Industrial Strategy","70","60","44200","36740"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Department for Work and Pensions","200","170","29200","27570"
"In post","2022","Aberdeen City and Aberdeenshire","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Female","Scottish Government","630","590","33300","30410"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Department for Business, Energy and Industrial Strategy","70","70","49130","39700"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Department for Transport","50","50","35390","30860"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Department for Work and Pensions","170","170","55600","31680"
"In post","2022","Aberdeen City and Aberdeenshire","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Ministry of Defence","80","80","40630","44070"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Aberdeen City and Aberdeenshire","Male","Scottish Government","560","540","35820","33070"
"In post","2022","Angus and Dundee City","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Female","Department for Work and Pensions","570","510","24370","21260"
"In post","2022","Angus and Dundee City","Female","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Female","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Female","Scottish Government","670","630","30220","27230"
"In post","2022","Angus and Dundee City","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Male","Department for Work and Pensions","320","310","23730","21260"
"In post","2022","Angus and Dundee City","Male","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Male","Ministry of Defence","30","30","[c]","[c]"
"In post","2022","Angus and Dundee City","Male","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","Angus and Dundee City","Male","Scottish Government","440","430","29570","27230"
"In post","2022","Antrim and Newtownabbey","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Female","Ministry of Defence","50","50","27210","22100"
"In post","2022","Antrim and Newtownabbey","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Male","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Antrim and Newtownabbey","Male","Ministry of Defence","120","120","23060","20560"
"In post","2022","Ards and North Down","Female","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Female","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Female","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Female","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Female","Ministry of Defence","40","30","[c]","[c]"
"In post","2022","Ards and North Down","Male","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Home Office","[c]","[c]","[c]","[c]"
"In post","2022","Ards and North Down","Male","Ministry of Defence","140","130","22140","20560"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Male","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2022","Armagh City, Banbridge and Craigavon","Male","Department of Health and Social Care","[c]","[c]","[c]","[c]"
