"Status","Year","Region_ITL3","Sexual_orientation","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Aberdeen City and Aberdeenshire","Heterosexual / straight","Female","550","500","34160","29190"
"In post","2021","Aberdeen City and Aberdeenshire","Heterosexual / straight","Male","520","510","42030","33650"
"In post","2021","Aberdeen City and Aberdeenshire","LGBO","Female","30","30","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","LGBO","Male","30","30","[c]","[c]"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Female","110","90","29230","22820"
"In post","2021","Aberdeen City and Aberdeenshire","Undeclared","Male","100","100","41150","32060"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Female","240","220","30010","27570"
"In post","2021","Aberdeen City and Aberdeenshire","Unknown","Male","280","270","36010","33650"
"In post","2021","Angus and Dundee City","Heterosexual / straight","Female","740","670","27420","25300"
"In post","2021","Angus and Dundee City","Heterosexual / straight","Male","460","440","26660","22230"
"In post","2021","Angus and Dundee City","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","LGBO","Male","40","40","[c]","[c]"
"In post","2021","Angus and Dundee City","Undeclared","Female","110","100","24650","22820"
"In post","2021","Angus and Dundee City","Undeclared","Male","60","50","23800","21010"
"In post","2021","Angus and Dundee City","Unknown","Female","270","240","25260","21010"
"In post","2021","Angus and Dundee City","Unknown","Male","190","180","24330","21010"
"In post","2021","Antrim and Newtownabbey","Heterosexual / straight","Female","50","50","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Heterosexual / straight","Male","110","110","22110","20310"
"In post","2021","Antrim and Newtownabbey","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Antrim and Newtownabbey","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","Female","50","40","[c]","[c]"
"In post","2021","Ards and North Down","Heterosexual / straight","Male","140","140","25230","20310"
"In post","2021","Ards and North Down","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Ards and North Down","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","Heterosexual / straight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Armagh City, Banbridge and Craigavon","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Female","270","240","30480","31060"
"In post","2021","Barking & Dagenham and Havering","Heterosexual / straight","Male","130","130","30610","31060"
"In post","2021","Barking & Dagenham and Havering","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Female","30","30","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Undeclared","Male","[c]","[c]","[c]","[c]"
"In post","2021","Barking & Dagenham and Havering","Unknown","Female","80","70","29460","31060"
"In post","2021","Barking & Dagenham and Havering","Unknown","Male","60","50","31730","31060"
"In post","2021","Barnet","Heterosexual / straight","Female","720","670","36600","32330"
"In post","2021","Barnet","Heterosexual / straight","Male","410","400","39790","33350"
"In post","2021","Barnet","LGBO","Female","40","30","[c]","[c]"
"In post","2021","Barnet","LGBO","Male","30","30","[c]","[c]"
"In post","2021","Barnet","Undeclared","Female","80","70","36630","32330"
"In post","2021","Barnet","Undeclared","Male","70","60","47670","41960"
"In post","2021","Barnet","Unknown","Female","230","200","44810","36650"
"In post","2021","Barnet","Unknown","Male","110","110","48860","44950"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Female","1280","1090","26380","26300"
"In post","2021","Barnsley, Doncaster and Rotherham","Heterosexual / straight","Male","760","730","28980","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Female","80","70","29310","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","LGBO","Male","50","50","27160","27570"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Female","130","110","26320","26780"
"In post","2021","Barnsley, Doncaster and Rotherham","Undeclared","Male","110","100","30910","30140"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Female","360","300","24570","22920"
"In post","2021","Barnsley, Doncaster and Rotherham","Unknown","Male","240","220","27630","27150"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Female","4160","3860","34650","32660"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","Male","6140","6040","40040","38260"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Female","190","180","31110","28210"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","Male","240","230","34400","31950"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Female","580","530","36560","33740"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","Male","950","920","42360","40590"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Female","440","410","34310","31620"
"In post","2021","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","Male","670","660","35860","32440"
"In post","2021","Bedford","Heterosexual / straight","Female","320","300","28840","27570"
"In post","2021","Bedford","Heterosexual / straight","Male","250","240","32910","30400"
"In post","2021","Bedford","LGBO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bedford","Undeclared","Female","40","30","[c]","[c]"
"In post","2021","Bedford","Undeclared","Male","40","40","[c]","[c]"
"In post","2021","Bedford","Unknown","Female","80","70","28010","27570"
"In post","2021","Bedford","Unknown","Male","70","70","28730","27850"
"In post","2021","Belfast","Heterosexual / straight","Female","960","860","29870","26730"
"In post","2021","Belfast","Heterosexual / straight","Male","840","810","30340","25830"
"In post","2021","Belfast","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Belfast","LGBO","Male","50","40","[c]","[c]"
"In post","2021","Belfast","Undeclared","Female","60","60","28560","25560"
"In post","2021","Belfast","Undeclared","Male","90","90","29450","26500"
"In post","2021","Belfast","Unknown","Female","380","330","26150","21440"
"In post","2021","Belfast","Unknown","Male","400","390","26470","24880"
"In post","2021","Berkshire","Heterosexual / straight","Female","910","850","32780","29290"
"In post","2021","Berkshire","Heterosexual / straight","Male","1050","1030","36000","33300"
"In post","2021","Berkshire","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Berkshire","LGBO","Male","60","60","36040","29290"
"In post","2021","Berkshire","Undeclared","Female","120","110","33620","29290"
"In post","2021","Berkshire","Undeclared","Male","150","150","36470","38360"
"In post","2021","Berkshire","Unknown","Female","290","260","32660","29460"
"In post","2021","Berkshire","Unknown","Male","340","330","34920","30990"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Female","610","570","30650","31060"
"In post","2021","Bexley and Greenwich","Heterosexual / straight","Male","530","520","33580","33180"
"In post","2021","Bexley and Greenwich","LGBO","Female","40","40","[c]","[c]"
"In post","2021","Bexley and Greenwich","LGBO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Bexley and Greenwich","Undeclared","Female","70","70","30320","30780"
"In post","2021","Bexley and Greenwich","Undeclared","Male","80","70","34990","34750"
"In post","2021","Bexley and Greenwich","Unknown","Female","200","180","29590","30150"
"In post","2021","Bexley and Greenwich","Unknown","Male","210","200","31910","32600"
"In post","2021","Birmingham","Heterosexual / straight","Female","4240","3840","30850","27570"
"In post","2021","Birmingham","Heterosexual / straight","Male","3110","3030","32830","27570"
"In post","2021","Birmingham","LGBO","Female","180","170","31180","27570"
"In post","2021","Birmingham","LGBO","Male","180","180","31840","27570"
"In post","2021","Birmingham","Undeclared","Female","530","470","30330","26900"
"In post","2021","Birmingham","Undeclared","Male","390","380","32790","27570"
"In post","2021","Birmingham","Unknown","Female","1640","1460","28540","25560"
"In post","2021","Birmingham","Unknown","Male","1310","1270","31340","27570"
"In post","2021","Blackburn with Darwen","Heterosexual / straight","Female","220","190","26990","27570"
