"Status","Year","Region_ITL1","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","London","Unknown","Female","90","70","[c]","[c]"
"Leaver CS","2021","London","Unknown","Male","40","30","[c]","[c]"
"Leaver CS","2021","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","AA/AO","Female","630","470","20460","21010"
"Leaver CS","2021","North East (England)","AA/AO","Male","390","340","20630","21010"
"Leaver CS","2021","North East (England)","EO","Female","210","170","27020","27570"
"Leaver CS","2021","North East (England)","EO","Male","130","110","26580","27130"
"Leaver CS","2021","North East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","G6/G7","Male","40","40","[c]","[c]"
"Leaver CS","2021","North East (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","SEO/HEO","Female","100","80","[c]","[c]"
"Leaver CS","2021","North East (England)","SEO/HEO","Male","110","90","36930","35890"
"Leaver CS","2021","North East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","AA/AO","Female","810","650","20560","21010"
"Leaver CS","2021","North West (England)","AA/AO","Male","590","530","20640","21010"
"Leaver CS","2021","North West (England)","EO","Female","370","300","26600","27570"
"Leaver CS","2021","North West (England)","EO","Male","310","280","26200","26890"
"Leaver CS","2021","North West (England)","G6/G7","Female","80","80","59030","55830"
"Leaver CS","2021","North West (England)","G6/G7","Male","70","70","61010","57640"
"Leaver CS","2021","North West (England)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","North West (England)","SEO/HEO","Female","210","180","35470","34370"
"Leaver CS","2021","North West (England)","SEO/HEO","Male","190","170","36910","35310"
"Leaver CS","2021","North West (England)","Unknown","Female","80","70","[c]","[c]"
"Leaver CS","2021","North West (England)","Unknown","Male","40","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","Female","60","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","AA/AO","Male","50","40","[c]","[c]"
"Leaver CS","2021","Northern Ireland","EO","Female","30","20","[c]","[c]"
"Leaver CS","2021","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","SEO/HEO","Female","60","50","35990","36960"
"Leaver CS","2021","Overseas","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","AA/AO","Female","640","510","21770","21010"
"Leaver CS","2021","Scotland","AA/AO","Male","450","410","23230","21010"
"Leaver CS","2021","Scotland","EO","Female","280","230","27510","27570"
"Leaver CS","2021","Scotland","EO","Male","300","270","29380","28140"
"Leaver CS","2021","Scotland","G6/G7","Female","80","70","63750","63850"
"Leaver CS","2021","Scotland","G6/G7","Male","90","80","64020","61010"
"Leaver CS","2021","Scotland","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","SEO/HEO","Female","190","160","38500","37550"
"Leaver CS","2021","Scotland","SEO/HEO","Male","280","250","39930","39270"
"Leaver CS","2021","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","AA/AO","Female","690","590","21030","21010"
"Leaver CS","2021","South East (England)","AA/AO","Male","680","620","22150","20920"
"Leaver CS","2021","South East (England)","EO","Female","280","240","27080","27570"
"Leaver CS","2021","South East (England)","EO","Male","310","290","28130","27570"
"Leaver CS","2021","South East (England)","G6/G7","Female","50","50","57590","55110"
"Leaver CS","2021","South East (England)","G6/G7","Male","90","80","60010","57490"
"Leaver CS","2021","South East (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South East (England)","SEO/HEO","Female","210","180","36150","35300"
"Leaver CS","2021","South East (England)","SEO/HEO","Male","270","250","36930","36460"
"Leaver CS","2021","South East (England)","Unknown","Female","70","60","[c]","[c]"
"Leaver CS","2021","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","AA/AO","Female","440","380","20370","20920"
"Leaver CS","2021","South West (England)","AA/AO","Male","420","390","20890","20470"
"Leaver CS","2021","South West (England)","EO","Female","270","230","25680","26670"
"Leaver CS","2021","South West (England)","EO","Male","270","250","25820","26670"
"Leaver CS","2021","South West (England)","G6/G7","Female","70","60","58250","56500"
"Leaver CS","2021","South West (England)","G6/G7","Male","150","130","57880","55040"
"Leaver CS","2021","South West (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","South West (England)","SEO/HEO","Female","280","240","35010","33630"
"Leaver CS","2021","South West (England)","SEO/HEO","Male","450","420","36830","36480"
"Leaver CS","2021","South West (England)","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","South West (England)","Unknown","Male","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Female","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Male","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Female","220","220","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Male","260","250","35470","32400"
"Leaver CS","2021","Wales","AA/AO","Female","590","460","20490","21010"
"Leaver CS","2021","Wales","AA/AO","Male","470","430","20420","21010"
"Leaver CS","2021","Wales","EO","Female","190","160","26860","27570"
"Leaver CS","2021","Wales","EO","Male","210","190","28010","27570"
"Leaver CS","2021","Wales","G6/G7","Female","40","30","[c]","[c]"
"Leaver CS","2021","Wales","G6/G7","Male","80","70","61100","59350"
"Leaver CS","2021","Wales","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","SEO/HEO","Female","150","140","36480","36560"
"Leaver CS","2021","Wales","SEO/HEO","Male","160","150","37450","37410"
"Leaver CS","2021","Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Female","30","30","[c]","[c]"
"Leaver CS","2021","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","AA/AO","Female","530","440","20170","20270"
"Leaver CS","2021","West Midlands (England)","AA/AO","Male","390","360","20850","20650"
"Leaver CS","2021","West Midlands (England)","EO","Female","250","200","26700","27570"
"Leaver CS","2021","West Midlands (England)","EO","Male","170","150","26410","26490"
"Leaver CS","2021","West Midlands (England)","G6/G7","Female","60","50","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","G6/G7","Male","70","60","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","Female","180","150","37140","36390"
"Leaver CS","2021","West Midlands (England)","SEO/HEO","Male","140","130","37480","36780"
"Leaver CS","2021","West Midlands (England)","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","Female","610","500","20470","21010"
"Leaver CS","2021","Yorkshire and The Humber","AA/AO","Male","480","450","21730","21010"
"Leaver CS","2021","Yorkshire and The Humber","EO","Female","330","240","26710","27570"
"Leaver CS","2021","Yorkshire and The Humber","EO","Male","230","200","26920","26930"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","Female","80","70","59220","56530"
"Leaver CS","2021","Yorkshire and The Humber","G6/G7","Male","110","90","59940","57870"
"Leaver CS","2021","Yorkshire and The Humber","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","Female","220","190","36090","34290"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","Male","190","170","37180","36480"
"Leaver CS","2021","Yorkshire and The Humber","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Female","50","40","[c]","[c]"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","AA/AO","Female","650","560","20610","20970"
"Leaver CS","2022","East Midlands (England)","AA/AO","Male","510","480","21080","21250"
"Leaver CS","2022","East Midlands (England)","EO","Female","340","290","27240","27570"
"Leaver CS","2022","East Midlands (England)","EO","Male","250","230","27360","27570"
"Leaver CS","2022","East Midlands (England)","G6/G7","Female","30","30","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","G6/G7","Male","50","50","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","Female","160","140","38290","38000"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","Male","150","140","37790","36550"
"Leaver CS","2022","East Midlands (England)","Unknown","Female","90","80","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2022","East of England","AA/AO","Female","570","500","21530","21260"
"Leaver CS","2022","East of England","AA/AO","Male","590","560","22540","21260"
"Leaver CS","2022","East of England","EO","Female","390","340","28010","27570"
"Leaver CS","2022","East of England","EO","Male","350","320","28360","27570"
"Leaver CS","2022","East of England","G6/G7","Female","80","70","60080","56110"
"Leaver CS","2022","East of England","G6/G7","Male","80","70","62890","57230"
"Leaver CS","2022","East of England","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SEO/HEO","Female","200","180","37260","37000"
"Leaver CS","2022","East of England","SEO/HEO","Male","230","210","37870","36110"
"Leaver CS","2022","East of England","Unknown","Female","140","120","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Male","50","40","[c]","[c]"
"Leaver CS","2022","London","AA/AO","Female","990","870","23090","23720"
"Leaver CS","2022","London","AA/AO","Male","780","730","23490","23720"
"Leaver CS","2022","London","EO","Female","1330","1190","29270","30330"
"Leaver CS","2022","London","EO","Male","870","790","29780","30780"
"Leaver CS","2022","London","G6/G7","Female","1040","900","59210","56340"
"Leaver CS","2022","London","G6/G7","Male","1040","940","60970","59160"
"Leaver CS","2022","London","SCS","Female","190","160","96830","92340"
"Leaver CS","2022","London","SCS","Male","240","210","98870","93000"
"Leaver CS","2022","London","SEO/HEO","Female","1540","1370","37400","36910"
"Leaver CS","2022","London","SEO/HEO","Male","1290","1150","38390","37850"
"Leaver CS","2022","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Female","240","200","[c]","[c]"
"Leaver CS","2022","London","Unknown","Male","90","70","[c]","[c]"
"Leaver CS","2022","North East (England)","AA/AO","Female","920","730","21110","21260"
"Leaver CS","2022","North East (England)","AA/AO","Male","610","560","21120","21260"
"Leaver CS","2022","North East (England)","EO","Female","290","230","26970","27570"
"Leaver CS","2022","North East (England)","EO","Male","200","180","26760","27570"
"Leaver CS","2022","North East (England)","G6/G7","Female","80","70","56390","54700"
"Leaver CS","2022","North East (England)","G6/G7","Male","50","50","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SEO/HEO","Female","190","160","35840","34290"
"Leaver CS","2022","North East (England)","SEO/HEO","Male","140","120","36490","36370"
"Leaver CS","2022","North East (England)","Unknown","Female","40","30","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","AA/AO","Female","1230","1030","20930","21260"
"Leaver CS","2022","North West (England)","AA/AO","Male","1020","940","21140","21260"
"Leaver CS","2022","North West (England)","EO","Female","700","580","26820","27570"
"Leaver CS","2022","North West (England)","EO","Male","480","440","27050","27570"
"Leaver CS","2022","North West (England)","G6/G7","Female","150","130","58120","54550"
"Leaver CS","2022","North West (England)","G6/G7","Male","150","140","62960","60480"
"Leaver CS","2022","North West (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SEO/HEO","Female","320","280","36630","35760"
"Leaver CS","2022","North West (England)","SEO/HEO","Male","340","310","37140","36620"
"Leaver CS","2022","North West (England)","Unknown","Female","140","120","[c]","[c]"
"Leaver CS","2022","North West (England)","Unknown","Male","60","60","[c]","[c]"
"Leaver CS","2022","Northern Ireland","AA/AO","Female","60","50","[c]","[c]"
"Leaver CS","2022","Northern Ireland","AA/AO","Male","80","70","[c]","[c]"
"Leaver CS","2022","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","EO","Male","30","30","[c]","[c]"
"Leaver CS","2022","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","Female","40","30","[c]","[c]"
"Leaver CS","2022","Overseas","SEO/HEO","Male","40","40","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","AA/AO","Female","1000","830","22250","21260"
"Leaver CS","2022","Scotland","AA/AO","Male","810","750","24000","21640"
"Leaver CS","2022","Scotland","EO","Female","470","400","28010","27570"
"Leaver CS","2022","Scotland","EO","Male","470","430","29650","27570"
"Leaver CS","2022","Scotland","G6/G7","Female","90","80","63340","62170"
"Leaver CS","2022","Scotland","G6/G7","Male","160","150","63850","62170"
"Leaver CS","2022","Scotland","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","SEO/HEO","Female","320","280","38970","37520"
"Leaver CS","2022","Scotland","SEO/HEO","Male","380","340","40060","39170"
"Leaver CS","2022","Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","AA/AO","Female","1040","890","21390","21170"
"Leaver CS","2022","South East (England)","AA/AO","Male","1150","1070","22600","20990"
"Leaver CS","2022","South East (England)","EO","Female","620","540","27500","27570"
"Leaver CS","2022","South East (England)","EO","Male","530","490","28020","27570"
"Leaver CS","2022","South East (England)","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","G6/G7","Female","100","80","61270","58700"
"Leaver CS","2022","South East (England)","G6/G7","Male","140","140","58550","56370"
"Leaver CS","2022","South East (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","SEO/HEO","Female","330","300","36470","35970"
"Leaver CS","2022","South East (England)","SEO/HEO","Male","410","380","38440","37260"
"Leaver CS","2022","South East (England)","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Female","170","150","[c]","[c]"
"Leaver CS","2022","South East (England)","Unknown","Male","60","60","[c]","[c]"
"Leaver CS","2022","South West (England)","AA/AO","Female","650","570","20810","21010"
"Leaver CS","2022","South West (England)","AA/AO","Male","610","590","22230","21010"
"Leaver CS","2022","South West (England)","EO","Female","480","400","25960","27130"
"Leaver CS","2022","South West (England)","EO","Male","460","430","25680","26670"
"Leaver CS","2022","South West (England)","G6/G7","Female","140","120","58020","55080"
"Leaver CS","2022","South West (England)","G6/G7","Male","210","200","57550","55740"
"Leaver CS","2022","South West (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","South West (England)","SEO/HEO","Female","470","420","35860","36050"
"Leaver CS","2022","South West (England)","SEO/HEO","Male","750","720","36840","36460"
"Leaver CS","2022","South West (England)","Unknown","Female","150","130","[c]","[c]"
"Leaver CS","2022","South West (England)","Unknown","Male","120","110","38720","39250"
"Leaver CS","2022","Unknown","AA/AO","Female","240","180","20660","21590"
"Leaver CS","2022","Unknown","AA/AO","Male","140","130","21050","21840"
"Leaver CS","2022","Unknown","EO","Female","70","50","27450","27570"
"Leaver CS","2022","Unknown","EO","Male","60","60","27230","27530"
"Leaver CS","2022","Unknown","G6/G7","Female","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","G6/G7","Male","50","40","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Female","70","40","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","Male","80","60","38000","35420"
"Leaver CS","2022","Unknown","Unknown","Female","210","170","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","280","250","36490","33570"
"Leaver CS","2022","Wales","AA/AO","Female","590","490","20990","21260"
"Leaver CS","2022","Wales","AA/AO","Male","470","440","20900","21010"
"Leaver CS","2022","Wales","EO","Female","240","190","26880","27570"
"Leaver CS","2022","Wales","EO","Male","250","220","27030","27470"
"Leaver CS","2022","Wales","G6/G7","Female","50","40","[c]","[c]"
"Leaver CS","2022","Wales","G6/G7","Male","90","80","60620","60790"
"Leaver CS","2022","Wales","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wales","SEO/HEO","Female","170","150","36870","36840"
"Leaver CS","2022","Wales","SEO/HEO","Male","220","210","36830","36590"
"Leaver CS","2022","Wales","Unknown","Female","80","70","[c]","[c]"
"Leaver CS","2022","Wales","Unknown","Male","30","30","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","AA/AO","Female","640","550","20680","20970"
"Leaver CS","2022","West Midlands (England)","AA/AO","Male","550","530","21810","21050"
"Leaver CS","2022","West Midlands (England)","EO","Female","440","380","26980","27570"
"Leaver CS","2022","West Midlands (England)","EO","Male","320","300","27200","27570"
"Leaver CS","2022","West Midlands (England)","G6/G7","Female","100","90","58990","55100"
"Leaver CS","2022","West Midlands (England)","G6/G7","Male","90","90","58460","55610"
"Leaver CS","2022","West Midlands (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","SEO/HEO","Female","210","190","36530","35310"
"Leaver CS","2022","West Midlands (England)","SEO/HEO","Male","210","200","38630","36780"
"Leaver CS","2022","West Midlands (England)","Unknown","Female","100","80","[c]","[c]"
"Leaver CS","2022","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","AA/AO","Female","760","650","20980","21260"
"Leaver CS","2022","Yorkshire and The Humber","AA/AO","Male","740","690","22040","21260"
"Leaver CS","2022","Yorkshire and The Humber","EO","Female","530","440","26850","27570"
"Leaver CS","2022","Yorkshire and The Humber","EO","Male","400","370","27200","27570"
"Leaver CS","2022","Yorkshire and The Humber","G6/G7","Female","130","90","58710","55610"
"Leaver CS","2022","Yorkshire and The Humber","G6/G7","Male","130","110","59810","58850"
"Leaver CS","2022","Yorkshire and The Humber","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","SEO/HEO","Female","310","250","35500","34290"
"Leaver CS","2022","Yorkshire and The Humber","SEO/HEO","Male","290","240","36650","36460"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Female","120","100","[c]","[c]"
"Leaver CS","2022","Yorkshire and The Humber","Unknown","Male","60","50","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","AA/AO","Female","60","60","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","AA/AO","Male","40","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","EO","Female","50","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","EO","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","EO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","Female","40","40","[c]","[c]"
"Leaver Dept.","2021","East of England","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","AA/AO","Female","140","130","23560","23520"
"Leaver Dept.","2021","London","AA/AO","Male","90","80","24200","23720"
"Leaver Dept.","2021","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","EO","Female","470","440","28500","28000"
"Leaver Dept.","2021","London","EO","Male","330","310","28480","28000"
"Leaver Dept.","2021","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","G6/G7","Female","860","780","57730","55650"
"Leaver Dept.","2021","London","G6/G7","Male","750","690","57710","55650"
"Leaver Dept.","2021","London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SCS","Female","170","150","86720","77970"
"Leaver Dept.","2021","London","SCS","Male","100","90","91430","84830"
"Leaver Dept.","2021","London","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","SEO/HEO","Female","1240","1130","36760","35560"
"Leaver Dept.","2021","London","SEO/HEO","Male","1070","990","36650","35200"
"Leaver Dept.","2021","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Female","50","50","[c]","[c]"
"Leaver Dept.","2021","London","Unknown","Male","50","40","[c]","[c]"
"Leaver Dept.","2021","North East (England)","AA/AO","Female","190","170","20890","21010"
"Leaver Dept.","2021","North East (England)","AA/AO","Male","100","90","20840","21010"
"Leaver Dept.","2021","North East (England)","EO","Female","110","100","26290","27570"
"Leaver Dept.","2021","North East (England)","EO","Male","50","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SCS","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SCS","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","Female","60","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","SEO/HEO","Male","70","70","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","AA/AO","Female","210","200","20880","21010"
