"Status","Year","Age","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","40-49","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","No function","110","110","58740","55920"
"Leaver CS","2021","40-49","G6/G7","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","G6/G7","Unknown","130","110","63240","60830"
"Leaver CS","2021","40-49","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","No function","30","30","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SCS","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Digital, Data & Technology","30","30","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","No function","210","200","37050","36330"
"Leaver CS","2021","40-49","SEO/HEO","Project Delivery","40","40","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","SEO/HEO","Unknown","260","240","37250","37140"
"Leaver CS","2021","40-49","Unknown","No function","100","80","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Unknown","Unknown","80","70","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","No function","760","680","20640","20130"
"Leaver CS","2021","50-59","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Property","40","30","[c]","[c]"
"Leaver CS","2021","50-59","AA/AO","Security","80","80","29610","25920"
"Leaver CS","2021","50-59","AA/AO","Unknown","1370","1140","21050","21010"
"Leaver CS","2021","50-59","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","No function","280","260","28800","27130"
"Leaver CS","2021","50-59","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","EO","Unknown","1120","990","27950","27570"
"Leaver CS","2021","50-59","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Legal","70","60","61450","60250"
"Leaver CS","2021","50-59","G6/G7","No function","160","150","63150","58800"
"Leaver CS","2021","50-59","G6/G7","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","G6/G7","Unknown","360","340","62040","60830"
"Leaver CS","2021","50-59","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","No function","40","40","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SCS","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Finance","30","30","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Legal","40","30","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","No function","300","280","39070","38170"
"Leaver CS","2021","50-59","SEO/HEO","Project Delivery","90","80","37890","39900"
"Leaver CS","2021","50-59","SEO/HEO","Property","40","40","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","SEO/HEO","Unknown","840","790","36700","35430"
"Leaver CS","2021","50-59","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","No function","120","110","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","110","110","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","No function","510","400","20470","20100"
"Leaver CS","2021","60-64","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","AA/AO","Security","70","60","28450","21580"
"Leaver CS","2021","60-64","AA/AO","Unknown","950","740","21090","21010"
"Leaver CS","2021","60-64","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","No function","170","140","28320","27130"
"Leaver CS","2021","60-64","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Property","30","30","[c]","[c]"
"Leaver CS","2021","60-64","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","EO","Unknown","830","650","27910","27570"
"Leaver CS","2021","60-64","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Legal","60","50","62040","62140"
"Leaver CS","2021","60-64","G6/G7","No function","100","90","65120","61270"
"Leaver CS","2021","60-64","G6/G7","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","G6/G7","Unknown","260","210","63600","61010"
"Leaver CS","2021","60-64","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS","No function","50","40","[c]","[c]"
"Leaver CS","2021","60-64","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SCS","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","No function","220","190","39240","38840"
"Leaver CS","2021","60-64","SEO/HEO","Project Delivery","80","70","37750","38620"
"Leaver CS","2021","60-64","SEO/HEO","Property","40","40","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","SEO/HEO","Unknown","630","530","37370","35590"
"Leaver CS","2021","60-64","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","No function","100","80","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","70","70","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","No function","600","420","19970","20100"
"Leaver CS","2021","65+","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Property","40","40","[c]","[c]"
"Leaver CS","2021","65+","AA/AO","Security","50","40","23930","20340"
"Leaver CS","2021","65+","AA/AO","Unknown","1000","730","21060","21010"
"Leaver CS","2021","65+","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","No function","160","120","27550","26780"
"Leaver CS","2021","65+","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","EO","Unknown","630","420","27820","27570"
"Leaver CS","2021","65+","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Legal","40","20","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","No function","50","40","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","G6/G7","Unknown","80","50","[c]","[c]"
"Leaver CS","2021","65+","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","No function","130","100","40450","38480"
"Leaver CS","2021","65+","SEO/HEO","Project Delivery","70","60","36850","35800"
"Leaver CS","2021","65+","SEO/HEO","Property","40","30","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","SEO/HEO","Unknown","290","210","37660","36460"
"Leaver CS","2021","65+","Unknown","No function","100","70","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","EO","Finance","[c]","[c]","[c]","[c]"
