"Status","Year","Organisation","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","EO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","North Yorkshire CC","50","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","South West Wales","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","West Surrey","140","130","28460","28270"
"In post","2021","Animal and Plant Health Agency","EO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","Worcestershire","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","York","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","West Surrey","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","York","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Devon CC","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Gloucestershire","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","North Yorkshire CC","50","50","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","South West Wales","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","West Surrey","190","180","37140","35820"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Worcestershire","70","60","34620","32160"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","York","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","EO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Milton Keynes","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Tyneside","160","140","20800","20800"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Westminster","130","130","24470","24490"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","York","170","160","20910","20920"
"In post","2021","Cabinet Office (excl. agencies)","EO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Sheffield","[c]","[c]","[c]","[c]"
