"Status","Year","Region_ITL1","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Yorkshire and The Humber","White","Leeds","480","400","38070","32790"
"Leaver Dept.","2022","Yorkshire and The Humber","White","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","North Yorkshire CC","40","40","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","Sheffield","190","180","37860","35310"
"Leaver Dept.","2022","Yorkshire and The Humber","White","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","White","York","120","120","41230","37480"
"New entrant CS","2021","East Midlands (England)","Asian","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","Leicester","140","140","24170","21010"
"New entrant CS","2021","East Midlands (England)","Asian","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","Nottingham","50","50","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Asian","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","Nottingham","30","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Black","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Chinese","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Mixed","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Other ethnicity","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Leicester","120","110","23710","22350"
"New entrant CS","2021","East Midlands (England)","Unknown","Leicestershire CC and Rutland","60","50","24270","22850"
"New entrant CS","2021","East Midlands (England)","Unknown","Lincolnshire","40","40","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","North Nottinghamshire","40","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","Nottingham","290","280","26660","25560"
"New entrant CS","2021","East Midlands (England)","Unknown","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","Unknown","West Northamptonshire","50","50","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","White","Derby","80","80","26180","27570"
"New entrant CS","2021","East Midlands (England)","White","East Derbyshire","50","50","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","White","Leicester","110","110","24230","22890"
"New entrant CS","2021","East Midlands (England)","White","Leicestershire CC and Rutland","120","120","25180","22850"
"New entrant CS","2021","East Midlands (England)","White","Lincolnshire","230","230","26430","25000"
"New entrant CS","2021","East Midlands (England)","White","North Northamptonshire","70","70","27220","27570"
"New entrant CS","2021","East Midlands (England)","White","North Nottinghamshire","70","70","24690","26240"
"New entrant CS","2021","East Midlands (England)","White","Nottingham","440","430","29040","25560"
"New entrant CS","2021","East Midlands (England)","White","South and West Derbyshire","90","80","24810","26370"
"New entrant CS","2021","East Midlands (England)","White","South Nottinghamshire","40","30","[c]","[c]"
"New entrant CS","2021","East Midlands (England)","White","West Northamptonshire","90","90","24700","22920"
"New entrant CS","2021","East of England","Asian","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Hertfordshire","60","60","29390","29290"
"New entrant CS","2021","East of England","Asian","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Asian","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Hertfordshire","40","40","[c]","[c]"
"New entrant CS","2021","East of England","Black","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Black","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Chinese","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Hertfordshire","30","30","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Mixed","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Other ethnicity","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Bedford","70","70","24090","22850"
"New entrant CS","2021","East of England","Unknown","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Cambridgeshire CC","80","70","26240","25850"
"New entrant CS","2021","East of England","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","East of England","Unknown","Essex Thames Gateway","30","30","[c]","[c]"
