"Status","Year","Region_ITL1","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Yorkshire and The Humber","Mixed","Sheffield","120","110","31790","27570"
"In post","2021","Yorkshire and The Humber","Mixed","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Mixed","York","40","40","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Leeds","30","30","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Other ethnicity","York","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","Barnsley, Doncaster and Rotherham","100","90","26500","27570"
"In post","2021","Yorkshire and The Humber","Undeclared","Bradford","140","120","26580","25560"
"In post","2021","Yorkshire and The Humber","Undeclared","Calderdale and Kirklees","60","50","27810","27570"
"In post","2021","Yorkshire and The Humber","Undeclared","East Riding of Yorkshire","70","60","30330","27680"
"In post","2021","Yorkshire and The Humber","Undeclared","Kingston upon Hull, City of","80","70","29200","27570"
"In post","2021","Yorkshire and The Humber","Undeclared","Leeds","370","340","32310","27570"
"In post","2021","Yorkshire and The Humber","Undeclared","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Yorkshire and The Humber","Undeclared","North Yorkshire CC","100","90","30790","27680"
"In post","2021","Yorkshire and The Humber","Undeclared","Sheffield","320","300","33760","30980"
"In post","2021","Yorkshire and The Humber","Undeclared","Wakefield","50","50","31070","29310"
"In post","2021","Yorkshire and The Humber","Undeclared","York","100","100","34740","33300"
"In post","2021","Yorkshire and The Humber","Unknown","Barnsley, Doncaster and Rotherham","270","250","25090","24280"
"In post","2021","Yorkshire and The Humber","Unknown","Bradford","490","450","25130","21010"
"In post","2021","Yorkshire and The Humber","Unknown","Calderdale and Kirklees","120","100","25890","27570"
"In post","2021","Yorkshire and The Humber","Unknown","East Riding of Yorkshire","160","150","25660","24920"
"In post","2021","Yorkshire and The Humber","Unknown","Kingston upon Hull, City of","180","170","26620","25480"
"In post","2021","Yorkshire and The Humber","Unknown","Leeds","2310","2230","31240","25790"
"In post","2021","Yorkshire and The Humber","Unknown","North and North East Lincolnshire","70","60","23820","21430"
"In post","2021","Yorkshire and The Humber","Unknown","North Yorkshire CC","160","150","30370","27570"
"In post","2021","Yorkshire and The Humber","Unknown","Sheffield","540","520","35120","29360"
"In post","2021","Yorkshire and The Humber","Unknown","Wakefield","150","140","26250","24620"
"In post","2021","Yorkshire and The Humber","Unknown","York","410","390","31060","26670"
"In post","2021","Yorkshire and The Humber","White","Barnsley, Doncaster and Rotherham","2560","2270","27350","27380"
"In post","2021","Yorkshire and The Humber","White","Bradford","1700","1490","28590","26120"
"In post","2021","Yorkshire and The Humber","White","Calderdale and Kirklees","700","620","27290","27570"
"In post","2021","Yorkshire and The Humber","White","East Riding of Yorkshire","1620","1530","28840","26930"
"In post","2021","Yorkshire and The Humber","White","Kingston upon Hull, City of","1690","1500","28090","27370"
"In post","2021","Yorkshire and The Humber","White","Leeds","7310","6820","34350","31180"
"In post","2021","Yorkshire and The Humber","White","North and North East Lincolnshire","700","620","25950","26780"
"In post","2021","Yorkshire and The Humber","White","North Yorkshire CC","1620","1530","29430","27570"
"In post","2021","Yorkshire and The Humber","White","Sheffield","5400","4950","33550","30000"
"In post","2021","Yorkshire and The Humber","White","Wakefield","1410","1280","30580","28080"
"In post","2021","Yorkshire and The Humber","White","York","2150","2030","37090","32430"
"In post","2022","East Midlands (England)","Asian","Derby","110","100","25870","23030"
"In post","2022","East Midlands (England)","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Leicester","820","740","25710","22600"
"In post","2022","East Midlands (England)","Asian","Leicestershire CC and Rutland","130","110","28100","26140"
"In post","2022","East Midlands (England)","Asian","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","Nottingham","690","650","31560","27570"
"In post","2022","East Midlands (England)","Asian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Asian","West Northamptonshire","80","70","27820","27570"
"In post","2022","East Midlands (England)","Black","Derby","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Black","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Leicester","70","70","27820","24260"
"In post","2022","East Midlands (England)","Black","Leicestershire CC and Rutland","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","Nottingham","310","290","28390","26600"
"In post","2022","East Midlands (England)","Black","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Black","West Northamptonshire","60","50","26900","26750"
"In post","2022","East Midlands (England)","Mixed","Derby","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Leicester","70","60","27350","23960"
"In post","2022","East Midlands (England)","Mixed","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Lincolnshire CC","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","Nottingham","190","180","30690","26820"
"In post","2022","East Midlands (England)","Mixed","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Mixed","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Derby","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Other ethnicity","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Derby","50","40","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Leicester","110","100","27820","27120"
"In post","2022","East Midlands (England)","Undeclared","Leicestershire CC and Rutland","80","70","31020","27570"
"In post","2022","East Midlands (England)","Undeclared","Lincolnshire CC","130","130","31240","28410"
"In post","2022","East Midlands (England)","Undeclared","North Northamptonshire","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","North Nottinghamshire","30","30","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","Nottingham","360","340","34030","32860"
"In post","2022","East Midlands (England)","Undeclared","South and West Derbyshire","50","50","36500","31710"
"In post","2022","East Midlands (England)","Undeclared","South Nottinghamshire","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Undeclared","West Northamptonshire","40","40","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Derby","140","120","27030","26130"
"In post","2022","East Midlands (England)","Unknown","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Leicester","320","290","25810","23140"
"In post","2022","East Midlands (England)","Unknown","Leicestershire CC and Rutland","200","190","25590","23140"
"In post","2022","East Midlands (England)","Unknown","Lincolnshire CC","170","160","27800","26130"
"In post","2022","East Midlands (England)","Unknown","North Northamptonshire","70","70","25870","24450"
"In post","2022","East Midlands (England)","Unknown","North Nottinghamshire","140","130","26750","25710"
"In post","2022","East Midlands (England)","Unknown","Nottingham","1470","1400","29710","26820"
"In post","2022","East Midlands (England)","Unknown","South and West Derbyshire","120","100","34710","29370"
"In post","2022","East Midlands (England)","Unknown","South Nottinghamshire","100","100","32930","26700"
"In post","2022","East Midlands (England)","Unknown","West Northamptonshire","120","110","26730","24800"
"In post","2022","East Midlands (England)","White","Derby","750","670","27470","25120"
"In post","2022","East Midlands (England)","White","East Derbyshire","370","320","28210","27570"
"In post","2022","East Midlands (England)","White","Leicester","1210","1110","29390","27130"
"In post","2022","East Midlands (England)","White","Leicestershire CC and Rutland","1520","1420","30300","27380"
"In post","2022","East Midlands (England)","White","Lincolnshire CC","2610","2460","28710","26910"
"In post","2022","East Midlands (England)","White","North Northamptonshire","410","360","26290","27570"
"In post","2022","East Midlands (England)","White","North Nottinghamshire","890","830","30480","27570"
"In post","2022","East Midlands (England)","White","Nottingham","5780","5410","33690","30450"
"In post","2022","East Midlands (England)","White","South and West Derbyshire","980","890","33870","28210"
"In post","2022","East Midlands (England)","White","South Nottinghamshire","830","780","32440","28640"
"In post","2022","East Midlands (England)","White","West Northamptonshire","790","740","28390","26330"
"In post","2022","East of England","Asian","Bedford","90","80","28490","27570"
"In post","2022","East of England","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Cambridgeshire CC","90","80","33770","27900"
"In post","2022","East of England","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Essex Thames Gateway","50","40","[c]","[c]"
"In post","2022","East of England","Asian","Heart of Essex","40","40","[c]","[c]"
"In post","2022","East of England","Asian","Hertfordshire CC","370","350","35470","30680"
"In post","2022","East of England","Asian","Luton","110","100","26450","26410"
"In post","2022","East of England","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","Peterborough","210","180","24300","21680"
"In post","2022","East of England","Asian","Southend-on-Sea","30","30","[c]","[c]"
"In post","2022","East of England","Asian","Suffolk CC","60","50","29260","27570"
"In post","2022","East of England","Asian","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Asian","West Essex","60","50","38800","29290"
"In post","2022","East of England","Black","Bedford","40","30","[c]","[c]"
"In post","2022","East of England","Black","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Cambridgeshire CC","50","50","[c]","[c]"
"In post","2022","East of England","Black","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Essex Thames Gateway","70","70","27260","24250"
"In post","2022","East of England","Black","Heart of Essex","40","40","[c]","[c]"
"In post","2022","East of England","Black","Hertfordshire CC","170","160","32270","29290"
"In post","2022","East of England","Black","Luton","50","50","29320","27570"
"In post","2022","East of England","Black","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Peterborough","30","30","[c]","[c]"
"In post","2022","East of England","Black","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Black","Suffolk CC","40","40","[c]","[c]"
"In post","2022","East of England","Black","Thurrock","30","30","[c]","[c]"
"In post","2022","East of England","Black","West Essex","50","40","[c]","[c]"
"In post","2022","East of England","Mixed","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Cambridgeshire CC","50","50","34810","31840"
"In post","2022","East of England","Mixed","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Hertfordshire CC","80","80","34440","29290"
"In post","2022","East of England","Mixed","Luton","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Peterborough","30","30","[c]","[c]"
"In post","2022","East of England","Mixed","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","Suffolk CC","80","80","30080","27570"
"In post","2022","East of England","Mixed","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Mixed","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Luton","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Other ethnicity","West Essex","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Bedford","30","30","[c]","[c]"
"In post","2022","East of England","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Cambridgeshire CC","200","190","35040","33300"
"In post","2022","East of England","Undeclared","Central Bedfordshire","40","40","[c]","[c]"
"In post","2022","East of England","Undeclared","Essex Haven Gateway","60","50","31910","29240"
"In post","2022","East of England","Undeclared","Essex Thames Gateway","60","50","27200","25110"
"In post","2022","East of England","Undeclared","Heart of Essex","40","30","[c]","[c]"
"In post","2022","East of England","Undeclared","Hertfordshire CC","110","100","34180","31710"
"In post","2022","East of England","Undeclared","Luton","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Undeclared","Norwich and East Norfolk","80","80","32670","27570"
"In post","2022","East of England","Undeclared","Peterborough","80","70","28560","27380"
"In post","2022","East of England","Undeclared","Southend-on-Sea","70","60","34860","33370"
"In post","2022","East of England","Undeclared","Suffolk CC","180","170","29580","27570"
"In post","2022","East of England","Undeclared","Thurrock","40","30","[c]","[c]"
"In post","2022","East of England","Undeclared","West Essex","40","30","[c]","[c]"
"In post","2022","East of England","Unknown","Bedford","130","120","29500","28140"
"In post","2022","East of England","Unknown","Breckland and South Norfolk","40","40","[c]","[c]"
"In post","2022","East of England","Unknown","Cambridgeshire CC","330","330","31220","27260"
"In post","2022","East of England","Unknown","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Essex Haven Gateway","80","70","30050","25000"
"In post","2022","East of England","Unknown","Essex Thames Gateway","80","70","25840","24250"
"In post","2022","East of England","Unknown","Heart of Essex","190","180","27770","26140"
"In post","2022","East of England","Unknown","Hertfordshire CC","250","250","32400","29290"
"In post","2022","East of England","Unknown","Luton","60","50","27750","27570"
"In post","2022","East of England","Unknown","North and West Norfolk","70","70","26670","25440"
"In post","2022","East of England","Unknown","Norwich and East Norfolk","190","180","31340","26110"
"In post","2022","East of England","Unknown","Peterborough","110","100","31480","26980"
"In post","2022","East of England","Unknown","Southend-on-Sea","180","160","32970","29360"
"In post","2022","East of England","Unknown","Suffolk CC","470","440","28050","25830"
"In post","2022","East of England","Unknown","Thurrock","50","50","[c]","[c]"
"In post","2022","East of England","Unknown","West Essex","40","30","[c]","[c]"
"In post","2022","East of England","White","Bedford","560","520","31260","28550"
"In post","2022","East of England","White","Breckland and South Norfolk","450","420","29680","27250"
"In post","2022","East of England","White","Cambridgeshire CC","2750","2610","33610","31650"
"In post","2022","East of England","White","Central Bedfordshire","350","340","31570","28670"
"In post","2022","East of England","White","Essex Haven Gateway","760","710","31530","29290"
"In post","2022","East of England","White","Essex Thames Gateway","680","610","28360","29290"
"In post","2022","East of England","White","Heart of Essex","910","860","32930","29950"
"In post","2022","East of England","White","Hertfordshire CC","1830","1720","36880","31880"
"In post","2022","East of England","White","Luton","280","250","28270","27570"
"In post","2022","East of England","White","North and West Norfolk","820","760","28370","27570"
"In post","2022","East of England","White","Norwich and East Norfolk","1670","1520","29190","27570"
"In post","2022","East of England","White","Peterborough","1160","1060","29770","27130"
"In post","2022","East of England","White","Southend-on-Sea","780","690","33570","29290"
"In post","2022","East of England","White","Suffolk CC","3490","3250","30010","27570"
"In post","2022","East of England","White","Thurrock","230","210","27170","25310"
"In post","2022","East of England","White","West Essex","490","440","30650","29290"
"In post","2022","London","Asian","Barking & Dagenham and Havering","170","160","31030","31060"
"In post","2022","London","Asian","Barnet","460","430","38170","32140"
"In post","2022","London","Asian","Bexley and Greenwich","110","100","31070","31060"
"In post","2022","London","Asian","Brent","140","130","30970","31060"
"In post","2022","London","Asian","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Asian","Camden and City of London","350","330","33950","28850"
"In post","2022","London","Asian","Croydon","1770","1660","35820","31060"
"In post","2022","London","Asian","Ealing","170","150","31910","31060"
"In post","2022","London","Asian","Enfield","70","60","30900","31060"
"In post","2022","London","Asian","Hackney and Newham","1370","1280","36330","31880"
"In post","2022","London","Asian","Haringey and Islington","180","170","30200","31060"
"In post","2022","London","Asian","Harrow and Hillingdon","1190","1090","30490","29080"
"In post","2022","London","Asian","Hounslow and Richmond upon Thames","650","600","30720","29080"
"In post","2022","London","Asian","Kensington & Chelsea and Hammersmith & Fulham","120","110","33690","31060"
"In post","2022","London","Asian","Lambeth","370","360","40470","34060"
"In post","2022","London","Asian","Lewisham and Southwark","130","130","31630","31060"
"In post","2022","London","Asian","Merton, Kingston upon Thames and Sutton","90","80","32620","31060"
"In post","2022","London","Asian","Redbridge and Waltham Forest","480","430","29210","30330"
"In post","2022","London","Asian","Tower Hamlets","1050","1020","42520","36970"
"In post","2022","London","Asian","Wandsworth","90","90","29790","29280"
"In post","2022","London","Asian","Westminster","5800","5630","43470","40050"
"In post","2022","London","Black","Barking & Dagenham and Havering","130","130","32240","31060"
"In post","2022","London","Black","Barnet","230","220","34490","31060"
"In post","2022","London","Black","Bexley and Greenwich","290","280","31550","31060"
"In post","2022","London","Black","Brent","130","120","30340","31060"
"In post","2022","London","Black","Bromley","140","130","31120","31060"
"In post","2022","London","Black","Camden and City of London","330","310","29340","27980"
"In post","2022","London","Black","Croydon","1500","1440","34340","31020"
"In post","2022","London","Black","Ealing","90","90","33050","31060"
"In post","2022","London","Black","Enfield","90","90","30650","31060"
"In post","2022","London","Black","Hackney and Newham","930","900","33900","31060"
"In post","2022","London","Black","Haringey and Islington","420","400","31220","31060"
"In post","2022","London","Black","Harrow and Hillingdon","250","240","30330","29130"
"In post","2022","London","Black","Hounslow and Richmond upon Thames","190","180","31530","31060"
"In post","2022","London","Black","Kensington & Chelsea and Hammersmith & Fulham","220","210","31630","31060"
"In post","2022","London","Black","Lambeth","480","470","34050","31880"
"In post","2022","London","Black","Lewisham and Southwark","410","390","32220","31060"
"In post","2022","London","Black","Merton, Kingston upon Thames and Sutton","90","80","31480","31060"
"In post","2022","London","Black","Redbridge and Waltham Forest","230","220","31100","31060"
"In post","2022","London","Black","Tower Hamlets","550","530","39190","34850"
"In post","2022","London","Black","Wandsworth","230","210","31850","31060"
"In post","2022","London","Black","Westminster","3580","3510","39410","35070"
"In post","2022","London","Mixed","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","Barnet","90","80","34660","31060"
"In post","2022","London","Mixed","Bexley and Greenwich","50","50","[c]","[c]"
"In post","2022","London","Mixed","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","Camden and City of London","70","70","39820","31880"
"In post","2022","London","Mixed","Croydon","360","340","38090","35050"
"In post","2022","London","Mixed","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","Hackney and Newham","170","160","39300","32880"
"In post","2022","London","Mixed","Haringey and Islington","90","80","32460","31060"
"In post","2022","London","Mixed","Harrow and Hillingdon","70","60","31600","30600"
"In post","2022","London","Mixed","Hounslow and Richmond upon Thames","90","90","31060","30120"
"In post","2022","London","Mixed","Kensington & Chelsea and Hammersmith & Fulham","50","50","[c]","[c]"
"In post","2022","London","Mixed","Lambeth","130","120","38430","33550"
"In post","2022","London","Mixed","Lewisham and Southwark","60","60","33700","31060"
"In post","2022","London","Mixed","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Mixed","Redbridge and Waltham Forest","30","30","[c]","[c]"
"In post","2022","London","Mixed","Tower Hamlets","210","210","44850","40600"
"In post","2022","London","Mixed","Wandsworth","40","40","[c]","[c]"
"In post","2022","London","Mixed","Westminster","1970","1920","45830","41750"
"In post","2022","London","Other ethnicity","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Barnet","40","40","[c]","[c]"
"In post","2022","London","Other ethnicity","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Brent","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Camden and City of London","40","40","[c]","[c]"
"In post","2022","London","Other ethnicity","Croydon","100","100","36220","31020"
"In post","2022","London","Other ethnicity","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Hackney and Newham","90","90","40210","33440"
"In post","2022","London","Other ethnicity","Haringey and Islington","40","40","[c]","[c]"
"In post","2022","London","Other ethnicity","Harrow and Hillingdon","40","40","[c]","[c]"
"In post","2022","London","Other ethnicity","Hounslow and Richmond upon Thames","40","40","[c]","[c]"
"In post","2022","London","Other ethnicity","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Lambeth","60","50","40440","33820"
"In post","2022","London","Other ethnicity","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Tower Hamlets","90","90","50630","51810"
"In post","2022","London","Other ethnicity","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","London","Other ethnicity","Westminster","610","590","44380","40050"
"In post","2022","London","Undeclared","Barking & Dagenham and Havering","30","30","[c]","[c]"
"In post","2022","London","Undeclared","Barnet","120","100","43340","38930"
"In post","2022","London","Undeclared","Bexley and Greenwich","70","70","33540","31060"
"In post","2022","London","Undeclared","Brent","60","60","33590","30840"
"In post","2022","London","Undeclared","Bromley","40","30","[c]","[c]"
"In post","2022","London","Undeclared","Camden and City of London","110","100","35110","31060"
"In post","2022","London","Undeclared","Croydon","560","530","39690","35680"
"In post","2022","London","Undeclared","Ealing","40","40","[c]","[c]"
"In post","2022","London","Undeclared","Enfield","40","30","[c]","[c]"
"In post","2022","London","Undeclared","Hackney and Newham","390","360","38610","33440"
"In post","2022","London","Undeclared","Haringey and Islington","70","70","30810","31060"
"In post","2022","London","Undeclared","Harrow and Hillingdon","270","240","32820","30410"
"In post","2022","London","Undeclared","Hounslow and Richmond upon Thames","90","80","36540","34070"
"In post","2022","London","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","London","Undeclared","Lambeth","180","170","40840","36200"
"In post","2022","London","Undeclared","Lewisham and Southwark","90","90","33280","31060"
"In post","2022","London","Undeclared","Merton, Kingston upon Thames and Sutton","30","30","[c]","[c]"
"In post","2022","London","Undeclared","Redbridge and Waltham Forest","80","70","29760","31060"
"In post","2022","London","Undeclared","Tower Hamlets","220","210","46990","42320"
"In post","2022","London","Undeclared","Wandsworth","30","30","[c]","[c]"
"In post","2022","London","Undeclared","Westminster","1900","1850","49260","46070"
"In post","2022","London","Unknown","Barking & Dagenham and Havering","60","60","31700","31060"
"In post","2022","London","Unknown","Barnet","100","90","35010","31060"
"In post","2022","London","Unknown","Bexley and Greenwich","270","270","30190","30460"
"In post","2022","London","Unknown","Brent","90","80","31530","30600"
"In post","2022","London","Unknown","Bromley","50","40","[c]","[c]"
"In post","2022","London","Unknown","Camden and City of London","250","240","31430","24310"
"In post","2022","London","Unknown","Croydon","1520","1490","39120","35050"
"In post","2022","London","Unknown","Ealing","50","40","[c]","[c]"
"In post","2022","London","Unknown","Enfield","40","30","[c]","[c]"
"In post","2022","London","Unknown","Hackney and Newham","1150","1090","39630","37610"
