"Status","Year","Organisation","Region_ITL3","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Education (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Berkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bradford","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Brent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bristol, City of","G6/G7","80","70","54610","50400"
"In post","2022","Department for Education (excl. agencies)","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Bristol, City of","SEO/HEO","100","100","36080","36500"
"In post","2022","Department for Education (excl. agencies)","Bromley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Coventry","EO","90","80","25410","25000"
"In post","2022","Department for Education (excl. agencies)","Coventry","G6/G7","170","160","54050","50400"
"In post","2022","Department for Education (excl. agencies)","Coventry","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Coventry","SEO/HEO","300","290","33970","36500"
"In post","2022","Department for Education (excl. agencies)","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Croydon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Croydon","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Darlington","AA/AO","30","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Darlington","EO","90","90","25530","25000"
"In post","2022","Department for Education (excl. agencies)","Darlington","G6/G7","160","150","53000","50400"
"In post","2022","Department for Education (excl. agencies)","Darlington","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Darlington","SEO/HEO","330","320","34720","36500"
"In post","2022","Department for Education (excl. agencies)","Derby","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Devon CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Devon CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Ealing","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Riding of Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","East Sussex CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Enfield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Essex Haven Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Gloucestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester South East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Greater Manchester South West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Gwent Valleys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Gwynedd","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Haringey and Islington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Harrow and Hillingdon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Hertfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Hertfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Hertfordshire CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Hertfordshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Hounslow and Richmond upon Thames","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Kent Thames Gateway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Kingston upon Hull, City of","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lambeth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lancaster and Wyre","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leeds","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leeds","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leeds","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leicester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lewisham and Southwark","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lincolnshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Lincolnshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Liverpool","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Luton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Manchester","EO","130","120","25220","25000"
"In post","2022","Department for Education (excl. agencies)","Manchester","G6/G7","340","330","53560","50350"
"In post","2022","Department for Education (excl. agencies)","Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Manchester","SEO/HEO","480","470","34230","36500"
"In post","2022","Department for Education (excl. agencies)","Medway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Merton, Kingston upon Thames and Sutton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Merton, Kingston upon Thames and Sutton","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Mid Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Mid Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","North Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","North Yorkshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Northumberland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Nottingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Nottingham","EO","40","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Nottingham","G6/G7","90","90","53370","50350"
"In post","2022","Department for Education (excl. agencies)","Nottingham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Nottingham","SEO/HEO","130","130","35060","36500"
"In post","2022","Department for Education (excl. agencies)","Oxfordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Perth and Kinross, and Stirling","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Portsmouth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Powys","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Redbridge and Waltham Forest","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Scottish Borders","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Sefton","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Sheffield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Sheffield","EO","140","140","25420","25000"
"In post","2022","Department for Education (excl. agencies)","Sheffield","G6/G7","380","360","53810","50630"
"In post","2022","Department for Education (excl. agencies)","Sheffield","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Sheffield","SEO/HEO","630","600","34790","36500"
"In post","2022","Department for Education (excl. agencies)","Shropshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Solihull","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Somerset CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","South Teesside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Staffordshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Suffolk CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Swansea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Telford and Wrekin","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Tower Hamlets","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Tyneside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Tyneside","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Tyneside","G6/G7","30","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Tyneside","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Tyneside","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Wakefield","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Wandsworth","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Warrington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Warwickshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Surrey","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Sussex (North East)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","West Sussex (South West)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Westminster","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Westminster","EO","180","180","29260","29500"
"In post","2022","Department for Education (excl. agencies)","Westminster","G6/G7","920","880","58820","54640"
"In post","2022","Department for Education (excl. agencies)","Westminster","SCS","150","150","82280","74340"
"In post","2022","Department for Education (excl. agencies)","Westminster","SEO/HEO","730","710","38760","40230"
"In post","2022","Department for Education (excl. agencies)","Wiltshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Wirral","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Wirral","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","Worcestershire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","York","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education (excl. agencies)","York","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Aberdeen City and Aberdeenshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Angus and Dundee City","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Armagh City, Banbridge and Craigavon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnet","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Barnsley, Doncaster and Rotherham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Belfast","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","G6/G7","60","50","52970","49440"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Berkshire","SEO/HEO","80","80","36350","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bexley and Greenwich","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bexley and Greenwich","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Birmingham","SEO/HEO","50","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Blackburn with Darwen","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bournemouth, Christchurch and Poole","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bradford","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Brighton and Hove","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","EO","60","50","24550","24920"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","G6/G7","340","320","51980","49000"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Bristol, City of","SEO/HEO","490","470","34100","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Calderdale and Kirklees","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cambridgeshire CC","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cardiff and Vale of Glamorgan","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Bedfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Central Hampshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire East","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Chorley and West Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Chorley and West Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","City of Edinburgh","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","City of Edinburgh","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Conwy and Denbighshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Coventry","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Croydon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Darlington","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","G6/G7","40","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Devon CC","SEO/HEO","70","70","34400","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dorset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dudley","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dudley","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dumfries and Galloway","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Dumfries and Galloway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Ealing","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","East Lancashire","G6/G7","[c]","[c]","[c]","[c]"
