"Status","Year","Ethnicity","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Mixed","Northern Ireland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Foreign, Commonwealth and Development Office (excl. agencies)","80","80","49200","51640"
"In post","2021","Mixed","Overseas","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Department for Work and Pensions (excl. agencies)","50","50","25370","27570"
"In post","2021","Mixed","Scotland","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","HM Revenue and Customs (excl. agencies)","40","40","[c]","[c]"
"In post","2021","Mixed","Scotland","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Scottish Government (excl. agencies)","70","70","44640","39660"
"In post","2021","Mixed","Scotland","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Scotland","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Department for Work and Pensions (excl. agencies)","140","140","27030","27570"
"In post","2021","Mixed","South East (England)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","HM Prison and Probation Service","160","160","32220","31610"
"In post","2021","Mixed","South East (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Home Office (incl. agencies)","40","40","[c]","[c]"
"In post","2021","Mixed","South East (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Ministry of Defence (excl. agencies)","90","90","35250","31620"
"In post","2021","Mixed","South East (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","United Kingdom Statistics Authority","30","30","[c]","[c]"
"In post","2021","Mixed","South East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South East (England)","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Defence Equipment and Support","130","130","35220","32060"
"In post","2021","Mixed","South West (England)","Defence Science and Technology Laboratory","30","30","[c]","[c]"
"In post","2021","Mixed","South West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Department for Work and Pensions (excl. agencies)","100","90","25160","27570"
"In post","2021","Mixed","South West (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Government Legal Department","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","HM Prison and Probation Service","60","60","30730","28300"
"In post","2021","Mixed","South West (England)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Ministry of Defence (excl. agencies)","80","80","35930","33300"
"In post","2021","Mixed","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","South West (England)","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Department for Work and Pensions (excl. agencies)","60","60","26020","27570"
"In post","2021","Mixed","Wales","Driver and Vehicle Licensing Agency","40","40","[c]","[c]"
"In post","2021","Mixed","Wales","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","HM Prison and Probation Service","40","40","[c]","[c]"
"In post","2021","Mixed","Wales","HM Revenue and Customs (excl. agencies)","60","60","28170","25560"
"In post","2021","Mixed","Wales","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","United Kingdom Statistics Authority","40","40","[c]","[c]"
"In post","2021","Mixed","Wales","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Wales","Welsh Government (excl. agencies)","60","60","39190","37410"
"In post","2021","Mixed","Wales","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Department for Work and Pensions (excl. agencies)","150","140","25570","27570"
"In post","2021","Mixed","West Midlands (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","HM Courts and Tribunals Service","40","30","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","HM Prison and Probation Service","120","110","29470","24940"
"In post","2021","Mixed","West Midlands (England)","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Public Health England","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
