"Status","Year","Function_of_post","Parent_department","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Commercial","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Department of Health and Social Care","Unknown","70","70","45890","40650"
"New entrant CS","2021","Commercial","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Revenue and Customs","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Declared non-disabled","120","120","30880","26670"
"New entrant CS","2021","Commercial","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Defence","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Other Cabinet Office Agencies","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","UK Export Finance","Declared non-disabled","50","40","[c]","[c]"
"New entrant CS","2021","Commercial","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Cabinet Office","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Education","Unknown","50","50","31440","28500"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Department of Health and Social Care","Unknown","60","50","39780","27270"
"New entrant CS","2021","Communications","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","Declared non-disabled","260","260","26770","25560"
"New entrant CS","2021","Communications","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Revenue and Customs","Unknown","460","460","26540","25560"
"New entrant CS","2021","Communications","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Justice","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","The National Archives","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","The National Archives","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Export Finance","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Export Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Supreme Court","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","UK Supreme Court","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Wales Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Water Services Regulation Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Water Services Regulation Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Welsh Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Welsh Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Cabinet Office","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Transport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Revenue and Customs","Unknown","80","80","28470","25560"
"New entrant CS","2021","Counter Fraud","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Revenue and Customs","Declared non-disabled","260","250","20550","20140"
"New entrant CS","2021","Debt","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Revenue and Customs","Unknown","670","660","20420","20140"
"New entrant CS","2021","Debt","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Attorney General's Departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Attorney General's Departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Declared non-disabled","90","90","45590","40600"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Cabinet Office","Unknown","70","70","42270","40600"
"New entrant CS","2021","Digital, Data & Technology","Chancellor's other departments","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Chancellor's other departments","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Competition and Markets Authority","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Competition and Markets Authority","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Declared non-disabled","90","90","34590","32060"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Education","Unknown","80","80","39920","36500"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Declared non-disabled","90","90","39330","35900"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for International Trade","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Declared non-disabled","80","80","37530","33730"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Transport","Unknown","60","50","38600","33350"
"New entrant CS","2021","Digital, Data & Technology","Department for Work and Pensions","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department for Work and Pensions","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department of Health and Social Care","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department of Health and Social Care","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Department of Health and Social Care","Unknown","50","50","39820","32790"
"New entrant CS","2021","Digital, Data & Technology","Food Standards Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Food Standards Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Land Registry","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Land Registry","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Land Registry","Unknown","100","100","31890","27130"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Declared non-disabled","90","80","37410","31810"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Revenue and Customs","Unknown","160","160","37780","31810"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Declared non-disabled","60","60","30370","27850"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Declared non-disabled","110","110","48220","46500"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Ministry of Justice","Unknown","90","90","50700","52850"
"New entrant CS","2021","Digital, Data & Technology","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","National Crime Agency","Unknown","70","60","35960","32260"
"New entrant CS","2021","Digital, Data & Technology","Office for Standards in Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office for Standards in Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","Other Cabinet Office Agencies","Declared disabled","[c]","[c]","[c]","[c]"
