"Status","Year","Region_ITL1","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Attorney General's Departments","270","260","37450","30370"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","190","170","31230","30950"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Education","290","280","41750","37100"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Environment, Food and Rural Affairs","160","150","32770","29190"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Transport","440","420","35050","31380"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Department for Work and Pensions","2690","2390","28460","27570"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Department of Health and Social Care","170","160","43750","36330"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","HM Land Registry","560","510","31980","27130"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","HM Revenue and Customs","3480","3270","32740","31810"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Ministry of Defence","250","240","29430","26350"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","50","50","[c]","[c]"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Ministry of Justice","3460","3210","27300","24610"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","National Crime Agency","70","60","37210","36410"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Office for Standards in Education","170","160","44560","39850"
"In post","2021","East Midlands (England)","Derbyshire and Nottinghamshire","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Attorney General's Departments","160","140","39390","38470"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Transport","170","160","31390","27250"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department for Work and Pensions","1640","1460","25540","27570"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HM Land Registry","310","290","29170","27130"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","HM Revenue and Customs","440","380","26470","21440"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Home Office","210","190","28170","26160"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","440","420","28550","22500"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","2750","2540","26870","24000"
"In post","2021","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","National Crime Agency","80","80","36460","37590"
"In post","2021","East Midlands (England)","Lincolnshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Department for Environment, Food and Rural Affairs","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Department for Transport","50","40","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Department for Work and Pensions","550","480","26440","27570"
"In post","2021","East Midlands (England)","Lincolnshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","East Midlands (England)","Lincolnshire","Ministry of Defence","1130","1100","28000","25000"
"In post","2021","East Midlands (England)","Lincolnshire","Ministry of Justice","930","880","28270","26300"
"In post","2021","East Midlands (England)","Lincolnshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Attorney General's Departments","170","150","42490","40000"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Department for Transport","120","120","29890","30350"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Department for Work and Pensions","1170","1070","29550","29290"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Department of Health and Social Care","340","330","44700","41010"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","HM Revenue and Customs","60","50","30510","29570"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Home Office","280","250","28740","26520"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Ministry of Defence","800","780","35970","33690"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"In post","2021","East of England","Bedfordshire and Hertfordshire","Ministry of Justice","1330","1250","28360","27850"
"In post","2021","East of England","Bedfordshire and Hertfordshire","National Crime Agency","120","110","39150","39700"
"In post","2021","East of England","East Anglia","Attorney General's Departments","120","110","36490","28430"
"In post","2021","East of England","East Anglia","Cabinet Office","110","110","47220","40250"
"In post","2021","East of England","East Anglia","Department for Business, Energy and Industrial Strategy","140","130","32090","30950"
"In post","2021","East of England","East Anglia","Department for Education","40","40","[c]","[c]"
"In post","2021","East of England","East Anglia","Department for Environment, Food and Rural Affairs","760","720","34490","30220"
"In post","2021","East of England","East Anglia","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","East of England","East Anglia","Department for Transport","180","170","28420","26780"
"In post","2021","East of England","East Anglia","Department for Work and Pensions","1870","1640","27130","27570"
"In post","2021","East of England","East Anglia","Department of Health and Social Care","320","290","42820","34700"
"In post","2021","East of England","East Anglia","Food Standards Agency","40","30","[c]","[c]"
"In post","2021","East of England","East Anglia","HM Land Registry","280","260","31050","27130"
"In post","2021","East of England","East Anglia","HM Revenue and Customs","680","630","30360","28130"
"In post","2021","East of England","East Anglia","HM Treasury","70","70","30090","23780"
"In post","2021","East of England","East Anglia","Home Office","830","750","24910","21430"
"In post","2021","East of England","East Anglia","Ministry of Defence","2400","2320","29900","26930"
"In post","2021","East of England","East Anglia","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","East of England","East Anglia","Ministry of Justice","4300","4030","28980","27850"
"In post","2021","East of England","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","East Anglia","Office for Standards in Education","100","100","62230","64500"
"In post","2021","East of England","East Anglia","Other Cabinet Office Agencies","170","160","35200","33340"
"In post","2021","East of England","Essex","Attorney General's Departments","190","170","41150","35020"
"In post","2021","East of England","Essex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex","Department for Environment, Food and Rural Affairs","60","50","30500","28340"
"In post","2021","East of England","Essex","Department for Transport","90","80","32890","26780"
"In post","2021","East of England","Essex","Department for Work and Pensions","1660","1500","29500","29290"
"In post","2021","East of England","Essex","Department of Health and Social Care","80","70","46700","38200"
"In post","2021","East of England","Essex","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex","HM Revenue and Customs","1100","1000","33300","31810"
"In post","2021","East of England","Essex","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","East of England","Essex","Home Office","850","770","27190","25310"
"In post","2021","East of England","Essex","Ministry of Defence","610","590","33260","28750"
"In post","2021","East of England","Essex","Ministry of Justice","900","840","28090","25850"
"In post","2021","East of England","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - East","Cabinet Office","900","880","52110","54700"
"In post","2021","London","Inner London - East","Competition and Markets Authority","790","760","60810","56630"
"In post","2021","London","Inner London - East","Department for Business, Energy and Industrial Strategy","250","240","42830","42790"
"In post","2021","London","Inner London - East","Department for Transport","110","100","32660","32740"
"In post","2021","London","Inner London - East","Department for Work and Pensions","2980","2780","30710","31060"
"In post","2021","London","Inner London - East","Department of Health and Social Care","2860","2660","49530","41690"
"In post","2021","London","Inner London - East","HM Revenue and Customs","2800","2650","43570","38430"
"In post","2021","London","Inner London - East","Home Office","510","490","35090","30070"
"In post","2021","London","Inner London - East","Ministry of Defence","70","70","26310","24350"
"In post","2021","London","Inner London - East","Ministry of Justice","3380","3270","35380","32870"
"In post","2021","London","Inner London - East","National Crime Agency","1570","1530","43970","40170"
"In post","2021","London","Inner London - East","Office of Gas and Electricity Markets","670","660","51150","47180"
"In post","2021","London","Inner London - East","Office of Rail and Road","210","200","55460","55430"
"In post","2021","London","Inner London - East","Other Cabinet Office Agencies","70","70","50350","49300"
"In post","2021","London","Inner London - West","Attorney General's Departments","4510","4250","50510","51250"
"In post","2021","London","Inner London - West","Cabinet Office","5550","5480","49460","40600"
"In post","2021","London","Inner London - West","Chancellor's other departments","360","350","59470","50060"
"In post","2021","London","Inner London - West","Charity Commission","70","70","42950","37910"
"In post","2021","London","Inner London - West","Department for Business, Energy and Industrial Strategy","5210","5100","49150","52080"
"In post","2021","London","Inner London - West","Department for Digital, Culture, Media and Sport","1710","1680","49440","51730"
"In post","2021","London","Inner London - West","Department for Education","2580","2490","50360","53420"
"In post","2021","London","Inner London - West","Department for Environment, Food and Rural Affairs","2510","2440","45300","39910"
"In post","2021","London","Inner London - West","Department for International Trade","2320","2290","45240","38950"
"In post","2021","London","Inner London - West","Department for Transport","2980","2930","48780","44030"
"In post","2021","London","Inner London - West","Department for Work and Pensions","2710","2590","42680","36650"
"In post","2021","London","Inner London - West","Department of Health and Social Care","2440","2390","48400","41890"
"In post","2021","London","Inner London - West","Food Standards Agency","470","460","42540","40350"
"In post","2021","London","Inner London - West","Foreign, Commonwealth and Development Office","4260","4160","49350","44880"
"In post","2021","London","Inner London - West","HM Revenue and Customs","3250","3120","46550","41760"
"In post","2021","London","Inner London - West","HM Treasury","2320","2270","48890","52500"
"In post","2021","London","Inner London - West","Home Office","4500","4360","47130","41970"
"In post","2021","London","Inner London - West","Ministry of Defence","2980","2940","44680","42200"
"In post","2021","London","Inner London - West","Ministry of Housing, Communities and Local Government","1870","1830","48290","53130"
"In post","2021","London","Inner London - West","Ministry of Justice","6940","6720","38490","33260"
"In post","2021","London","Inner London - West","Northern Ireland Office","80","80","50360","47630"
"In post","2021","London","Inner London - West","Office for Standards in Education","450","440","56860","51360"
"In post","2021","London","Inner London - West","Other Cabinet Office Agencies","80","80","50750","54180"
"In post","2021","London","Inner London - West","Scotland Office","40","30","[c]","[c]"
"In post","2021","London","Inner London - West","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - West","UK Export Finance","400","390","53500","48830"
"In post","2021","London","Inner London - West","UK Supreme Court","60","50","38600","35150"
"In post","2021","London","Inner London - West","United Kingdom Statistics Authority","390","380","42630","32540"
"In post","2021","London","Inner London - West","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","London","Inner London - West","Water Services Regulation Authority","70","70","69430","66360"
"In post","2021","London","Inner London - West","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","Department for Transport","140","130","32320","30780"
"In post","2021","London","Outer London - East and North East","Department for Work and Pensions","1940","1780","30190","31060"
"In post","2021","London","Outer London - East and North East","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - East and North East","Ministry of Defence","120","120","32770","33950"
"In post","2021","London","Outer London - East and North East","Ministry of Justice","1550","1470","30860","30150"
"In post","2021","London","Outer London - South","Attorney General's Departments","100","90","38650","31180"
"In post","2021","London","Outer London - South","Cabinet Office","50","50","43890","32000"
"In post","2021","London","Outer London - South","Department for Business, Energy and Industrial Strategy","70","60","32350","27650"
"In post","2021","London","Outer London - South","Department for Education","50","50","[c]","[c]"
"In post","2021","London","Outer London - South","Department for Transport","70","60","32180","30780"
"In post","2021","London","Outer London - South","Department for Work and Pensions","840","790","30800","31060"
"In post","2021","London","Outer London - South","HM Land Registry","380","360","41430","37290"
"In post","2021","London","Outer London - South","HM Revenue and Customs","2420","2290","39040","36160"
"In post","2021","London","Outer London - South","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - South","Home Office","5310","5030","38510","35070"
"In post","2021","London","Outer London - South","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - South","Ministry of Justice","1360","1290","33810","28960"
"In post","2021","London","Outer London - South","National Crime Agency","80","80","41780","40590"
"In post","2021","London","Outer London - West and North West","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - West and North West","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","London","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","90","90","43130","40220"
"In post","2021","London","Outer London - West and North West","Department for Environment, Food and Rural Affairs","90","80","34110","31800"
"In post","2021","London","Outer London - West and North West","Department for Transport","140","130","32500","30780"
"In post","2021","London","Outer London - West and North West","Department for Work and Pensions","1710","1590","30890","31060"
"In post","2021","London","Outer London - West and North West","Department of Health and Social Care","1120","1050","43220","39350"
"In post","2021","London","Outer London - West and North West","HM Revenue and Customs","240","220","34330","31120"
"In post","2021","London","Outer London - West and North West","Home Office","3010","2710","31930","29080"
"In post","2021","London","Outer London - West and North West","Ministry of Defence","710","680","30670","29250"
"In post","2021","London","Outer London - West and North West","Ministry of Justice","1380","1310","30680","28960"
"In post","2021","London","Outer London - West and North West","The National Archives","540","520","35580","33330"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Attorney General's Departments","240","220","37990","32370"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Cabinet Office","400","380","28460","23850"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","210","190","31390","30950"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department for Education","80","80","39120","36780"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","540","500","32020","29180"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department for Transport","310","280","27240","26470"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department for Work and Pensions","7280","6480","27920","27570"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Department of Health and Social Care","140","120","45510","38690"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","HM Revenue and Customs","10470","9290","27920","25560"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Home Office","260","260","27950","25400"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Ministry of Defence","180","180","24810","21130"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","60","60","40230","36340"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Ministry of Justice","1060","960","26010","22260"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","National Crime Agency","100","100","35440","36410"
"In post","2021","North East (England)","Northumberland and Tyne and Wear","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Attorney General's Departments","100","90","38060","32370"
"In post","2021","North East (England)","Tees Valley and Durham","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Department for Education","710","680","38100","36780"
"In post","2021","North East (England)","Tees Valley and Durham","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Department for Transport","60","50","29730","27110"
"In post","2021","North East (England)","Tees Valley and Durham","Department for Work and Pensions","2340","2050","25060","27570"
"In post","2021","North East (England)","Tees Valley and Durham","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","HM Land Registry","710","650","28370","27130"
"In post","2021","North East (England)","Tees Valley and Durham","HM Revenue and Customs","810","740","23890","21100"
"In post","2021","North East (England)","Tees Valley and Durham","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Home Office","1030","880","24510","21430"
"In post","2021","North East (England)","Tees Valley and Durham","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","North East (England)","Tees Valley and Durham","Ministry of Justice","3390","3150","29030","27330"
"In post","2021","North East (England)","Tees Valley and Durham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Department for Environment, Food and Rural Affairs","310","290","36060","31030"
"In post","2021","North West (England)","Cheshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Department for Work and Pensions","970","880","26000","27570"
"In post","2021","North West (England)","Cheshire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Home Office","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cheshire","Ministry of Defence","70","60","29580","27370"
"In post","2021","North West (England)","Cheshire","Ministry of Housing, Communities and Local Government","60","60","37510","33770"
"In post","2021","North West (England)","Cheshire","Ministry of Justice","1240","1160","28970","26630"
"In post","2021","North West (England)","Cheshire","National Crime Agency","1190","1170","36300","36410"
"In post","2021","North West (England)","Cumbria","Attorney General's Departments","40","30","[c]","[c]"
"In post","2021","North West (England)","Cumbria","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","Department for Environment, Food and Rural Affairs","1000","900","25920","21050"
"In post","2021","North West (England)","Cumbria","Department for Transport","30","30","[c]","[c]"
"In post","2021","North West (England)","Cumbria","Department for Work and Pensions","280","240","27170","27570"
"In post","2021","North West (England)","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Cumbria","Ministry of Defence","390","380","33240","29760"
"In post","2021","North West (England)","Cumbria","Ministry of Justice","400","360","27630","25790"
"In post","2021","North West (England)","Greater Manchester","Attorney General's Departments","370","340","41260","38000"
"In post","2021","North West (England)","Greater Manchester","Cabinet Office","270","270","45320","38650"
"In post","2021","North West (England)","Greater Manchester","Department for Business, Energy and Industrial Strategy","360","340","32560","30950"
"In post","2021","North West (England)","Greater Manchester","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Department for Education","1140","1120","40360","36780"
"In post","2021","North West (England)","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Department for Transport","160","150","27540","26740"
"In post","2021","North West (England)","Greater Manchester","Department for Work and Pensions","5140","4700","27390","27570"
"In post","2021","North West (England)","Greater Manchester","Department of Health and Social Care","390","360","34000","28200"
"In post","2021","North West (England)","Greater Manchester","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","HM Revenue and Customs","5790","5460","31920","31810"
"In post","2021","North West (England)","Greater Manchester","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Home Office","1570","1510","30600","26410"
"In post","2021","North West (England)","Greater Manchester","Ministry of Defence","480","450","28030","22310"
"In post","2021","North West (England)","Greater Manchester","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Ministry of Justice","3360","3140","27660","24440"
"In post","2021","North West (England)","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Office for Standards in Education","500","480","39650","32010"
"In post","2021","North West (England)","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Greater Manchester","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","Attorney General's Departments","180","170","40040","38000"
"In post","2021","North West (England)","Lancashire","Cabinet Office","50","50","[c]","[c]"
"In post","2021","North West (England)","Lancashire","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","Department for Business, Energy and Industrial Strategy","50","50","33410","31700"
"In post","2021","North West (England)","Lancashire","Department for Environment, Food and Rural Affairs","100","100","33340","29690"
"In post","2021","North West (England)","Lancashire","Department for Transport","110","100","28520","26780"
"In post","2021","North West (England)","Lancashire","Department for Work and Pensions","7670","6950","27270","27570"
"In post","2021","North West (England)","Lancashire","Department of Health and Social Care","70","60","41490","34800"
"In post","2021","North West (England)","Lancashire","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","HM Land Registry","410","370","29070","27130"
"In post","2021","North West (England)","Lancashire","HM Revenue and Customs","1970","1740","27380","21440"
"In post","2021","North West (England)","Lancashire","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Lancashire","Ministry of Defence","580","530","29510","26670"
"In post","2021","North West (England)","Lancashire","Ministry of Justice","2800","2580","29070","26810"
"In post","2021","North West (England)","Lancashire","National Crime Agency","80","70","36160","36410"
"In post","2021","North West (England)","Merseyside","Attorney General's Departments","360","350","37570","30930"
"In post","2021","North West (England)","Merseyside","Cabinet Office","130","120","49120","49700"
"In post","2021","North West (England)","Merseyside","Charity Commission","310","290","32780","29160"
"In post","2021","North West (England)","Merseyside","Department for Business, Energy and Industrial Strategy","50","50","[c]","[c]"
"In post","2021","North West (England)","Merseyside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Merseyside","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Merseyside","Department for Transport","130","120","31510","26780"
"In post","2021","North West (England)","Merseyside","Department for Work and Pensions","4560","4020","28510","27570"
"In post","2021","North West (England)","Merseyside","Department of Health and Social Care","120","110","45470","37910"
"In post","2021","North West (England)","Merseyside","HM Land Registry","500","440","29650","27130"
"In post","2021","North West (England)","Merseyside","HM Revenue and Customs","5130","4690","29300","25560"
"In post","2021","North West (England)","Merseyside","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Merseyside","Home Office","5580","5120","26050","24890"
"In post","2021","North West (England)","Merseyside","Ministry of Defence","370","350","26580","22080"
"In post","2021","North West (England)","Merseyside","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","North West (England)","Merseyside","Ministry of Justice","1760","1620","27570","24800"
"In post","2021","North West (England)","Merseyside","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","North West (England)","Merseyside","Other Cabinet Office Agencies","400","390","38230","34800"
"In post","2021","Northern Ireland","Northern Ireland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Department for Transport","40","40","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Northern Ireland","Food Standards Agency","80","80","38880","37910"
"In post","2021","Northern Ireland","Northern Ireland","HM Revenue and Customs","2000","1850","28510","25560"
"In post","2021","Northern Ireland","Northern Ireland","Home Office","540","490","25380","24890"
"In post","2021","Northern Ireland","Northern Ireland","Ministry of Defence","920","890","24300","20310"
"In post","2021","Northern Ireland","Northern Ireland","National Crime Agency","110","110","39890","39200"
"In post","2021","Northern Ireland","Northern Ireland","Northern Ireland Office","90","80","38110","34990"
"In post","2021","Overseas","Overseas","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Department for International Trade","160","160","56610","54470"
"In post","2021","Overseas","Overseas","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Foreign, Commonwealth and Development Office","2280","2270","52030","53470"
"In post","2021","Overseas","Overseas","Home Office","330","320","28290","27370"
"In post","2021","Overseas","Overseas","Ministry of Defence","790","790","42510","40580"
"In post","2021","Overseas","Overseas","National Crime Agency","130","130","66390","64330"
"In post","2021","Overseas","Overseas","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","Overseas","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Competition and Markets Authority","50","50","56490","55860"
"In post","2021","Scotland","Eastern Scotland","Department for Business, Energy and Industrial Strategy","140","130","27470","23560"
"In post","2021","Scotland","Eastern Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2021","Scotland","Eastern Scotland","Department for Environment, Food and Rural Affairs","60","60","34060","29180"
