"Status","Year","Region_ITL1","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","East of England","Essex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East of England","Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Cabinet Office","50","50","49140","47930"
"Leaver Dept.","2021","London","Inner London - East","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Department of Health and Social Care","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","HM Revenue and Customs","100","100","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Ministry of Justice","100","100","43440","36800"
"Leaver Dept.","2021","London","Inner London - East","National Crime Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - East","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Attorney General's Departments","150","140","44950","43920"
"Leaver Dept.","2021","London","Inner London - West","Cabinet Office","610","600","45730","39070"
"Leaver Dept.","2021","London","Inner London - West","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Department for Business, Energy and Industrial Strategy","430","390","46980","40220"
"Leaver Dept.","2021","London","Inner London - West","Department for Digital, Culture, Media and Sport","200","200","46890","49600"
"Leaver Dept.","2021","London","Inner London - West","Department for Education","170","170","45200","40940"
"Leaver Dept.","2021","London","Inner London - West","Department for Environment, Food and Rural Affairs","300","290","41740","35670"
"Leaver Dept.","2021","London","Inner London - West","Department for International Trade","210","210","41380","37410"
"Leaver Dept.","2021","London","Inner London - West","Department for Transport","190","190","45390","42460"
"Leaver Dept.","2021","London","Inner London - West","Department for Work and Pensions","130","130","45520","38990"
"Leaver Dept.","2021","London","Inner London - West","Department of Health and Social Care","140","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Foreign, Commonwealth and Development Office","250","50","52140","52430"
"Leaver Dept.","2021","London","Inner London - West","HM Revenue and Customs","230","220","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","HM Treasury","140","140","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Home Office","380","360","46840","41960"
"Leaver Dept.","2021","London","Inner London - West","Ministry of Defence","140","130","47550","45200"
"Leaver Dept.","2021","London","Inner London - West","Ministry of Housing, Communities and Local Government","320","310","41320","34690"
"Leaver Dept.","2021","London","Inner London - West","Ministry of Justice","350","350","40390","35910"
"Leaver Dept.","2021","London","Inner London - West","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Inner London - West","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - East and North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - South","Home Office","150","140","40570","34960"
"Leaver Dept.","2021","London","Outer London - South","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","London","Outer London - West and North West","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Cabinet Office","40","40","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Department for Work and Pensions","160","150","27250","27570"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","HM Revenue and Customs","170","160","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Northumberland and Tyne and Wear","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","HM Revenue and Customs","50","50","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Tees Valley and Durham","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cheshire","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cumbria","Department for Environment, Food and Rural Affairs","40","30","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cumbria","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cumbria","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Department for Work and Pensions","110","110","28480","27570"
"Leaver Dept.","2021","North West (England)","Greater Manchester","HM Revenue and Customs","170","170","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Home Office","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Greater Manchester","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Department for Work and Pensions","70","70","31650","27570"
"Leaver Dept.","2021","North West (England)","Lancashire","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Department for Work and Pensions","60","60","30170","27570"
"Leaver Dept.","2021","North West (England)","Merseyside","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Home Office","140","120","26370","24310"
"Leaver Dept.","2021","North West (England)","Merseyside","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","North West (England)","Merseyside","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Department for International Trade","40","40","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Overseas","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Department for Work and Pensions","50","50","26130","27570"
"Leaver Dept.","2021","Scotland","Eastern Scotland","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Eastern Scotland","Scottish Government","50","50","37360","33620"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Highlands and Islands","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","North Eastern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","North Eastern Scotland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","North Eastern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Foreign, Commonwealth and Development Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","HM Revenue and Customs","40","40","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Department for Work and Pensions","90","80","25530","27570"
"Leaver Dept.","2021","Scotland","West Central Scotland","HM Revenue and Customs","90","90","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Home Office","40","30","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland","West Central Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Ministry of Defence","50","50","39330","33300"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Hampshire and Isle of Wight","United Kingdom Statistics Authority","50","50","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","Ministry of Justice","40","30","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Kent","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South East (England)","Surrey, East and West Sussex","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cornwall and Isles of Scilly","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cornwall and Isles of Scilly","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Devon","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Dorset and Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Work and Pensions","40","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","450","450","35790","32710"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","30","30","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Cabinet Office","630","630","34640","32000"
"Leaver Dept.","2021","Unknown","Unknown","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Department for Work and Pensions","50","40","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","HM Revenue and Customs","110","110","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2021","Wales","East Wales","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
