"Status","Year","Organisation","Region_ITL2","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Institute for Apprenticeships and Technical Education","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Greater Manchester","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Inner London - West","Department for Education","110","110","53820","53950"
"In post","2021","Institute for Apprenticeships and Technical Education","South Yorkshire","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Tees Valley and Durham","Department for Education","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","West Midlands","Department for Education","100","100","44040","49960"
"In post","2021","Legal Aid Agency","Derbyshire and Nottinghamshire","Ministry of Justice","180","160","23090","19970"
"In post","2021","Legal Aid Agency","East Anglia","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","East Wales","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","80","70","29090","22570"
"In post","2021","Legal Aid Agency","Greater Manchester","Ministry of Justice","70","60","28780","23140"
"In post","2021","Legal Aid Agency","Inner London - East","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Inner London - West","Ministry of Justice","170","160","44790","40530"
"In post","2021","Legal Aid Agency","Kent","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Lancashire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Merseyside","Ministry of Justice","180","170","24240","22570"
"In post","2021","Legal Aid Agency","Northumberland and Tyne and Wear","Ministry of Justice","260","240","23180","21170"
"In post","2021","Legal Aid Agency","South Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Surrey, East and West Sussex","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Tees Valley and Durham","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","West Central Scotland","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","West Midlands","Ministry of Justice","110","110","25030","21170"
"In post","2021","Legal Aid Agency","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","West Yorkshire","Ministry of Justice","50","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Cornwall and Isles of Scilly","Department for Transport","40","30","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Devon","Department for Transport","30","30","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Dorset and Somerset","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Anglia","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Wales","Department for Transport","50","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","East Yorkshire and Northern Lincolnshire","Department for Transport","70","70","39330","31780"
"In post","2021","Maritime and Coastguard Agency","Essex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Hampshire and Isle of Wight","Department for Transport","680","650","37260","32180"
"In post","2021","Maritime and Coastguard Agency","Highlands and Islands","Department for Transport","70","60","32910","32560"
"In post","2021","Maritime and Coastguard Agency","Kent","Department for Transport","40","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Lincolnshire","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Merseyside","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","North Eastern Scotland","Department for Transport","50","50","34890","31760"
"In post","2021","Maritime and Coastguard Agency","Northern Ireland","Department for Transport","40","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Northumberland and Tyne and Wear","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outer London - East and North East","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Southern Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Surrey, East and West Sussex","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Tees Valley and Durham","Department for Transport","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","West Central Scotland","Department for Transport","40","40","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","West Wales and The Valleys","Department for Transport","60","60","30930","31470"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","Department of Health and Social Care","320","310","44060","41010"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Inner London - East","Department of Health and Social Care","1000","970","49410","41770"
"In post","2021","Met Office","Bedfordshire and Hertfordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Berkshire, Buckinghamshire and Oxfordshire","Department for Business, Energy and Industrial Strategy","50","40","[c]","[c]"
"In post","2021","Met Office","Cornwall and Isles of Scilly","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Derbyshire and Nottinghamshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Devon","Department for Business, Energy and Industrial Strategy","1720","1640","40390","39650"
"In post","2021","Met Office","East Anglia","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","East Wales","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Eastern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Gloucestershire, Wiltshire and Bath/Bristol area","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Greater Manchester","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Hampshire and Isle of Wight","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Met Office","Highlands and Islands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Inner London - West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Lancashire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Lincolnshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","North Eastern Scotland","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"In post","2021","Met Office","North Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outer London - West and North West","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Shropshire and Staffordshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Southern Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Surrey, East and West Sussex","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","West Central Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","West Midlands","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","West Wales and The Valleys","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","West Yorkshire","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","Ministry of Defence","740","730","35930","33630"
"In post","2021","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Defence","2660","2590","32580","28750"
"In post","2021","Ministry of Defence (excl. agencies)","Cheshire","Ministry of Defence","70","60","29580","27370"
"In post","2021","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","Ministry of Defence","460","440","25170","21580"
"In post","2021","Ministry of Defence (excl. agencies)","Cumbria","Ministry of Defence","140","130","29240","24610"
"In post","2021","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","Ministry of Defence","220","220","28200","24900"
"In post","2021","Ministry of Defence (excl. agencies)","Devon","Ministry of Defence","1250","1190","28880","23120"
"In post","2021","Ministry of Defence (excl. agencies)","Dorset and Somerset","Ministry of Defence","980","950","27660","22640"
"In post","2021","Ministry of Defence (excl. agencies)","East Anglia","Ministry of Defence","2230","2150","29500","26670"
"In post","2021","Ministry of Defence (excl. agencies)","East Wales","Ministry of Defence","540","520","25660","21580"
"In post","2021","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","Ministry of Defence","500","480","26760","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Eastern Scotland","Ministry of Defence","690","670","29590","26350"
"In post","2021","Ministry of Defence (excl. agencies)","Essex","Ministry of Defence","600","580","33340","28890"
"In post","2021","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Defence","5680","5470","35470","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Greater Manchester","Ministry of Defence","460","430","27600","22080"
"In post","2021","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","Ministry of Defence","4970","4820","32950","33000"
"In post","2021","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Ministry of Defence","480","470","26580","22080"
"In post","2021","Ministry of Defence (excl. agencies)","Highlands and Islands","Ministry of Defence","330","320","25310","20920"
"In post","2021","Ministry of Defence (excl. agencies)","Inner London - East","Ministry of Defence","70","70","26310","24350"
"In post","2021","Ministry of Defence (excl. agencies)","Inner London - West","Ministry of Defence","2960","2920","44680","42200"
"In post","2021","Ministry of Defence (excl. agencies)","Kent","Ministry of Defence","290","280","28200","22500"
"In post","2021","Ministry of Defence (excl. agencies)","Lancashire","Ministry of Defence","550","510","29130","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Ministry of Defence","440","420","28550","22500"
"In post","2021","Ministry of Defence (excl. agencies)","Lincolnshire","Ministry of Defence","920","890","26140","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Merseyside","Ministry of Defence","370","340","26400","22080"
"In post","2021","Ministry of Defence (excl. agencies)","North Eastern Scotland","Ministry of Defence","110","100","38630","44070"
"In post","2021","Ministry of Defence (excl. agencies)","North Yorkshire","Ministry of Defence","1470","1420","28930","26350"
"In post","2021","Ministry of Defence (excl. agencies)","Northern Ireland","Ministry of Defence","910","890","24280","20310"
"In post","2021","Ministry of Defence (excl. agencies)","Northumberland and Tyne and Wear","Ministry of Defence","180","180","24640","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Outer London - East and North East","Ministry of Defence","120","120","32770","33950"
"In post","2021","Ministry of Defence (excl. agencies)","Outer London - South","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Outer London - West and North West","Ministry of Defence","530","510","32890","29250"
"In post","2021","Ministry of Defence (excl. agencies)","Overseas","Ministry of Defence","720","720","42550","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","Ministry of Defence","1550","1500","31780","29670"
"In post","2021","Ministry of Defence (excl. agencies)","South Yorkshire","Ministry of Defence","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Southern Scotland","Ministry of Defence","90","90","25470","20970"
"In post","2021","Ministry of Defence (excl. agencies)","Surrey, East and West Sussex","Ministry of Defence","280","270","26540","21580"
"In post","2021","Ministry of Defence (excl. agencies)","Tees Valley and Durham","Ministry of Defence","30","30","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Ministry of Defence","220","210","33630","28120"
"In post","2021","Ministry of Defence (excl. agencies)","West Central Scotland","Ministry of Defence","2280","2200","29560","26350"
"In post","2021","Ministry of Defence (excl. agencies)","West Midlands","Ministry of Defence","300","290","32270","26670"
"In post","2021","Ministry of Defence (excl. agencies)","West Wales and The Valleys","Ministry of Defence","190","180","24650","21130"
"In post","2021","Ministry of Defence (excl. agencies)","West Yorkshire","Ministry of Defence","50","50","21710","21130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Bedfordshire and Hertfordshire","Ministry of Housing, Communities and Local Government","50","40","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Cheshire","Ministry of Housing, Communities and Local Government","60","60","37510","33770"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Cornwall and Isles of Scilly","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Derbyshire and Nottinghamshire","Ministry of Housing, Communities and Local Government","50","50","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Devon","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","East Anglia","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","70","60","42060","38160"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Greater Manchester","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Inner London - West","Ministry of Housing, Communities and Local Government","1820","1790","48450","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Merseyside","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Northumberland and Tyne and Wear","Ministry of Housing, Communities and Local Government","60","60","40230","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","South Yorkshire","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Surrey, East and West Sussex","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","West Midlands","Ministry of Housing, Communities and Local Government","130","130","38760","36340"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","West Yorkshire","Ministry of Housing, Communities and Local Government","70","70","43360","38140"
"In post","2021","Ministry of Justice (excl. agencies)","Bedfordshire and Hertfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Cheshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Cornwall and Isles of Scilly","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Cumbria","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","Ministry of Justice","90","90","40690","38180"
"In post","2021","Ministry of Justice (excl. agencies)","Devon","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Dorset and Somerset","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","East Anglia","Ministry of Justice","50","50","41350","42000"
"In post","2021","Ministry of Justice (excl. agencies)","East Wales","Ministry of Justice","100","100","38140","31090"
"In post","2021","Ministry of Justice (excl. agencies)","East Yorkshire and Northern Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Essex","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Justice","50","50","38370","31970"
"In post","2021","Ministry of Justice (excl. agencies)","Greater Manchester","Ministry of Justice","110","100","36200","33190"
"In post","2021","Ministry of Justice (excl. agencies)","Hampshire and Isle of Wight","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","Ministry of Justice","130","120","34680","31180"
"In post","2021","Ministry of Justice (excl. agencies)","Highlands and Islands","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Inner London - East","Ministry of Justice","1060","1040","44330","40480"
"In post","2021","Ministry of Justice (excl. agencies)","Inner London - West","Ministry of Justice","2370","2310","44360","37990"
"In post","2021","Ministry of Justice (excl. agencies)","Kent","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Lancashire","Ministry of Justice","50","50","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Ministry of Justice","60","60","30850","24000"
"In post","2021","Ministry of Justice (excl. agencies)","Lincolnshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Merseyside","Ministry of Justice","50","50","37970","33290"
"In post","2021","Ministry of Justice (excl. agencies)","North Yorkshire","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Northumberland and Tyne and Wear","Ministry of Justice","40","40","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Outer London - East and North East","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Outer London - South","Ministry of Justice","70","70","47700","48890"
"In post","2021","Ministry of Justice (excl. agencies)","Outer London - West and North West","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","Ministry of Justice","160","150","26940","22890"
"In post","2021","Ministry of Justice (excl. agencies)","South Yorkshire","Ministry of Justice","120","110","50910","49910"
"In post","2021","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","Tees Valley and Durham","Ministry of Justice","50","50","39300","33890"
"In post","2021","Ministry of Justice (excl. agencies)","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","West Central Scotland","Ministry of Justice","30","30","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","West Midlands","Ministry of Justice","140","140","42840","39930"
"In post","2021","Ministry of Justice (excl. agencies)","West Wales and The Valleys","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice (excl. agencies)","West Yorkshire","Ministry of Justice","320","320","33840","30990"
"In post","2021","National Crime Agency","Bedfordshire and Hertfordshire","National Crime Agency","120","110","39150","39700"
"In post","2021","National Crime Agency","Berkshire, Buckinghamshire and Oxfordshire","National Crime Agency","110","110","39480","39570"
"In post","2021","National Crime Agency","Cheshire","National Crime Agency","1190","1170","36300","36410"
"In post","2021","National Crime Agency","Derbyshire and Nottinghamshire","National Crime Agency","70","60","37210","36410"
"In post","2021","National Crime Agency","Devon","National Crime Agency","50","50","[c]","[c]"
"In post","2021","National Crime Agency","East Anglia","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Essex","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","National Crime Agency","420","410","35990","34250"
"In post","2021","National Crime Agency","Greater Manchester","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Hampshire and Isle of Wight","National Crime Agency","70","70","36710","36410"
"In post","2021","National Crime Agency","Inner London - East","National Crime Agency","1570","1530","43970","40170"
"In post","2021","National Crime Agency","Kent","National Crime Agency","200","190","40530","40060"
"In post","2021","National Crime Agency","Lancashire","National Crime Agency","80","70","36160","36410"
"In post","2021","National Crime Agency","Leicestershire, Rutland and Northamptonshire","National Crime Agency","80","80","36460","37590"
"In post","2021","National Crime Agency","Lincolnshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Merseyside","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","North Yorkshire","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Northern Ireland","National Crime Agency","110","110","39890","39200"
"In post","2021","National Crime Agency","Northumberland and Tyne and Wear","National Crime Agency","100","100","35440","36410"
"In post","2021","National Crime Agency","Outer London - South","National Crime Agency","80","80","41780","40590"
"In post","2021","National Crime Agency","Overseas","National Crime Agency","130","130","66390","64330"
"In post","2021","National Crime Agency","Shropshire and Staffordshire","National Crime Agency","50","50","[c]","[c]"
"In post","2021","National Crime Agency","South Yorkshire","National Crime Agency","90","90","35150","34140"
"In post","2021","National Crime Agency","Surrey, East and West Sussex","National Crime Agency","80","70","41420","40060"
"In post","2021","National Crime Agency","Tees Valley and Durham","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","National Crime Agency","100","100","45080","44910"
"In post","2021","National Crime Agency","West Central Scotland","National Crime Agency","60","60","37540","36410"
"In post","2021","National Crime Agency","West Midlands","National Crime Agency","450","440","37770","36740"
"In post","2021","National Crime Agency","West Wales and The Valleys","National Crime Agency","60","60","37280","36410"
"In post","2021","National Crime Agency","West Yorkshire","National Crime Agency","160","160","37380","36630"
"In post","2021","National Infrastructure Commission","Inner London - West","HM Treasury","40","40","[c]","[c]"
"In post","2021","National Records of Scotland","Eastern Scotland","Scottish Government","420","400","34920","32140"
"In post","2021","National Records of Scotland","Southern Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Inner London - West","Chancellor's other departments","160","160","52510","47410"
"In post","2021","National Savings and Investments","Lancashire","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","Tees Valley and Durham","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","National Savings and Investments","West Central Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Inner London - West","Northern Ireland Office","80","80","50360","47630"
"In post","2021","Northern Ireland Office","Northern Ireland","Northern Ireland Office","90","80","38110","34990"
"In post","2021","Office for Budget Responsibility","Inner London - West","HM Treasury","40","30","[c]","[c]"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Derbyshire and Nottinghamshire","Office for Standards in Education","170","160","44560","39850"
"In post","2021","Office for Standards in Education, Children's Services and Skills","East Anglia","Office for Standards in Education","100","100","62230","64500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","Office for Standards in Education","280","270","43010","35010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Greater Manchester","Office for Standards in Education","500","480","39650","32010"
"In post","2021","Office for Standards in Education, Children's Services and Skills","Inner London - West","Office for Standards in Education","450","440","56860","51360"
"In post","2021","Office for Standards in Education, Children's Services and Skills","North Yorkshire","Office for Standards in Education","130","120","64100","70500"
"In post","2021","Office for Standards in Education, Children's Services and Skills","West Midlands","Office for Standards in Education","150","150","55180","51360"
"In post","2021","Office of Gas and Electricity Markets","East Wales","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Inner London - East","Office of Gas and Electricity Markets","670","660","51150","47180"
"In post","2021","Office of Gas and Electricity Markets","West Central Scotland","Office of Gas and Electricity Markets","510","500","36370","31720"
"In post","2021","Office of Qualifications and Examinations Regulation","West Midlands","Office of Qualifications and Examinations Regulation","260","250","45520","40580"
"In post","2021","Office of Rail and Road","Gloucestershire, Wiltshire and Bath/Bristol area","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Greater Manchester","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","Inner London - East","Office of Rail and Road","210","200","55460","55430"
"In post","2021","Office of Rail and Road","North Yorkshire","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Central Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Office of Rail and Road","West Midlands","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Derbyshire and Nottinghamshire","Ministry of Justice","420","390","21360","20280"
"In post","2021","Office of the Public Guardian","Inner London - East","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","Inner London - West","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2021","Office of the Public Guardian","West Midlands","Ministry of Justice","990","920","22300","19930"
"In post","2021","Office of the Scottish Charity Regulator","Eastern Scotland","Scottish Government","50","50","[c]","[c]"
"In post","2021","Planning Inspectorate","East Wales","Ministry of Housing, Communities and Local Government","40","40","[c]","[c]"
"In post","2021","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","Ministry of Housing, Communities and Local Government","810","740","43430","42050"
"In post","2021","Public Health England","Bedfordshire and Hertfordshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Berkshire, Buckinghamshire and Oxfordshire","Department of Health and Social Care","370","320","44390","40030"
"In post","2021","Public Health England","Cornwall and Isles of Scilly","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Cumbria","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Derbyshire and Nottinghamshire","Department of Health and Social Care","170","160","43750","36330"
"In post","2021","Public Health England","Devon","Department of Health and Social Care","40","40","[c]","[c]"
"In post","2021","Public Health England","Dorset and Somerset","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","East Anglia","Department of Health and Social Care","320","290","42820","34700"
"In post","2021","Public Health England","East Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Essex","Department of Health and Social Care","80","70","46700","38200"
"In post","2021","Public Health England","Gloucestershire, Wiltshire and Bath/Bristol area","Department of Health and Social Care","1170","1080","38150","34530"
"In post","2021","Public Health England","Greater Manchester","Department of Health and Social Care","390","360","34000","28200"
"In post","2021","Public Health England","Hampshire and Isle of Wight","Department of Health and Social Care","30","30","[c]","[c]"
"In post","2021","Public Health England","Inner London - East","Department of Health and Social Care","1860","1690","49590","41640"
"In post","2021","Public Health England","Kent","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Public Health England","Lancashire","Department of Health and Social Care","50","40","[c]","[c]"
"In post","2021","Public Health England","Leicestershire, Rutland and Northamptonshire","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2021","Public Health England","Merseyside","Department of Health and Social Care","110","100","45870","37860"
"In post","2021","Public Health England","North Yorkshire","Department of Health and Social Care","100","90","44330","37500"
"In post","2021","Public Health England","Northumberland and Tyne and Wear","Department of Health and Social Care","140","120","45510","38690"
