"Status","Year","Age","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","16-19","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","Declared disabled","140","140","35320","32620"
"Leaver Dept.","2021","20-29","London","Declared non-disabled","1230","1150","35280","33310"
"Leaver Dept.","2021","20-29","London","Undeclared","110","110","37640","34650"
"Leaver Dept.","2021","20-29","London","Unknown","720","640","36100","33160"
"Leaver Dept.","2021","20-29","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Declared non-disabled","120","110","22940","21010"
"Leaver Dept.","2021","20-29","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North East (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Declared non-disabled","170","170","24310","24110"
"Leaver Dept.","2021","20-29","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","North West (England)","Unknown","90","90","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scotland","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","20-29","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South East (England)","Declared non-disabled","70","60","[c]","[c]"
"Leaver Dept.","2021","20-29","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South East (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","20-29","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South West (England)","Declared non-disabled","170","160","26430","26600"
"Leaver Dept.","2021","20-29","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","South West (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Declared non-disabled","140","140","33630","32000"
"Leaver Dept.","2021","20-29","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","290","290","31260","32000"
"Leaver Dept.","2021","20-29","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales","Declared non-disabled","100","90","25540","22060"
"Leaver Dept.","2021","20-29","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wales","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","20-29","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","West Midlands (England)","Declared non-disabled","80","80","23220","21170"
"Leaver Dept.","2021","20-29","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","West Midlands (England)","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","Declared non-disabled","100","100","27940","27570"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","Unknown","70","60","[c]","[c]"
"Leaver Dept.","2021","30-39","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","East Midlands (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","East of England","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","London","Declared disabled","130","120","44310","41950"
"Leaver Dept.","2021","30-39","London","Declared non-disabled","1050","980","47490","50610"
"Leaver Dept.","2021","30-39","London","Undeclared","90","90","44420","42490"
"Leaver Dept.","2021","30-39","London","Unknown","440","390","46470","49200"
"Leaver Dept.","2021","30-39","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","North East (England)","Declared non-disabled","130","120","26210","24890"
"Leaver Dept.","2021","30-39","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","North East (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","North West (England)","Declared non-disabled","210","190","27640","25620"
"Leaver Dept.","2021","30-39","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","North West (England)","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","30-39","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Scotland","Declared non-disabled","120","110","29130","27570"
"Leaver Dept.","2021","30-39","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Scotland","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","30-39","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","South East (England)","Declared non-disabled","70","70","[c]","[c]"
"Leaver Dept.","2021","30-39","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","South West (England)","Declared non-disabled","160","160","34560","32710"
"Leaver Dept.","2021","30-39","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","South West (England)","Unknown","40","30","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Declared non-disabled","60","60","44200","35250"
"Leaver Dept.","2021","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","80","80","37430","32000"
"Leaver Dept.","2021","30-39","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Wales","Declared non-disabled","130","130","30820","27570"
"Leaver Dept.","2021","30-39","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Wales","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","30-39","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","West Midlands (England)","Declared non-disabled","120","120","26750","22710"
"Leaver Dept.","2021","30-39","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","West Midlands (England)","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","30-39","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Yorkshire and The Humber","Declared non-disabled","100","90","33500","30460"
"Leaver Dept.","2021","30-39","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Yorkshire and The Humber","Unknown","50","40","[c]","[c]"
"Leaver Dept.","2021","40-49","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","London","Declared disabled","80","80","49210","43890"
"Leaver Dept.","2021","40-49","London","Declared non-disabled","520","490","56410","55650"
"Leaver Dept.","2021","40-49","London","Undeclared","50","40","[c]","[c]"
"Leaver Dept.","2021","40-49","London","Unknown","200","170","58050","56070"
"Leaver Dept.","2021","40-49","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","North East (England)","Declared non-disabled","80","70","28590","27570"
"Leaver Dept.","2021","40-49","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","North East (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","North West (England)","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","North West (England)","Declared non-disabled","160","150","31540","27570"
"Leaver Dept.","2021","40-49","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","North West (England)","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","40-49","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Scotland","Declared non-disabled","80","80","31870","27570"
"Leaver Dept.","2021","40-49","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","South East (England)","Declared non-disabled","60","50","[c]","[c]"
"Leaver Dept.","2021","40-49","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","South West (England)","Declared non-disabled","120","120","43090","39760"
"Leaver Dept.","2021","40-49","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","South West (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Wales","Declared non-disabled","70","70","36050","31880"
"Leaver Dept.","2021","40-49","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","West Midlands (England)","Declared non-disabled","80","80","30490","27570"
"Leaver Dept.","2021","40-49","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Yorkshire and The Humber","Declared non-disabled","100","100","36640","33650"
"Leaver Dept.","2021","40-49","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","East Midlands (England)","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","East of England","Declared non-disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","London","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","London","Declared non-disabled","250","240","54500","49620"
"Leaver Dept.","2021","50-59","London","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","London","Unknown","110","110","52260","44310"
"Leaver Dept.","2021","50-59","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","North East (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","50-59","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","North West (England)","Declared non-disabled","120","110","35620","30830"
"Leaver Dept.","2021","50-59","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","North West (England)","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland","Declared non-disabled","100","100","32990","27570"
"Leaver Dept.","2021","50-59","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","South East (England)","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","50-59","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","South West (England)","Declared non-disabled","80","80","39900","34600"
"Leaver Dept.","2021","50-59","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","West Midlands (England)","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","50-59","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Yorkshire and The Humber","Declared non-disabled","50","50","[c]","[c]"
"Leaver Dept.","2021","50-59","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East of England","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Wales","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Overseas","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Overseas","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
