"Status","Year","Function_of_post","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Human Resources","SEO/HEO","West Midlands","130","120","35930","35310"
"In post","2022","Human Resources","SEO/HEO","West Wales and The Valleys","140","130","35140","33350"
"In post","2022","Human Resources","SEO/HEO","West Yorkshire","220","210","35060","35290"
"In post","2022","Human Resources","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","AA/AO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","EO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Inner London - West","70","60","61710","59730"
"In post","2022","Internal Audit","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","G6/G7","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","40100","40060"
"In post","2022","Internal Audit","SEO/HEO","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Inner London - West","90","90","43220","43300"
"In post","2022","Internal Audit","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","SEO/HEO","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Bedfordshire and Hertfordshire","40","40","[c]","[c]"
"In post","2022","Legal","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"In post","2022","Legal","AA/AO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Derbyshire and Nottinghamshire","90","80","21820","22200"
"In post","2022","Legal","AA/AO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","East Anglia","40","30","[c]","[c]"
"In post","2022","Legal","AA/AO","East Wales","60","60","21930","22200"
"In post","2022","Legal","AA/AO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Essex","40","40","[c]","[c]"
"In post","2022","Legal","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","40","30","[c]","[c]"
"In post","2022","Legal","AA/AO","Greater Manchester","90","80","22010","22200"
"In post","2022","Legal","AA/AO","Hampshire and Isle of Wight","60","50","23340","23770"
"In post","2022","Legal","AA/AO","Inner London - East","70","60","25060","25330"
"In post","2022","Legal","AA/AO","Inner London - West","340","310","23480","23770"
"In post","2022","Legal","AA/AO","Kent","40","40","[c]","[c]"
"In post","2022","Legal","AA/AO","Lancashire","50","50","22160","22200"
"In post","2022","Legal","AA/AO","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"In post","2022","Legal","AA/AO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Merseyside","80","80","22020","22200"
"In post","2022","Legal","AA/AO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Northumberland, and Tyne and Wear","60","60","22150","22200"
"In post","2022","Legal","AA/AO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","South Yorkshire","50","40","[c]","[c]"
"In post","2022","Legal","AA/AO","Surrey, East and West Sussex","40","40","[c]","[c]"
"In post","2022","Legal","AA/AO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","West Midlands","110","100","22190","22200"
"In post","2022","Legal","AA/AO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Legal","AA/AO","West Yorkshire","80","80","22030","22200"
"In post","2022","Legal","EO","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"In post","2022","Legal","EO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Derbyshire and Nottinghamshire","90","80","26980","26820"
"In post","2022","Legal","EO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","East Anglia","30","30","[c]","[c]"
"In post","2022","Legal","EO","East Wales","60","60","27020","26700"
"In post","2022","Legal","EO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Eastern Scotland","40","40","[c]","[c]"
"In post","2022","Legal","EO","Essex","50","40","[c]","[c]"
"In post","2022","Legal","EO","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","26960","27130"
"In post","2022","Legal","EO","Greater Manchester","100","100","27400","28430"
"In post","2022","Legal","EO","Hampshire and Isle of Wight","60","50","28000","27050"
"In post","2022","Legal","EO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Inner London - East","100","100","30670","31020"
"In post","2022","Legal","EO","Inner London - West","650","620","28690","27760"
"In post","2022","Legal","EO","Kent","30","30","[c]","[c]"
"In post","2022","Legal","EO","Lancashire","90","80","27780","28430"
"In post","2022","Legal","EO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Merseyside","80","80","27130","27410"
"In post","2022","Legal","EO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Northumberland, and Tyne and Wear","60","50","27190","26820"
"In post","2022","Legal","EO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","South Yorkshire","30","30","[c]","[c]"
"In post","2022","Legal","EO","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","Surrey, East and West Sussex","50","50","[c]","[c]"
"In post","2022","Legal","EO","Tees Valley and Durham","30","30","[c]","[c]"
"In post","2022","Legal","EO","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","West Midlands","120","110","26990","26820"
"In post","2022","Legal","EO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Legal","EO","West Yorkshire","140","130","27120","27570"
"In post","2022","Legal","G6/G7","Bedfordshire and Hertfordshire","80","70","59850","62120"
"In post","2022","Legal","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","90","70","58590","56120"
"In post","2022","Legal","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Derbyshire and Nottinghamshire","140","130","54160","54160"
"In post","2022","Legal","G6/G7","Devon","60","50","54940","55610"
"In post","2022","Legal","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","East Anglia","50","40","57040","55610"
"In post","2022","Legal","G6/G7","East Wales","170","150","55380","55610"
"In post","2022","Legal","G6/G7","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2022","Legal","G6/G7","Eastern Scotland","90","80","67880","69780"
"In post","2022","Legal","G6/G7","Essex","80","70","59090","55610"
"In post","2022","Legal","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","180","170","57010","55210"
"In post","2022","Legal","G6/G7","Greater Manchester","270","240","56480","55210"
"In post","2022","Legal","G6/G7","Hampshire and Isle of Wight","130","120","59720","58970"
"In post","2022","Legal","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Inner London - East","410","390","66810","65130"
"In post","2022","Legal","G6/G7","Inner London - West","2500","2310","60280","61360"
"In post","2022","Legal","G6/G7","Kent","50","50","59040","59840"
"In post","2022","Legal","G6/G7","Lancashire","90","90","56010","55610"
"In post","2022","Legal","G6/G7","Leicestershire, Rutland and Northamptonshire","80","70","53780","53200"
"In post","2022","Legal","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Merseyside","160","150","55370","55610"
"In post","2022","Legal","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","North Yorkshire","40","40","[c]","[c]"
"In post","2022","Legal","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Northumberland, and Tyne and Wear","110","100","54820","55210"
"In post","2022","Legal","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Outer London - South","60","60","68750","70090"
"In post","2022","Legal","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2022","Legal","G6/G7","South Yorkshire","50","40","[c]","[c]"
"In post","2022","Legal","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","G6/G7","Surrey, East and West Sussex","90","80","60290","62120"
"In post","2022","Legal","G6/G7","Tees Valley and Durham","60","60","56180","55610"
"In post","2022","Legal","G6/G7","West Central Scotland","110","110","65060","69780"
"In post","2022","Legal","G6/G7","West Midlands","270","250","55780","55610"
"In post","2022","Legal","G6/G7","West Wales and The Valleys","60","50","56400","55610"
"In post","2022","Legal","G6/G7","West Yorkshire","270","250","55760","55610"
"In post","2022","Legal","SCS","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Inner London - East","60","60","99500","97750"
"In post","2022","Legal","SCS","Inner London - West","300","290","85970","80070"
"In post","2022","Legal","SCS","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Derbyshire and Nottinghamshire","80","80","34860","33370"
"In post","2022","Legal","SEO/HEO","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","East Wales","100","90","37430","38180"
"In post","2022","Legal","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Eastern Scotland","190","180","48490","46100"
"In post","2022","Legal","SEO/HEO","Essex","30","30","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","70","60","35540","33840"
"In post","2022","Legal","SEO/HEO","Greater Manchester","150","140","35440","33370"
"In post","2022","Legal","SEO/HEO","Hampshire and Isle of Wight","50","50","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Inner London - East","130","130","38850","37930"
"In post","2022","Legal","SEO/HEO","Inner London - West","380","370","37730","37910"
"In post","2022","Legal","SEO/HEO","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Lancashire","50","50","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Merseyside","60","60","35190","34160"
"In post","2022","Legal","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Northumberland, and Tyne and Wear","50","50","34570","33370"
"In post","2022","Legal","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Outer London - South","40","30","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Southern Scotland","70","70","48440","41750"
"In post","2022","Legal","SEO/HEO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","West Central Scotland","220","210","48570","46100"
"In post","2022","Legal","SEO/HEO","West Midlands","100","90","35700","34480"
"In post","2022","Legal","SEO/HEO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Legal","SEO/HEO","West Yorkshire","140","140","35120","33370"
"In post","2022","No function","AA/AO","Bedfordshire and Hertfordshire","840","790","25770","24250"
"In post","2022","No function","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","1780","1670","26050","25000"
"In post","2022","No function","AA/AO","Cheshire","1070","970","23660","21460"
"In post","2022","No function","AA/AO","Cornwall and Isles of Scilly","430","380","21270","21260"
"In post","2022","No function","AA/AO","Cumbria","330","300","22660","21300"
"In post","2022","No function","AA/AO","Derbyshire and Nottinghamshire","3120","2840","22820","21260"
"In post","2022","No function","AA/AO","Devon","1800","1560","22680","21260"
"In post","2022","No function","AA/AO","Dorset and Somerset","1020","940","23960","22600"
"In post","2022","No function","AA/AO","East Anglia","3110","2850","24670","22600"
"In post","2022","No function","AA/AO","East Wales","3730","3380","22040","21260"
"In post","2022","No function","AA/AO","East Yorkshire and Northern Lincolnshire","1850","1670","24210","22600"
"In post","2022","No function","AA/AO","Eastern Scotland","3430","3120","22390","21260"
"In post","2022","No function","AA/AO","Essex","980","880","24400","24250"
"In post","2022","No function","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","2330","2130","22520","21260"
"In post","2022","No function","AA/AO","Greater Manchester","4800","4350","21890","21250"
"In post","2022","No function","AA/AO","Hampshire and Isle of Wight","2620","2070","22430","21250"
"In post","2022","No function","AA/AO","Herefordshire, Worcestershire and Warwickshire","1080","1010","24050","23140"
"In post","2022","No function","AA/AO","Highlands and Islands","210","170","23130","23230"
"In post","2022","No function","AA/AO","Inner London - East","1870","1740","27110","25110"
"In post","2022","No function","AA/AO","Inner London - West","2470","2350","26670","24490"
