"Status","Year","Region_ITL3","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Haringey and Islington","Ministry of Justice","No function","80","80","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Home Office","Unknown","70","60","31640","29240"
"Leaver CS","2021","Harrow and Hillingdon","Ministry of Defence","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Harrow and Hillingdon","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Department for Work and Pensions","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","HM Revenue and Customs","Unknown","160","130","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hartlepool and Stockton-on-Tees","Ministry of Justice","No function","50","50","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Heart of Essex","Ministry of Justice","No function","50","50","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Ministry of Defence","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Herefordshire, County of","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department for Work and Pensions","Unknown","50","50","27520","25110"
"Leaver CS","2021","Hertfordshire","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","HM Revenue and Customs","Unknown","70","60","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Defence","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Defence","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Housing, Communities and Local Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Housing, Communities and Local Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hertfordshire","Ministry of Justice","No function","60","60","[c]","[c]"
"Leaver CS","2021","Hertfordshire","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Home Office","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","Ministry of Justice","No function","50","50","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Hounslow and Richmond upon Thames","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","National Crime Agency","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverclyde, East Renfrewshire and Renfrewshire","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inverness and Nairn and Moray, Badenoch and Strathspey","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Anglesey","Ministry of Defence","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Isle of Wight","Ministry of Justice","No function","40","40","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kensington & Chelsea and Hammersmith & Fulham","Ministry of Justice","No function","60","50","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kent Thames Gateway","Ministry of Justice","No function","90","80","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","HM Land Registry","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","HM Land Registry","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","HM Revenue and Customs","Unknown","110","90","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Kingston upon Hull, City of","Ministry of Justice","No function","40","30","[c]","[c]"
"Leaver CS","2021","Lambeth","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Department of Health and Social Care","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Department of Health and Social Care","No function","100","90","48110","40470"
"Leaver CS","2021","Lambeth","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","National Crime Agency","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","National Crime Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","National Crime Agency","No function","50","50","48020","41860"
"Leaver CS","2021","Lambeth","National Crime Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lambeth","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Ministry of Defence","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Ministry of Defence","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Lancaster and Wyre","Ministry of Justice","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Transport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Work and Pensions","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department for Work and Pensions","Unknown","150","130","32930","27570"
"Leaver CS","2021","Leeds","Department of Health and Social Care","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","Department of Health and Social Care","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","HM Revenue and Customs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","HM Revenue and Customs","Unknown","120","100","[c]","[c]"
"Leaver CS","2021","Leeds","HM Treasury","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Leeds","HM Treasury","No function","[c]","[c]","[c]","[c]"
