"Status","Year","Disability","Ethnicity","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Asian","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Berkshire","40","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Birmingham","240","220","26590","26290"
"In post","2021","Declared disabled","Asian","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Blackpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bradford","50","40","[c]","[c]"
"In post","2021","Declared disabled","Asian","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Brent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Bromley","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Camden and City of London","50","40","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Coventry","30","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","Croydon","150","130","33810","29370"
"In post","2021","Declared disabled","Asian","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derby","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dorset CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dudley","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Ealing","40","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Enfield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Falkirk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Greater Manchester South West","40","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hackney and Newham","90","80","30300","31060"
"In post","2021","Declared disabled","Asian","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Harrow and Hillingdon","130","110","30570","29970"
"In post","2021","Declared disabled","Asian","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hertfordshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Asian","Hounslow and Richmond upon Thames","60","50","30520","29080"
"In post","2021","Declared disabled","Asian","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Isle of Anglesey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lambeth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Leeds","80","70","30550","27570"
"In post","2021","Declared disabled","Asian","Leicester","100","90","23650","21440"
"In post","2021","Declared disabled","Asian","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Luton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Manchester","60","60","29280","27570"
"In post","2021","Declared disabled","Asian","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Mid Lancashire","60","60","24510","21010"
"In post","2021","Declared disabled","Asian","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Northumberland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Nottingham","50","50","32190","31810"
"In post","2021","Declared disabled","Asian","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Redbridge and Waltham Forest","50","40","[c]","[c]"
"In post","2021","Declared disabled","Asian","Sandwell","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Shropshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Solihull","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South Teesside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Sunderland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Swindon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Thurrock","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Torbay","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Tower Hamlets","80","80","41770","36690"
"In post","2021","Declared disabled","Asian","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wakefield","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Walsall","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Warrington","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Lothian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Westminster","480","460","41580","36650"
"In post","2021","Declared disabled","Asian","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","Wolverhampton","40","30","[c]","[c]"
"In post","2021","Declared disabled","Asian","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Asian","York","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Barnet","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Belfast","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Black","Bexley and Greenwich","[c]","[c]","[c]","[c]"
