"Status","Year","Sex","Sexual_orientation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","LGBO","Leicestershire, Rutland and Northamptonshire","100","100","27630","27570"
"In post","2022","Male","LGBO","Lincolnshire","40","40","[c]","[c]"
"In post","2022","Male","LGBO","Merseyside","420","410","30340","27570"
"In post","2022","Male","LGBO","North Eastern Scotland","30","30","[c]","[c]"
"In post","2022","Male","LGBO","North Yorkshire","90","90","31810","29180"
"In post","2022","Male","LGBO","Northern Ireland","70","70","28700","26590"
"In post","2022","Male","LGBO","Northumberland, and Tyne and Wear","480","460","30980","27570"
"In post","2022","Male","LGBO","Outer London - East and North East","50","50","32790","31060"
"In post","2022","Male","LGBO","Outer London - South","190","190","42570","37610"
"In post","2022","Male","LGBO","Outer London - West and North West","140","140","34320","31060"
"In post","2022","Male","LGBO","Overseas","120","120","53120","53470"
"In post","2022","Male","LGBO","Shropshire and Staffordshire","150","150","30310","27260"
"In post","2022","Male","LGBO","South Yorkshire","230","220","32080","29360"
"In post","2022","Male","LGBO","Southern Scotland","90","80","31020","27290"
"In post","2022","Male","LGBO","Surrey, East and West Sussex","210","200","30260","27570"
"In post","2022","Male","LGBO","Tees Valley and Durham","140","130","30190","27570"
"In post","2022","Male","LGBO","Unknown","40","40","[c]","[c]"
"In post","2022","Male","LGBO","West Central Scotland","450","440","31140","27570"
"In post","2022","Male","LGBO","West Midlands","350","340","32140","27570"
"In post","2022","Male","LGBO","West Wales and The Valleys","280","270","29470","27570"
"In post","2022","Male","LGBO","West Yorkshire","370","360","34130","28970"
"In post","2022","Male","Undeclared","Bedfordshire and Hertfordshire","200","190","34390","32530"
"In post","2022","Male","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","450","440","36830","35000"
"In post","2022","Male","Undeclared","Cheshire","170","160","33140","31650"
"In post","2022","Male","Undeclared","Cornwall and Isles of Scilly","90","90","29060","26780"
"In post","2022","Male","Undeclared","Cumbria","90","90","32960","27930"
"In post","2022","Male","Undeclared","Derbyshire and Nottinghamshire","500","470","34200","31710"
"In post","2022","Male","Undeclared","Devon","580","540","36040","36160"
"In post","2022","Male","Undeclared","Dorset and Somerset","290","280","31810","30380"
"In post","2022","Male","Undeclared","East Anglia","670","640","32330","31550"
"In post","2022","Male","Undeclared","East Wales","960","930","35540","31570"
"In post","2022","Male","Undeclared","East Yorkshire and Northern Lincolnshire","250","230","30300","27570"
"In post","2022","Male","Undeclared","Eastern Scotland","520","500","36930","31990"
"In post","2022","Male","Undeclared","Essex","210","200","33300","29290"
"In post","2022","Male","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","1590","1540","40180","38390"
"In post","2022","Male","Undeclared","Greater Manchester","780","750","33980","30750"
"In post","2022","Male","Undeclared","Hampshire and Isle of Wight","760","720","34620","33080"
"In post","2022","Male","Undeclared","Herefordshire, Worcestershire and Warwickshire","180","170","31590","28990"
"In post","2022","Male","Undeclared","Highlands and Islands","70","60","32310","30040"
"In post","2022","Male","Undeclared","Inner London - East","730","710","45710","40170"
"In post","2022","Male","Undeclared","Inner London - West","2770","2730","49440","46070"
"In post","2022","Male","Undeclared","Kent","460","430","31130","27430"
"In post","2022","Male","Undeclared","Lancashire","490","470","30000","27570"
"In post","2022","Male","Undeclared","Leicestershire, Rutland and Northamptonshire","260","240","30900","27570"
"In post","2022","Male","Undeclared","Lincolnshire","140","130","31680","29200"
"In post","2022","Male","Undeclared","Merseyside","670","640","31700","27570"
"In post","2022","Male","Undeclared","North Eastern Scotland","80","80","45380","36540"
"In post","2022","Male","Undeclared","North Yorkshire","250","240","34210","31660"
"In post","2022","Male","Undeclared","Northern Ireland","140","130","29820","27370"
"In post","2022","Male","Undeclared","Northumberland, and Tyne and Wear","740","700","32580","27570"
"In post","2022","Male","Undeclared","Outer London - East and North East","130","120","32840","31060"
"In post","2022","Male","Undeclared","Outer London - South","550","530","42000","37610"
"In post","2022","Male","Undeclared","Outer London - West and North West","470","430","36250","31090"
"In post","2022","Male","Undeclared","Overseas","220","220","47490","42340"
"In post","2022","Male","Undeclared","Shropshire and Staffordshire","380","360","32690","29670"
"In post","2022","Male","Undeclared","South Yorkshire","380","370","33040","30980"
"In post","2022","Male","Undeclared","Southern Scotland","160","140","31870","28250"
"In post","2022","Male","Undeclared","Surrey, East and West Sussex","400","380","33410","30780"
"In post","2022","Male","Undeclared","Tees Valley and Durham","320","300","31150","27570"
"In post","2022","Male","Undeclared","Unknown","50","50","35230","31370"
"In post","2022","Male","Undeclared","West Central Scotland","610","590","33100","28550"
"In post","2022","Male","Undeclared","West Midlands","610","580","32820","27570"
"In post","2022","Male","Undeclared","West Wales and The Valleys","910","860","30930","26780"
"In post","2022","Male","Undeclared","West Yorkshire","700","670","35160","31650"
"In post","2022","Male","Unknown","Bedfordshire and Hertfordshire","330","310","33550","30130"
"In post","2022","Male","Unknown","Berkshire, Buckinghamshire and Oxfordshire","780","760","34750","30820"
"In post","2022","Male","Unknown","Cheshire","320","300","31450","29320"
"In post","2022","Male","Unknown","Cornwall and Isles of Scilly","120","110","27570","26520"
"In post","2022","Male","Unknown","Cumbria","240","240","27120","24610"
"In post","2022","Male","Unknown","Derbyshire and Nottinghamshire","1370","1310","30640","27130"
"In post","2022","Male","Unknown","Devon","690","660","29330","27130"
"In post","2022","Male","Unknown","Dorset and Somerset","460","440","31370","27570"
"In post","2022","Male","Unknown","East Anglia","1070","1020","31650","28370"
"In post","2022","Male","Unknown","East Wales","1950","1880","33250","28920"
"In post","2022","Male","Unknown","East Yorkshire and Northern Lincolnshire","380","360","28380","26930"
"In post","2022","Male","Unknown","Eastern Scotland","3260","3130","34400","31540"
"In post","2022","Male","Unknown","Essex","410","380","30490","28990"
"In post","2022","Male","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","2990","2910","38890","37770"
"In post","2022","Male","Unknown","Greater Manchester","2390","2310","32120","27570"
"In post","2022","Male","Unknown","Hampshire and Isle of Wight","1780","1680","37740","35180"
"In post","2022","Male","Unknown","Herefordshire, Worcestershire and Warwickshire","300","280","28510","25700"
"In post","2022","Male","Unknown","Highlands and Islands","330","310","30820","28610"
"In post","2022","Male","Unknown","Inner London - East","2060","2000","42830","37610"
"In post","2022","Male","Unknown","Inner London - West","5510","5450","47600","41750"
"In post","2022","Male","Unknown","Kent","820","780","30860","29090"
"In post","2022","Male","Unknown","Lancashire","1370","1300","29150","27570"
"In post","2022","Male","Unknown","Leicestershire, Rutland and Northamptonshire","460","440","27260","26580"
"In post","2022","Male","Unknown","Lincolnshire","160","150","28130","27120"
"In post","2022","Male","Unknown","Merseyside","1760","1690","29040","26590"
"In post","2022","Male","Unknown","North Eastern Scotland","290","270","35140","32040"
"In post","2022","Male","Unknown","North Yorkshire","350","340","30910","26750"
"In post","2022","Male","Unknown","Northern Ireland","530","520","27700","24880"
"In post","2022","Male","Unknown","Northumberland, and Tyne and Wear","2430","2320","29970","26820"
"In post","2022","Male","Unknown","Outer London - East and North East","360","350","31620","31060"
"In post","2022","Male","Unknown","Outer London - South","950","930","39810","35490"
"In post","2022","Male","Unknown","Outer London - West and North West","700","670","34780","31060"
"In post","2022","Male","Unknown","Overseas","340","340","51000","52430"
"In post","2022","Male","Unknown","Shropshire and Staffordshire","620","590","32050","27570"
"In post","2022","Male","Unknown","South Yorkshire","720","690","33660","28800"
"In post","2022","Male","Unknown","Southern Scotland","870","830","29450","26820"
"In post","2022","Male","Unknown","Surrey, East and West Sussex","680","630","31430","28140"
"In post","2022","Male","Unknown","Tees Valley and Durham","800","750","28690","27130"
"In post","2022","Male","Unknown","Unknown","1810","1800","37710","33570"
"In post","2022","Male","Unknown","West Central Scotland","2560","2460","31740","27570"
"In post","2022","Male","Unknown","West Midlands","1880","1810","31720","27570"
"In post","2022","Male","Unknown","West Wales and The Valleys","1010","960","28340","26210"
"In post","2022","Male","Unknown","West Yorkshire","2240","2160","31660","27570"
"In post","2022","Unknown","Heterosexual / straight","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Heterosexual / straight","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Bedfordshire and Hertfordshire","80","70","26240","24180"
"Leaver CS","2021","Female","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","170","150","32360","26340"
"Leaver CS","2021","Female","Heterosexual / straight","Cheshire","60","50","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Cornwall and Isles of Scilly","30","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Derbyshire and Nottinghamshire","180","150","26780","24130"
"Leaver CS","2021","Female","Heterosexual / straight","Devon","100","80","24990","21100"
"Leaver CS","2021","Female","Heterosexual / straight","Dorset and Somerset","100","90","26520","26000"
"Leaver CS","2021","Female","Heterosexual / straight","East Anglia","230","200","28050","23700"
"Leaver CS","2021","Female","Heterosexual / straight","East Wales","220","190","32040","25950"
"Leaver CS","2021","Female","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","70","60","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Eastern Scotland","150","130","32810","27150"
"Leaver CS","2021","Female","Heterosexual / straight","Essex","100","90","28950","25090"
"Leaver CS","2021","Female","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","410","360","31090","26670"
"Leaver CS","2021","Female","Heterosexual / straight","Greater Manchester","250","230","30140","24690"
"Leaver CS","2021","Female","Heterosexual / straight","Hampshire and Isle of Wight","220","190","27330","24460"
"Leaver CS","2021","Female","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","80","70","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Inner London - East","270","250","39640","34570"
"Leaver CS","2021","Female","Heterosexual / straight","Inner London - West","690","650","43690","36980"
"Leaver CS","2021","Female","Heterosexual / straight","Kent","140","120","26620","24870"
"Leaver CS","2021","Female","Heterosexual / straight","Lancashire","180","150","26800","21010"
"Leaver CS","2021","Female","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","140","120","26060","21010"
"Leaver CS","2021","Female","Heterosexual / straight","Lincolnshire","60","50","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Merseyside","230","180","26500","22530"
"Leaver CS","2021","Female","Heterosexual / straight","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","North Yorkshire","70","60","32060","24260"
"Leaver CS","2021","Female","Heterosexual / straight","Northern Ireland","30","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Northumberland and Tyne and Wear","210","170","25510","21010"
"Leaver CS","2021","Female","Heterosexual / straight","Outer London - East and North East","60","50","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Outer London - South","120","100","32430","28260"
"Leaver CS","2021","Female","Heterosexual / straight","Outer London - West and North West","150","140","32610","29080"
"Leaver CS","2021","Female","Heterosexual / straight","Overseas","40","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Shropshire and Staffordshire","150","120","27020","26000"
"Leaver CS","2021","Female","Heterosexual / straight","South Yorkshire","170","140","27870","24910"
"Leaver CS","2021","Female","Heterosexual / straight","Southern Scotland","40","30","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","Surrey, East and West Sussex","140","120","27670","24440"
"Leaver CS","2021","Female","Heterosexual / straight","Tees Valley and Durham","140","110","26470","21920"
"Leaver CS","2021","Female","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Heterosexual / straight","West Central Scotland","180","150","29130","24800"
"Leaver CS","2021","Female","Heterosexual / straight","West Midlands","230","190","29790","25600"
"Leaver CS","2021","Female","Heterosexual / straight","West Wales and The Valleys","200","160","25050","21590"
"Leaver CS","2021","Female","Heterosexual / straight","West Yorkshire","190","160","29250","27570"
"Leaver CS","2021","Female","LGBO","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Inner London - West","60","60","45960","37350"
"Leaver CS","2021","Female","LGBO","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","LGBO","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","East Anglia","40","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Eastern Scotland","50","40","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","60","50","30750","27570"
"Leaver CS","2021","Female","Undeclared","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Hampshire and Isle of Wight","40","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Inner London - East","40","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Inner London - West","90","80","45770","40470"
"Leaver CS","2021","Female","Undeclared","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Outer London - South","30","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Central Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Midlands","50","40","[c]","[c]"
"Leaver CS","2021","Female","Undeclared","West Wales and The Valleys","60","40","25720","21590"
"Leaver CS","2021","Female","Undeclared","West Yorkshire","40","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Bedfordshire and Hertfordshire","160","130","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Berkshire, Buckinghamshire and Oxfordshire","120","100","26460","21330"
"Leaver CS","2021","Female","Unknown","Cheshire","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Derbyshire and Nottinghamshire","140","110","25600","21170"
"Leaver CS","2021","Female","Unknown","Devon","140","120","27370","22350"
"Leaver CS","2021","Female","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","East Anglia","240","200","28130","26890"
"Leaver CS","2021","Female","Unknown","East Wales","360","300","27270","21140"
"Leaver CS","2021","Female","Unknown","East Yorkshire and Northern Lincolnshire","150","120","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Eastern Scotland","370","310","33630","27150"
"Leaver CS","2021","Female","Unknown","Essex","80","70","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","150","130","32780","27570"
"Leaver CS","2021","Female","Unknown","Greater Manchester","240","200","27500","25860"
"Leaver CS","2021","Female","Unknown","Hampshire and Isle of Wight","110","80","26220","21300"
"Leaver CS","2021","Female","Unknown","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Inner London - East","170","160","36530","30570"
"Leaver CS","2021","Female","Unknown","Inner London - West","710","570","38760","32240"
"Leaver CS","2021","Female","Unknown","Kent","130","100","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Lancashire","180","140","23730","21010"
"Leaver CS","2021","Female","Unknown","Leicestershire, Rutland and Northamptonshire","220","180","24020","21010"
"Leaver CS","2021","Female","Unknown","Lincolnshire","70","60","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Merseyside","190","150","27770","26890"
"Leaver CS","2021","Female","Unknown","North Eastern Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","North Yorkshire","50","40","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Northern Ireland","80","60","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Northumberland and Tyne and Wear","410","300","26300","21050"
"Leaver CS","2021","Female","Unknown","Outer London - East and North East","60","50","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Outer London - South","80","70","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Outer London - West and North West","130","110","31190","31060"
"Leaver CS","2021","Female","Unknown","Overseas","30","[c]","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Shropshire and Staffordshire","90","80","26950","21590"
"Leaver CS","2021","Female","Unknown","South Yorkshire","180","140","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Southern Scotland","90","60","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Surrey, East and West Sussex","120","100","31370","24520"
"Leaver CS","2021","Female","Unknown","Tees Valley and Durham","210","160","[c]","[c]"
"Leaver CS","2021","Female","Unknown","Unknown","300","300","39690","28000"
"Leaver CS","2021","Female","Unknown","West Central Scotland","150","120","28460","24250"
"Leaver CS","2021","Female","Unknown","West Midlands","390","320","32500","25000"
"Leaver CS","2021","Female","Unknown","West Wales and The Valleys","130","110","24410","21590"
"Leaver CS","2021","Female","Unknown","West Yorkshire","300","230","27110","25290"
"Leaver CS","2021","Male","Heterosexual / straight","Bedfordshire and Hertfordshire","90","80","32110","27070"
"Leaver CS","2021","Male","Heterosexual / straight","Berkshire, Buckinghamshire and Oxfordshire","210","190","33140","29930"
"Leaver CS","2021","Male","Heterosexual / straight","Cheshire","40","40","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Cumbria","30","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Derbyshire and Nottinghamshire","130","120","28950","25500"
"Leaver CS","2021","Male","Heterosexual / straight","Devon","130","120","27030","24230"
"Leaver CS","2021","Male","Heterosexual / straight","Dorset and Somerset","130","120","31850","30830"
"Leaver CS","2021","Male","Heterosexual / straight","East Anglia","240","230","33620","27570"
"Leaver CS","2021","Male","Heterosexual / straight","East Wales","220","210","36620","28940"
"Leaver CS","2021","Male","Heterosexual / straight","East Yorkshire and Northern Lincolnshire","100","90","30480","26930"
"Leaver CS","2021","Male","Heterosexual / straight","Eastern Scotland","180","170","36420","33610"
"Leaver CS","2021","Male","Heterosexual / straight","Essex","60","60","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Gloucestershire, Wiltshire and Bath/Bristol area","500","480","38270","34420"
"Leaver CS","2021","Male","Heterosexual / straight","Greater Manchester","190","180","31150","26370"
"Leaver CS","2021","Male","Heterosexual / straight","Hampshire and Isle of Wight","310","280","30990","28650"
"Leaver CS","2021","Male","Heterosexual / straight","Herefordshire, Worcestershire and Warwickshire","80","70","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Inner London - East","220","210","44820","34870"
"Leaver CS","2021","Male","Heterosexual / straight","Inner London - West","630","600","48190","41350"
"Leaver CS","2021","Male","Heterosexual / straight","Kent","140","130","27580","26530"
"Leaver CS","2021","Male","Heterosexual / straight","Lancashire","150","130","29280","25910"
"Leaver CS","2021","Male","Heterosexual / straight","Leicestershire, Rutland and Northamptonshire","120","110","29160","26930"
"Leaver CS","2021","Male","Heterosexual / straight","Lincolnshire","110","110","29500","29930"
"Leaver CS","2021","Male","Heterosexual / straight","Merseyside","150","130","28270","24700"
"Leaver CS","2021","Male","Heterosexual / straight","North Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","North Yorkshire","60","60","36380","28380"
"Leaver CS","2021","Male","Heterosexual / straight","Northern Ireland","40","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Northumberland and Tyne and Wear","150","130","27470","21010"
"Leaver CS","2021","Male","Heterosexual / straight","Outer London - East and North East","40","40","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Outer London - South","110","100","37430","31060"
"Leaver CS","2021","Male","Heterosexual / straight","Outer London - West and North West","140","130","34240","30410"
"Leaver CS","2021","Male","Heterosexual / straight","Overseas","30","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Shropshire and Staffordshire","120","110","31630","27570"
"Leaver CS","2021","Male","Heterosexual / straight","South Yorkshire","130","120","29640","24310"
"Leaver CS","2021","Male","Heterosexual / straight","Southern Scotland","30","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","Surrey, East and West Sussex","120","110","28180","26200"
"Leaver CS","2021","Male","Heterosexual / straight","Tees Valley and Durham","110","100","31550","23400"
"Leaver CS","2021","Male","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","Male","Heterosexual / straight","West Central Scotland","160","140","33380","30880"
"Leaver CS","2021","Male","Heterosexual / straight","West Midlands","170","150","34000","25840"
"Leaver CS","2021","Male","Heterosexual / straight","West Wales and The Valleys","200","190","28600","22350"
