"Status","Year","Responsibility_level","Region_ITL3","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","G6/G7","South Nottinghamshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","South West Wales","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","South West Wales","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","South West Wales","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Southampton","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Southampton","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Southampton","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Staffordshire CC","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Staffordshire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Staffordshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Staffordshire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Staffordshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Staffordshire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Staffordshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Stoke-on-Trent","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Stoke-on-Trent","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Stoke-on-Trent","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Suffolk CC","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Suffolk CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Suffolk CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Sunderland","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swansea","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swansea","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swansea","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swansea","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swansea","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swansea","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swansea","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swindon","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swindon","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swindon","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Swindon","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Telford and Wrekin","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Telford and Wrekin","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Telford and Wrekin","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Telford and Wrekin","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tower Hamlets","Cabinet Office (excl. agencies)","60","60","56560","54700"
"New entrant CS","2022","G6/G7","Tower Hamlets","Competition and Markets Authority","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Tower Hamlets","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tower Hamlets","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tower Hamlets","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2022","G6/G7","Tower Hamlets","Office of Gas and Electricity Markets","50","50","64380","64000"
"New entrant CS","2022","G6/G7","Tower Hamlets","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tower Hamlets","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Tyneside","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Cabinet Office (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Unknown","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wakefield","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wakefield","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wakefield","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wakefield","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Walsall","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warrington","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warrington","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warrington","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warrington","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warrington","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warwickshire CC","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warwickshire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warwickshire CC","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warwickshire CC","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Warwickshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Cumbria","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Cumbria","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Essex","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Kent","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Kent","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Kent","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Kent","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Lothian","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Lothian","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Lothian","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Northamptonshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Northamptonshire","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Surrey","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Sussex (North East)","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Sussex (North East)","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Sussex (North East)","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Sussex (North East)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Sussex (North East)","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Sussex (South West)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","West Sussex (South West)","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Cabinet Office (excl. agencies)","120","120","64020","61710"
"New entrant CS","2022","G6/G7","Westminster","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Crown Prosecution Service","50","50","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Department for Business, Energy and Industrial Strategy (excl. agencies)","60","60","57070","55000"
"New entrant CS","2022","G6/G7","Westminster","Department for Digital, Culture, Media and Sport","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Department for Environment, Food and Rural Affairs (excl. agencies)","150","150","55110","52290"
"New entrant CS","2022","G6/G7","Westminster","Department for International Trade","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Department for Levelling Up, Housing and Communities (excl. agencies)","60","60","55640","53130"
"New entrant CS","2022","G6/G7","Westminster","Department for Transport (excl. agencies)","160","160","57680","54110"
"New entrant CS","2022","G6/G7","Westminster","Department for Work and Pensions (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Department of Health and Social Care (excl. agencies)","100","60","56800","53360"
"New entrant CS","2022","G6/G7","Westminster","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Government Legal Department","120","110","53040","50500"
"New entrant CS","2022","G6/G7","Westminster","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Ministry of Justice (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","UK Health Security Agency","110","100","56470","53360"
"New entrant CS","2022","G6/G7","Westminster","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Westminster","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wiltshire","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wiltshire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wiltshire","Defence Science and Technology Laboratory","50","50","51550","47010"
"New entrant CS","2022","G6/G7","Wiltshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wiltshire","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wiltshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wiltshire","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wirral","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wirral","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wolverhampton","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Wolverhampton","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Worcestershire CC","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Worcestershire CC","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Worcestershire CC","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Worcestershire CC","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","Worcestershire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","York","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","York","Department for Environment, Food and Rural Affairs (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","G6/G7","York","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","York","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","York","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","York","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","York","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","G6/G7","York","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Antrim and Newtownabbey","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Barnet","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bath and North East Somerset, North Somerset and South Gloucestershire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bedford","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Belfast","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Belfast","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Berkshire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Birmingham","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Bristol, City of","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Buckinghamshire","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Buckinghamshire","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cambridgeshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cardiff and Vale of Glamorgan","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cardiff and Vale of Glamorgan","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cardiff and Vale of Glamorgan","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cardiff and Vale of Glamorgan","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Cheshire East","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","City of Edinburgh","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","City of Edinburgh","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","City of Edinburgh","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","City of Edinburgh","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Coventry","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Croydon","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Croydon","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Croydon","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Darlington","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","East Surrey","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Essex Haven Gateway","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Essex Haven Gateway","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Glasgow City","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Greater Manchester South West","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Gwent Valleys","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hackney and Newham","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Hounslow and Richmond upon Thames","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lambeth","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lambeth","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lambeth","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leeds","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Leicestershire CC and Rutland","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lewisham and Southwark","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lewisham and Southwark","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lewisham and Southwark","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Lincolnshire CC","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Liverpool","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Manchester","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Manchester","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Manchester","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Manchester","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Mid Kent","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Mid Lancashire","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Milton Keynes","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Monmouthshire and Newport","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Monmouthshire and Newport","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Nottingham","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Nottingham","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Oxfordshire CC","UK Health Security Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Peterborough","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Portsmouth","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Sefton","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Sheffield","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Solihull","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","SCS","Somerset CC","UK Hydrographic Office","[c]","[c]","[c]","[c]"
