"Status","Year","Disability","Sexual_orientation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Tyneside","40","40","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Westminster","140","140","37290","32820"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Heterosexual / straight","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Westminster","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","LGBO","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Brent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Croydon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Enfield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Hackney and Newham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Haringey and Islington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lambeth","50","40","43860","39150"
"New entrant CS","2021","Undeclared","Undeclared","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Westminster","90","90","38560","32560"
"New entrant CS","2021","Undeclared","Undeclared","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Undeclared","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Birmingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Westminster","160","160","38430","34710"
"New entrant CS","2021","Undeclared","Unknown","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Barnet","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bath and North East Somerset, North Somerset and South Gloucestershire","110","110","33050","32770"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Berkshire","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Birmingham","150","140","34430","32770"
"New entrant CS","2021","Unknown","Heterosexual / straight","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bristol, City of","40","30","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Bromley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","Camden and City of London","[c]","[c]","[c]","[c]"
