"Status","Year","Region_ITL2","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Outer London - South","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","Outer London - South","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Heterosexual / straight","SEO/HEO","70","70","38310","36160"
"New entrant CS","2021","Outer London - South","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","AA/AO","130","130","23220","24120"
"New entrant CS","2021","Outer London - South","Unknown","EO","140","130","29490","28650"
"New entrant CS","2021","Outer London - South","Unknown","G6/G7","60","60","61960","57430"
"New entrant CS","2021","Outer London - South","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - South","Unknown","SEO/HEO","150","150","36260","36160"
"New entrant CS","2021","Outer London - South","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Heterosexual / straight","AA/AO","190","180","24300","25110"
"New entrant CS","2021","Outer London - West and North West","Heterosexual / straight","EO","580","570","30550","31060"
"New entrant CS","2021","Outer London - West and North West","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Heterosexual / straight","SEO/HEO","120","120","35190","33570"
"New entrant CS","2021","Outer London - West and North West","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","LGBO","EO","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Undeclared","EO","40","40","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","AA/AO","120","120","24760","24660"
"New entrant CS","2021","Outer London - West and North West","Unknown","EO","170","170","29680","31060"
"New entrant CS","2021","Outer London - West and North West","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Outer London - West and North West","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Heterosexual / straight","AA/AO","280","270","20820","20970"
"New entrant CS","2021","Shropshire and Staffordshire","Heterosexual / straight","EO","280","270","27220","27570"
"New entrant CS","2021","Shropshire and Staffordshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Heterosexual / straight","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Heterosexual / straight","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","LGBO","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","AA/AO","190","180","21060","21010"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","EO","50","40","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Shropshire and Staffordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Heterosexual / straight","AA/AO","280","270","21100","21010"
"New entrant CS","2021","South Yorkshire","Heterosexual / straight","EO","200","190","27180","27570"
"New entrant CS","2021","South Yorkshire","Heterosexual / straight","G6/G7","40","30","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Heterosexual / straight","SEO/HEO","100","90","34050","35310"
"New entrant CS","2021","South Yorkshire","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","LGBO","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","South Yorkshire","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","AA/AO","160","160","21470","21430"
"New entrant CS","2021","South Yorkshire","Unknown","EO","60","60","26260","27570"
"New entrant CS","2021","South Yorkshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","South Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Heterosexual / straight","AA/AO","100","100","20430","20140"
"New entrant CS","2021","Southern Scotland","Heterosexual / straight","EO","110","110","27030","27570"
"New entrant CS","2021","Southern Scotland","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Southern Scotland","Unknown","AA/AO","160","150","20410","20140"
"New entrant CS","2021","Southern Scotland","Unknown","EO","50","50","24390","27570"
"New entrant CS","2021","Southern Scotland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Heterosexual / straight","AA/AO","360","350","23150","21010"
"New entrant CS","2021","Surrey, East and West Sussex","Heterosexual / straight","EO","430","410","28030","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Heterosexual / straight","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","LGBO","AA/AO","40","30","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","LGBO","EO","80","80","27660","27570"
"New entrant CS","2021","Surrey, East and West Sussex","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","AA/AO","140","130","23250","22850"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","EO","90","90","27540","27570"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Surrey, East and West Sussex","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Heterosexual / straight","AA/AO","330","330","21410","21010"
"New entrant CS","2021","Tees Valley and Durham","Heterosexual / straight","EO","70","70","26430","27570"
"New entrant CS","2021","Tees Valley and Durham","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","AA/AO","130","120","21290","20880"
"New entrant CS","2021","Tees Valley and Durham","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Tees Valley and Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","AA/AO","70","70","21460","21010"
"New entrant CS","2021","Unknown","Heterosexual / straight","EO","140","140","27690","27570"
"New entrant CS","2021","Unknown","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Heterosexual / straight","SEO/HEO","70","60","35500","35000"
"New entrant CS","2021","Unknown","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","110","110","29700","28000"
"New entrant CS","2021","Unknown","Unknown","Unknown","320","320","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Heterosexual / straight","AA/AO","400","380","20570","20140"
"New entrant CS","2021","West Central Scotland","Heterosexual / straight","EO","260","260","26350","27120"
"New entrant CS","2021","West Central Scotland","Heterosexual / straight","G6/G7","50","50","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Heterosexual / straight","SEO/HEO","150","150","35030","33550"
"New entrant CS","2021","West Central Scotland","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","LGBO","AA/AO","50","50","20440","20760"
"New entrant CS","2021","West Central Scotland","LGBO","EO","30","30","[c]","[c]"
"New entrant CS","2021","West Central Scotland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Unknown","AA/AO","260","250","20980","20140"
"New entrant CS","2021","West Central Scotland","Unknown","EO","110","110","25970","26160"
"New entrant CS","2021","West Central Scotland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Central Scotland","Unknown","SEO/HEO","90","80","34400","31370"
"New entrant CS","2021","West Central Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Heterosexual / straight","AA/AO","330","320","20640","21010"
"New entrant CS","2021","West Midlands","Heterosexual / straight","EO","480","470","26970","27570"
"New entrant CS","2021","West Midlands","Heterosexual / straight","G6/G7","90","80","54630","49960"
"New entrant CS","2021","West Midlands","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Heterosexual / straight","SEO/HEO","250","240","35880","36330"
"New entrant CS","2021","West Midlands","Heterosexual / straight","Unknown","70","60","23470","22920"
"New entrant CS","2021","West Midlands","LGBO","AA/AO","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands","LGBO","EO","50","50","[c]","[c]"
"New entrant CS","2021","West Midlands","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Unknown","AA/AO","280","270","20340","20140"
"New entrant CS","2021","West Midlands","Unknown","EO","150","150","25550","25560"
"New entrant CS","2021","West Midlands","Unknown","G6/G7","30","30","[c]","[c]"
"New entrant CS","2021","West Midlands","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands","Unknown","SEO/HEO","100","100","34720","31810"
"New entrant CS","2021","West Midlands","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Heterosexual / straight","AA/AO","370","350","20640","21010"
"New entrant CS","2021","West Wales and The Valleys","Heterosexual / straight","EO","180","180","27250","27570"
"New entrant CS","2021","West Wales and The Valleys","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Heterosexual / straight","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","LGBO","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Unknown","AA/AO","220","190","20510","21430"
"New entrant CS","2021","West Wales and The Valleys","Unknown","EO","30","30","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Wales and The Valleys","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Heterosexual / straight","AA/AO","360","350","20790","21010"
"New entrant CS","2021","West Yorkshire","Heterosexual / straight","EO","580","570","27060","27570"
"New entrant CS","2021","West Yorkshire","Heterosexual / straight","G6/G7","70","70","52750","49610"
"New entrant CS","2021","West Yorkshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Heterosexual / straight","SEO/HEO","210","210","32980","31810"
"New entrant CS","2021","West Yorkshire","Heterosexual / straight","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","West Yorkshire","LGBO","AA/AO","50","50","[c]","[c]"
"New entrant CS","2021","West Yorkshire","LGBO","EO","70","70","26690","27570"
"New entrant CS","2021","West Yorkshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","LGBO","SEO/HEO","40","30","[c]","[c]"
"New entrant CS","2021","West Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Undeclared","EO","40","40","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Undeclared","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Unknown","AA/AO","440","430","20440","20140"
"New entrant CS","2021","West Yorkshire","Unknown","EO","220","210","25560","25560"
"New entrant CS","2021","West Yorkshire","Unknown","G6/G7","90","80","54630","49530"
"New entrant CS","2021","West Yorkshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Yorkshire","Unknown","SEO/HEO","210","200","32030","30990"
"New entrant CS","2021","West Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","AA/AO","170","170","24830","24250"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","EO","150","150","28480","29290"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Heterosexual / straight","Unknown","100","90","29200","27600"
"New entrant CS","2022","Bedfordshire and Hertfordshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","LGBO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","AA/AO","90","80","23420","21790"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","EO","40","40","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Bedfordshire and Hertfordshire","Unknown","Unknown","60","50","[c]","[c]"
"New entrant CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","AA/AO","320","310","24560","24890"
