"Status","Year","Region_ITL2","Responsibility_level","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Dorset and Somerset","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Dorset and Somerset","SEO/HEO","Female","560","520","35630","33840"
"In post","2021","Dorset and Somerset","SEO/HEO","Male","870","840","37210","35340"
"In post","2021","Dorset and Somerset","Unknown","Female","170","150","27950","25210"
"In post","2021","Dorset and Somerset","Unknown","Male","60","50","29550","30210"
"In post","2021","East Anglia","AA/AO","Female","2500","2190","21970","21130"
"In post","2021","East Anglia","AA/AO","Male","2460","2360","24790","22500"
"In post","2021","East Anglia","EO","Female","1770","1570","27020","27570"
"In post","2021","East Anglia","EO","Male","1520","1470","28100","27570"
"In post","2021","East Anglia","G6/G7","Female","340","320","58110","54620"
"In post","2021","East Anglia","G6/G7","Male","390","380","58760","54990"
"In post","2021","East Anglia","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Anglia","SCS","Male","40","40","[c]","[c]"
"In post","2021","East Anglia","SEO/HEO","Female","1360","1280","35680","33840"
"In post","2021","East Anglia","SEO/HEO","Male","1570","1520","36420","34610"
"In post","2021","East Anglia","Unknown","Female","380","340","29030","30210"
"In post","2021","East Anglia","Unknown","Male","120","110","31040","30210"
"In post","2021","East Wales","AA/AO","Female","3210","2770","21110","21010"
"In post","2021","East Wales","AA/AO","Male","2520","2420","21820","21010"
"In post","2021","East Wales","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","EO","Female","3030","2740","26430","26930"
"In post","2021","East Wales","EO","Male","2470","2400","27060","27460"
"In post","2021","East Wales","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","G6/G7","Female","1160","1090","57160","56620"
"In post","2021","East Wales","G6/G7","Male","1250","1220","58220","57920"
"In post","2021","East Wales","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","SCS","Female","100","100","84330","78460"
"In post","2021","East Wales","SCS","Male","160","150","89330","80100"
"In post","2021","East Wales","SEO/HEO","Female","3120","2920","35940","36030"
"In post","2021","East Wales","SEO/HEO","Male","2850","2780","36510","36030"
"In post","2021","East Wales","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","East Wales","Unknown","Female","370","350","29590","28200"
"In post","2021","East Wales","Unknown","Male","120","110","31540","31420"
"In post","2021","East Yorkshire and Northern Lincolnshire","AA/AO","Female","1040","890","22190","21010"
"In post","2021","East Yorkshire and Northern Lincolnshire","AA/AO","Male","1090","1040","25570","24920"
"In post","2021","East Yorkshire and Northern Lincolnshire","EO","Female","790","680","27310","27570"
"In post","2021","East Yorkshire and Northern Lincolnshire","EO","Male","880","840","28140","27370"
"In post","2021","East Yorkshire and Northern Lincolnshire","G6/G7","Female","50","40","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","G6/G7","Male","40","40","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","Female","260","240","35240","33840"
"In post","2021","East Yorkshire and Northern Lincolnshire","SEO/HEO","Male","320","300","38250","36460"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Female","200","180","29720","30210"
"In post","2021","East Yorkshire and Northern Lincolnshire","Unknown","Male","60","60","30650","29280"
"In post","2021","Eastern Scotland","AA/AO","Female","3540","3150","21760","21010"
"In post","2021","Eastern Scotland","AA/AO","Male","2710","2630","22360","21010"
"In post","2021","Eastern Scotland","EO","Female","2770","2530","28190","27570"
"In post","2021","Eastern Scotland","EO","Male","2420","2330","29530","28410"
"In post","2021","Eastern Scotland","G6/G7","Female","1380","1290","61490","61010"
"In post","2021","Eastern Scotland","G6/G7","Male","1180","1150","62110","61010"
"In post","2021","Eastern Scotland","SCS","Female","100","100","90610","83230"
"In post","2021","Eastern Scotland","SCS","Male","120","110","90760","83230"
"In post","2021","Eastern Scotland","SEO/HEO","Female","2920","2750","37910","36610"
"In post","2021","Eastern Scotland","SEO/HEO","Male","2670","2580","38800","38540"
"In post","2021","Eastern Scotland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Eastern Scotland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Essex","AA/AO","Female","960","830","22710","21580"
"In post","2021","Essex","AA/AO","Male","650","630","25190","23270"
"In post","2021","Essex","EO","Female","1330","1190","28620","29290"
"In post","2021","Essex","EO","Male","950","890","28810","28340"
"In post","2021","Essex","G6/G7","Female","150","130","56870","52580"
"In post","2021","Essex","G6/G7","Male","140","140","60860","54850"
"In post","2021","Essex","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Essex","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Essex","SEO/HEO","Female","600","540","35870","35120"
"In post","2021","Essex","SEO/HEO","Male","550","530","37730","35000"
"In post","2021","Essex","Unknown","Female","190","170","27470","23840"
"In post","2021","Essex","Unknown","Male","50","50","29320","29200"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Female","2220","1980","21460","21010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","Male","1660","1610","23050","21010"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Female","3240","2910","25810","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Male","2760","2680","26120","26670"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Female","1910","1800","55310","54180"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Male","3200","3120","56600","54940"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","Female","110","110","90920","86320"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","Male","190","190","99580","92370"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Female","5350","4990","35180","34000"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Male","6770","6630","36670","36880"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Female","820","760","34590","32300"
"In post","2021","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Male","1090","1070","42700","39860"
"In post","2021","Greater Manchester","AA/AO","Female","3310","2860","20880","20920"
"In post","2021","Greater Manchester","AA/AO","Male","2400","2300","21850","21010"
"In post","2021","Greater Manchester","EO","Female","3130","2860","26520","27570"
"In post","2021","Greater Manchester","EO","Male","2670","2590","26610","26480"
"In post","2021","Greater Manchester","G6/G7","Female","1030","980","56260","52580"
"In post","2021","Greater Manchester","G6/G7","Male","1070","1050","57100","52580"
"In post","2021","Greater Manchester","SCS","Female","70","60","85320","81330"
"In post","2021","Greater Manchester","SCS","Male","80","70","88170","81120"
"In post","2021","Greater Manchester","SEO/HEO","Female","2680","2540","34710","32800"
"In post","2021","Greater Manchester","SEO/HEO","Male","2540","2480","34780","32300"
"In post","2021","Greater Manchester","Unknown","Female","550","510","29580","30210"
"In post","2021","Greater Manchester","Unknown","Male","210","200","30380","29770"
"In post","2021","Hampshire and Isle of Wight","AA/AO","Female","2420","1980","21060","20920"
"In post","2021","Hampshire and Isle of Wight","AA/AO","Male","2240","2010","23220","20920"
"In post","2021","Hampshire and Isle of Wight","EO","Female","1960","1770","26580","26670"
"In post","2021","Hampshire and Isle of Wight","EO","Male","1780","1730","27440","26780"
"In post","2021","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","G6/G7","Female","680","640","55070","53230"
"In post","2021","Hampshire and Isle of Wight","G6/G7","Male","1180","1150","56430","54540"
"In post","2021","Hampshire and Isle of Wight","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","SCS","Female","40","40","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","SCS","Male","50","50","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","SEO/HEO","Female","2250","2130","35150","33300"
"In post","2021","Hampshire and Isle of Wight","SEO/HEO","Male","2380","2330","36160","35480"
"In post","2021","Hampshire and Isle of Wight","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Hampshire and Isle of Wight","Unknown","Female","240","220","29670","30210"
"In post","2021","Hampshire and Isle of Wight","Unknown","Male","120","110","39280","37170"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Female","950","840","21730","21010"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","AA/AO","Male","870","850","24710","22850"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","EO","Female","580","520","26930","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","EO","Male","510","500","27370","27570"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","Female","50","50","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","G6/G7","Male","50","50","59800","59080"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Female","340","320","35780","34290"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","Male","320","310","37520","36520"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Female","220","210","29020","28200"
"In post","2021","Herefordshire, Worcestershire and Warwickshire","Unknown","Male","80","70","29760","28200"
"In post","2021","Highlands and Islands","AA/AO","Female","440","390","21840","21050"
"In post","2021","Highlands and Islands","AA/AO","Male","400","390","22890","21450"
"In post","2021","Highlands and Islands","EO","Female","380","350","28220","27570"
"In post","2021","Highlands and Islands","EO","Male","310","300","29630","29140"
"In post","2021","Highlands and Islands","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","SEO/HEO","Female","170","160","37020","35680"
"In post","2021","Highlands and Islands","SEO/HEO","Male","200","200","38950","37530"
"In post","2021","Highlands and Islands","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Highlands and Islands","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - East","AA/AO","Female","1540","1370","24900","24630"
"In post","2021","Inner London - East","AA/AO","Male","1180","1130","27240","25110"
"In post","2021","Inner London - East","EO","Female","2740","2550","30620","31060"
"In post","2021","Inner London - East","EO","Male","1740","1700","31080","31060"
"In post","2021","Inner London - East","G6/G7","Female","1850","1750","60980","59160"
"In post","2021","Inner London - East","G6/G7","Male","1910","1870","62490","59940"
"In post","2021","Inner London - East","SCS","Female","330","290","98830","93570"
"In post","2021","Inner London - East","SCS","Male","350","330","99050","94560"
"In post","2021","Inner London - East","SEO/HEO","Female","2690","2570","38840","39000"
"In post","2021","Inner London - East","SEO/HEO","Male","2190","2150","40440","40170"
"In post","2021","Inner London - East","Unknown","Female","500","480","33050","32090"
"In post","2021","Inner London - East","Unknown","Male","190","190","34250","34100"
"In post","2021","Inner London - West","AA/AO","Female","2390","2210","24950","24370"
"In post","2021","Inner London - West","AA/AO","Male","2110","2060","26250","24590"
"In post","2021","Inner London - West","EO","Female","4730","4530","29160","29080"
"In post","2021","Inner London - West","EO","Male","3150","3120","29500","29460"
"In post","2021","Inner London - West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","G6/G7","Female","11130","10560","59610","57680"
"In post","2021","Inner London - West","G6/G7","Male","10570","10430","60640","58750"
"In post","2021","Inner London - West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SCS","Female","1860","1770","86190","78060"
"In post","2021","Inner London - West","SCS","Male","2030","2010","92010","81490"
"In post","2021","Inner London - West","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","SEO/HEO","Female","12060","11760","37590","36800"
"In post","2021","Inner London - West","SEO/HEO","Male","10880","10790","38220","37640"
"In post","2021","Inner London - West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Inner London - West","Unknown","Female","150","150","37790","34770"
"In post","2021","Inner London - West","Unknown","Male","80","80","37440","36580"
"In post","2021","Kent","AA/AO","Female","1490","1350","23590","22850"
"In post","2021","Kent","AA/AO","Male","1490","1460","26500","26420"
"In post","2021","Kent","EO","Female","1790","1610","28300","29050"
"In post","2021","Kent","EO","Male","1790","1690","28380","27370"
"In post","2021","Kent","G6/G7","Female","110","100","56760","52820"
"In post","2021","Kent","G6/G7","Male","170","170","55070","52280"
"In post","2021","Kent","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Kent","SEO/HEO","Female","610","580","36140","35120"
"In post","2021","Kent","SEO/HEO","Male","770","740","37390","36480"
"In post","2021","Kent","Unknown","Female","220","200","30340","30880"
"In post","2021","Kent","Unknown","Male","70","70","29680","31260"
"In post","2021","Lancashire","AA/AO","Female","3440","2910","21270","21010"
"In post","2021","Lancashire","AA/AO","Male","2660","2510","22640","21010"
"In post","2021","Lancashire","EO","Female","2680","2340","27270","27570"
"In post","2021","Lancashire","EO","Male","1700","1630","27800","27570"
"In post","2021","Lancashire","G6/G7","Female","390","370","54800","52580"
"In post","2021","Lancashire","G6/G7","Male","380","370","58420","55610"
"In post","2021","Lancashire","SCS","Female","30","30","[c]","[c]"
"In post","2021","Lancashire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Lancashire","SEO/HEO","Female","1400","1300","35240","33840"
"In post","2021","Lancashire","SEO/HEO","Male","990","950","35920","34290"
"In post","2021","Lancashire","Unknown","Female","340","300","29200","30210"
"In post","2021","Lancashire","Unknown","Male","100","90","31140","32100"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Female","1690","1440","21130","20920"
"In post","2021","Leicestershire, Rutland and Northamptonshire","AA/AO","Male","1220","1180","23050","21440"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Female","1040","930","27040","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","EO","Male","780","760","27690","27570"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Female","110","100","56530","53190"
"In post","2021","Leicestershire, Rutland and Northamptonshire","G6/G7","Male","90","80","60900","55610"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Female","510","470","35820","33840"
"In post","2021","Leicestershire, Rutland and Northamptonshire","SEO/HEO","Male","440","420","37580","37120"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Female","290","260","29250","30210"
"In post","2021","Leicestershire, Rutland and Northamptonshire","Unknown","Male","70","60","30130","30210"
"In post","2021","Lincolnshire","AA/AO","Female","680","610","21340","21010"
"In post","2021","Lincolnshire","AA/AO","Male","610","590","23250","21360"
"In post","2021","Lincolnshire","EO","Female","390","360","27270","27570"
"In post","2021","Lincolnshire","EO","Male","360","340","28400","27570"
"In post","2021","Lincolnshire","G6/G7","Female","40","30","[c]","[c]"
"In post","2021","Lincolnshire","G6/G7","Male","40","40","[c]","[c]"
"In post","2021","Lincolnshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Lincolnshire","SEO/HEO","Female","230","220","35450","34000"
"In post","2021","Lincolnshire","SEO/HEO","Male","340","330","37320","36450"
"In post","2021","Lincolnshire","Unknown","Female","100","100","29640","30210"
"In post","2021","Lincolnshire","Unknown","Male","30","30","[c]","[c]"
"In post","2021","Merseyside","AA/AO","Female","4430","3680","20930","21010"
"In post","2021","Merseyside","AA/AO","Male","2740","2600","21390","21400"
"In post","2021","Merseyside","EO","Female","3870","3410","26240","26160"
"In post","2021","Merseyside","EO","Male","2320","2230","26290","26000"
"In post","2021","Merseyside","G6/G7","Female","730","690","54840","52580"
"In post","2021","Merseyside","G6/G7","Male","690","680","56620","53430"
"In post","2021","Merseyside","SCS","Female","40","40","[c]","[c]"
"In post","2021","Merseyside","SCS","Male","50","50","[c]","[c]"
"In post","2021","Merseyside","SEO/HEO","Female","2290","2140","34140","32100"
"In post","2021","Merseyside","SEO/HEO","Male","1920","1870","35280","33300"
"In post","2021","Merseyside","Unknown","Female","330","300","28970","28200"
"In post","2021","Merseyside","Unknown","Male","80","80","31290","32690"
"In post","2021","North Eastern Scotland","AA/AO","Female","290","260","22740","22160"
"In post","2021","North Eastern Scotland","AA/AO","Male","260","250","28160","25870"
"In post","2021","North Eastern Scotland","EO","Female","320","290","28410","27570"
"In post","2021","North Eastern Scotland","EO","Male","280","270","30280","29190"
"In post","2021","North Eastern Scotland","G6/G7","Female","60","50","62970","61010"
"In post","2021","North Eastern Scotland","G6/G7","Male","70","70","69230","61850"
"In post","2021","North Eastern Scotland","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Eastern Scotland","SEO/HEO","Female","260","250","40830","36620"
"In post","2021","North Eastern Scotland","SEO/HEO","Male","320","310","50250","41090"
"In post","2021","North Yorkshire","AA/AO","Female","680","610","21470","21010"
"In post","2021","North Yorkshire","AA/AO","Male","710","690","23400","20920"
"In post","2021","North Yorkshire","EO","Female","550","500","27000","26750"
"In post","2021","North Yorkshire","EO","Male","490","480","27780","26750"
"In post","2021","North Yorkshire","G6/G7","Female","360","330","59010","55610"
"In post","2021","North Yorkshire","G6/G7","Male","330","320","58010","55610"
"In post","2021","North Yorkshire","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","North Yorkshire","SEO/HEO","Female","730","690","35920","35480"
"In post","2021","North Yorkshire","SEO/HEO","Male","670","660","35730","35480"
"In post","2021","North Yorkshire","Unknown","Female","130","120","29340","28200"
"In post","2021","North Yorkshire","Unknown","Male","50","50","29870","29200"
"In post","2021","Northern Ireland","AA/AO","Female","700","610","20930","21400"
"In post","2021","Northern Ireland","AA/AO","Male","990","950","20660","20310"
"In post","2021","Northern Ireland","EO","Female","500","450","26610","25560"
"In post","2021","Northern Ireland","EO","Male","480","470","26510","25560"
"In post","2021","Northern Ireland","G6/G7","Female","110","110","55590","52580"
"In post","2021","Northern Ireland","G6/G7","Male","130","120","56140","52580"
"In post","2021","Northern Ireland","SCS","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SCS","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","SEO/HEO","Female","440","420","34640","31940"
"In post","2021","Northern Ireland","SEO/HEO","Male","460","450","35030","32100"
"In post","2021","Northern Ireland","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","AA/AO","Female","5800","4580","20740","21010"
"In post","2021","Northumberland and Tyne and Wear","AA/AO","Male","3200","3000","20660","21010"
"In post","2021","Northumberland and Tyne and Wear","EO","Female","3310","2910","26580","27570"
"In post","2021","Northumberland and Tyne and Wear","EO","Male","2230","2130","26400","26120"
"In post","2021","Northumberland and Tyne and Wear","G6/G7","Female","760","730","53920","52580"
"In post","2021","Northumberland and Tyne and Wear","G6/G7","Male","910","900","54950","52580"
"In post","2021","Northumberland and Tyne and Wear","SCS","Female","40","40","[c]","[c]"
"In post","2021","Northumberland and Tyne and Wear","SCS","Male","50","50","92390","88790"
"In post","2021","Northumberland and Tyne and Wear","SEO/HEO","Female","2510","2320","33970","31990"
"In post","2021","Northumberland and Tyne and Wear","SEO/HEO","Male","2210","2140","34740","32430"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Female","260","230","28690","28200"
"In post","2021","Northumberland and Tyne and Wear","Unknown","Male","90","90","30870","30210"
"In post","2021","Outer London - East and North East","AA/AO","Female","810","720","25180","24890"
"In post","2021","Outer London - East and North East","AA/AO","Male","620","600","28450","28720"
"In post","2021","Outer London - East and North East","EO","Female","1080","970","30950","31060"
