"Status","Year","Responsibility_level","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","AA/AO","Suffolk CC","Male","780","760","24590","21850"
"In post","2022","AA/AO","Sunderland","Female","1680","1280","21460","21260"
"In post","2022","AA/AO","Sunderland","Male","590","540","21360","21260"
"In post","2022","AA/AO","Swansea","Female","3280","2670","21030","21840"
"In post","2022","AA/AO","Swansea","Male","1790","1690","21690","21840"
"In post","2022","AA/AO","Swindon","Female","70","60","21150","20970"
"In post","2022","AA/AO","Swindon","Male","30","30","[c]","[c]"
"In post","2022","AA/AO","Telford and Wrekin","Female","260","220","21630","21260"
"In post","2022","AA/AO","Telford and Wrekin","Male","170","170","23170","21960"
"In post","2022","AA/AO","Thurrock","Female","40","40","[c]","[c]"
"In post","2022","AA/AO","Thurrock","Male","50","50","22160","21680"
"In post","2022","AA/AO","Torbay","Female","100","70","21040","21260"
"In post","2022","AA/AO","Torbay","Male","50","40","[c]","[c]"
"In post","2022","AA/AO","Tower Hamlets","Female","250","220","24250","23770"
"In post","2022","AA/AO","Tower Hamlets","Male","140","140","23830","23720"
"In post","2022","AA/AO","Tyneside","Female","3830","3100","21340","21260"
"In post","2022","AA/AO","Tyneside","Male","2490","2350","21320","21260"
"In post","2022","AA/AO","Unknown","Female","140","120","22580","21300"
"In post","2022","AA/AO","Unknown","Male","60","60","21980","21260"
"In post","2022","AA/AO","Wakefield","Female","360","320","24430","23140"
"In post","2022","AA/AO","Wakefield","Male","370","350","26650","26610"
"In post","2022","AA/AO","Walsall","Female","190","150","21010","21260"
"In post","2022","AA/AO","Walsall","Male","90","80","20970","21260"
"In post","2022","AA/AO","Wandsworth","Female","310","280","28250","26930"
"In post","2022","AA/AO","Wandsworth","Male","320","310","30920","31850"
"In post","2022","AA/AO","Warrington","Female","420","360","22520","21260"
"In post","2022","AA/AO","Warrington","Male","310","290","25500","24730"
"In post","2022","AA/AO","Warwickshire CC","Female","260","210","21000","21260"
"In post","2022","AA/AO","Warwickshire CC","Male","170","160","21730","21260"
"In post","2022","AA/AO","West Cumbria","Female","380","320","21750","21300"
"In post","2022","AA/AO","West Cumbria","Male","230","220","23870","21300"
"In post","2022","AA/AO","West Essex","Female","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","West Essex","Male","50","40","[c]","[c]"
"In post","2022","AA/AO","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2022","AA/AO","West Kent","Male","30","30","[c]","[c]"
"In post","2022","AA/AO","West Lothian","Female","90","80","22580","21920"
"In post","2022","AA/AO","West Lothian","Male","50","50","24320","23630"
"In post","2022","AA/AO","West Northamptonshire","Female","290","250","22100","20970"
"In post","2022","AA/AO","West Northamptonshire","Male","180","180","24350","23140"
"In post","2022","AA/AO","West Surrey","Female","420","390","24470","24370"
"In post","2022","AA/AO","West Surrey","Male","330","320","25990","24370"
"In post","2022","AA/AO","West Sussex (North East)","Female","80","70","22670","22610"
"In post","2022","AA/AO","West Sussex (North East)","Male","40","30","[c]","[c]"
"In post","2022","AA/AO","West Sussex (South West)","Female","200","170","21540","21260"
"In post","2022","AA/AO","West Sussex (South West)","Male","160","150","23090","22080"
"In post","2022","AA/AO","Westminster","Female","1230","1130","24520","24310"
"In post","2022","AA/AO","Westminster","Male","1020","1000","24880","24310"
"In post","2022","AA/AO","Wiltshire","Female","660","620","21600","21170"
"In post","2022","AA/AO","Wiltshire","Male","550","540","23710","21260"
"In post","2022","AA/AO","Wirral","Female","690","570","21280","21260"
"In post","2022","AA/AO","Wirral","Male","330","310","21450","21260"
"In post","2022","AA/AO","Wolverhampton","Female","260","210","20820","20970"
"In post","2022","AA/AO","Wolverhampton","Male","100","100","20920","21260"
"In post","2022","AA/AO","Worcestershire CC","Female","570","510","22760","21300"
"In post","2022","AA/AO","Worcestershire CC","Male","530","520","25190","24260"
"In post","2022","AA/AO","York","Female","310","270","21870","21300"
"In post","2022","AA/AO","York","Male","230","230","21900","21300"
"In post","2022","EO","Aberdeen City and Aberdeenshire","Female","350","310","28840","27570"
"In post","2022","EO","Aberdeen City and Aberdeenshire","Male","290","280","30580","29550"
"In post","2022","EO","Angus and Dundee City","Female","400","360","27620","27570"
"In post","2022","EO","Angus and Dundee City","Male","230","220","27660","27570"
"In post","2022","EO","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ards and North Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Ards and North Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Armagh City, Banbridge and Craigavon","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Armagh City, Banbridge and Craigavon","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Barking & Dagenham and Havering","Female","250","220","31000","31060"
"In post","2022","EO","Barking & Dagenham and Havering","Male","160","160","31070","31060"
"In post","2022","EO","Barnet","Female","310","280","29720","31060"
"In post","2022","EO","Barnet","Male","170","160","29600","30470"
"In post","2022","EO","Barnsley, Doncaster and Rotherham","Female","610","510","27600","27570"
"In post","2022","EO","Barnsley, Doncaster and Rotherham","Male","350","320","29820","27570"
"In post","2022","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","1180","1080","25100","25860"
"In post","2022","EO","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","1220","1190","25340","25940"
"In post","2022","EO","Bedford","Female","160","140","27520","27570"
"In post","2022","EO","Bedford","Male","120","120","27770","27570"
"In post","2022","EO","Belfast","Female","470","430","26890","26820"
"In post","2022","EO","Belfast","Male","440","430","26800","26590"
"In post","2022","EO","Berkshire","Female","440","400","29720","29290"
"In post","2022","EO","Berkshire","Male","330","320","32820","29290"
"In post","2022","EO","Bexley and Greenwich","Female","320","300","31380","31060"
"In post","2022","EO","Bexley and Greenwich","Male","220","210","33410","31880"
"In post","2022","EO","Birmingham","Female","2140","1940","27080","27570"
"In post","2022","EO","Birmingham","Male","1560","1520","27280","26820"
"In post","2022","EO","Blackburn with Darwen","Female","110","90","27440","27570"
"In post","2022","EO","Blackburn with Darwen","Male","100","90","27730","27570"
"In post","2022","EO","Blackpool","Female","1210","1060","27440","27570"
"In post","2022","EO","Blackpool","Male","700","680","27530","27570"
"In post","2022","EO","Bournemouth, Christchurch and Poole","Female","180","160","27140","27570"
"In post","2022","EO","Bournemouth, Christchurch and Poole","Male","140","130","27120","27570"
"In post","2022","EO","Bradford","Female","530","460","27170","27570"
"In post","2022","EO","Bradford","Male","310","300","27250","27570"
"In post","2022","EO","Breckland and South Norfolk","Female","60","60","27640","27570"
"In post","2022","EO","Breckland and South Norfolk","Male","60","60","29690","28040"
"In post","2022","EO","Brent","Female","170","160","30840","31060"
"In post","2022","EO","Brent","Male","100","100","30680","31060"
"In post","2022","EO","Bridgend and Neath Port Talbot","Female","220","190","27850","27570"
"In post","2022","EO","Bridgend and Neath Port Talbot","Male","80","70","29180","27570"
"In post","2022","EO","Brighton and Hove","Female","180","160","27570","27570"
"In post","2022","EO","Brighton and Hove","Male","90","80","27830","27570"
"In post","2022","EO","Bristol, City of","Female","770","680","26770","27000"
"In post","2022","EO","Bristol, City of","Male","630","600","27120","26970"
"In post","2022","EO","Bromley","Female","170","150","31040","31060"
"In post","2022","EO","Bromley","Male","60","60","31270","31060"
"In post","2022","EO","Buckinghamshire","Female","280","260","28360","27570"
"In post","2022","EO","Buckinghamshire","Male","210","200","29530","28670"
"In post","2022","EO","Caithness and Sutherland, and Ross and Cromarty","Female","40","40","[c]","[c]"
"In post","2022","EO","Caithness and Sutherland, and Ross and Cromarty","Male","40","40","[c]","[c]"
"In post","2022","EO","Calderdale and Kirklees","Female","360","310","27350","27570"
"In post","2022","EO","Calderdale and Kirklees","Male","230","220","27440","27570"
"In post","2022","EO","Cambridgeshire CC","Female","360","340","27210","26680"
"In post","2022","EO","Cambridgeshire CC","Male","380","370","29820","27570"
"In post","2022","EO","Camden and City of London","Female","270","260","29450","28990"
"In post","2022","EO","Camden and City of London","Male","170","170","29980","28850"
"In post","2022","EO","Cardiff and Vale of Glamorgan","Female","1610","1470","27070","26820"
"In post","2022","EO","Cardiff and Vale of Glamorgan","Male","1370","1340","27450","26820"
"In post","2022","EO","Causeway Coast and Glens","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Causeway Coast and Glens","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Central Bedfordshire","Female","70","70","27810","26930"
"In post","2022","EO","Central Bedfordshire","Male","60","60","28350","27570"
"In post","2022","EO","Central Hampshire","Female","410","380","26940","26670"
"In post","2022","EO","Central Hampshire","Male","320","310","28080","26670"
"In post","2022","EO","Central Valleys","Female","720","650","27680","27570"
"In post","2022","EO","Central Valleys","Male","430","420","27650","27570"
"In post","2022","EO","Cheshire East","Female","170","150","27250","27570"
"In post","2022","EO","Cheshire East","Male","120","110","27570","27570"
"In post","2022","EO","Cheshire West and Chester","Female","120","100","27110","27570"
"In post","2022","EO","Cheshire West and Chester","Male","60","60","27280","27570"
"In post","2022","EO","Chorley and West Lancashire","Female","150","140","28620","27570"
"In post","2022","EO","Chorley and West Lancashire","Male","150","130","31030","32040"
"In post","2022","EO","City of Edinburgh","Female","1410","1320","28660","27570"
"In post","2022","EO","City of Edinburgh","Male","1360","1310","29500","28920"
"In post","2022","EO","Clackmannanshire and Fife","Female","280","250","28950","27570"
"In post","2022","EO","Clackmannanshire and Fife","Male","250","240","31230","32170"
"In post","2022","EO","Conwy and Denbighshire","Female","130","110","27810","27570"
"In post","2022","EO","Conwy and Denbighshire","Male","70","70","27840","27570"
"In post","2022","EO","Cornwall and Isles of Scilly","Female","340","300","27430","27570"
"In post","2022","EO","Cornwall and Isles of Scilly","Male","250","240","27160","27570"
"In post","2022","EO","Coventry","Female","350","320","26910","27130"
"In post","2022","EO","Coventry","Male","190","180","27410","27130"
"In post","2022","EO","Croydon","Female","1690","1550","29870","29370"
"In post","2022","EO","Croydon","Male","1090","1080","30030","29970"
"In post","2022","EO","Darlington","Female","150","130","26120","26000"
"In post","2022","EO","Darlington","Male","80","70","26410","26000"
"In post","2022","EO","Derby","Female","190","160","27200","27570"
"In post","2022","EO","Derby","Male","100","100","28660","27570"
"In post","2022","EO","Devon CC","Female","670","580","26960","27570"
"In post","2022","EO","Devon CC","Male","590","560","27670","27570"
"In post","2022","EO","Dorset","Female","280","250","27270","27130"
"In post","2022","EO","Dorset","Male","310","300","28570","27570"
"In post","2022","EO","Dudley","Female","310","260","27290","27570"
"In post","2022","EO","Dudley","Male","140","130","27510","27570"
"In post","2022","EO","Dumfries and Galloway","Female","110","100","29750","27570"
"In post","2022","EO","Dumfries and Galloway","Male","120","110","32210","35000"
"In post","2022","EO","Durham","Female","760","670","27180","27130"
"In post","2022","EO","Durham","Male","550","510","28360","27380"
"In post","2022","EO","Ealing","Female","210","200","31190","31060"
"In post","2022","EO","Ealing","Male","110","100","30980","31060"
"In post","2022","EO","East Ayrshire and North Ayrshire mainland","Female","240","210","27170","27570"
"In post","2022","EO","East Ayrshire and North Ayrshire mainland","Male","250","240","24650","25680"
"In post","2022","EO","East Cumbria","Female","180","150","25840","25980"
"In post","2022","EO","East Cumbria","Male","140","140","25260","25100"
"In post","2022","EO","East Derbyshire","Female","110","90","27260","27570"
"In post","2022","EO","East Derbyshire","Male","70","60","27430","27570"
"In post","2022","EO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Female","240","230","29630","27570"
"In post","2022","EO","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Male","320","300","32800","35000"
"In post","2022","EO","East Kent","Female","1120","990","27490","27370"
"In post","2022","EO","East Kent","Male","1290","1220","27280","26820"
"In post","2022","EO","East Lancashire","Female","130","120","27380","27570"
"In post","2022","EO","East Lancashire","Male","100","100","27300","27570"
"In post","2022","EO","East Lothian and Midlothian","Female","50","40","[c]","[c]"
"In post","2022","EO","East Lothian and Midlothian","Male","30","30","[c]","[c]"
"In post","2022","EO","East Merseyside","Female","320","280","27460","27570"
"In post","2022","EO","East Merseyside","Male","170","160","27850","27570"
"In post","2022","EO","East Riding of Yorkshire","Female","160","150","27840","27570"
"In post","2022","EO","East Riding of Yorkshire","Male","450","430","28790","26930"
"In post","2022","EO","East Surrey","Female","120","110","30910","29290"
"In post","2022","EO","East Surrey","Male","90","90","33270","32800"
"In post","2022","EO","East Sussex CC","Female","450","390","27250","27570"
"In post","2022","EO","East Sussex CC","Male","240","230","27840","27570"
"In post","2022","EO","Enfield","Female","160","140","30990","31060"
"In post","2022","EO","Enfield","Male","70","70","30970","31060"
"In post","2022","EO","Essex Haven Gateway","Female","240","210","29150","29290"
"In post","2022","EO","Essex Haven Gateway","Male","200","190","28920","29290"
"In post","2022","EO","Essex Thames Gateway","Female","270","230","29680","29290"
"In post","2022","EO","Essex Thames Gateway","Male","110","100","29620","29290"
"In post","2022","EO","Falkirk","Female","460","410","28730","27570"
"In post","2022","EO","Falkirk","Male","300","280","31590","32410"
"In post","2022","EO","Flintshire and Wrexham","Female","310","280","27480","27570"
"In post","2022","EO","Flintshire and Wrexham","Male","370","360","28990","28150"
"In post","2022","EO","Glasgow City","Female","2060","1880","27350","27570"
"In post","2022","EO","Glasgow City","Male","1610","1540","28120","27570"
"In post","2022","EO","Gloucestershire CC","Female","330","280","27310","27130"
"In post","2022","EO","Gloucestershire CC","Male","220","210","27770","27570"
"In post","2022","EO","Greater Manchester North East","Female","320","290","27470","27570"
"In post","2022","EO","Greater Manchester North East","Male","210","210","27940","27570"
"In post","2022","EO","Greater Manchester North West","Female","430","370","27280","27570"
"In post","2022","EO","Greater Manchester North West","Male","230","220","27840","27570"
"In post","2022","EO","Greater Manchester South East","Female","200","180","27320","27570"
"In post","2022","EO","Greater Manchester South East","Male","140","140","27390","27570"
"In post","2022","EO","Greater Manchester South West","Female","930","860","26540","26820"
"In post","2022","EO","Greater Manchester South West","Male","940","920","26480","26820"
"In post","2022","EO","Gwent Valleys","Female","320","280","27580","27570"
"In post","2022","EO","Gwent Valleys","Male","140","140","27830","27570"
"In post","2022","EO","Gwynedd","Female","110","100","27500","27570"
"In post","2022","EO","Gwynedd","Male","80","80","27750","27570"
"In post","2022","EO","Hackney and Newham","Female","1140","1060","31250","31060"
"In post","2022","EO","Hackney and Newham","Male","820","790","31220","31060"
"In post","2022","EO","Haringey and Islington","Female","300","270","30950","31060"
"In post","2022","EO","Haringey and Islington","Male","210","200","32010","31060"
"In post","2022","EO","Harrow and Hillingdon","Female","880","780","29640","29080"
"In post","2022","EO","Harrow and Hillingdon","Male","1020","950","29330","29080"
"In post","2022","EO","Hartlepool and Stockton-on-Tees","Female","310","270","27750","27570"
"In post","2022","EO","Hartlepool and Stockton-on-Tees","Male","200","200","28580","27570"
"In post","2022","EO","Heart of Essex","Female","190","180","28960","29290"
"In post","2022","EO","Heart of Essex","Male","140","130","29670","29290"
"In post","2022","EO","Herefordshire, County of","Female","90","80","27430","27570"
"In post","2022","EO","Herefordshire, County of","Male","60","60","28580","26840"
"In post","2022","EO","Hertfordshire CC","Female","560","510","29730","29290"
"In post","2022","EO","Hertfordshire CC","Male","340","330","30370","29290"
"In post","2022","EO","Hounslow and Richmond upon Thames","Female","520","490","29750","29080"
"In post","2022","EO","Hounslow and Richmond upon Thames","Male","440","430","30500","29410"
"In post","2022","EO","Inverclyde, East Renfrewshire, and Renfrewshire","Female","290","260","28430","27570"
"In post","2022","EO","Inverclyde, East Renfrewshire, and Renfrewshire","Male","210","190","30180","27570"
"In post","2022","EO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Female","230","210","28380","27570"
"In post","2022","EO","Inverness and Nairn, Moray, and Badenoch and Strathspey","Male","180","170","29850","27570"
"In post","2022","EO","Isle of Anglesey","Female","60","50","26940","27570"
"In post","2022","EO","Isle of Anglesey","Male","50","50","26710","26670"
"In post","2022","EO","Isle of Wight","Female","120","100","27510","27570"
"In post","2022","EO","Isle of Wight","Male","100","90","29180","27570"
"In post","2022","EO","Kensington & Chelsea and Hammersmith & Fulham","Female","150","140","31530","31060"
"In post","2022","EO","Kensington & Chelsea and Hammersmith & Fulham","Male","110","100","33580","31060"
"In post","2022","EO","Kent Thames Gateway","Female","210","190","29740","29290"
"In post","2022","EO","Kent Thames Gateway","Male","180","170","31010","29550"
"In post","2022","EO","Kingston upon Hull, City of","Female","410","350","27300","27570"
"In post","2022","EO","Kingston upon Hull, City of","Male","290","270","27700","27380"
"In post","2022","EO","Lambeth","Female","670","630","32690","31880"
"In post","2022","EO","Lambeth","Male","440","440","34220","33330"
"In post","2022","EO","Lancaster and Wyre","Female","230","210","27250","26930"
"In post","2022","EO","Lancaster and Wyre","Male","140","140","28010","27570"
"In post","2022","EO","Leeds","Female","1870","1700","26830","26820"
"In post","2022","EO","Leeds","Male","1650","1610","27120","26820"
"In post","2022","EO","Leicester","Female","400","350","27290","27570"
"In post","2022","EO","Leicester","Male","320","310","27450","27570"
"In post","2022","EO","Leicestershire CC and Rutland","Female","300","270","27460","27380"
"In post","2022","EO","Leicestershire CC and Rutland","Male","280","270","28520","27380"
"In post","2022","EO","Lewisham and Southwark","Female","310","290","30340","31060"
"In post","2022","EO","Lewisham and Southwark","Male","220","210","29950","30320"
"In post","2022","EO","Lincolnshire CC","Female","400","360","27340","27570"
"In post","2022","EO","Lincolnshire CC","Male","350","330","28150","27570"
"In post","2022","EO","Lisburn and Castlereagh","Female","70","70","26590","25380"
"In post","2022","EO","Lisburn and Castlereagh","Male","60","60","26720","26820"
"In post","2022","EO","Liverpool","Female","2160","1950","26090","26120"
"In post","2022","EO","Liverpool","Male","1420","1370","26230","26330"
"In post","2022","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Female","70","60","28910","27940"
"In post","2022","EO","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","Male","50","50","30350","30020"
"In post","2022","EO","Luton","Female","150","140","27490","27570"
"In post","2022","EO","Luton","Male","150","140","28470","27570"
"In post","2022","EO","Manchester","Female","1330","1240","26560","26820"
"In post","2022","EO","Manchester","Male","1250","1210","27120","26820"
"In post","2022","EO","Medway","Female","240","220","30200","29290"
"In post","2022","EO","Medway","Male","170","170","31900","31880"
"In post","2022","EO","Merton, Kingston upon Thames and Sutton","Female","220","210","31200","31060"
"In post","2022","EO","Merton, Kingston upon Thames and Sutton","Male","160","150","32930","31060"
"In post","2022","EO","Mid and East Antrim","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mid and East Antrim","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Mid Kent","Female","150","140","29030","29290"
"In post","2022","EO","Mid Kent","Male","120","110","29990","29290"
"In post","2022","EO","Mid Lancashire","Female","840","740","27270","27570"
"In post","2022","EO","Mid Lancashire","Male","570","550","27750","27570"
"In post","2022","EO","Milton Keynes","Female","290","270","28080","27570"
"In post","2022","EO","Milton Keynes","Male","250","250","29180","27570"
"In post","2022","EO","Monmouthshire and Newport","Female","810","730","25670","24750"
"In post","2022","EO","Monmouthshire and Newport","Male","500","480","26480","25580"
"In post","2022","EO","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","EO","Na h-Eileanan Siar","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Na h-Eileanan Siar","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","North and North East Lincolnshire","Female","220","190","27260","27570"
"In post","2022","EO","North and North East Lincolnshire","Male","120","110","27050","27570"
"In post","2022","EO","North and West Norfolk","Female","110","100","27700","27570"
"In post","2022","EO","North and West Norfolk","Male","100","90","28900","27570"
"In post","2022","EO","North Hampshire","Female","160","140","27160","27500"
"In post","2022","EO","North Hampshire","Male","110","110","27340","27570"
"In post","2022","EO","North Lanarkshire","Female","480","420","28000","27570"
"In post","2022","EO","North Lanarkshire","Male","400","370","29840","27570"
"In post","2022","EO","North Northamptonshire","Female","130","110","27450","27570"
"In post","2022","EO","North Northamptonshire","Male","70","70","27950","27570"
"In post","2022","EO","North Nottinghamshire","Female","200","170","27380","27570"
"In post","2022","EO","North Nottinghamshire","Male","130","130","28490","27570"
"In post","2022","EO","North Yorkshire CC","Female","240","220","27390","27570"
"In post","2022","EO","North Yorkshire CC","Male","270","260","28370","27570"
"In post","2022","EO","Northumberland","Female","140","120","27520","27570"
"In post","2022","EO","Northumberland","Male","70","70","27060","27570"
"In post","2022","EO","Norwich and East Norfolk","Female","340","290","27180","27570"
"In post","2022","EO","Norwich and East Norfolk","Male","260","240","27860","27570"
"In post","2022","EO","Nottingham","Female","1370","1250","26780","26820"
"In post","2022","EO","Nottingham","Male","980","950","26960","26820"
"In post","2022","EO","Orkney Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Orkney Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Overseas","Female","140","130","27770","27070"
"In post","2022","EO","Overseas","Male","150","150","27640","27170"
"In post","2022","EO","Oxfordshire CC","Female","310","280","27610","27570"
"In post","2022","EO","Oxfordshire CC","Male","230","220","30150","27570"
"In post","2022","EO","Perth and Kinross, and Stirling","Female","260","240","30590","30020"
"In post","2022","EO","Perth and Kinross, and Stirling","Male","310","290","32420","35000"
"In post","2022","EO","Peterborough","Female","260","220","26990","27130"
"In post","2022","EO","Peterborough","Male","160","150","26970","27130"
"In post","2022","EO","Plymouth","Female","460","400","27220","27130"
"In post","2022","EO","Plymouth","Male","410","400","28180","27130"
"In post","2022","EO","Portsmouth","Female","530","480","27160","26820"
"In post","2022","EO","Portsmouth","Male","550","530","28120","26820"
"In post","2022","EO","Powys","Female","110","100","27930","27570"
"In post","2022","EO","Powys","Male","60","60","27340","27570"
"In post","2022","EO","Redbridge and Waltham Forest","Female","360","320","30760","31060"
"In post","2022","EO","Redbridge and Waltham Forest","Male","200","190","30790","31060"
"In post","2022","EO","Sandwell","Female","190","160","27220","27570"
"In post","2022","EO","Sandwell","Male","100","100","27490","27570"
"In post","2022","EO","Scottish Borders","Female","90","80","28780","28980"
"In post","2022","EO","Scottish Borders","Male","80","70","28910","27570"
"In post","2022","EO","Sefton","Female","1120","1010","26650","26820"
"In post","2022","EO","Sefton","Male","750","730","26600","26820"
"In post","2022","EO","Sheffield","Female","1120","980","26410","26000"
"In post","2022","EO","Sheffield","Male","780","750","26350","25310"
"In post","2022","EO","Shetland Islands","Female","[c]","[c]","[c]","[c]"
"In post","2022","EO","Shetland Islands","Male","[c]","[c]","[c]","[c]"
"In post","2022","EO","Shropshire","Female","160","150","27540","27570"
"In post","2022","EO","Shropshire","Male","280","280","28970","29350"
"In post","2022","EO","Solihull","Female","320","290","26320","26120"
"In post","2022","EO","Solihull","Male","240","220","26620","26160"
"In post","2022","EO","Somerset CC","Female","400","350","26980","27570"
"In post","2022","EO","Somerset CC","Male","310","290","27320","27520"
"In post","2022","EO","South and West Derbyshire","Female","230","190","27620","27570"
"In post","2022","EO","South and West Derbyshire","Male","140","130","27850","27570"
"In post","2022","EO","South Ayrshire","Female","110","100","27630","27570"
"In post","2022","EO","South Ayrshire","Male","60","60","27750","27570"
"In post","2022","EO","South Hampshire","Female","450","400","26030","26670"
"In post","2022","EO","South Hampshire","Male","460","450","26650","26670"
"In post","2022","EO","South Lanarkshire","Female","610","530","27110","26820"
"In post","2022","EO","South Lanarkshire","Male","290","270","27050","26820"
"In post","2022","EO","South Nottinghamshire","Female","100","90","27630","27380"
"In post","2022","EO","South Nottinghamshire","Male","130","120","28930","27570"
"In post","2022","EO","South Teesside","Female","290","250","27040","27570"
"In post","2022","EO","South Teesside","Male","140","130","26850","27570"
"In post","2022","EO","South West Wales","Female","260","230","27450","27570"
"In post","2022","EO","South West Wales","Male","220","200","27990","27570"
"In post","2022","EO","Southampton","Female","220","190","26940","27570"
"In post","2022","EO","Southampton","Male","190","190","26850","26880"
"In post","2022","EO","Southend-on-Sea","Female","210","180","28640","29290"
"In post","2022","EO","Southend-on-Sea","Male","100","100","28200","28920"
"In post","2022","EO","Staffordshire CC","Female","600","540","27670","27570"
"In post","2022","EO","Staffordshire CC","Male","540","520","29050","27570"
"In post","2022","EO","Stoke-on-Trent","Female","240","220","26850","27570"
"In post","2022","EO","Stoke-on-Trent","Male","150","150","26900","27570"
"In post","2022","EO","Suffolk CC","Female","660","590","27120","27570"
"In post","2022","EO","Suffolk CC","Male","560","550","27850","27380"
"In post","2022","EO","Sunderland","Female","910","790","27450","27570"
"In post","2022","EO","Sunderland","Male","440","420","27780","27570"
"In post","2022","EO","Swansea","Female","1000","890","26860","26780"
"In post","2022","EO","Swansea","Male","720","700","27180","26780"
"In post","2022","EO","Swindon","Female","100","80","27440","27570"
"In post","2022","EO","Swindon","Male","60","60","27400","27570"
"In post","2022","EO","Telford and Wrekin","Female","360","310","27110","27570"
"In post","2022","EO","Telford and Wrekin","Male","190","180","27020","27130"
"In post","2022","EO","Thurrock","Female","120","110","27720","27370"
"In post","2022","EO","Thurrock","Male","100","100","26750","25310"
"In post","2022","EO","Torbay","Female","70","60","27320","27570"
"In post","2022","EO","Torbay","Male","30","30","[c]","[c]"
"In post","2022","EO","Tower Hamlets","Female","500","470","29310","28950"
"In post","2022","EO","Tower Hamlets","Male","360","360","29040","28760"
"In post","2022","EO","Tyneside","Female","2530","2260","26750","26820"
"In post","2022","EO","Tyneside","Male","1870","1800","26780","26820"
"In post","2022","EO","Unknown","Female","270","240","28560","27570"
"In post","2022","EO","Unknown","Male","170","170","27890","27570"
"In post","2022","EO","Wakefield","Female","280","250","28590","27570"
"In post","2022","EO","Wakefield","Male","230","220","30950","32040"
"In post","2022","EO","Walsall","Female","180","150","27280","27570"
"In post","2022","EO","Walsall","Male","80","80","27430","27570"
"In post","2022","EO","Wandsworth","Female","110","110","32030","31060"
"In post","2022","EO","Wandsworth","Male","100","90","33690","31530"
"In post","2022","EO","Warrington","Female","500","480","30260","30480"
"In post","2022","EO","Warrington","Male","400","390","32000","32770"
"In post","2022","EO","Warwickshire CC","Female","250","220","26700","27570"
"In post","2022","EO","Warwickshire CC","Male","210","200","25320","26750"
"In post","2022","EO","West Cumbria","Female","190","170","26580","26350"
"In post","2022","EO","West Cumbria","Male","90","90","28130","27380"
"In post","2022","EO","West Essex","Female","190","160","28010","27370"
"In post","2022","EO","West Essex","Male","200","170","28330","27370"
"In post","2022","EO","West Kent","Female","40","40","[c]","[c]"
"In post","2022","EO","West Kent","Male","50","50","29530","29290"
"In post","2022","EO","West Lothian","Female","90","80","27890","27570"
"In post","2022","EO","West Lothian","Male","60","60","29230","27570"
"In post","2022","EO","West Northamptonshire","Female","170","150","27160","27570"
"In post","2022","EO","West Northamptonshire","Male","140","140","28060","27570"
"In post","2022","EO","West Surrey","Female","340","310","29110","29120"
"In post","2022","EO","West Surrey","Male","200","190","29350","29290"
"In post","2022","EO","West Sussex (North East)","Female","380","330","27830","27570"
"In post","2022","EO","West Sussex (North East)","Male","430","380","28420","27320"
"In post","2022","EO","West Sussex (South West)","Female","280","240","27570","27570"
"In post","2022","EO","West Sussex (South West)","Male","160","150","27840","27570"
"In post","2022","EO","Westminster","Female","3850","3720","29050","28650"
"In post","2022","EO","Westminster","Male","2350","2320","29140","28700"
"In post","2022","EO","Wiltshire","Female","700","650","26520","26670"
"In post","2022","EO","Wiltshire","Male","500","490","27510","26670"
"In post","2022","EO","Wirral","Female","520","440","27340","27570"
"In post","2022","EO","Wirral","Male","230","210","27390","27570"
"In post","2022","EO","Wolverhampton","Female","270","240","27020","27570"
