"Status","Year","Region_ITL3","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Devon CC","Unknown","AA/AO","370","320","22250","21260"
"In post","2022","Devon CC","Unknown","EO","190","160","27320","27570"
"In post","2022","Devon CC","Unknown","G6/G7","30","30","[c]","[c]"
"In post","2022","Devon CC","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Devon CC","Unknown","SEO/HEO","70","70","34590","33210"
"In post","2022","Devon CC","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Heterosexual / straight","AA/AO","670","640","24000","22600"
"In post","2022","Dorset","Heterosexual / straight","EO","400","380","28130","27130"
"In post","2022","Dorset","Heterosexual / straight","G6/G7","60","50","62110","60520"
"In post","2022","Dorset","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Heterosexual / straight","SEO/HEO","370","350","37760","36580"
"In post","2022","Dorset","Heterosexual / straight","Unknown","50","50","28340","24800"
"In post","2022","Dorset","LGBO","AA/AO","40","40","[c]","[c]"
"In post","2022","Dorset","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Undeclared","AA/AO","70","70","24860","23960"
"In post","2022","Dorset","Undeclared","EO","70","60","28140","27130"
"In post","2022","Dorset","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Undeclared","SEO/HEO","60","50","36200","34640"
"In post","2022","Dorset","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Unknown","AA/AO","170","160","23960","22600"
"In post","2022","Dorset","Unknown","EO","100","90","27120","27130"
"In post","2022","Dorset","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dorset","Unknown","SEO/HEO","70","60","35100","33840"
"In post","2022","Dorset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Heterosexual / straight","AA/AO","310","260","21160","21260"
"In post","2022","Dudley","Heterosexual / straight","EO","290","260","27380","27570"
"In post","2022","Dudley","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Heterosexual / straight","SEO/HEO","70","70","34930","34290"
"In post","2022","Dudley","Heterosexual / straight","Unknown","50","50","[c]","[c]"
"In post","2022","Dudley","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Undeclared","AA/AO","50","40","21000","21260"
"In post","2022","Dudley","Undeclared","EO","40","30","[c]","[c]"
"In post","2022","Dudley","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Unknown","AA/AO","110","90","21070","21260"
"In post","2022","Dudley","Unknown","EO","100","90","27410","27570"
"In post","2022","Dudley","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Dudley","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Heterosexual / straight","AA/AO","90","80","23450","23230"
"In post","2022","Dumfries and Galloway","Heterosexual / straight","EO","130","120","30100","27940"
"In post","2022","Dumfries and Galloway","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Heterosexual / straight","SEO/HEO","50","50","38560","37440"
"In post","2022","Dumfries and Galloway","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Unknown","AA/AO","130","120","25320","25940"
"In post","2022","Dumfries and Galloway","Unknown","EO","80","70","32780","35000"
"In post","2022","Dumfries and Galloway","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Dumfries and Galloway","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Heterosexual / straight","AA/AO","2080","1830","23430","21750"
"In post","2022","Durham","Heterosexual / straight","EO","920","840","27620","27130"
"In post","2022","Durham","Heterosexual / straight","G6/G7","130","130","59240","57130"
"In post","2022","Durham","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Heterosexual / straight","SEO/HEO","630","590","37080","35630"
"In post","2022","Durham","Heterosexual / straight","Unknown","180","170","31050","30210"
"In post","2022","Durham","LGBO","AA/AO","120","110","23630","22010"
"In post","2022","Durham","LGBO","EO","40","40","[c]","[c]"
"In post","2022","Durham","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Durham","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Durham","LGBO","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Durham","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Undeclared","AA/AO","210","180","23870","21860"
"In post","2022","Durham","Undeclared","EO","110","100","27500","27130"
"In post","2022","Durham","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Undeclared","SEO/HEO","60","60","37520","36480"
"In post","2022","Durham","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Unknown","AA/AO","800","720","24180","22130"
"In post","2022","Durham","Unknown","EO","240","210","27870","27130"
"In post","2022","Durham","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Durham","Unknown","SEO/HEO","100","90","38370","36480"
"In post","2022","Durham","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Heterosexual / straight","EO","200","190","31110","31060"
"In post","2022","Ealing","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Ealing","Heterosexual / straight","Unknown","50","50","33930","32090"
"In post","2022","Ealing","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Undeclared","EO","30","30","[c]","[c]"
"In post","2022","Ealing","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Unknown","EO","70","70","31110","31060"
"In post","2022","Ealing","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Ealing","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","AA/AO","230","210","21930","21260"
"In post","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","EO","370","340","25970","27570"
"In post","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Heterosexual / straight","SEO/HEO","150","140","35190","34290"
"In post","2022","East Ayrshire and North Ayrshire mainland","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","EO","30","30","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","AA/AO","70","60","22400","21260"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","EO","80","70","25340","27230"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Ayrshire and North Ayrshire mainland","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Heterosexual / straight","AA/AO","220","200","21950","21300"
"In post","2022","East Cumbria","Heterosexual / straight","EO","230","210","25250","25190"
"In post","2022","East Cumbria","Heterosexual / straight","G6/G7","50","50","55370","53440"
"In post","2022","East Cumbria","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Heterosexual / straight","SEO/HEO","150","140","34120","31990"
"In post","2022","East Cumbria","Heterosexual / straight","Unknown","60","50","29500","28200"
"In post","2022","East Cumbria","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","AA/AO","30","30","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","EO","30","30","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","AA/AO","70","70","21570","21300"
"In post","2022","East Cumbria","Unknown","EO","50","40","[c]","[c]"
"In post","2022","East Cumbria","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Heterosexual / straight","AA/AO","80","70","20820","21260"
"In post","2022","East Derbyshire","Heterosexual / straight","EO","120","100","27390","27570"
"In post","2022","East Derbyshire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Heterosexual / straight","Unknown","50","50","28400","26310"
"In post","2022","East Derbyshire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","EO","30","30","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Derbyshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","AA/AO","910","860","26550","22710"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","EO","340","320","31020","27570"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","G6/G7","40","40","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","SEO/HEO","270","260","41280","40540"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Heterosexual / straight","Unknown","60","60","39890","40790"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","AA/AO","30","30","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","AA/AO","90","90","29410","23460"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","EO","30","30","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","AA/AO","380","360","26430","23540"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","EO","170","160","32360","35000"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","SEO/HEO","40","40","[c]","[c]"
"In post","2022","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Heterosexual / straight","AA/AO","670","620","23020","23770"
"In post","2022","East Kent","Heterosexual / straight","EO","1700","1560","27240","26820"
"In post","2022","East Kent","Heterosexual / straight","G6/G7","100","90","57210","53050"
"In post","2022","East Kent","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Heterosexual / straight","SEO/HEO","540","520","35020","33830"
"In post","2022","East Kent","Heterosexual / straight","Unknown","80","80","30230","29180"
"In post","2022","East Kent","LGBO","AA/AO","40","40","[c]","[c]"
"In post","2022","East Kent","LGBO","EO","80","80","27580","27370"
"In post","2022","East Kent","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Undeclared","AA/AO","80","70","23180","24250"
"In post","2022","East Kent","Undeclared","EO","320","290","27610","27370"
"In post","2022","East Kent","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Undeclared","SEO/HEO","120","120","34490","33400"
"In post","2022","East Kent","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Unknown","AA/AO","260","240","22960","21680"
"In post","2022","East Kent","Unknown","EO","310","280","27860","26640"
"In post","2022","East Kent","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Kent","Unknown","SEO/HEO","50","50","36660","35190"
"In post","2022","East Kent","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Heterosexual / straight","AA/AO","90","80","20840","21260"
"In post","2022","East Lancashire","Heterosexual / straight","EO","150","140","27420","27570"
"In post","2022","East Lancashire","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Heterosexual / straight","SEO/HEO","30","30","[c]","[c]"
"In post","2022","East Lancashire","Heterosexual / straight","Unknown","90","80","28320","24800"
"In post","2022","East Lancashire","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Unknown","EO","60","50","27340","27570"
"In post","2022","East Lancashire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Lancashire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Heterosexual / straight","EO","50","50","27320","27570"
"In post","2022","East Lothian and Midlothian","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Lothian and Midlothian","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Heterosexual / straight","AA/AO","190","160","21230","20970"
"In post","2022","East Merseyside","Heterosexual / straight","EO","330","300","27550","27570"
"In post","2022","East Merseyside","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"In post","2022","East Merseyside","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Heterosexual / straight","SEO/HEO","100","90","35620","34290"
"In post","2022","East Merseyside","Heterosexual / straight","Unknown","140","130","30490","28200"
"In post","2022","East Merseyside","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","EO","40","30","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Unknown","AA/AO","60","50","21100","21260"
"In post","2022","East Merseyside","Unknown","EO","110","100","27760","27570"
"In post","2022","East Merseyside","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Merseyside","Unknown","Unknown","40","40","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","AA/AO","710","660","25220","24730"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","EO","450","430","28440","26930"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","G6/G7","40","40","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","SEO/HEO","200","190","39160","37280"
"In post","2022","East Riding of Yorkshire","Heterosexual / straight","Unknown","60","50","31020","31420"
"In post","2022","East Riding of Yorkshire","LGBO","AA/AO","40","40","[c]","[c]"
"In post","2022","East Riding of Yorkshire","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Undeclared","AA/AO","80","70","26280","24580"
"In post","2022","East Riding of Yorkshire","Undeclared","EO","80","80","29080","27380"
"In post","2022","East Riding of Yorkshire","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Undeclared","SEO/HEO","30","30","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Unknown","AA/AO","170","170","25260","23140"
"In post","2022","East Riding of Yorkshire","Unknown","EO","60","50","28350","27570"
"In post","2022","East Riding of Yorkshire","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Riding of Yorkshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Heterosexual / straight","AA/AO","400","380","30400","31020"
"In post","2022","East Surrey","Heterosexual / straight","EO","140","130","31970","29290"
"In post","2022","East Surrey","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Heterosexual / straight","SEO/HEO","110","100","43060","41500"
"In post","2022","East Surrey","Heterosexual / straight","Unknown","40","40","[c]","[c]"
"In post","2022","East Surrey","LGBO","AA/AO","40","40","[c]","[c]"
"In post","2022","East Surrey","LGBO","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","LGBO","SCS","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","LGBO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Undeclared","AA/AO","40","40","[c]","[c]"
"In post","2022","East Surrey","Undeclared","EO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Unknown","AA/AO","120","110","30200","31020"
"In post","2022","East Surrey","Unknown","EO","40","30","[c]","[c]"
"In post","2022","East Surrey","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","East Surrey","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Sussex CC","Heterosexual / straight","AA/AO","630","560","22670","21260"
"In post","2022","East Sussex CC","Heterosexual / straight","EO","470","420","27490","27570"
"In post","2022","East Sussex CC","Heterosexual / straight","G6/G7","50","50","[c]","[c]"
