"Status","Year","Function_of_post","Organisation","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Health and Safety Executive","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Bradford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Croydon","30","30","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Leeds","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Liverpool","70","70","39900","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Manchester","160","150","38490","33690"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Suffolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tower Hamlets","120","110","47870","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Westminster","190","180","47980","41760"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Westminster","120","120","50770","52680"
"In post","2021","Analysis","Insolvency Service","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Wirral","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Maritime and Coastguard Agency","Southampton","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","60","50","40630","38530"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Medway","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Westminster","90","80","43990","40640"
"In post","2021","Analysis","Ministry of Defence (excl. agencies)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Housing, Communities and Local Government (excl. agencies)","Westminster","190","190","46840","46510"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Bedford","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Durham CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Leeds","40","30","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Tower Hamlets","320","310","46810","41090"
"In post","2021","Analysis","Ministry of Justice (excl. agencies)","Westminster","30","30","[c]","[c]"
"In post","2021","Analysis","National Savings and Investments","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Bristol, City of","90","90","39150","32010"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","Westminster","40","40","[c]","[c]"
"In post","2021","Analysis","Office for Standards in Education, Children's Services and Skills","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Gas and Electricity Markets","Tower Hamlets","60","60","54980","52000"
"In post","2021","Analysis","Office of Rail and Road","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Office of Rail and Road","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Planning Inspectorate","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Registers of Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Devon CC","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Rural Payments Agency","York","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Scottish Courts and Tribunals Service","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Export Finance","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","UK Intellectual Property Office","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","United Kingdom Statistics Authority","Monmouthshire and Newport","1020","980","36210","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","South Hampshire","440","420","37170","36030"
"In post","2021","Analysis","United Kingdom Statistics Authority","Westminster","230","220","40680","32540"
"In post","2021","Analysis","Valuation Office Agency","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Sheffield","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","Tyneside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Valuation Office Agency","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wales Office","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Water Services Regulation Authority","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Welsh Revenue Authority","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Wilton Park","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Advisory, Conciliation and Arbitration Service","Westminster","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Powys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","South West Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","West Surrey","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Animal and Plant Health Agency","Worcestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Blackpool","30","30","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Coventry","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Croydon","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Darlington","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Greater Manchester South West","50","50","61190","53460"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Leeds","60","60","67060","64500"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Liverpool","70","70","64390","55840"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Manchester","40","40","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Norwich and East Norfolk","60","50","55100","52050"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Peterborough","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Sefton","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Sheffield","40","40","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Swansea","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Tower Hamlets","100","100","53630","54700"
"In post","2021","Commercial","Cabinet Office (excl. agencies)","Tyneside","[c]","[c]","[c]","[c]"
