"Status","Year","Organisation","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office (excl. agencies)","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","London","760","750","94650","80420"
"In post","2021","Cabinet Office (excl. agencies)","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","North West (England)","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","South West (England)","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SCS","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","East of England","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","London","2630","2610","34120","34550"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","North East (England)","120","120","33060","32000"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","North West (England)","200","190","33490","32980"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Scotland","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","South East (England)","100","90","33750","33300"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","South West (England)","80","70","33230","33300"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Unknown","460","450","31530","32000"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Wales","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","SEO/HEO","Yorkshire and The Humber","290","280","34380","33300"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","East of England","40","40","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","East of England","80","70","25090","24920"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","South West (England)","40","40","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","East of England","90","90","51910","48080"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","East of England","250","240","33020","30660"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","South West (England)","70","70","32250","30220"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","EO","North West (England)","90","90","24640","24440"
"In post","2021","Charity Commission","EO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","North West (England)","30","30","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","London","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","London","40","40","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","North West (England)","170","160","32880","29550"
"In post","2021","Charity Commission","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","AA/AO","Wales","390","340","21700","22490"
"In post","2021","Companies House","EO","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","EO","Wales","260","250","28030","27460"
"In post","2021","Companies House","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","G6/G7","Wales","70","70","57350","56390"
"In post","2021","Companies House","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","London","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","SEO/HEO","Wales","300","290","38770","38070"
"In post","2021","Competition and Markets Authority","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","EO","London","70","70","28600","28160"
"In post","2021","Competition and Markets Authority","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","London","390","380","66620","64220"
"In post","2021","Competition and Markets Authority","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SCS","London","110","100","109740","101590"
"In post","2021","Competition and Markets Authority","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","SEO/HEO","London","190","180","37880","35660"
"In post","2021","Competition and Markets Authority","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","AA/AO","Scotland","120","100","20270","20650"
"In post","2021","Criminal Injuries Compensation Authority","EO","Scotland","80","80","23350","22710"
"In post","2021","Criminal Injuries Compensation Authority","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","SEO/HEO","Scotland","90","80","29340","27770"
"In post","2021","Crown Commercial Service","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","AA/AO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","EO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","EO","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","EO","North West (England)","60","60","23220","22240"
"In post","2021","Crown Commercial Service","EO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","G6/G7","North West (England)","110","110","52640","52550"
"In post","2021","Crown Commercial Service","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","East of England","110","100","33270","33340"
"In post","2021","Crown Commercial Service","SEO/HEO","London","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","North West (England)","210","210","32960","34800"
"In post","2021","Crown Commercial Service","SEO/HEO","Wales","60","60","32000","31000"
"In post","2021","Crown Commercial Service","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","AA/AO","Scotland","710","630","21930","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","EO","Scotland","320","310","27330","26570"
"In post","2021","Crown Office and Procurator Fiscal Service","G6/G7","Scotland","200","190","66580","68470"
"In post","2021","Crown Office and Procurator Fiscal Service","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","SEO/HEO","Scotland","770","720","41990","37940"
"In post","2021","Crown Prosecution Service","AA/AO","East Midlands (England)","110","110","21360","21950"
"In post","2021","Crown Prosecution Service","AA/AO","East of England","110","100","22440","23520"
"In post","2021","Crown Prosecution Service","AA/AO","London","330","310","23110","23520"
"In post","2021","Crown Prosecution Service","AA/AO","North East (England)","100","80","21860","21950"
"In post","2021","Crown Prosecution Service","AA/AO","North West (England)","210","190","21970","21950"
"In post","2021","Crown Prosecution Service","AA/AO","South East (England)","150","140","22760","23520"
"In post","2021","Crown Prosecution Service","AA/AO","South West (England)","60","50","21750","21950"
"In post","2021","Crown Prosecution Service","AA/AO","Wales","80","70","21970","21950"
"In post","2021","Crown Prosecution Service","AA/AO","West Midlands (England)","130","120","21790","21950"
"In post","2021","Crown Prosecution Service","AA/AO","Yorkshire and The Humber","180","160","21730","21950"
"In post","2021","Crown Prosecution Service","EO","East Midlands (England)","90","80","27040","27350"
"In post","2021","Crown Prosecution Service","EO","East of England","110","100","28640","28430"
"In post","2021","Crown Prosecution Service","EO","London","340","320","28890","30040"
"In post","2021","Crown Prosecution Service","EO","North East (England)","60","60","27390","28430"
"In post","2021","Crown Prosecution Service","EO","North West (England)","210","200","27610","28430"
"In post","2021","Crown Prosecution Service","EO","South East (England)","150","140","28650","27760"
"In post","2021","Crown Prosecution Service","EO","South West (England)","60","60","26970","26340"
"In post","2021","Crown Prosecution Service","EO","Wales","60","50","27440","28430"
"In post","2021","Crown Prosecution Service","EO","West Midlands (England)","110","100","27170","28430"
"In post","2021","Crown Prosecution Service","EO","Yorkshire and The Humber","170","150","27140","27440"
"In post","2021","Crown Prosecution Service","G6/G7","East Midlands (England)","180","170","53780","54170"
"In post","2021","Crown Prosecution Service","G6/G7","East of England","190","170","58620","59930"
"In post","2021","Crown Prosecution Service","G6/G7","London","720","680","61370","61860"
"In post","2021","Crown Prosecution Service","G6/G7","North East (England)","130","130","54840","55610"
"In post","2021","Crown Prosecution Service","G6/G7","North West (England)","390","370","55630","55610"
"In post","2021","Crown Prosecution Service","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","G6/G7","South East (England)","290","270","59500","61640"
"In post","2021","Crown Prosecution Service","G6/G7","South West (England)","120","110","55440","55610"
"In post","2021","Crown Prosecution Service","G6/G7","Wales","170","150","54990","55610"
"In post","2021","Crown Prosecution Service","G6/G7","West Midlands (England)","240","220","55630","55610"
"In post","2021","Crown Prosecution Service","G6/G7","Yorkshire and The Humber","430","390","56630","55610"
"In post","2021","Crown Prosecution Service","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","London","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","East Midlands (England)","60","50","35150","34480"
"In post","2021","Crown Prosecution Service","SEO/HEO","East of England","70","70","37160","38000"
"In post","2021","Crown Prosecution Service","SEO/HEO","London","260","250","37170","39540"
"In post","2021","Crown Prosecution Service","SEO/HEO","North East (England)","50","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","North West (England)","140","140","35210","34480"
"In post","2021","Crown Prosecution Service","SEO/HEO","South East (England)","90","80","37520","39540"
"In post","2021","Crown Prosecution Service","SEO/HEO","South West (England)","40","40","[c]","[c]"
"In post","2021","Crown Prosecution Service","SEO/HEO","Wales","60","50","35480","34480"
"In post","2021","Crown Prosecution Service","SEO/HEO","West Midlands (England)","80","70","35120","34480"
"In post","2021","Crown Prosecution Service","SEO/HEO","Yorkshire and The Humber","150","150","35550","37440"
