"Status","Year","Organisation","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Accountant in Bankruptcy","AA/AO","Scotland","30","30","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","EO","Scotland","40","40","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SCS","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Accountant in Bankruptcy","SEO/HEO","Scotland","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","East Midlands (England)","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","London","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","North East (England)","60","60","24580","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","North West (England)","60","60","24600","24250"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Scotland","40","40","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Wales","40","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","West Midlands (England)","30","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SCS","London","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","East Midlands (England)","50","40","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","London","130","120","41470","39120"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","North East (England)","70","60","33810","31130"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","North West (England)","70","70","34230","34500"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Scotland","50","50","34050","31640"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","South West (England)","40","30","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Wales","50","50","34220","32260"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","West Midlands (England)","50","50","[c]","[c]"
"In post","2021","Advisory, Conciliation and Arbitration Service","SEO/HEO","Yorkshire and The Humber","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","North West (England)","120","110","21100","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","Scotland","40","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","AA/AO","South East (England)","180","170","24230","24370"
"In post","2021","Animal and Plant Health Agency","AA/AO","South West (England)","160","150","21110","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","Wales","140","130","21100","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","West Midlands (England)","80","70","21030","21050"
"In post","2021","Animal and Plant Health Agency","AA/AO","Yorkshire and The Humber","60","60","21840","21050"
"In post","2021","Animal and Plant Health Agency","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","East of England","60","60","26100","25520"
"In post","2021","Animal and Plant Health Agency","EO","London","60","50","30950","31460"
"In post","2021","Animal and Plant Health Agency","EO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","North West (England)","80","70","25640","25190"
"In post","2021","Animal and Plant Health Agency","EO","Scotland","30","30","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","EO","South East (England)","200","190","27730","28170"
"In post","2021","Animal and Plant Health Agency","EO","South West (England)","110","100","25410","25190"
"In post","2021","Animal and Plant Health Agency","EO","Wales","70","60","25560","25190"
"In post","2021","Animal and Plant Health Agency","EO","West Midlands (England)","80","70","25380","25190"
"In post","2021","Animal and Plant Health Agency","EO","Yorkshire and The Humber","70","60","25860","25320"
"In post","2021","Animal and Plant Health Agency","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","South East (England)","60","50","57860","55400"
"In post","2021","Animal and Plant Health Agency","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SCS","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East Midlands (England)","40","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","East of England","70","60","35100","32830"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","London","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","North West (England)","70","60","37120","35900"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Scotland","50","40","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","South East (England)","240","230","36750","35820"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","South West (England)","120","120","37180","36970"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Wales","100","90","35230","36590"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","West Midlands (England)","100","90","35290","35900"
"In post","2021","Animal and Plant Health Agency","SEO/HEO","Yorkshire and The Humber","70","60","34200","34230"
"In post","2021","Attorney General's Office","EO","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","G6/G7","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SCS","London","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","SEO/HEO","London","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","London","140","140","24470","24490"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","North East (England)","160","140","20800","20800"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","South East (England)","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","AA/AO","Yorkshire and The Humber","170","160","20910","20920"
"In post","2021","Cabinet Office (excl. agencies)","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","London","600","590","27960","27500"
"In post","2021","Cabinet Office (excl. agencies)","EO","North East (England)","100","90","24800","23850"
"In post","2021","Cabinet Office (excl. agencies)","EO","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","EO","Yorkshire and The Humber","110","100","26410","26670"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","East of England","40","40","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","London","2370","2330","59810","56470"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","North East (England)","30","30","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","North West (England)","180","180","57630","52590"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","South East (England)","50","50","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","South West (England)","70","70","61300","54700"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Unknown","80","80","57410","54700"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","G6/G7","Yorkshire and The Humber","130","120","57330","52850"
