"Status","Year","Sexual_orientation","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Heterosexual / straight","Female","Buckinghamshire CC","730","690","31150","28670"
"In post","2021","Heterosexual / straight","Female","Caithness and Sutherland and Ross and Cromarty","70","60","27430","27570"
"In post","2021","Heterosexual / straight","Female","Calderdale and Kirklees","470","400","27090","27570"
"In post","2021","Heterosexual / straight","Female","Cambridgeshire CC","1170","1090","33190","29610"
"In post","2021","Heterosexual / straight","Female","Camden and City of London","1120","1050","35580","30850"
"In post","2021","Heterosexual / straight","Female","Cardiff and Vale of Glamorgan","4540","4130","33570","28850"
"In post","2021","Heterosexual / straight","Female","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","Central Bedfordshire","150","140","28610","26670"
"In post","2021","Heterosexual / straight","Female","Central Hampshire","1430","1350","33130","32770"
"In post","2021","Heterosexual / straight","Female","Central Valleys","850","780","33440","28850"
"In post","2021","Heterosexual / straight","Female","Cheshire East","270","250","31050","27570"
"In post","2021","Heterosexual / straight","Female","Cheshire West and Chester","220","200","26210","27570"
"In post","2021","Heterosexual / straight","Female","Chorley and West Lancashire","430","390","29350","27570"
"In post","2021","Heterosexual / straight","Female","City of Edinburgh","3870","3630","39410","33830"
"In post","2021","Heterosexual / straight","Female","Clackmannanshire and Fife","410","370","28450","27570"
"In post","2021","Heterosexual / straight","Female","Conwy and Denbighshire","370","340","34360","31250"
"In post","2021","Heterosexual / straight","Female","Cornwall and Isles of Scilly","630","550","26450","26670"
"In post","2021","Heterosexual / straight","Female","Coventry","950","880","35700","30320"
"In post","2021","Heterosexual / straight","Female","Croydon","3900","3600","37280","33290"
"In post","2021","Heterosexual / straight","Female","Darlington","480","450","34550","30230"
"In post","2021","Heterosexual / straight","Female","Derby","420","350","25610","22920"
"In post","2021","Heterosexual / straight","Female","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","Devon CC","1370","1190","27500","25390"
"In post","2021","Heterosexual / straight","Female","Dorset CC","640","590","27800","26670"
"In post","2021","Heterosexual / straight","Female","Dudley","520","440","25360","26550"
"In post","2021","Heterosexual / straight","Female","Dumfries and Galloway","130","110","28420","27570"
"In post","2021","Heterosexual / straight","Female","Durham CC","2180","1890","26330","23970"
"In post","2021","Heterosexual / straight","Female","Ealing","210","200","31840","31060"
"In post","2021","Heterosexual / straight","Female","East Ayrshire and North Ayrshire mainland","360","310","26430","27570"
"In post","2021","Heterosexual / straight","Female","East Cumbria","380","330","26910","24920"
"In post","2021","Heterosexual / straight","Female","East Derbyshire","210","180","26130","27570"
"In post","2021","Heterosexual / straight","Female","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","550","500","28040","26670"
"In post","2021","Heterosexual / straight","Female","East Kent","1500","1340","27830","25940"
"In post","2021","Heterosexual / straight","Female","East Lancashire","230","200","25690","27570"
"In post","2021","Heterosexual / straight","Female","East Lothian and Midlothian","50","40","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","East Merseyside","500","430","27320","27570"
"In post","2021","Heterosexual / straight","Female","East Riding of Yorkshire","490","440","26730","25790"
"In post","2021","Heterosexual / straight","Female","East Surrey","320","300","32950","31180"
"In post","2021","Heterosexual / straight","Female","East Sussex CC","830","710","26340","26780"
"In post","2021","Heterosexual / straight","Female","Enfield","150","140","30370","31060"
"In post","2021","Heterosexual / straight","Female","Essex Haven Gateway","430","390","29470","29290"
"In post","2021","Heterosexual / straight","Female","Essex Thames Gateway","470","410","27840","29290"
"In post","2021","Heterosexual / straight","Female","Falkirk","690","590","26290","25410"
"In post","2021","Heterosexual / straight","Female","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","Flintshire and Wrexham","690","640","27660","25790"
"In post","2021","Heterosexual / straight","Female","Glasgow City","4130","3750","31640","27570"
"In post","2021","Heterosexual / straight","Female","Gloucestershire","540","470","28230","27570"
"In post","2021","Heterosexual / straight","Female","Greater Manchester North East","520","480","27990","27570"
"In post","2021","Heterosexual / straight","Female","Greater Manchester North West","860","760","25420","23840"
"In post","2021","Heterosexual / straight","Female","Greater Manchester South East","590","530","25780","22260"
"In post","2021","Heterosexual / straight","Female","Greater Manchester South West","1850","1700","31250","27570"
"In post","2021","Heterosexual / straight","Female","Gwent Valleys","540","470","27900","27570"
"In post","2021","Heterosexual / straight","Female","Gwynedd","310","270","25280","22920"
"In post","2021","Heterosexual / straight","Female","Hackney and Newham","1080","990","34080","31060"
"In post","2021","Heterosexual / straight","Female","Haringey and Islington","490","460","30640","31060"
"In post","2021","Heterosexual / straight","Female","Harrow and Hillingdon","1230","1110","30650","29080"
"In post","2021","Heterosexual / straight","Female","Hartlepool and Stockton-on-Tees","590","520","26810","27570"
"In post","2021","Heterosexual / straight","Female","Heart of Essex","440","400","31160","29290"
"In post","2021","Heterosexual / straight","Female","Herefordshire, County of","160","150","26090","26670"
"In post","2021","Heterosexual / straight","Female","Hertfordshire","1120","1030","33760","29920"
"In post","2021","Heterosexual / straight","Female","Hounslow and Richmond upon Thames","970","890","31510","29440"
"In post","2021","Heterosexual / straight","Female","Inverclyde, East Renfrewshire and Renfrewshire","350","310","28800","27570"
"In post","2021","Heterosexual / straight","Female","Inverness and Nairn and Moray, Badenoch and Strathspey","370","340","27910","27570"
"In post","2021","Heterosexual / straight","Female","Isle of Anglesey","100","90","27150","26670"
"In post","2021","Heterosexual / straight","Female","Isle of Wight","290","250","25540","25300"
"In post","2021","Heterosexual / straight","Female","Kensington & Chelsea and Hammersmith & Fulham","280","270","31590","31060"
"In post","2021","Heterosexual / straight","Female","Kent Thames Gateway","500","470","29020","29290"
"In post","2021","Heterosexual / straight","Female","Kingston upon Hull, City of","730","620","27540","27130"
"In post","2021","Heterosexual / straight","Female","Lambeth","1820","1690","41770","37210"
"In post","2021","Heterosexual / straight","Female","Lancaster and Wyre","440","390","27980","26670"
"In post","2021","Heterosexual / straight","Female","Leeds","3890","3540","32800","28590"
"In post","2021","Heterosexual / straight","Female","Leicester","980","860","27150","25440"
"In post","2021","Heterosexual / straight","Female","Leicestershire CC and Rutland","740","670","28050","25400"
"In post","2021","Heterosexual / straight","Female","Lewisham and Southwark","580","550","33460","31060"
"In post","2021","Heterosexual / straight","Female","Lincolnshire","1080","990","26400","25030"
"In post","2021","Heterosexual / straight","Female","Lisburn and Castlereagh","150","140","26610","22460"
"In post","2021","Heterosexual / straight","Female","Liverpool","4510","4050","28300","25040"
"In post","2021","Heterosexual / straight","Female","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","90","80","27950","27570"
"In post","2021","Heterosexual / straight","Female","Luton","240","220","25470","25040"
"In post","2021","Heterosexual / straight","Female","Manchester","3260","3040","33800","29360"
"In post","2021","Heterosexual / straight","Female","Medway","550","510","29600","29290"
"In post","2021","Heterosexual / straight","Female","Merton, Kingston upon Thames and Sutton","280","260","30200","31060"
"In post","2021","Heterosexual / straight","Female","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","Mid Kent","370","330","29470","28200"
"In post","2021","Heterosexual / straight","Female","Mid Lancashire","2100","1840","27960","25560"
"In post","2021","Heterosexual / straight","Female","Milton Keynes","710","660","31060","27570"
"In post","2021","Heterosexual / straight","Female","Monmouthshire and Newport","2010","1830","32320","29540"
"In post","2021","Heterosexual / straight","Female","Na h-Eileanan Siar","80","70","24760","21010"
"In post","2021","Heterosexual / straight","Female","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","North and North East Lincolnshire","380","320","25860","25490"
"In post","2021","Heterosexual / straight","Female","North and West Norfolk","320","290","25890","25250"
"In post","2021","Heterosexual / straight","Female","North Hampshire","440","400","28900","26780"
"In post","2021","Heterosexual / straight","Female","North Lanarkshire","1070","900","26000","21460"
"In post","2021","Heterosexual / straight","Female","North Northamptonshire","250","210","25210","27570"
"In post","2021","Heterosexual / straight","Female","North Nottinghamshire","370","340","29030","27570"
"In post","2021","Heterosexual / straight","Female","North Yorkshire CC","690","630","28960","26670"
"In post","2021","Heterosexual / straight","Female","Northumberland","190","170","27380","27570"
"In post","2021","Heterosexual / straight","Female","Norwich and East Norfolk","650","570","28180","27570"
"In post","2021","Heterosexual / straight","Female","Nottingham","2830","2570","32040","27570"
"In post","2021","Heterosexual / straight","Female","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","Overseas","950","940","49570","50940"
"In post","2021","Heterosexual / straight","Female","Oxfordshire","1010","920","30980","27570"
"In post","2021","Heterosexual / straight","Female","Perth and Kinross and Stirling","270","250","29340","27570"
"In post","2021","Heterosexual / straight","Female","Peterborough","780","680","27520","24890"
"In post","2021","Heterosexual / straight","Female","Plymouth","960","850","29590","27570"
"In post","2021","Heterosexual / straight","Female","Portsmouth","1330","1200","30090","27250"
"In post","2021","Heterosexual / straight","Female","Powys","240","220","29480","27570"
"In post","2021","Heterosexual / straight","Female","Redbridge and Waltham Forest","420","380","29390","31060"
"In post","2021","Heterosexual / straight","Female","Sandwell","200","180","26950","27570"
"In post","2021","Heterosexual / straight","Female","Scottish Borders","140","130","28970","27570"
"In post","2021","Heterosexual / straight","Female","Sefton","2280","2020","28940","25860"
"In post","2021","Heterosexual / straight","Female","Sheffield","2930","2590","32100","27570"
"In post","2021","Heterosexual / straight","Female","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Female","Shropshire CC","360","330","27570","26670"
"In post","2021","Heterosexual / straight","Female","Solihull","500","440","28450","26160"
"In post","2021","Heterosexual / straight","Female","Somerset","800","710","29130","27570"
"In post","2021","Heterosexual / straight","Female","South and West Derbyshire","440","390","30790","27570"
"In post","2021","Heterosexual / straight","Female","South Ayrshire","120","110","28540","27570"
"In post","2021","Heterosexual / straight","Female","South Hampshire","1470","1240","29810","27570"
"In post","2021","Heterosexual / straight","Female","South Lanarkshire","1270","1110","31280","27570"
"In post","2021","Heterosexual / straight","Female","South Nottinghamshire","280","260","30280","27380"
"In post","2021","Heterosexual / straight","Female","South Teesside","530","460","27010","25480"
"In post","2021","Heterosexual / straight","Female","South West Wales","660","600","30090","27570"
"In post","2021","Heterosexual / straight","Female","Southampton","510","450","29880","27570"
"In post","2021","Heterosexual / straight","Female","Southend-on-Sea","440","390","30900","29290"
"In post","2021","Heterosexual / straight","Female","Staffordshire CC","1520","1400","29860","27570"
"In post","2021","Heterosexual / straight","Female","Stoke-on-Trent","600","530","24860","21170"
"In post","2021","Heterosexual / straight","Female","Suffolk","1440","1300","27430","26630"
"In post","2021","Heterosexual / straight","Female","Sunderland","2070","1680","25050","21440"
"In post","2021","Heterosexual / straight","Female","Swansea","3340","2890","26220","21590"
"In post","2021","Heterosexual / straight","Female","Swindon","210","190","30360","27570"
"In post","2021","Heterosexual / straight","Female","Telford and Wrekin","750","670","32180","27570"
"In post","2021","Heterosexual / straight","Female","Thurrock","110","100","26680","26790"
"In post","2021","Heterosexual / straight","Female","Torbay","150","120","26690","27570"
"In post","2021","Heterosexual / straight","Female","Tower Hamlets","2300","2200","46460","40600"
"In post","2021","Heterosexual / straight","Female","Tyneside","5820","5120","29240","26270"
"In post","2021","Heterosexual / straight","Female","Unknown","560","520","32640","27570"
"In post","2021","Heterosexual / straight","Female","Wakefield","590","540","29690","27570"
"In post","2021","Heterosexual / straight","Female","Walsall","260","220","25790","27570"
"In post","2021","Heterosexual / straight","Female","Wandsworth","280","260","31190","31060"
"In post","2021","Heterosexual / straight","Female","Warrington","1050","980","31180","28840"
"In post","2021","Heterosexual / straight","Female","Warwickshire","530","470","26770","24260"
"In post","2021","Heterosexual / straight","Female","West Cumbria","370","320","27260","25340"
"In post","2021","Heterosexual / straight","Female","West Essex","280","250","29940","29290"
"In post","2021","Heterosexual / straight","Female","West Kent","100","90","32580","29290"
"In post","2021","Heterosexual / straight","Female","West Lothian","190","170","33640","27570"
"In post","2021","Heterosexual / straight","Female","West Northamptonshire","480","430","26060","23490"
"In post","2021","Heterosexual / straight","Female","West Surrey","860","790","31480","29290"
"In post","2021","Heterosexual / straight","Female","West Sussex (North East)","450","400","30240","27570"
"In post","2021","Heterosexual / straight","Female","West Sussex (South West)","440","390","29380","27570"
"In post","2021","Heterosexual / straight","Female","Westminster","19730","18900","47380","42870"
"In post","2021","Heterosexual / straight","Female","Wiltshire","2780","2610","33690","30460"
"In post","2021","Heterosexual / straight","Female","Wirral","880","740","26590","27130"
"In post","2021","Heterosexual / straight","Female","Wolverhampton","380","330","24860","23910"
"In post","2021","Heterosexual / straight","Female","Worcestershire","810","740","28080","26330"
"In post","2021","Heterosexual / straight","Female","York","1090","1010","36820","31900"
"In post","2021","Heterosexual / straight","Male","Aberdeen City and Aberdeenshire","520","510","42030","33650"
"In post","2021","Heterosexual / straight","Male","Angus and Dundee City","460","440","26660","22230"
"In post","2021","Heterosexual / straight","Male","Antrim and Newtownabbey","110","110","22110","20310"
"In post","2021","Heterosexual / straight","Male","Ards and North Down","140","140","25230","20310"
"In post","2021","Heterosexual / straight","Male","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Barking & Dagenham and Havering","130","130","30610","31060"
"In post","2021","Heterosexual / straight","Male","Barnet","410","400","39790","33350"
"In post","2021","Heterosexual / straight","Male","Barnsley, Doncaster and Rotherham","760","730","28980","27570"
"In post","2021","Heterosexual / straight","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","6140","6040","40040","38260"
"In post","2021","Heterosexual / straight","Male","Bedford","250","240","32910","30400"
"In post","2021","Heterosexual / straight","Male","Belfast","840","810","30340","25830"
"In post","2021","Heterosexual / straight","Male","Berkshire","1050","1030","36000","33300"
"In post","2021","Heterosexual / straight","Male","Bexley and Greenwich","530","520","33580","33180"
"In post","2021","Heterosexual / straight","Male","Birmingham","3110","3030","32830","27570"
"In post","2021","Heterosexual / straight","Male","Blackburn with Darwen","130","120","27250","27570"
"In post","2021","Heterosexual / straight","Male","Blackpool","1180","1150","30250","27570"
"In post","2021","Heterosexual / straight","Male","Bournemouth and Poole","210","200","26360","26780"
"In post","2021","Heterosexual / straight","Male","Bradford","700","660","28900","27460"
"In post","2021","Heterosexual / straight","Male","Breckland and South Norfolk","230","220","29700","27260"
"In post","2021","Heterosexual / straight","Male","Brent","130","130","32470","31060"
"In post","2021","Heterosexual / straight","Male","Bridgend and Neath Port Talbot","150","140","29380","27570"
"In post","2021","Heterosexual / straight","Male","Brighton and Hove","130","120","31750","27570"
"In post","2021","Heterosexual / straight","Male","Bristol, City of","2000","1930","38430","32780"
"In post","2021","Heterosexual / straight","Male","Bromley","80","80","29350","31060"
"In post","2021","Heterosexual / straight","Male","Buckinghamshire CC","510","500","33760","31420"
"In post","2021","Heterosexual / straight","Male","Caithness and Sutherland and Ross and Cromarty","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Calderdale and Kirklees","220","210","27800","27570"
"In post","2021","Heterosexual / straight","Male","Cambridgeshire CC","1210","1180","35550","31900"
"In post","2021","Heterosexual / straight","Male","Camden and City of London","1050","1020","40630","36160"
"In post","2021","Heterosexual / straight","Male","Cardiff and Vale of Glamorgan","3560","3460","35090","30000"
"In post","2021","Heterosexual / straight","Male","Causeway Coast and Glens","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Central Bedfordshire","190","190","31350","29670"
"In post","2021","Heterosexual / straight","Male","Central Hampshire","1650","1620","37940","36460"
"In post","2021","Heterosexual / straight","Male","Central Valleys","410","400","38580","33260"
"In post","2021","Heterosexual / straight","Male","Cheshire East","170","160","31570","27570"
"In post","2021","Heterosexual / straight","Male","Cheshire West and Chester","120","110","24730","21010"
"In post","2021","Heterosexual / straight","Male","Chorley and West Lancashire","440","410","30620","28220"
"In post","2021","Heterosexual / straight","Male","City of Edinburgh","3170","3100","39770","34550"
"In post","2021","Heterosexual / straight","Male","Clackmannanshire and Fife","400","380","32560","33300"
"In post","2021","Heterosexual / straight","Male","Conwy and Denbighshire","180","180","36260","32540"
"In post","2021","Heterosexual / straight","Male","Cornwall and Isles of Scilly","500","480","27060","26670"
"In post","2021","Heterosexual / straight","Male","Coventry","610","600","38620","33970"
"In post","2021","Heterosexual / straight","Male","Croydon","2960","2900","40500","36160"
"In post","2021","Heterosexual / straight","Male","Darlington","290","290","37450","36500"
"In post","2021","Heterosexual / straight","Male","Derby","230","220","29600","27570"
"In post","2021","Heterosexual / straight","Male","Derry City and Strabane","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Devon CC","1250","1200","29070","26750"
"In post","2021","Heterosexual / straight","Male","Dorset CC","810","790","30200","28400"
"In post","2021","Heterosexual / straight","Male","Dudley","200","190","25690","25830"
"In post","2021","Heterosexual / straight","Male","Dumfries and Galloway","120","120","31560","30600"
"In post","2021","Heterosexual / straight","Male","Durham CC","1580","1480","28260","26300"
"In post","2021","Heterosexual / straight","Male","Ealing","110","110","30590","31060"
"In post","2021","Heterosexual / straight","Male","East Ayrshire and North Ayrshire mainland","330","320","27840","26430"
"In post","2021","Heterosexual / straight","Male","East Cumbria","270","270","28060","25100"
"In post","2021","Heterosexual / straight","Male","East Derbyshire","70","70","28110","27570"
"In post","2021","Heterosexual / straight","Male","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","1070","1050","32200","28890"
"In post","2021","Heterosexual / straight","Male","East Kent","1540","1460","28270","26590"
"In post","2021","Heterosexual / straight","Male","East Lancashire","100","90","26430","27570"
"In post","2021","Heterosexual / straight","Male","East Lothian and Midlothian","30","30","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","East Merseyside","190","190","29520","27570"
"In post","2021","Heterosexual / straight","Male","East Riding of Yorkshire","880","840","29640","26930"
"In post","2021","Heterosexual / straight","Male","East Surrey","300","290","34390","34600"
"In post","2021","Heterosexual / straight","Male","East Sussex CC","520","510","28010","27570"
"In post","2021","Heterosexual / straight","Male","Enfield","70","70","30160","31060"
"In post","2021","Heterosexual / straight","Male","Essex Haven Gateway","400","390","35370","29290"
"In post","2021","Heterosexual / straight","Male","Essex Thames Gateway","160","150","28690","29290"
"In post","2021","Heterosexual / straight","Male","Falkirk","310","290","29990","27570"
"In post","2021","Heterosexual / straight","Male","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Flintshire and Wrexham","600","590","28530","26300"
"In post","2021","Heterosexual / straight","Male","Glasgow City","3220","3110","33060","28130"
"In post","2021","Heterosexual / straight","Male","Gloucestershire","350","340","31410","27570"
"In post","2021","Heterosexual / straight","Male","Greater Manchester North East","280","270","28400","27570"
"In post","2021","Heterosexual / straight","Male","Greater Manchester North West","420","410","26520","26780"
"In post","2021","Heterosexual / straight","Male","Greater Manchester South East","340","330","26060","26350"
"In post","2021","Heterosexual / straight","Male","Greater Manchester South West","1680","1630","31800","28120"
"In post","2021","Heterosexual / straight","Male","Gwent Valleys","230","220","31970","27570"
"In post","2021","Heterosexual / straight","Male","Gwynedd","180","180","26340","23830"
"In post","2021","Heterosexual / straight","Male","Hackney and Newham","700","670","37120","31880"
"In post","2021","Heterosexual / straight","Male","Haringey and Islington","380","380","33310","31730"
"In post","2021","Heterosexual / straight","Male","Harrow and Hillingdon","1310","1200","31310","29170"
"In post","2021","Heterosexual / straight","Male","Hartlepool and Stockton-on-Tees","460","440","28170","27570"
"In post","2021","Heterosexual / straight","Male","Heart of Essex","330","320","33170","31220"
"In post","2021","Heterosexual / straight","Male","Herefordshire, County of","160","150","29500","27570"
"In post","2021","Heterosexual / straight","Male","Hertfordshire","770","760","36310","31960"
"In post","2021","Heterosexual / straight","Male","Hounslow and Richmond upon Thames","900","880","33340","31750"
"In post","2021","Heterosexual / straight","Male","Inverclyde, East Renfrewshire and Renfrewshire","260","250","32790","29190"
"In post","2021","Heterosexual / straight","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","310","300","29370","26960"
"In post","2021","Heterosexual / straight","Male","Isle of Anglesey","80","80","27840","26630"
"In post","2021","Heterosexual / straight","Male","Isle of Wight","340","330","28560","26810"
"In post","2021","Heterosexual / straight","Male","Kensington & Chelsea and Hammersmith & Fulham","270","270","33670","33230"
"In post","2021","Heterosexual / straight","Male","Kent Thames Gateway","570","550","31500","31650"
"In post","2021","Heterosexual / straight","Male","Kingston upon Hull, City of","610","580","28760","27370"
"In post","2021","Heterosexual / straight","Male","Lambeth","1190","1150","46040","40870"
"In post","2021","Heterosexual / straight","Male","Lancaster and Wyre","330","320","29900","26810"
"In post","2021","Heterosexual / straight","Male","Leeds","3140","3050","34510","30980"
"In post","2021","Heterosexual / straight","Male","Leicester","640","620","27620","26210"
"In post","2021","Heterosexual / straight","Male","Leicestershire CC and Rutland","700","690","30530","27380"
"In post","2021","Heterosexual / straight","Male","Lewisham and Southwark","380","370","32590","30410"
"In post","2021","Heterosexual / straight","Male","Lincolnshire","1030","1010","29610","27570"
"In post","2021","Heterosexual / straight","Male","Lisburn and Castlereagh","190","180","28090","24890"
"In post","2021","Heterosexual / straight","Male","Liverpool","2980","2880","30100","25560"
"In post","2021","Heterosexual / straight","Male","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Luton","170","150","27530","27460"
"In post","2021","Heterosexual / straight","Male","Manchester","2690","2620","35040","31250"
"In post","2021","Heterosexual / straight","Male","Medway","440","430","33270","30680"
"In post","2021","Heterosexual / straight","Male","Merton, Kingston upon Thames and Sutton","180","170","33950","31060"
"In post","2021","Heterosexual / straight","Male","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Mid Kent","270","260","30430","29290"
"In post","2021","Heterosexual / straight","Male","Mid Lancashire","1460","1380","28850","26330"
"In post","2021","Heterosexual / straight","Male","Milton Keynes","840","820","34900","31810"
"In post","2021","Heterosexual / straight","Male","Monmouthshire and Newport","1410","1370","37340","34560"
"In post","2021","Heterosexual / straight","Male","Na h-Eileanan Siar","50","50","27590","27570"
"In post","2021","Heterosexual / straight","Male","Newry, Mourne and Down","50","50","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","North and North East Lincolnshire","160","150","26950","26660"
"In post","2021","Heterosexual / straight","Male","North and West Norfolk","400","390","29240","27570"
"In post","2021","Heterosexual / straight","Male","North Hampshire","310","300","36660","30620"
"In post","2021","Heterosexual / straight","Male","North Lanarkshire","550","510","27970","25560"
"In post","2021","Heterosexual / straight","Male","North Northamptonshire","90","90","27530","27570"
"In post","2021","Heterosexual / straight","Male","North Nottinghamshire","320","310","29790","27380"
"In post","2021","Heterosexual / straight","Male","North Yorkshire CC","720","700","30070","27570"
"In post","2021","Heterosexual / straight","Male","Northumberland","100","100","30360","27570"
"In post","2021","Heterosexual / straight","Male","Norwich and East Norfolk","570","550","30610","27570"
"In post","2021","Heterosexual / straight","Male","Nottingham","2120","2060","33720","31100"
"In post","2021","Heterosexual / straight","Male","Orkney Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Overseas","1550","1550","50130","49640"
"In post","2021","Heterosexual / straight","Male","Oxfordshire","880","860","31860","30400"
"In post","2021","Heterosexual / straight","Male","Perth and Kinross and Stirling","310","290","33170","33650"
"In post","2021","Heterosexual / straight","Male","Peterborough","460","440","29430","27130"
"In post","2021","Heterosexual / straight","Male","Plymouth","1100","1060","33190","30980"
"In post","2021","Heterosexual / straight","Male","Portsmouth","1350","1310","32130","28200"
"In post","2021","Heterosexual / straight","Male","Powys","190","180","28740","26760"
"In post","2021","Heterosexual / straight","Male","Redbridge and Waltham Forest","220","210","29420","31060"
"In post","2021","Heterosexual / straight","Male","Sandwell","90","90","28140","27570"
"In post","2021","Heterosexual / straight","Male","Scottish Borders","120","120","31020","27570"
"In post","2021","Heterosexual / straight","Male","Sefton","1620","1560","31550","27570"
"In post","2021","Heterosexual / straight","Male","Sheffield","2180","2120","34270","30200"
"In post","2021","Heterosexual / straight","Male","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2021","Heterosexual / straight","Male","Shropshire CC","510","500","30130","29670"
"In post","2021","Heterosexual / straight","Male","Solihull","380","370","29110","26160"
"In post","2021","Heterosexual / straight","Male","Somerset","840","810","32470","32160"
"In post","2021","Heterosexual / straight","Male","South and West Derbyshire","330","320","35050","31650"
"In post","2021","Heterosexual / straight","Male","South Ayrshire","70","70","27850","27570"
"In post","2021","Heterosexual / straight","Male","South Hampshire","1370","1230","29980","27570"
"In post","2021","Heterosexual / straight","Male","South Lanarkshire","720","680","34140","31810"
"In post","2021","Heterosexual / straight","Male","South Nottinghamshire","270","260","31340","28220"
"In post","2021","Heterosexual / straight","Male","South Teesside","240","230","25500","24890"
"In post","2021","Heterosexual / straight","Male","South West Wales","410","400","31330","27570"
"In post","2021","Heterosexual / straight","Male","Southampton","390","380","38320","31910"
"In post","2021","Heterosexual / straight","Male","Southend-on-Sea","300","280","35330","31870"
"In post","2021","Heterosexual / straight","Male","Staffordshire CC","1330","1290","31340","27680"
"In post","2021","Heterosexual / straight","Male","Stoke-on-Trent","290","270","25800","22530"
"In post","2021","Heterosexual / straight","Male","Suffolk","1260","1220","29820","27570"
"In post","2021","Heterosexual / straight","Male","Sunderland","830","780","27030","25560"
"In post","2021","Heterosexual / straight","Male","Swansea","2330","2240","30580","26470"
"In post","2021","Heterosexual / straight","Male","Swindon","110","110","34160","27570"
"In post","2021","Heterosexual / straight","Male","Telford and Wrekin","490","480","35850","31810"
