"Status","Year","Profession_of_post","Responsibility_level","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Inspector of Education and Training","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","G6/G7","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intelligence Analysis","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","AA/AO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","EO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","AA/AO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","EO","London","40","30","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SCS","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","International Trade","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","EO","Yorkshire and The Humber","90","80","25550","25080"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","London","40","30","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SCS","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SCS","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","East of England","30","30","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","London","60","50","37860","38070"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Knowledge and Information Management","SEO/HEO","Yorkshire and The Humber","60","60","34970","35970"
"Leaver CS","2022","Knowledge and Information Management","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","London","190","180","59120","55000"
"Leaver CS","2022","Legal","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","London","30","30","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Legal","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","EO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","London","60","50","99760","95710"
"Leaver CS","2022","Medicine","SCS","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","SEO/HEO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Medicine","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","East Midlands (England)","790","720","20660","20970"
"Leaver CS","2022","Operational Delivery","AA/AO","East of England","880","820","21540","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","London","1150","1070","23160","23720"
"Leaver CS","2022","Operational Delivery","AA/AO","North East (England)","810","710","21110","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","North West (England)","1460","1260","20950","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","AA/AO","Scotland","650","560","22000","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","South East (England)","1490","1320","21120","21010"
"Leaver CS","2022","Operational Delivery","AA/AO","South West (England)","760","690","20740","21010"
"Leaver CS","2022","Operational Delivery","AA/AO","Unknown","330","260","20640","21590"
"Leaver CS","2022","Operational Delivery","AA/AO","Wales","660","580","20950","21260"
"Leaver CS","2022","Operational Delivery","AA/AO","West Midlands (England)","860","780","20680","20970"
"Leaver CS","2022","Operational Delivery","AA/AO","Yorkshire and The Humber","980","870","21020","21260"
"Leaver CS","2022","Operational Delivery","EO","East Midlands (England)","350","310","27220","27570"
"Leaver CS","2022","Operational Delivery","EO","East of England","530","470","28170","27570"
"Leaver CS","2022","Operational Delivery","EO","London","1180","1080","29970","31060"
"Leaver CS","2022","Operational Delivery","EO","North East (England)","260","210","26920","27570"
"Leaver CS","2022","Operational Delivery","EO","North West (England)","810","690","26930","27570"
"Leaver CS","2022","Operational Delivery","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","EO","Scotland","510","440","29070","27570"
"Leaver CS","2022","Operational Delivery","EO","South East (England)","770","690","27990","27570"
"Leaver CS","2022","Operational Delivery","EO","South West (England)","400","340","27120","27570"
"Leaver CS","2022","Operational Delivery","EO","Unknown","60","50","27690","27570"
"Leaver CS","2022","Operational Delivery","EO","Wales","250","210","26930","27570"
"Leaver CS","2022","Operational Delivery","EO","West Midlands (England)","500","430","27100","27570"
"Leaver CS","2022","Operational Delivery","EO","Yorkshire and The Humber","520","460","27090","27570"
"Leaver CS","2022","Operational Delivery","G6/G7","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","East of England","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","London","420","390","59080","56950"
"Leaver CS","2022","Operational Delivery","G6/G7","North East (England)","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","North West (England)","60","60","58990","57430"
"Leaver CS","2022","Operational Delivery","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","South East (England)","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","South West (England)","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","G6/G7","West Midlands (England)","70","60","57070","54970"
"Leaver CS","2022","Operational Delivery","G6/G7","Yorkshire and The Humber","30","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","London","70","60","99430","91430"
"Leaver CS","2022","Operational Delivery","SCS","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SCS","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","East Midlands (England)","70","60","34900","33840"
"Leaver CS","2022","Operational Delivery","SEO/HEO","East of England","120","110","36300","34500"
"Leaver CS","2022","Operational Delivery","SEO/HEO","London","760","710","37410","36800"
"Leaver CS","2022","Operational Delivery","SEO/HEO","North East (England)","90","70","35350","34230"
"Leaver CS","2022","Operational Delivery","SEO/HEO","North West (England)","220","190","36590","34290"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Scotland","120","110","40120","37520"
"Leaver CS","2022","Operational Delivery","SEO/HEO","South East (England)","190","180","37560","36840"
"Leaver CS","2022","Operational Delivery","SEO/HEO","South West (England)","160","150","35700","34290"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Wales","120","100","36770","36240"
"Leaver CS","2022","Operational Delivery","SEO/HEO","West Midlands (England)","150","130","35400","33870"
"Leaver CS","2022","Operational Delivery","SEO/HEO","Yorkshire and The Humber","140","120","35810","34290"
"Leaver CS","2022","Operational Delivery","Unknown","East Midlands (England)","110","100","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","East of England","150","130","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","London","230","220","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","North East (England)","60","50","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","North West (England)","160","140","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","South East (England)","210","190","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","South West (England)","150","130","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","110","100","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Wales","100","90","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","West Midlands (England)","100","90","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Yorkshire and The Humber","130","120","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","AA/AO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","EO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","EO","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","G6/G7","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SCS","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SCS","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","SEO/HEO","South West (England)","[c]","[c]","[c]","[c]"
