"Status","Year","Parent_department","Disability","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Cabinet Office","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","London","140","140","45300","40600"
"Leaver Dept.","2021","Cabinet Office","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office","Unknown","Unknown","380","370","33560","32000"
"Leaver Dept.","2021","Cabinet Office","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chancellor's other departments","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","London","250","230","47780","52300"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Wales","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","London","140","130","46130","40050"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Declared non-disabled","London","120","120","48270","49600"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","Unknown","London","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","London","110","110","46440","40940"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","London","300","290","41740","35670"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","South West (England)","50","50","37220","36180"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Yorkshire and The Humber","50","50","35690","35900"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","London","70","70","44680","38540"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","London","120","120","39520","37410"
"Leaver Dept.","2021","Department for International Trade","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","London","130","130","46800","42460"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Wales","90","90","28300","25900"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","London","50","50","41360","42460"
"Leaver Dept.","2021","Department for Transport","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","North West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","East Midlands (England)","40","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","London","160","150","40150","32110"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","North East (England)","150","140","26830","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","North West (England)","180","180","29910","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Scotland","120","120","26160","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","South East (England)","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","South West (England)","60","60","27410","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Wales","60","60","26790","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","West Midlands (England)","70","70","26120","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Declared non-disabled","Yorkshire and The Humber","130","120","34200","30820"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","London","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","London","40","30","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","London","140","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","London","[c]","[c]","[c]","[c]"
