"Status","Year","Organisation","Responsibility_level","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Met Office","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Met Office","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","20-29","210","210","22860","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","30-39","200","190","24290","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","40-49","170","160","23260","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","50-59","360","350","24420","21170"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","60-64","350","330","23820","21380"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","AA/AO","65+","310","280","21560","21130"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","20-29","100","100","24840","26350"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","30-39","70","70","28710","26670"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","40-49","90","80","29890","27780"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","50-59","120","120","30210","27800"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","60-64","130","120","30470","29200"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","EO","65+","120","110","29080","29200"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","G6/G7","50-59","70","60","64430","63860"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","G6/G7","60-64","60","50","62650","58480"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SCS","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","20-29","90","90","36840","35300"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","30-39","150","140","37830","38690"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","40-49","130","120","38860","39030"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","50-59","190","180","39310","39030"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","60-64","220","210","40260","40460"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","SEO/HEO","65+","150","140","38330","36460"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","EO","20-29","40","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","G6/G7","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SCS","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","EO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","50-59","40","40","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Infrastructure Commission","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","EO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SCS","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","AA/AO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","50-59","30","30","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","SEO/HEO","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","AA/AO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","EO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","G6/G7","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SCS","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","30-39","30","30","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Gas and Electricity Markets","SEO/HEO","65+","[c]","[c]","[c]","[c]"
