"Status","Year","Sexual_orientation","Responsibility_level","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Unknown","SEO/HEO","Kent","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Leicestershire, Rutland and Northamptonshire","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Merseyside","50","40","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Northumberland and Tyne and Wear","80","70","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Outer London - South","50","50","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Overseas","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","South Yorkshire","60","50","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Surrey, East and West Sussex","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","West Central Scotland","40","40","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","West Midlands","110","100","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","West Wales and The Valleys","40","30","[c]","[c]"
"Leaver CS","2021","Unknown","SEO/HEO","West Yorkshire","90","70","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","Unknown","480","470","34920","32400"
"Leaver CS","2021","Unknown","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Bedfordshire and Hertfordshire","160","150","21650","21170"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Berkshire, Buckinghamshire and Oxfordshire","420","400","22560","21010"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Cheshire","90","80","21130","21170"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Cornwall and Isles of Scilly","70","60","20810","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Cumbria","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Derbyshire and Nottinghamshire","270","240","21040","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Devon","230","210","21860","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Dorset and Somerset","160","140","20840","20970"
"Leaver CS","2022","Heterosexual / straight","AA/AO","East Anglia","470","430","21650","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","East Wales","350","320","21060","21180"
"Leaver CS","2022","Heterosexual / straight","AA/AO","East Yorkshire and Northern Lincolnshire","150","140","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Eastern Scotland","220","200","22330","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Essex","130","120","23130","21830"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Gloucestershire, Wiltshire and Bath/Bristol area","340","330","21770","20920"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Greater Manchester","290","260","20860","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Hampshire and Isle of Wight","390","320","21000","20350"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Herefordshire, Worcestershire and Warwickshire","150","140","22650","21170"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Highlands and Islands","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Inner London - East","200","190","22680","23110"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Inner London - West","360","340","24210","23770"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Kent","260","240","22670","21680"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Lancashire","380","340","21070","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Leicestershire, Rutland and Northamptonshire","280","250","20690","21010"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Lincolnshire","110","100","20540","20970"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Merseyside","290","240","21060","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","North Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","North Yorkshire","100","90","22820","21170"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Northern Ireland","60","50","21400","21430"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Northumberland, and Tyne and Wear","370","330","21060","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Outer London - East and North East","90","80","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Outer London - South","110","90","24070","25110"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Outer London - West and North West","120","100","23400","23770"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Shropshire and Staffordshire","230","200","20790","20970"
"Leaver CS","2022","Heterosexual / straight","AA/AO","South Yorkshire","230","200","21190","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Southern Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Surrey, East and West Sussex","260","240","21840","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Tees Valley and Durham","250","220","21060","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","Unknown","180","150","20970","21840"
"Leaver CS","2022","Heterosexual / straight","AA/AO","West Central Scotland","240","210","23690","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","West Midlands","230","210","20940","21250"
"Leaver CS","2022","Heterosexual / straight","AA/AO","West Wales and The Valleys","180","150","21190","21260"
"Leaver CS","2022","Heterosexual / straight","AA/AO","West Yorkshire","310","280","21020","21260"
"Leaver CS","2022","Heterosexual / straight","EO","Bedfordshire and Hertfordshire","150","140","28640","28550"
"Leaver CS","2022","Heterosexual / straight","EO","Berkshire, Buckinghamshire and Oxfordshire","190","180","28330","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Cheshire","70","60","28720","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","Cumbria","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","Derbyshire and Nottinghamshire","160","140","27170","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Devon","90","80","26280","27130"
"Leaver CS","2022","Heterosexual / straight","EO","Dorset and Somerset","80","70","27090","27570"
"Leaver CS","2022","Heterosexual / straight","EO","East Anglia","210","190","27050","27570"
"Leaver CS","2022","Heterosexual / straight","EO","East Wales","150","130","26830","27570"
"Leaver CS","2022","Heterosexual / straight","EO","East Yorkshire and Northern Lincolnshire","90","80","27130","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Eastern Scotland","140","130","28820","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Essex","160","140","29130","29290"
"Leaver CS","2022","Heterosexual / straight","EO","Gloucestershire, Wiltshire and Bath/Bristol area","390","350","25800","26670"
"Leaver CS","2022","Heterosexual / straight","EO","Greater Manchester","230","200","27010","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Hampshire and Isle of Wight","250","220","27000","27370"
"Leaver CS","2022","Heterosexual / straight","EO","Herefordshire, Worcestershire and Warwickshire","90","90","27200","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Highlands and Islands","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","Inner London - East","340","320","29430","31060"
"Leaver CS","2022","Heterosexual / straight","EO","Inner London - West","380","350","28680","28500"
"Leaver CS","2022","Heterosexual / straight","EO","Kent","150","130","29230","29290"
"Leaver CS","2022","Heterosexual / straight","EO","Lancashire","120","100","27400","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Leicestershire, Rutland and Northamptonshire","110","100","27410","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Lincolnshire","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","Merseyside","220","190","26290","26160"
"Leaver CS","2022","Heterosexual / straight","EO","North Eastern Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","North Yorkshire","80","70","28170","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","Northumberland, and Tyne and Wear","150","130","26810","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Outer London - East and North East","120","110","31000","31060"
"Leaver CS","2022","Heterosexual / straight","EO","Outer London - South","150","140","30210","30600"
"Leaver CS","2022","Heterosexual / straight","EO","Outer London - West and North West","270","240","30170","31060"
"Leaver CS","2022","Heterosexual / straight","EO","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","EO","Shropshire and Staffordshire","130","120","27500","27570"
"Leaver CS","2022","Heterosexual / straight","EO","South Yorkshire","110","100","27180","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Southern Scotland","70","60","27550","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Surrey, East and West Sussex","180","160","27950","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Tees Valley and Durham","80","70","26920","27570"
"Leaver CS","2022","Heterosexual / straight","EO","Unknown","70","60","27190","27570"
"Leaver CS","2022","Heterosexual / straight","EO","West Central Scotland","160","140","28110","27570"
"Leaver CS","2022","Heterosexual / straight","EO","West Midlands","220","200","27060","27570"
"Leaver CS","2022","Heterosexual / straight","EO","West Wales and The Valleys","100","80","27820","27570"
"Leaver CS","2022","Heterosexual / straight","EO","West Yorkshire","260","240","26700","27570"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Devon","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","East Anglia","60","60","62230","57050"
"Leaver CS","2022","Heterosexual / straight","G6/G7","East Wales","70","60","60580","60790"
"Leaver CS","2022","Heterosexual / straight","G6/G7","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Eastern Scotland","70","60","66970","63940"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Gloucestershire, Wiltshire and Bath/Bristol area","180","170","58330","55800"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Greater Manchester","80","80","59620","57600"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Hampshire and Isle of Wight","60","60","58340","57050"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Inner London - East","340","330","59520","56820"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Inner London - West","730","670","59560","57460"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Merseyside","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Northumberland, and Tyne and Wear","60","50","56660","55610"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Outer London - South","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","South Yorkshire","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","West Central Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","West Midlands","80","70","58330","55210"
"Leaver CS","2022","Heterosexual / straight","G6/G7","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","G6/G7","West Yorkshire","70","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Inner London - East","90","80","100830","98840"
"Leaver CS","2022","Heterosexual / straight","SCS","Inner London - West","150","130","92510","87100"
"Leaver CS","2022","Heterosexual / straight","SCS","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SCS","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Bedfordshire and Hertfordshire","70","60","37910","37000"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Berkshire, Buckinghamshire and Oxfordshire","140","130","38360","36460"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Cheshire","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Derbyshire and Nottinghamshire","90","80","38020","37300"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Devon","100","90","38460","38450"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Dorset and Somerset","80","70","37070","34310"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","East Anglia","150","140","36440","35900"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","East Wales","160","150","36620","36840"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Eastern Scotland","150","140","40200","39660"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Essex","50","40","40040","39300"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Gloucestershire, Wiltshire and Bath/Bristol area","610","570","36130","36330"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Greater Manchester","130","120","36260","36500"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Hampshire and Isle of Wight","240","220","37310","36460"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Inner London - East","480","450","37330","37190"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Inner London - West","810","750","38680","38020"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Kent","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Lancashire","70","60","37070","35310"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Leicestershire, Rutland and Northamptonshire","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Lincolnshire","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Merseyside","100","90","37290","37450"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","North Yorkshire","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Northumberland, and Tyne and Wear","120","110","36030","34290"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Outer London - South","100","100","39640","37750"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Outer London - West and North West","110","100","36420","35400"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Overseas","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Shropshire and Staffordshire","60","60","37670","34800"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","South Yorkshire","80","70","35690","35330"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Southern Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Surrey, East and West Sussex","80","70","39380","39390"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Tees Valley and Durham","60","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","Unknown","60","60","38160","38840"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","West Central Scotland","120","110","39090","36610"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","West Midlands","160","150","37490","36450"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","West Wales and The Valleys","70","60","38710","37410"
"Leaver CS","2022","Heterosexual / straight","SEO/HEO","West Yorkshire","190","150","36420","36330"
"Leaver CS","2022","Heterosexual / straight","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Berkshire, Buckinghamshire and Oxfordshire","50","50","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Cumbria","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","East Anglia","70","60","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","East Wales","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Essex","30","30","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","130","120","39160","39860"
"Leaver CS","2022","Heterosexual / straight","Unknown","Greater Manchester","40","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
