"Status","Year","Parent_department","Region_ITL2","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","AA/AO","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","EO","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","G6/G7","80","70","59050","61510"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","60","50","59990","62120"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cornwall and Isles of Scilly","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","AA/AO","70","70","21320","21950"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","EO","60","50","26840","26220"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","G6/G7","100","90","54350","55610"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Derbyshire and Nottinghamshire","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","G6/G7","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","AA/AO","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","G6/G7","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","East Anglia","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","AA/AO","60","60","21910","21950"
"In post","2021","Attorney General's Departments","East Wales","EO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","G6/G7","130","120","54890","55610"
"In post","2021","Attorney General's Departments","East Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Wales","SEO/HEO","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","G6/G7","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","AA/AO","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","EO","50","50","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","G6/G7","70","60","59610","60710"
"In post","2021","Attorney General's Departments","Essex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","EO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","100","90","55540","55250"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","AA/AO","70","60","21940","21950"
"In post","2021","Attorney General's Departments","Greater Manchester","EO","80","70","27920","28430"
"In post","2021","Attorney General's Departments","Greater Manchester","G6/G7","170","150","56260","55610"
"In post","2021","Attorney General's Departments","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Greater Manchester","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","AA/AO","60","50","22260","23520"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","EO","50","50","28420","27490"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","G6/G7","120","110","59760","62140"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Hampshire and Isle of Wight","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Inner London - West","AA/AO","340","320","23120","23520"
"In post","2021","Attorney General's Departments","Inner London - West","EO","710","680","28650","27760"
"In post","2021","Attorney General's Departments","Inner London - West","G6/G7","2510","2330","60270","61000"
"In post","2021","Attorney General's Departments","Inner London - West","SCS","260","240","87180","81420"
"In post","2021","Attorney General's Departments","Inner London - West","SEO/HEO","680","670","37610","38910"
"In post","2021","Attorney General's Departments","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","AA/AO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","EO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","G6/G7","50","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","AA/AO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","EO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","G6/G7","80","70","54890","55610"
"In post","2021","Attorney General's Departments","Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","AA/AO","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","G6/G7","70","70","52830","51470"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","AA/AO","90","80","21840","21950"
"In post","2021","Attorney General's Departments","Merseyside","EO","80","80","27050","26900"
"In post","2021","Attorney General's Departments","Merseyside","G6/G7","130","130","54630","55610"
"In post","2021","Attorney General's Departments","Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Merseyside","SEO/HEO","60","60","34930","34480"
"In post","2021","Attorney General's Departments","North Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","AA/AO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","EO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","G6/G7","200","170","58230","55610"
"In post","2021","Attorney General's Departments","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","North Yorkshire","SEO/HEO","50","50","35230","38180"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","AA/AO","70","60","21800","21950"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","EO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","G6/G7","100","90","54930","55610"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Northumberland and Tyne and Wear","SEO/HEO","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - East and North East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - South","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","G6/G7","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","AA/AO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","EO","40","30","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","G6/G7","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","AA/AO","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","EO","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","G6/G7","70","60","59860","62140"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","G6/G7","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","AA/AO","110","100","21760","21950"
"In post","2021","Attorney General's Departments","West Midlands","EO","90","90","27140","28430"
"In post","2021","Attorney General's Departments","West Midlands","G6/G7","210","190","55630","55610"
"In post","2021","Attorney General's Departments","West Midlands","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Midlands","SEO/HEO","70","70","35040","34480"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","G6/G7","30","30","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","AA/AO","90","80","21740","21950"
"In post","2021","Attorney General's Departments","West Yorkshire","EO","80","80","27180","27170"
"In post","2021","Attorney General's Departments","West Yorkshire","G6/G7","190","180","55440","55610"
"In post","2021","Attorney General's Departments","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","West Yorkshire","SEO/HEO","80","70","35570","34480"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","60","50","34060","33300"
"In post","2021","Cabinet Office","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cheshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Cumbria","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","G6/G7","40","40","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Anglia","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","East Wales","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","70","70","61360","54700"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SCS","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","60","60","32990","33250"
"In post","2021","Cabinet Office","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","G6/G7","100","100","56470","52580"
"In post","2021","Cabinet Office","Greater Manchester","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Greater Manchester","SEO/HEO","140","130","34070","33300"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","G6/G7","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Hampshire and Isle of Wight","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","EO","60","60","27870","27500"
"In post","2021","Cabinet Office","Inner London - East","G6/G7","530","520","58870","56650"
"In post","2021","Cabinet Office","Inner London - East","SCS","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Inner London - East","SEO/HEO","260","250","36180","34550"
"In post","2021","Cabinet Office","Inner London - West","AA/AO","130","130","24470","24490"
"In post","2021","Cabinet Office","Inner London - West","EO","540","530","27970","27500"
"In post","2021","Cabinet Office","Inner London - West","G6/G7","1830","1790","60000","56340"
"In post","2021","Cabinet Office","Inner London - West","SCS","710","700","94180","80040"
"In post","2021","Cabinet Office","Inner London - West","SEO/HEO","2340","2320","33960","34550"
"In post","2021","Cabinet Office","Kent","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","G6/G7","60","60","59920","54800"
"In post","2021","Cabinet Office","Merseyside","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Merseyside","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","AA/AO","170","160","20910","20920"
"In post","2021","Cabinet Office","North Yorkshire","EO","90","90","26700","26670"
"In post","2021","Cabinet Office","North Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","North Yorkshire","SEO/HEO","160","160","35290","33300"
"In post","2021","Cabinet Office","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","AA/AO","160","140","20800","20800"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","EO","100","90","24800","23850"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Northumberland and Tyne and Wear","SEO/HEO","120","120","33170","32000"
"In post","2021","Cabinet Office","Outer London - South","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - South","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - South","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","G6/G7","50","40","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","South Yorkshire","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Southern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Southern Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Southern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","G6/G7","80","80","57410","54700"
"In post","2021","Cabinet Office","Unknown","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","SEO/HEO","460","450","31530","32000"
"In post","2021","Cabinet Office","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Wales and The Valleys","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","G6/G7","60","60","57050","53170"
"In post","2021","Cabinet Office","West Yorkshire","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","West Yorkshire","SEO/HEO","90","80","32970","32000"
"In post","2021","Chancellor's other departments","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","EO","40","30","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","G6/G7","160","150","77590","72060"
"In post","2021","Chancellor's other departments","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Inner London - West","SEO/HEO","120","120","41610","42080"
"In post","2021","Chancellor's other departments","Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","SCS","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Inner London - West","SEO/HEO","40","40","[c]","[c]"
"In post","2021","Charity Commission","Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Merseyside","EO","90","90","24640","24440"
