"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Crown Prosecution Service","Finance","90","80","31210","25480"
"In post","2022","Finance","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Finance","270","250","33130","26590"
"In post","2022","Finance","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","50","50","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","140","130","53770","53380"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","70","70","52150","56360"
"In post","2022","Finance","Department for Education (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","420","410","41930","39010"
"In post","2022","Finance","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","40","40","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","440","420","41750","37490"
"In post","2022","Finance","Department for International Trade","Finance","90","90","48410","47980"
"In post","2022","Finance","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","120","120","51040","53130"
"In post","2022","Finance","Department for Transport (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","180","180","49520","49240"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","430","390","34920","31990"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","1180","1100","37950","35310"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","320","310","42300","36650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","450","430","43140","40650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","140","130","33050","30730"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","100","100","37990","33860"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","170","160","42230","37100"
"In post","2022","Finance","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","230","220","38830","36500"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","370","350","39730","36630"
"In post","2022","Finance","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","50","50","38760","31890"
"In post","2022","Finance","Food Standards Agency","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","50","50","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","150","150","44190","39700"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","40","40","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Finance","120","110","42320","40430"
"In post","2022","Finance","HM Courts and Tribunals Service","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Land Registry","Finance","50","50","49170","44900"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Finance","1070","1000","41630","40180"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","1290","1110","25990","22080"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Tax","90","90","36380","37770"
"In post","2022","Finance","HM Revenue and Customs (excl. agencies)","Unknown","230","220","45940","40520"
"In post","2022","Finance","HM Treasury (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Treasury (excl. agencies)","Finance","90","90","48720","52530"
"In post","2022","Finance","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Maritime and Coastguard Agency","Finance","40","40","[c]","[c]"
"In post","2022","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","40","40","[c]","[c]"
"In post","2022","Finance","Met Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Met Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Defence (excl. agencies)","Finance","1620","1560","38310","33300"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Finance","490","480","43890","41100"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","40","40","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","National Crime Agency","Finance","60","60","37940","36740"
"In post","2022","Finance","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Budget Responsibility","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office for Standards in Education, Children's Services and Skills","Finance","30","30","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Office of the Secretary of State for Wales","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scottish Courts and Tribunals Service","Finance","40","30","[c]","[c]"
"In post","2022","Finance","Scottish Prison Service","Finance","70","70","33660","26900"
"In post","2022","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Submarine Delivery Agency","Finance","50","50","[c]","[c]"
"In post","2022","Finance","The Insolvency Service","Finance","40","40","[c]","[c]"
"In post","2022","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Export Finance","Operational Delivery","50","40","[c]","[c]"
"In post","2022","Finance","UK Health Security Agency","Finance","110","100","42290","40470"
"In post","2022","Finance","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","UK Statistics Authority","Finance","50","50","35900","30210"
"In post","2022","Finance","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Valuation Office Agency","Finance","70","70","43110","38870"
"In post","2022","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Rural Payments Agency","Operational Delivery","2310","2120","25120","21300"
"In post","2022","Grants Management","Rural Payments Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Cabinet Office (excl. agencies)","Unknown","1130","1080","39530","35590"
"In post","2022","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Companies House","Human Resources","60","50","37260","39820"
"In post","2022","Human Resources","Competition and Markets Authority","Human Resources","40","40","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Human Resources","40","30","[c]","[c]"
"In post","2022","Human Resources","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","50","40","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Human Resources","150","140","37720","30610"
"In post","2022","Human Resources","Crown Prosecution Service","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Electronics and Components Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Human Resources","180","170","38150","32700"
"In post","2022","Human Resources","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Other","40","30","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Defence Science and Technology Laboratory","Human Resources","90","80","35030","29230"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","90","90","47740","45930"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","80","80","43900","35520"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Human Resources","140","130","34980","29360"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Education (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","310","300","41530","37410"
"In post","2022","Human Resources","Department for International Trade","Human Resources","120","120","44920","41070"
"In post","2022","Human Resources","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","80","80","42470","35100"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Human Resources","70","70","47110","46710"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Human Resources","770","720","38070","33770"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Operational Delivery","740","690","30160","27570"
"In post","2022","Human Resources","Department for Work and Pensions (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","150","150","38840","32790"
"In post","2022","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","190","180","31740","30730"
"In post","2022","Human Resources","Driver and Vehicle Standards Agency","Human Resources","120","120","35660","33350"
"In post","2022","Human Resources","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Education and Skills Funding Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Estyn","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","FCDO Services","Human Resources","40","40","[c]","[c]"
"In post","2022","Human Resources","Food Standards Agency","Human Resources","40","40","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","270","260","48770","44500"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Government Legal Department","Human Resources","70","60","37830","31640"
"In post","2022","Human Resources","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Health and Safety Executive","Human Resources","50","50","45300","41720"
"In post","2022","Human Resources","Health and Safety Executive","Operational Delivery","60","50","34260","28990"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Human Resources","60","60","42700","36110"
"In post","2022","Human Resources","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Land Registry","Human Resources","100","100","39260","33840"
"In post","2022","Human Resources","HM Prison and Probation Service","Human Resources","160","160","47280","46550"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","700","660","42610","40180"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","590","540","28720","26820"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","210","200","35200","33080"
"In post","2022","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","170","160","43660","40180"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Human Resources","80","70","44610","45700"
"In post","2022","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Intellectual Property Office","Human Resources","60","50","36910","31050"
"In post","2022","Human Resources","Maritime and Coastguard Agency","Human Resources","40","30","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","30","30","[c]","[c]"
"In post","2022","Human Resources","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Met Office","Human Resources","70","70","39240","37420"
"In post","2022","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","1820","1710","31710","26670"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","830","800","40140","36050"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","60","60","38190","32700"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","National Crime Agency","Human Resources","170","160","40590","39800"
"In post","2022","Human Resources","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office for Standards in Education, Children's Services and Skills","Human Resources","60","60","39860","32010"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Human Resources","40","40","[c]","[c]"
"In post","2022","Human Resources","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Registers of Scotland","Human Resources","40","40","[c]","[c]"
"In post","2022","Human Resources","Scottish Courts and Tribunals Service","Human Resources","30","30","[c]","[c]"
"In post","2022","Human Resources","Scottish Prison Service","Human Resources","100","90","34240","35000"
"In post","2022","Human Resources","Scottish Prison Service","Other","40","40","[c]","[c]"
"In post","2022","Human Resources","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Submarine Delivery Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","The Insolvency Service","Human Resources","50","40","[c]","[c]"
"In post","2022","Human Resources","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Export Finance","Human Resources","30","30","[c]","[c]"
"In post","2022","Human Resources","UK Health Security Agency","Human Resources","270","260","43110","36820"
"In post","2022","Human Resources","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Space Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","UK Statistics Authority","Human Resources","150","130","38660","33520"
"In post","2022","Human Resources","UK Supreme Court","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Valuation Office Agency","Human Resources","90","90","40660","34000"
"In post","2022","Human Resources","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Wilton Park","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Crown Prosecution Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Defence Science and Technology Laboratory","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Internal Audit","40","40","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Government Internal Audit Agency","Internal Audit","340","320","50630","48780"
"In post","2022","Internal Audit","Government Internal Audit Agency","Other","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","HM Prison and Probation Service","Internal Audit","60","60","48200","48410"
"In post","2022","Internal Audit","HM Revenue and Customs (excl. agencies)","Internal Audit","70","60","47280","43430"
"In post","2022","Internal Audit","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Intellectual Property Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Met Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Ministry of Defence (excl. agencies)","Internal Audit","140","140","39050","36460"
"In post","2022","Internal Audit","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Debt Management Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Attorney General's Office","Other","[c]","[c]","[c]","[c]"
