"Status","Year","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","No function","Insolvency Service","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Legal Aid Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","210","210","41330","36340"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Operational Delivery","60","60","36910","30850"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Policy","80","80","42290","36800"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","National Crime Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","National Infrastructure Commission","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","National Savings and Investments","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office for Standards in Education, Children's Services and Skills","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office for Standards in Education, Children's Services and Skills","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office for Standards in Education, Children's Services and Skills","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Qualifications and Examinations Regulation","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Qualifications and Examinations Regulation","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Qualifications and Examinations Regulation","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Rail and Road","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of Rail and Road","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of the Public Guardian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of the Public Guardian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of the Public Guardian","Operational Delivery","80","80","22020","21170"
"Leaver Dept.","2021","No function","Office of the Public Guardian","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Office of the Public Guardian","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectorate","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectorate","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectorate","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Public Health England","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Public Health England","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Public Health England","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Registers of Scotland","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Serious Fraud Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","The National Archives","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","The National Archives","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","UK Hydrographic Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","UK Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","UK Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","United Kingdom Statistics Authority","Operational Delivery","100","90","32030","29540"
"Leaver Dept.","2021","No function","Vehicle Certification Agency","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales Office","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales Office","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Wales Office","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Criminal Injuries Compensation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Commercial","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Other","40","40","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Project Delivery","80","80","35420","31950"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Equipment and Support","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Science and Technology Laboratory","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Environment, Food and Rural Affairs (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Development","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Driver and Vehicle Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Government Actuary's Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Ministry of Defence (excl. agencies)","Project Delivery","70","70","46990","41480"
"Leaver Dept.","2021","Project Delivery","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
