"Status","Year","Parent_department","Responsibility_level","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Food Standards Agency","EO","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","EO","York","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Westminster","50","40","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","G6/G7","York","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SCS","York","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Bromley","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Herefordshire, County of","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Mid and East Antrim","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Mid Ulster","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","SEO/HEO","Northumberland","[c]","[c]","[c]","[c]"
