"Status","Year","Responsibility_level","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","AA/AO","Attorney General's Departments","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Derbyshire and Nottinghamshire","70","70","21320","21950"
"In post","2021","AA/AO","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","East Anglia","40","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","East Wales","60","60","21910","21950"
"In post","2021","AA/AO","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Essex","40","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Greater Manchester","70","60","21940","21950"
"In post","2021","AA/AO","Attorney General's Departments","Hampshire and Isle of Wight","60","50","22260","23520"
"In post","2021","AA/AO","Attorney General's Departments","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Inner London - West","340","320","23120","23520"
"In post","2021","AA/AO","Attorney General's Departments","Kent","30","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Lancashire","30","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","40","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Merseyside","90","80","21840","21950"
"In post","2021","AA/AO","Attorney General's Departments","North Yorkshire","30","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Northumberland and Tyne and Wear","70","60","21800","21950"
"In post","2021","AA/AO","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","South Yorkshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Surrey, East and West Sussex","30","30","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","West Midlands","110","100","21760","21950"
"In post","2021","AA/AO","Attorney General's Departments","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Attorney General's Departments","West Yorkshire","90","80","21740","21950"
"In post","2021","AA/AO","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","30","30","[c]","[c]"
"In post","2021","AA/AO","Cabinet Office","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cabinet Office","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cabinet Office","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cabinet Office","Inner London - West","130","130","24470","24490"
"In post","2021","AA/AO","Cabinet Office","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cabinet Office","North Yorkshire","170","160","20910","20920"
"In post","2021","AA/AO","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Cabinet Office","Northumberland and Tyne and Wear","160","140","20800","20800"
"In post","2021","AA/AO","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Chancellor's other departments","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Devon","140","140","21890","20880"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","East Anglia","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","East Wales","630","550","21360","21140"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Eastern Scotland","70","70","20940","20880"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Greater Manchester","60","60","20830","20880"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Inner London - East","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Inner London - West","70","70","25490","24900"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Outer London - South","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","West Midlands","170","160","20570","20880"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Business, Energy and Industrial Strategy","West Yorkshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Inner London - West","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Education","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Berkshire, Buckinghamshire and Oxfordshire","80","70","21100","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Cheshire","50","40","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Cumbria","550","490","21000","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Derbyshire and Nottinghamshire","40","30","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Devon","200","180","21060","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","East Anglia","80","70","20780","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","East Wales","50","40","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","21140","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Herefordshire, Worcestershire and Warwickshire","100","90","20950","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Inner London - West","80","80","24420","24370"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Kent","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","North Yorkshire","120","110","21460","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Northumberland and Tyne and Wear","150","140","21050","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Shropshire and Staffordshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Surrey, East and West Sussex","210","190","24210","24370"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Wales and The Valleys","100","90","21120","21050"
"In post","2021","AA/AO","Department for Environment, Food and Rural Affairs","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","Inner London - West","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for International Trade","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Derbyshire and Nottinghamshire","50","50","22920","21590"
"In post","2021","AA/AO","Department for Transport","Devon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Anglia","60","50","26260","26580"
"In post","2021","AA/AO","Department for Transport","East Wales","50","40","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","East Yorkshire and Northern Lincolnshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Eastern Scotland","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Gloucestershire, Wiltshire and Bath/Bristol area","90","80","22990","21590"
"In post","2021","AA/AO","Department for Transport","Greater Manchester","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Hampshire and Isle of Wight","140","140","23590","21590"
"In post","2021","AA/AO","Department for Transport","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Inner London - East","80","60","32550","32740"
"In post","2021","AA/AO","Department for Transport","Inner London - West","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Kent","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Lancashire","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Northumberland and Tyne and Wear","140","130","21890","21590"
"In post","2021","AA/AO","Department for Transport","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Shropshire and Staffordshire","70","70","24440","24260"
"In post","2021","AA/AO","Department for Transport","South Yorkshire","30","30","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","Surrey, East and West Sussex","60","50","26140","26580"
"In post","2021","AA/AO","Department for Transport","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department for Transport","West Wales and The Valleys","4280","3630","20730","21590"
"In post","2021","AA/AO","Department for Transport","West Yorkshire","100","90","22620","21590"
"In post","2021","AA/AO","Department for Work and Pensions","Bedfordshire and Hertfordshire","210","180","23210","23200"
"In post","2021","AA/AO","Department for Work and Pensions","Berkshire, Buckinghamshire and Oxfordshire","200","170","22540","22160"
"In post","2021","AA/AO","Department for Work and Pensions","Cheshire","350","310","20810","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Cornwall and Isles of Scilly","330","280","20880","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Cumbria","60","50","20890","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Derbyshire and Nottinghamshire","760","650","20870","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Devon","830","660","20820","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Dorset and Somerset","210","180","20930","21010"
"In post","2021","AA/AO","Department for Work and Pensions","East Anglia","390","310","20900","21010"
"In post","2021","AA/AO","Department for Work and Pensions","East Wales","680","590","20900","21010"
"In post","2021","AA/AO","Department for Work and Pensions","East Yorkshire and Northern Lincolnshire","420","340","20840","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Eastern Scotland","1500","1310","20910","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Essex","430","370","24110","24180"
"In post","2021","AA/AO","Department for Work and Pensions","Gloucestershire, Wiltshire and Bath/Bristol area","430","360","20980","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Greater Manchester","1830","1600","20690","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Hampshire and Isle of Wight","350","290","20780","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Herefordshire, Worcestershire and Warwickshire","350","290","20710","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Highlands and Islands","150","130","20870","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Inner London - East","680","600","24220","25110"
"In post","2021","AA/AO","Department for Work and Pensions","Inner London - West","180","160","24750","25110"
"In post","2021","AA/AO","Department for Work and Pensions","Kent","540","480","24420","24180"
"In post","2021","AA/AO","Department for Work and Pensions","Lancashire","3080","2730","20830","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Leicestershire, Rutland and Northamptonshire","620","520","20810","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Lincolnshire","150","120","20850","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Merseyside","1450","1200","20860","21010"
"In post","2021","AA/AO","Department for Work and Pensions","North Eastern Scotland","70","60","20760","21010"
"In post","2021","AA/AO","Department for Work and Pensions","North Yorkshire","80","70","21030","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Northumberland and Tyne and Wear","3170","2720","20870","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Outer London - East and North East","430","370","24570","25110"
"In post","2021","AA/AO","Department for Work and Pensions","Outer London - South","110","100","24660","25110"
"In post","2021","AA/AO","Department for Work and Pensions","Outer London - West and North West","230","200","24770","25110"
"In post","2021","AA/AO","Department for Work and Pensions","Shropshire and Staffordshire","370","300","20760","21010"
"In post","2021","AA/AO","Department for Work and Pensions","South Yorkshire","940","790","20800","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Southern Scotland","220","180","20730","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Surrey, East and West Sussex","780","660","21090","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Tees Valley and Durham","1050","900","20840","21010"
"In post","2021","AA/AO","Department for Work and Pensions","Unknown","170","150","22470","21010"
"In post","2021","AA/AO","Department for Work and Pensions","West Central Scotland","1830","1560","20670","21010"
"In post","2021","AA/AO","Department for Work and Pensions","West Midlands","1690","1410","20720","21010"
"In post","2021","AA/AO","Department for Work and Pensions","West Wales and The Valleys","1380","1190","20880","21010"
"In post","2021","AA/AO","Department for Work and Pensions","West Yorkshire","920","790","20840","21010"
"In post","2021","AA/AO","Department of Health and Social Care","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Berkshire, Buckinghamshire and Oxfordshire","50","40","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Devon","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","East Anglia","60","50","21580","21570"
"In post","2021","AA/AO","Department of Health and Social Care","Essex","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","190","170","20140","19630"
"In post","2021","AA/AO","Department of Health and Social Care","Greater Manchester","130","120","19880","19630"
"In post","2021","AA/AO","Department of Health and Social Care","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Inner London - East","80","80","22900","23530"
"In post","2021","AA/AO","Department of Health and Social Care","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","AA/AO","Department of Health and Social Care","Kent","[c]","[c]","[c]","[c]"
