"Status","Year","Sex","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Male","HM Land Registry","Legal","100","90","53190","58760"
"In post","2021","Male","HM Land Registry","No function","1850","1730","29070","27130"
"In post","2021","Male","HM Land Registry","Project Delivery","70","70","40930","38550"
"In post","2021","Male","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Prison and Probation Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Prison and Probation Service","Commercial","310","300","53970","52370"
"In post","2021","Male","HM Prison and Probation Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Prison and Probation Service","Human Resources","60","60","49080","51150"
"In post","2021","Male","HM Prison and Probation Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Prison and Probation Service","No function","26310","25220","30520","30400"
"In post","2021","Male","HM Prison and Probation Service","Security","360","360","41590","38750"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Analysis","360","360","43850","38630"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Commercial","70","70","39250","38630"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Communications","2160","2130","28800","25560"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Counter Fraud","4650","4490","34360","31810"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Debt","2010","1930","23040","20140"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Digital, Data & Technology","1650","1600","39710","38630"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Finance","1010","960","35360","31810"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Human Resources","550","530","34470","31810"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Internal Audit","30","30","[c]","[c]"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Legal","590","580","40980","35000"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","No function","14310","13620","29660","25560"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Project Delivery","2070","2000","45750","39450"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Property","140","130","40340","36160"
"In post","2021","Male","HM Revenue and Customs (excl. agencies)","Security","120","110","43150","38630"
"In post","2021","Male","HM Treasury (excl. agencies)","Analysis","80","80","48720","52530"
"In post","2021","Male","HM Treasury (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","Finance","50","50","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","No function","810","810","48740","52500"
"In post","2021","Male","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Home Office (incl. agencies)","Unknown","17060","16340","32630","28060"
"In post","2021","Male","Insolvency Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Insolvency Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Insolvency Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Insolvency Service","Counter Fraud","150","150","39530","38510"
"In post","2021","Male","Insolvency Service","Digital, Data & Technology","40","30","[c]","[c]"
"In post","2021","Male","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Insolvency Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Insolvency Service","No function","500","490","30250","25060"
"In post","2021","Male","Insolvency Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","No function","60","60","50800","50590"
"In post","2021","Male","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal Aid Agency","Commercial","60","60","39010","40080"
"In post","2021","Male","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal Aid Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Legal Aid Agency","Legal","50","40","[c]","[c]"
"In post","2021","Male","Legal Aid Agency","No function","360","350","25360","21310"
"In post","2021","Male","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","Digital, Data & Technology","70","70","39580","34540"
"In post","2021","Male","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","No function","640","630","40030","36180"
"In post","2021","Male","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Medicines and Healthcare Products Regulatory Agency","Unknown","450","440","50920","45600"
"In post","2021","Male","Met Office","Commercial","90","90","44490","46100"
"In post","2021","Male","Met Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","Digital, Data & Technology","620","600","41290","39750"
"In post","2021","Male","Met Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","No function","260","250","38750","39650"
"In post","2021","Male","Met Office","Project Delivery","260","250","41970","39750"
"In post","2021","Male","Met Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Met Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Analysis","110","100","40730","38500"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Commercial","730","720","36780","34800"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Communications","270","270","33790","29200"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Digital, Data & Technology","420","420","33760","33000"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Finance","640","630","41370","37000"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Human Resources","510","500","32730","27720"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Internal Audit","70","70","39990","35720"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Project Delivery","2260","2230","42450","40580"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Property","1550","1520","32170","33300"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Security","5140","5050","29320","25540"
"In post","2021","Male","Ministry of Defence (excl. agencies)","Unknown","9470","9290","32000","27750"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Analysis","120","120","46790","48200"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","50","50","41230","36340"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","60","60","48100","46120"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","50","40","[c]","[c]"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","860","860","46430","41880"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","50","50","[c]","[c]"
"In post","2021","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Analysis","210","210","45140","40620"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Commercial","100","100","32550","28120"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Communications","60","50","43610","41010"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Digital, Data & Technology","540","540","49320","47590"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Finance","230","220","48280","46350"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Human Resources","210","210","41280","36760"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Legal","50","40","[c]","[c]"
"In post","2021","Male","Ministry of Justice (excl. agencies)","No function","620","620","39460","36800"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Project Delivery","140","140","43270","39530"
"In post","2021","Male","Ministry of Justice (excl. agencies)","Property","140","140","44140","36800"
"In post","2021","Male","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","Digital, Data & Technology","150","150","43230","40810"
"In post","2021","Male","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","Human Resources","70","70","40030","38730"
"In post","2021","Male","National Crime Agency","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","No function","2680","2660","41940","40170"
"In post","2021","Male","National Crime Agency","Project Delivery","40","40","[c]","[c]"
"In post","2021","Male","National Crime Agency","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Crime Agency","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Infrastructure Commission","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Infrastructure Commission","No function","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Records of Scotland","Unknown","200","190","34260","31150"
"In post","2021","Male","National Savings and Investments","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","No function","50","50","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","National Savings and Investments","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","No function","60","60","45710","38930"
"In post","2021","Male","Northern Ireland Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Northern Ireland Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Budget Responsibility","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Analysis","70","70","39160","35010"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","50","50","45020","39850"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","No function","400","390","55420","59810"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","Analysis","50","50","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","Legal","30","30","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","No function","480","480","43230","36290"
"In post","2021","Male","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Gas and Electricity Markets","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","No function","70","70","50700","46660"
"In post","2021","Male","Office of Qualifications and Examinations Regulation","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Analysis","30","30","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","No function","130","130","60050","60020"
"In post","2021","Male","Office of Rail and Road","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of the Public Guardian","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Office of the Public Guardian","No function","600","570","21860","19930"
"In post","2021","Male","Office of the Scottish Charity Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Planning Inspectorate","No function","410","380","46800","47660"
"In post","2021","Male","Planning Inspectorate","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Public Health England","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Public Health England","Communications","30","30","[c]","[c]"
"In post","2021","Male","Public Health England","Digital, Data & Technology","90","90","45450","42440"
"In post","2021","Male","Public Health England","Finance","70","70","48030","41730"
"In post","2021","Male","Public Health England","Human Resources","30","30","[c]","[c]"
"In post","2021","Male","Public Health England","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Public Health England","No function","1860","1760","48510","40810"
"In post","2021","Male","Public Health England","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Queen Elizabeth II Centre","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Digital, Data & Technology","50","50","41320","36780"
"In post","2021","Male","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","No function","460","450","31310","30080"
"In post","2021","Male","Registers of Scotland","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Registers of Scotland","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Revenue Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Royal Fleet Auxiliary","Unknown","1670","1670","38060","34460"
"In post","2021","Male","Rural Payments Agency","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Rural Payments Agency","Communications","40","30","[c]","[c]"
"In post","2021","Male","Rural Payments Agency","Grants Management","800","780","26120","24920"
"In post","2021","Male","Rural Payments Agency","Project Delivery","80","70","37370","36520"
"In post","2021","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scotland Office (incl. Office of the Advocate General for Scotland)","Unknown","40","40","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Digital, Data & Technology","50","50","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Courts and Tribunals Service","Legal","500","470","27440","22820"
"In post","2021","Male","Scottish Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Fiscal Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Forestry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Forestry","Project Delivery","80","70","40310","37530"
"In post","2021","Male","Scottish Forestry","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Government (excl. agencies)","Unknown","3520","3450","43750","39110"
"In post","2021","Male","Scottish Housing Regulator","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Commercial","50","50","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Human Resources","40","40","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","No function","2600","2420","32460","33650"
"In post","2021","Male","Scottish Prison Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Prison Service","Property","220","220","30580","28870"
"In post","2021","Male","Scottish Prison Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Scottish Public Pensions Agency","Unknown","130","130","30910","26160"
"In post","2021","Male","Serious Fraud Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Counter Fraud","150","140","47400","41280"
"In post","2021","Male","Serious Fraud Office","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","No function","40","40","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Serious Fraud Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","Social Security Scotland","Unknown","480","480","32930","28170"
"In post","2021","Male","Standards and Testing Agency","No function","40","40","[c]","[c]"
"In post","2021","Male","Standards and Testing Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","Student Awards Agency for Scotland","Unknown","110","110","31230","27150"
"In post","2021","Male","Submarine Delivery Agency","Commercial","80","80","43480","40850"
"In post","2021","Male","Submarine Delivery Agency","Digital, Data & Technology","40","40","[c]","[c]"
"In post","2021","Male","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","Submarine Delivery Agency","Human Resources","70","70","43990","34850"
"In post","2021","Male","Submarine Delivery Agency","Project Delivery","1020","1010","43000","41170"
"In post","2021","Male","Teaching Regulation Agency","No function","[c]","[c]","[c]","[c]"
"In post","2021","Male","Teaching Regulation Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","Digital, Data & Technology","60","60","40820","40130"
"In post","2021","Male","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","The National Archives","No function","150","140","34230","28940"
"In post","2021","Male","The National Archives","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","Transport Scotland","Unknown","280","280","46830","46600"
"In post","2021","Male","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Commercial","130","130","58130","52500"
"In post","2021","Male","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Debt","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Digital, Data & Technology","150","150","38900","35340"
"In post","2021","Male","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","No function","360","350","32880","33290"
"In post","2021","Male","UK Hydrographic Office","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Property","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Hydrographic Office","Security","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Intellectual Property Office","Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Intellectual Property Office","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Intellectual Property Office","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Male","UK Intellectual Property Office","Digital, Data & Technology","140","140","44370","42860"
"In post","2021","Male","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
