"Status","Year","Sexual_orientation","Sex","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Heterosexual / straight","Female","South East (England)","1410","1230","29540","27570"
"Leaver CS","2022","Heterosexual / straight","Female","South West (England)","1230","1080","30980","27570"
"Leaver CS","2022","Heterosexual / straight","Female","Unknown","220","180","26860","21840"
"Leaver CS","2022","Heterosexual / straight","Female","Wales","640","540","29490","24630"
"Leaver CS","2022","Heterosexual / straight","Female","West Midlands (England)","850","730","30590","27570"
"Leaver CS","2022","Heterosexual / straight","Female","Yorkshire and The Humber","1050","890","29570","27570"
"Leaver CS","2022","Heterosexual / straight","Male","East Midlands (England)","600","560","31190","27570"
"Leaver CS","2022","Heterosexual / straight","Male","East of England","840","790","31910","27570"
"Leaver CS","2022","Heterosexual / straight","Male","London","2220","2080","43620","36350"
"Leaver CS","2022","Heterosexual / straight","Male","North East (England)","470","440","28030","21680"
"Leaver CS","2022","Heterosexual / straight","Male","North West (England)","1070","990","30070","25880"
"Leaver CS","2022","Heterosexual / straight","Male","Northern Ireland","60","60","28550","22130"
"Leaver CS","2022","Heterosexual / straight","Male","Overseas","50","40","[c]","[c]"
"Leaver CS","2022","Heterosexual / straight","Male","Scotland","770","720","34280","27850"
"Leaver CS","2022","Heterosexual / straight","Male","South East (England)","1480","1390","31390","27570"
"Leaver CS","2022","Heterosexual / straight","Male","South West (England)","1390","1330","34490","31950"
"Leaver CS","2022","Heterosexual / straight","Male","Unknown","170","150","32110","26670"
"Leaver CS","2022","Heterosexual / straight","Male","Wales","560","520","34570","27570"
"Leaver CS","2022","Heterosexual / straight","Male","West Midlands (England)","660","630","31820","27570"
"Leaver CS","2022","Heterosexual / straight","Male","Yorkshire and The Humber","890","820","31570","27570"
"Leaver CS","2022","Heterosexual / straight","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","East Midlands (England)","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Female","East of England","70","60","[c]","[c]"
"Leaver CS","2022","LGBO","Female","London","250","230","36380","31060"
"Leaver CS","2022","LGBO","Female","North East (England)","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Female","North West (England)","90","90","27600","26440"
"Leaver CS","2022","LGBO","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Scotland","60","60","29570","27570"
"Leaver CS","2022","LGBO","Female","South East (England)","120","120","27420","24370"
"Leaver CS","2022","LGBO","Female","South West (England)","80","80","27260","26750"
"Leaver CS","2022","LGBO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Wales","40","30","[c]","[c]"
"Leaver CS","2022","LGBO","Female","West Midlands (England)","70","70","[c]","[c]"
"Leaver CS","2022","LGBO","Female","Yorkshire and The Humber","90","80","28980","27130"
"Leaver CS","2022","LGBO","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","East of England","50","40","[c]","[c]"
"Leaver CS","2022","LGBO","Male","London","250","240","43320","37230"
"Leaver CS","2022","LGBO","Male","North East (England)","30","30","[c]","[c]"
"Leaver CS","2022","LGBO","Male","North West (England)","100","90","28630","26370"
"Leaver CS","2022","LGBO","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Scotland","60","50","31900","27070"
"Leaver CS","2022","LGBO","Male","South East (England)","110","100","31320","27570"
"Leaver CS","2022","LGBO","Male","South West (England)","80","80","30040","27570"
"Leaver CS","2022","LGBO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Wales","50","50","[c]","[c]"
"Leaver CS","2022","LGBO","Male","West Midlands (England)","40","40","[c]","[c]"
"Leaver CS","2022","LGBO","Male","Yorkshire and The Humber","60","60","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","East Midlands (England)","90","70","25800","26400"
"Leaver CS","2022","Undeclared","Female","East of England","110","90","29680","27370"
"Leaver CS","2022","Undeclared","Female","London","580","390","38790","32330"
"Leaver CS","2022","Undeclared","Female","North East (England)","60","50","28190","22600"
"Leaver CS","2022","Undeclared","Female","North West (England)","150","120","28890","25310"
"Leaver CS","2022","Undeclared","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Female","Scotland","90","70","27820","23230"
"Leaver CS","2022","Undeclared","Female","South East (England)","170","150","29120","27470"
"Leaver CS","2022","Undeclared","Female","South West (England)","190","160","32130","27570"
"Leaver CS","2022","Undeclared","Female","Unknown","120","50","23520","21590"
"Leaver CS","2022","Undeclared","Female","Wales","70","60","30940","26120"
"Leaver CS","2022","Undeclared","Female","West Midlands (England)","100","80","31190","27570"
"Leaver CS","2022","Undeclared","Female","Yorkshire and The Humber","160","100","27880","26120"
"Leaver CS","2022","Undeclared","Male","East Midlands (England)","70","60","30750","26830"
"Leaver CS","2022","Undeclared","Male","East of England","90","80","36780","32400"
"Leaver CS","2022","Undeclared","Male","London","470","340","44170","38470"
"Leaver CS","2022","Undeclared","Male","North East (England)","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","North West (England)","120","110","31390","27570"
"Leaver CS","2022","Undeclared","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Scotland","100","90","33240","27990"
"Leaver CS","2022","Undeclared","Male","South East (England)","190","170","33160","28260"
"Leaver CS","2022","Undeclared","Male","South West (England)","230","210","35680","35560"
"Leaver CS","2022","Undeclared","Male","Unknown","60","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Male","Wales","70","60","36770","30600"
"Leaver CS","2022","Undeclared","Male","West Midlands (England)","80","80","29400","27570"
"Leaver CS","2022","Undeclared","Male","Yorkshire and The Humber","150","100","34570","29200"
"Leaver CS","2022","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","East Midlands (England)","450","380","25700","21320"
"Leaver CS","2022","Unknown","Female","East of England","280","240","31900","27570"
"Leaver CS","2022","Unknown","Female","London","1510","1340","39790","31880"
"Leaver CS","2022","Unknown","Female","North East (England)","740","580","26580","21750"
"Leaver CS","2022","Unknown","Female","North West (England)","930","770","26730","24440"
"Leaver CS","2022","Unknown","Female","Northern Ireland","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","Scotland","1000","830","30010","26120"
"Leaver CS","2022","Unknown","Female","South East (England)","550","470","29020","24370"
"Leaver CS","2022","Unknown","Female","South West (England)","400","350","29230","26060"
"Leaver CS","2022","Unknown","Female","Unknown","270","220","30760","21840"
"Leaver CS","2022","Unknown","Female","Wales","390","310","25670","21260"
"Leaver CS","2022","Unknown","Female","West Midlands (England)","500","420","29350","24890"
"Leaver CS","2022","Unknown","Female","Yorkshire and The Humber","560","470","28220","26130"
"Leaver CS","2022","Unknown","Male","East Midlands (England)","310","280","26300","26130"
"Leaver CS","2022","Unknown","Male","East of England","320","290","31820","27570"
"Leaver CS","2022","Unknown","Male","London","1370","1220","44150","36800"
"Leaver CS","2022","Unknown","Male","North East (England)","470","420","28730","24880"
"Leaver CS","2022","Unknown","Male","North West (England)","790","720","30410","26130"
"Leaver CS","2022","Unknown","Male","Northern Ireland","70","60","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Male","Scotland","920","840","33040","28990"
"Leaver CS","2022","Unknown","Male","South East (England)","520","480","31240","26680"
"Leaver CS","2022","Unknown","Male","South West (England)","470","450","31420","27570"
"Leaver CS","2022","Unknown","Male","Unknown","370","340","36370","32700"
"Leaver CS","2022","Unknown","Male","Wales","400","370","29330","26120"
"Leaver CS","2022","Unknown","Male","West Midlands (England)","430","410","31260","26130"
"Leaver CS","2022","Unknown","Male","Yorkshire and The Humber","530","490","33160","27570"
"Leaver Dept.","2021","Heterosexual / straight","Female","East Midlands (England)","90","80","26160","23470"
"Leaver Dept.","2021","Heterosexual / straight","Female","East of England","80","80","32920","29290"
"Leaver Dept.","2021","Heterosexual / straight","Female","London","1590","1540","44260","38820"
"Leaver Dept.","2021","Heterosexual / straight","Female","North East (England)","170","160","26660","24300"
"Leaver Dept.","2021","Heterosexual / straight","Female","North West (England)","280","270","29870","27160"
"Leaver Dept.","2021","Heterosexual / straight","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Female","Scotland","150","140","30900","27570"
"Leaver Dept.","2021","Heterosexual / straight","Female","South East (England)","150","140","31500","29200"
"Leaver Dept.","2021","Heterosexual / straight","Female","South West (England)","270","260","33640","29550"
"Leaver Dept.","2021","Heterosexual / straight","Female","Unknown","130","130","36410","32000"
"Leaver Dept.","2021","Heterosexual / straight","Female","Wales","180","170","29530","27570"
"Leaver Dept.","2021","Heterosexual / straight","Female","West Midlands (England)","180","170","27240","22570"
"Leaver Dept.","2021","Heterosexual / straight","Female","Yorkshire and The Humber","170","170","32950","27570"
"Leaver Dept.","2021","Heterosexual / straight","Male","East Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","East of England","50","40","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","London","1180","1160","44600","39070"
"Leaver Dept.","2021","Heterosexual / straight","Male","North East (England)","90","90","28150","26890"
"Leaver Dept.","2021","Heterosexual / straight","Male","North West (England)","200","200","30180","27570"
"Leaver Dept.","2021","Heterosexual / straight","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Heterosexual / straight","Male","Scotland","80","80","30170","27480"
"Leaver Dept.","2021","Heterosexual / straight","Male","South East (England)","100","100","35930","30230"
"Leaver Dept.","2021","Heterosexual / straight","Male","South West (England)","250","250","35490","32420"
"Leaver Dept.","2021","Heterosexual / straight","Male","Unknown","110","100","40280","32320"
"Leaver Dept.","2021","Heterosexual / straight","Male","Wales","140","140","34120","30980"
"Leaver Dept.","2021","Heterosexual / straight","Male","West Midlands (England)","120","120","28720","23210"
"Leaver Dept.","2021","Heterosexual / straight","Male","Yorkshire and The Humber","130","130","32980","29930"
"Leaver Dept.","2021","Heterosexual / straight","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","London","130","130","41000","35070"
"Leaver Dept.","2021","LGBO","Female","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","London","180","170","44640","40190"
"Leaver Dept.","2021","LGBO","Male","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","LGBO","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","London","200","190","47260","42630"
"Leaver Dept.","2021","Undeclared","Female","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","London","140","130","45070","41570"
"Leaver Dept.","2021","Undeclared","Male","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","South West (England)","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","East Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","London","1010","820","43210","38750"
"Leaver Dept.","2021","Unknown","Female","North East (England)","180","170","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","North West (England)","260","250","26670","24250"
"Leaver Dept.","2021","Unknown","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","Scotland","170","160","29970","26550"
"Leaver Dept.","2021","Unknown","Female","South East (England)","70","60","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","South West (England)","100","100","34990","30230"
"Leaver Dept.","2021","Unknown","Female","Unknown","210","210","33230","32000"
"Leaver Dept.","2021","Unknown","Female","Wales","110","110","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","West Midlands (England)","120","110","30650","27570"
"Leaver Dept.","2021","Unknown","Female","Yorkshire and The Humber","150","120","34020","31990"
"Leaver Dept.","2021","Unknown","Male","East Midlands (England)","50","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","London","900","740","43480","38730"
"Leaver Dept.","2021","Unknown","Male","North East (England)","130","130","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","North West (England)","250","240","28940","25630"
"Leaver Dept.","2021","Unknown","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Overseas","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Scotland","150","150","31850","27570"
"Leaver Dept.","2021","Unknown","Male","South East (England)","60","50","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","South West (England)","90","90","35180","32820"
"Leaver Dept.","2021","Unknown","Male","Unknown","190","190","34580","32000"
"Leaver Dept.","2021","Unknown","Male","Wales","110","100","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","West Midlands (England)","90","90","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","Yorkshire and The Humber","120","110","36490","33290"
"Leaver Dept.","2021","Unknown","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","East Midlands (England)","270","260","31530","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","East of England","300","270","35610","30460"
"Leaver Dept.","2022","Heterosexual / straight","Female","London","3640","3370","42620","37640"
"Leaver Dept.","2022","Heterosexual / straight","Female","North East (England)","350","330","30320","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","North West (England)","780","740","31210","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Female","Scotland","410","400","29050","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","South East (England)","450","410","38460","31190"
"Leaver Dept.","2022","Heterosexual / straight","Female","South West (England)","920","860","34390","29550"
"Leaver Dept.","2022","Heterosexual / straight","Female","Unknown","170","150","37110","32000"
"Leaver Dept.","2022","Heterosexual / straight","Female","Wales","240","230","32440","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","West Midlands (England)","550","510","32520","27570"
"Leaver Dept.","2022","Heterosexual / straight","Female","Yorkshire and The Humber","550","480","35780","31990"
"Leaver Dept.","2022","Heterosexual / straight","Male","East Midlands (England)","140","140","31980","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","East of England","170","170","39080","29290"
"Leaver Dept.","2022","Heterosexual / straight","Male","London","2180","2070","45750","40070"
"Leaver Dept.","2022","Heterosexual / straight","Male","North East (England)","210","200","32880","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","North West (England)","520","520","33180","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Heterosexual / straight","Male","Scotland","230","230","29350","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","South East (England)","270","260","37550","31630"
"Leaver Dept.","2022","Heterosexual / straight","Male","South West (England)","590","570","37900","34530"
"Leaver Dept.","2022","Heterosexual / straight","Male","Unknown","120","110","40070","33320"
"Leaver Dept.","2022","Heterosexual / straight","Male","Wales","180","180","35000","30350"
"Leaver Dept.","2022","Heterosexual / straight","Male","West Midlands (England)","310","300","32640","27570"
"Leaver Dept.","2022","Heterosexual / straight","Male","Yorkshire and The Humber","410","380","38050","31990"
"Leaver Dept.","2022","Heterosexual / straight","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","London","290","270","41150","36690"
"Leaver Dept.","2022","LGBO","Female","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","South East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","South West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Female","Yorkshire and The Humber","50","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","London","340","310","43200","38250"
"Leaver Dept.","2022","LGBO","Male","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","North West (England)","50","50","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Scotland","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","South West (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Wales","40","40","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Male","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver Dept.","2022","LGBO","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","East Midlands (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","East of England","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","London","760","430","43480","40050"
"Leaver Dept.","2022","Undeclared","Female","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","North West (England)","70","70","34770","29180"
"Leaver Dept.","2022","Undeclared","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","South East (England)","40","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","South West (England)","150","130","37780","34370"
"Leaver Dept.","2022","Undeclared","Female","Unknown","130","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","West Midlands (England)","50","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","Yorkshire and The Humber","190","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","London","570","300","46710","40650"
"Leaver Dept.","2022","Undeclared","Male","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","North West (England)","60","50","35230","27570"
"Leaver Dept.","2022","Undeclared","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Scotland","30","30","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","South East (England)","60","50","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","South West (England)","110","100","40890","38070"
"Leaver Dept.","2022","Undeclared","Male","Unknown","80","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","West Midlands (England)","40","40","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","Yorkshire and The Humber","160","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Midlands (England)","80","80","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East of England","70","60","44220","36330"
"Leaver Dept.","2022","Unknown","Female","London","1390","1190","44240","35480"
"Leaver Dept.","2022","Unknown","Female","North East (England)","190","180","32810","27570"
"Leaver Dept.","2022","Unknown","Female","North West (England)","310","290","29220","27570"
"Leaver Dept.","2022","Unknown","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Scotland","270","260","33160","27570"
"Leaver Dept.","2022","Unknown","Female","South East (England)","100","100","41610","37140"
"Leaver Dept.","2022","Unknown","Female","South West (England)","140","130","38590","36220"
"Leaver Dept.","2022","Unknown","Female","Unknown","120","110","35100","32000"
"Leaver Dept.","2022","Unknown","Female","Wales","130","130","32440","29540"
"Leaver Dept.","2022","Unknown","Female","West Midlands (England)","180","160","35970","27570"
"Leaver Dept.","2022","Unknown","Female","Yorkshire and The Humber","150","140","35780","29270"
"Leaver Dept.","2022","Unknown","Male","East Midlands (England)","70","70","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","East of England","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","London","1090","960","45340","39370"
"Leaver Dept.","2022","Unknown","Male","North East (England)","150","150","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","North West (England)","220","220","35180","29260"
"Leaver Dept.","2022","Unknown","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Scotland","190","190","33090","30450"
"Leaver Dept.","2022","Unknown","Male","South East (England)","100","100","44430","40580"
"Leaver Dept.","2022","Unknown","Male","South West (England)","130","130","46010","39780"
"Leaver Dept.","2022","Unknown","Male","Unknown","100","100","37250","32000"
"Leaver Dept.","2022","Unknown","Male","Wales","90","90","32990","29250"
"Leaver Dept.","2022","Unknown","Male","West Midlands (England)","140","140","34310","27570"
"Leaver Dept.","2022","Unknown","Male","Yorkshire and The Humber","140","140","36870","32000"
