"Status","Year","Organisation","Region_ITL1","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","HM Courts and Tribunals Service","London","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","London","Declared non-disabled","280","270","25830","22680"
"New entrant CS","2021","HM Courts and Tribunals Service","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","London","Unknown","450","450","23820","22680"
"New entrant CS","2021","HM Courts and Tribunals Service","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","North West (England)","Declared non-disabled","100","90","21290","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","North West (England)","Unknown","120","110","19650","19170"
"New entrant CS","2021","HM Courts and Tribunals Service","Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","South East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","South East (England)","Declared non-disabled","80","80","20820","19930"
"New entrant CS","2021","HM Courts and Tribunals Service","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","South East (England)","Unknown","90","80","20090","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","South West (England)","Declared non-disabled","50","50","20160","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","South West (England)","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Wales","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Wales","Unknown","60","60","19670","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","West Midlands (England)","Declared non-disabled","150","140","21280","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","West Midlands (England)","Unknown","130","130","20650","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Declared non-disabled","60","50","21800","18880"
"New entrant CS","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Courts and Tribunals Service","Yorkshire and The Humber","Unknown","50","50","19660","18880"
"New entrant CS","2021","HM Land Registry","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","East Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","East Midlands (England)","Unknown","90","90","25230","22350"
"New entrant CS","2021","HM Land Registry","East of England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","East of England","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","East of England","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","London","Unknown","50","40","[c]","[c]"
"New entrant CS","2021","HM Land Registry","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","North East (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","North East (England)","Unknown","60","60","25600","22350"
"New entrant CS","2021","HM Land Registry","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","North West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","North West (England)","Unknown","90","80","24940","22350"
"New entrant CS","2021","HM Land Registry","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","South West (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","South West (England)","Unknown","170","160","27600","22350"
"New entrant CS","2021","HM Land Registry","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Wales","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Wales","Unknown","60","60","23470","22350"
"New entrant CS","2021","HM Land Registry","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","West Midlands (England)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","West Midlands (England)","Unknown","70","70","24530","22350"
"New entrant CS","2021","HM Land Registry","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Yorkshire and The Humber","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Land Registry","Yorkshire and The Humber","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","East Midlands (England)","Declared disabled","30","30","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","East Midlands (England)","Declared non-disabled","320","310","22270","22850"
"New entrant CS","2021","HM Prison and Probation Service","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","East Midlands (England)","Unknown","160","140","22130","21710"
"New entrant CS","2021","HM Prison and Probation Service","East of England","Declared disabled","50","40","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","East of England","Declared non-disabled","410","410","23960","22920"
"New entrant CS","2021","HM Prison and Probation Service","East of England","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","East of England","Unknown","250","240","23340","22920"
"New entrant CS","2021","HM Prison and Probation Service","London","Declared disabled","50","50","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","London","Declared non-disabled","380","380","27710","26810"
"New entrant CS","2021","HM Prison and Probation Service","London","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","London","Unknown","400","390","28730","30150"
"New entrant CS","2021","HM Prison and Probation Service","North East (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","North East (England)","Declared non-disabled","160","150","22510","22850"
"New entrant CS","2021","HM Prison and Probation Service","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","North East (England)","Unknown","90","80","22500","22850"
"New entrant CS","2021","HM Prison and Probation Service","North West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","North West (England)","Declared non-disabled","260","250","23070","22850"
"New entrant CS","2021","HM Prison and Probation Service","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","North West (England)","Unknown","230","220","22370","22850"
"New entrant CS","2021","HM Prison and Probation Service","South East (England)","Declared disabled","60","60","24650","24020"
"New entrant CS","2021","HM Prison and Probation Service","South East (England)","Declared non-disabled","560","550","24760","24120"
"New entrant CS","2021","HM Prison and Probation Service","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","South East (England)","Unknown","340","320","24620","24020"
"New entrant CS","2021","HM Prison and Probation Service","South West (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","South West (England)","Declared non-disabled","270","260","22870","22850"
"New entrant CS","2021","HM Prison and Probation Service","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","South West (England)","Unknown","150","150","22690","22850"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Wales","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Wales","Declared non-disabled","160","160","22410","22850"
"New entrant CS","2021","HM Prison and Probation Service","Wales","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Wales","Unknown","120","120","22560","22850"
"New entrant CS","2021","HM Prison and Probation Service","West Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","West Midlands (England)","Declared non-disabled","370","350","23030","22850"
"New entrant CS","2021","HM Prison and Probation Service","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","West Midlands (England)","Unknown","180","160","22370","22850"
"New entrant CS","2021","HM Prison and Probation Service","Yorkshire and The Humber","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Yorkshire and The Humber","Declared non-disabled","260","250","22650","22850"
"New entrant CS","2021","HM Prison and Probation Service","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Prison and Probation Service","Yorkshire and The Humber","Unknown","250","240","21960","20600"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Declared non-disabled","100","100","30690","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Unknown","150","150","26460","25560"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","East of England","Declared disabled","[c]","[c]","[c]","[c]"
