"Status","Year","Ethnicity","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Female","AA/AO","2100","1890","21350","21260"
"Leaver CS","2022","Unknown","Female","EO","900","790","27290","27570"
"Leaver CS","2022","Unknown","Female","G6/G7","340","260","60610","57190"
"Leaver CS","2022","Unknown","Female","SCS","60","50","[c]","[c]"
"Leaver CS","2022","Unknown","Female","SEO/HEO","720","590","36290","35640"
"Leaver CS","2022","Unknown","Female","Unknown","530","420","[c]","[c]"
"Leaver CS","2022","Unknown","Male","AA/AO","1990","1900","22100","21260"
"Leaver CS","2022","Unknown","Male","EO","900","840","27290","27570"
"Leaver CS","2022","Unknown","Male","G6/G7","440","380","60390","57430"
"Leaver CS","2022","Unknown","Male","SCS","70","50","[c]","[c]"
"Leaver CS","2022","Unknown","Male","SEO/HEO","840","710","37460","36550"
"Leaver CS","2022","Unknown","Male","Unknown","410","360","36510","33570"
"Leaver CS","2022","White","Female","AA/AO","6040","5000","21290","21260"
"Leaver CS","2022","White","Female","EO","3850","3230","27390","27570"
"Leaver CS","2022","White","Female","G6/G7","1390","1220","59270","56330"
"Leaver CS","2022","White","Female","SCS","220","190","95300","92500"
"Leaver CS","2022","White","Female","SEO/HEO","2850","2510","37100","36540"
"Leaver CS","2022","White","Female","Unknown","770","680","36120","28200"
"Leaver CS","2022","White","Male","AA/AO","5060","4680","22270","21260"
"Leaver CS","2022","White","Male","EO","2920","2660","27960","27570"
"Leaver CS","2022","White","Male","G6/G7","1470","1340","61280","59630"
"Leaver CS","2022","White","Male","SCS","270","240","98680","94050"
"Leaver CS","2022","White","Male","SEO/HEO","2930","2700","38060","37200"
"Leaver CS","2022","White","Male","Unknown","350","320","37850","39000"
"Leaver CS","2022","White","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","AA/AO","120","110","21390","20920"
"Leaver Dept.","2021","Asian","Female","EO","150","140","27410","27570"
"Leaver Dept.","2021","Asian","Female","G6/G7","70","60","58560","57440"
"Leaver Dept.","2021","Asian","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Female","SEO/HEO","180","170","35860","34560"
"Leaver Dept.","2021","Asian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","AA/AO","110","110","21430","20970"
"Leaver Dept.","2021","Asian","Male","EO","110","100","27770","27570"
"Leaver Dept.","2021","Asian","Male","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Male","SEO/HEO","160","150","36360","35570"
"Leaver Dept.","2021","Asian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","AA/AO","60","60","[c]","[c]"
"Leaver Dept.","2021","Black","Female","EO","90","80","27660","27570"
"Leaver Dept.","2021","Black","Female","G6/G7","40","30","[c]","[c]"
"Leaver Dept.","2021","Black","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Female","SEO/HEO","120","110","36470","35850"
"Leaver Dept.","2021","Black","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","AA/AO","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","EO","60","50","27270","27570"
"Leaver Dept.","2021","Black","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Male","SEO/HEO","70","60","36160","34700"
"Leaver Dept.","2021","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Chinese","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Female","SEO/HEO","70","70","35280","33640"
"Leaver Dept.","2021","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","EO","30","30","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","G6/G7","40","40","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","SEO/HEO","60","50","[c]","[c]"
"Leaver Dept.","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","AA/AO","30","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","EO","40","30","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Female","SEO/HEO","70","70","36870","36780"
"Leaver Dept.","2021","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","AA/AO","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","EO","40","40","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","G6/G7","70","60","58810","56960"
"Leaver Dept.","2021","Undeclared","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Male","SEO/HEO","100","100","36250","36730"
"Leaver Dept.","2021","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","AA/AO","320","300","20970","20960"
"Leaver Dept.","2021","Unknown","Female","EO","250","230","27490","27570"
"Leaver Dept.","2021","Unknown","Female","G6/G7","320","270","56280","54540"
"Leaver Dept.","2021","Unknown","Female","SCS","50","30","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","SEO/HEO","720","650","34180","32820"
"Leaver Dept.","2021","Unknown","Female","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","AA/AO","250","240","21140","20920"
"Leaver Dept.","2021","Unknown","Male","EO","220","200","26770","27200"
"Leaver Dept.","2021","Unknown","Male","G6/G7","310","270","56150","54280"
"Leaver Dept.","2021","Unknown","Male","SCS","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Male","SEO/HEO","640","590","34260","32970"
"Leaver Dept.","2021","Unknown","Male","Unknown","50","50","[c]","[c]"
"Leaver Dept.","2021","White","Female","AA/AO","670","610","20850","21010"
"Leaver Dept.","2021","White","Female","EO","820","770","26520","27370"
"Leaver Dept.","2021","White","Female","G6/G7","700","650","57200","55500"
"Leaver Dept.","2021","White","Female","SCS","140","130","89400","80380"
"Leaver Dept.","2021","White","Female","SEO/HEO","1280","1210","35210","34140"
"Leaver Dept.","2021","White","Female","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2021","White","Male","AA/AO","470","450","21000","21010"
"Leaver Dept.","2021","White","Male","EO","560","540","26510","27520"
"Leaver Dept.","2021","White","Male","G6/G7","610","580","57510","55650"
"Leaver Dept.","2021","White","Male","SCS","90","90","89560","81370"
"Leaver Dept.","2021","White","Male","SEO/HEO","1060","1010","35490","34240"
"Leaver Dept.","2021","White","Male","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Female","AA/AO","230","210","21930","21420"
"Leaver Dept.","2022","Asian","Female","EO","450","420","27470","27570"
"Leaver Dept.","2022","Asian","Female","G6/G7","180","160","57260","54700"
"Leaver Dept.","2022","Asian","Female","SCS","60","50","102440","99720"
"Leaver Dept.","2022","Asian","Female","SEO/HEO","470","440","35940","35070"
"Leaver Dept.","2022","Asian","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","AA/AO","190","170","21620","21260"
"Leaver Dept.","2022","Asian","Male","EO","330","320","27760","27570"
"Leaver Dept.","2022","Asian","Male","G6/G7","150","140","59190","54800"
"Leaver Dept.","2022","Asian","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Male","SEO/HEO","340","320","36740","36420"
"Leaver Dept.","2022","Asian","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","AA/AO","110","100","22030","21260"
"Leaver Dept.","2022","Black","Female","EO","290","270","27950","27570"
"Leaver Dept.","2022","Black","Female","G6/G7","100","100","57060","53860"
"Leaver Dept.","2022","Black","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Female","SEO/HEO","340","310","36630","36650"
"Leaver Dept.","2022","Black","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","AA/AO","60","60","[c]","[c]"
"Leaver Dept.","2022","Black","Male","EO","100","100","27750","27570"
"Leaver Dept.","2022","Black","Male","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Black","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Male","SEO/HEO","150","140","36060","35140"
"Leaver Dept.","2022","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","AA/AO","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","EO","110","110","27420","27570"
"Leaver Dept.","2022","Mixed","Female","G6/G7","70","60","56320","54700"
"Leaver Dept.","2022","Mixed","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Female","SEO/HEO","160","150","36450","35880"
"Leaver Dept.","2022","Mixed","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","EO","60","50","27630","27570"
"Leaver Dept.","2022","Mixed","Male","G6/G7","50","50","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Male","SEO/HEO","100","100","35780","36200"
"Leaver Dept.","2022","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","EO","30","30","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","SEO/HEO","50","50","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","AA/AO","60","50","21400","21590"
"Leaver Dept.","2022","Undeclared","Female","EO","90","80","27220","27570"
"Leaver Dept.","2022","Undeclared","Female","G6/G7","150","140","57520","54880"
"Leaver Dept.","2022","Undeclared","Female","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Female","SEO/HEO","230","220","36200","36330"
"Leaver Dept.","2022","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","AA/AO","70","60","22020","21260"
"Leaver Dept.","2022","Undeclared","Male","EO","80","80","26650","27570"
"Leaver Dept.","2022","Undeclared","Male","G6/G7","130","130","58690","55330"
"Leaver Dept.","2022","Undeclared","Male","SCS","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Male","SEO/HEO","220","210","36630","36330"
"Leaver Dept.","2022","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","AA/AO","340","320","21680","21260"
"Leaver Dept.","2022","Unknown","Female","EO","430","310","27390","27570"
"Leaver Dept.","2022","Unknown","Female","G6/G7","430","240","58090","54700"
"Leaver Dept.","2022","Unknown","Female","SCS","70","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","SEO/HEO","990","720","34120","32000"
"Leaver Dept.","2022","Unknown","Female","Unknown","80","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","AA/AO","250","240","21350","21130"
"Leaver Dept.","2022","Unknown","Male","EO","280","230","27560","27570"
"Leaver Dept.","2022","Unknown","Male","G6/G7","430","250","58980","55270"
"Leaver Dept.","2022","Unknown","Male","SCS","80","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","SEO/HEO","870","670","34650","33020"
"Leaver Dept.","2022","Unknown","Male","Unknown","60","40","[c]","[c]"
"Leaver Dept.","2022","White","Female","AA/AO","1230","1120","21270","21260"
"Leaver Dept.","2022","White","Female","EO","1830","1730","26690","27570"
"Leaver Dept.","2022","White","Female","G6/G7","1700","1550","57650","54700"
"Leaver Dept.","2022","White","Female","SCS","280","230","97830","93740"
"Leaver Dept.","2022","White","Female","SEO/HEO","3130","2880","35760","35440"
"Leaver Dept.","2022","White","Female","Unknown","100","80","[c]","[c]"
"Leaver Dept.","2022","White","Male","AA/AO","720","710","21460","21260"
"Leaver Dept.","2022","White","Male","EO","1160","1130","26750","27570"
"Leaver Dept.","2022","White","Male","G6/G7","1310","1220","58430","56080"
"Leaver Dept.","2022","White","Male","SCS","260","230","98400","95000"
"Leaver Dept.","2022","White","Male","SEO/HEO","1990","1900","36200","35890"
"Leaver Dept.","2022","White","Male","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2022","White","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Female","AA/AO","570","540","21590","21010"
"New entrant CS","2021","Asian","Female","EO","1040","1010","28760","27850"
"New entrant CS","2021","Asian","Female","G6/G7","100","100","55260","53420"
"New entrant CS","2021","Asian","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Female","SEO/HEO","380","370","35160","34020"
"New entrant CS","2021","Asian","Female","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Asian","Male","AA/AO","560","550","22040","21010"
"New entrant CS","2021","Asian","Male","EO","870","860","28580","27570"
"New entrant CS","2021","Asian","Male","G6/G7","150","140","59500","57000"
"New entrant CS","2021","Asian","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Male","SEO/HEO","350","350","35630","34710"
"New entrant CS","2021","Asian","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","AA/AO","390","390","23070","22680"
"New entrant CS","2021","Black","Female","EO","950","930","29430","31060"
"New entrant CS","2021","Black","Female","G6/G7","60","50","54200","52640"
"New entrant CS","2021","Black","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Female","SEO/HEO","290","280","35430","34170"
"New entrant CS","2021","Black","Female","Unknown","80","70","24540","24020"
"New entrant CS","2021","Black","Male","AA/AO","250","250","23290","22850"
"New entrant CS","2021","Black","Male","EO","390","390","28980","29290"
"New entrant CS","2021","Black","Male","G6/G7","50","50","55320","53420"
"New entrant CS","2021","Black","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Male","SEO/HEO","160","160","35610","34020"
"New entrant CS","2021","Black","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","AA/AO","290","280","22230","21010"
"New entrant CS","2021","Mixed","Female","EO","410","400","28500","27570"
"New entrant CS","2021","Mixed","Female","G6/G7","60","60","55330","53530"
"New entrant CS","2021","Mixed","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Female","SEO/HEO","170","160","34500","32980"
"New entrant CS","2021","Mixed","Female","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","Mixed","Male","AA/AO","180","180","22470","21010"
"New entrant CS","2021","Mixed","Male","EO","220","210","28300","27570"
"New entrant CS","2021","Mixed","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Male","SEO/HEO","130","130","35490","34060"
"New entrant CS","2021","Mixed","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Mixed","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","AA/AO","60","60","21970","21010"
"New entrant CS","2021","Other ethnicity","Female","EO","90","90","28930","29290"
"New entrant CS","2021","Other ethnicity","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","SEO/HEO","50","40","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","AA/AO","40","40","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","EO","60","60","28850","29280"
"New entrant CS","2021","Other ethnicity","Male","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2021","Other ethnicity","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","AA/AO","130","120","20590","20140"
"New entrant CS","2021","Undeclared","Female","EO","170","160","28230","27570"
"New entrant CS","2021","Undeclared","Female","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Female","SEO/HEO","110","100","35230","35220"
"New entrant CS","2021","Undeclared","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","AA/AO","170","160","21550","21010"
"New entrant CS","2021","Undeclared","Male","EO","180","180","27400","27570"
"New entrant CS","2021","Undeclared","Male","G6/G7","70","70","58860","56880"
"New entrant CS","2021","Undeclared","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Male","SEO/HEO","120","110","35550","33950"
"New entrant CS","2021","Undeclared","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Female","AA/AO","3690","3540","21120","20600"
"New entrant CS","2021","Unknown","Female","EO","2110","2050","26870","27570"
"New entrant CS","2021","Unknown","Female","G6/G7","580","560","58250","55000"
"New entrant CS","2021","Unknown","Female","SCS","110","110","85200","74000"
"New entrant CS","2021","Unknown","Female","SEO/HEO","1880","1840","33650","32790"
"New entrant CS","2021","Unknown","Female","Unknown","520","480","23070","22920"
"New entrant CS","2021","Unknown","Male","AA/AO","3410","3350","21830","20810"
"New entrant CS","2021","Unknown","Male","EO","1840","1820","26430","26160"
"New entrant CS","2021","Unknown","Male","G6/G7","620","610","59500","56570"
"New entrant CS","2021","Unknown","Male","SCS","160","150","91480","74090"
"New entrant CS","2021","Unknown","Male","SEO/HEO","1640","1620","34310","32940"
"New entrant CS","2021","Unknown","Male","Unknown","250","230","24380","22350"
"New entrant CS","2021","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Female","AA/AO","5890","5700","21210","21010"
"New entrant CS","2021","White","Female","EO","6120","5930","27470","27570"
"New entrant CS","2021","White","Female","G6/G7","950","900","56620","53830"
"New entrant CS","2021","White","Female","SCS","80","70","94430","89850"
"New entrant CS","2021","White","Female","SEO/HEO","3390","3240","34850","33880"
"New entrant CS","2021","White","Female","Unknown","730","680","23650","22920"
"New entrant CS","2021","White","Male","AA/AO","4920","4880","21800","21010"
"New entrant CS","2021","White","Male","EO","4180","4150","27520","27570"
"New entrant CS","2021","White","Male","G6/G7","1030","1010","57250","54760"
"New entrant CS","2021","White","Male","SCS","120","100","98100","93000"
"New entrant CS","2021","White","Male","SEO/HEO","2870","2840","35340","34020"
"New entrant CS","2021","White","Male","Unknown","270","260","30610","24020"
"New entrant CS","2021","White","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","AA/AO","870","820","21820","21260"
"New entrant CS","2022","Asian","Female","EO","910","880","27670","27570"
"New entrant CS","2022","Asian","Female","G6/G7","150","150","55270","53370"
"New entrant CS","2022","Asian","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Female","SEO/HEO","600","580","35610","34260"
"New entrant CS","2022","Asian","Female","Unknown","190","170","26900","24770"
"New entrant CS","2022","Asian","Male","AA/AO","780","760","22060","21260"
"New entrant CS","2022","Asian","Male","EO","810","810","27800","27570"
"New entrant CS","2022","Asian","Male","G6/G7","150","150","57300","54700"
"New entrant CS","2022","Asian","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Male","SEO/HEO","560","550","35670","34260"
"New entrant CS","2022","Asian","Male","Unknown","80","70","30300","27060"
"New entrant CS","2022","Black","Female","AA/AO","420","400","22800","21260"
"New entrant CS","2022","Black","Female","EO","580","560","28470","27680"
"New entrant CS","2022","Black","Female","G6/G7","70","70","54900","53370"
"New entrant CS","2022","Black","Female","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Female","SEO/HEO","320","310","35750","34710"
"New entrant CS","2022","Black","Female","Unknown","320","300","29740","27980"
"New entrant CS","2022","Black","Male","AA/AO","270","260","23680","21470"
"New entrant CS","2022","Black","Male","EO","290","290","27830","27570"
"New entrant CS","2022","Black","Male","G6/G7","50","50","[c]","[c]"
"New entrant CS","2022","Black","Male","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Male","SEO/HEO","260","250","36590","35900"
"New entrant CS","2022","Black","Male","Unknown","150","140","31530","29670"
"New entrant CS","2022","Mixed","Female","AA/AO","290","280","22320","21260"
"New entrant CS","2022","Mixed","Female","EO","270","260","27230","27570"
"New entrant CS","2022","Mixed","Female","G6/G7","60","60","53880","53130"
"New entrant CS","2022","Mixed","Female","SCS","[c]","[c]","[c]","[c]"
