"Status","Year","Disability","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Derbyshire and Nottinghamshire","30","30","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Wales","30","30","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Greater Manchester","40","30","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Inner London - West","360","340","50180","51250"
"In post","2021","Declared disabled","Attorney General's Departments","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Merseyside","40","40","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","North Yorkshire","40","40","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
