"Status","Year","Function_of_post","Region_ITL1","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Commercial","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","EO","40","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","G6/G7","60","50","[c]","[c]"
"Leaver CS","2022","Communications","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","London","SEO/HEO","140","130","38830","39670"
"Leaver CS","2022","Communications","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","West Midlands (England)","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Debt","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Yorkshire and The Humber","AA/AO","40","30","[c]","[c]"
"Leaver CS","2022","Debt","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","EO","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","G6/G7","160","150","60390","58630"
"Leaver CS","2022","Digital, Data & Technology","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","London","SEO/HEO","140","110","38870","38700"
"Leaver CS","2022","Digital, Data & Technology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North East (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North West (England)","G6/G7","50","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","North West (England)","SEO/HEO","70","60","37500","36500"
"Leaver CS","2022","Digital, Data & Technology","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South East (England)","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South West (England)","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South West (England)","EO","50","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South West (England)","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","South West (England)","SEO/HEO","120","120","38510","38450"
"Leaver CS","2022","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wales","EO","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wales","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wales","SEO/HEO","60","60","35960","35630"
"Leaver CS","2022","Digital, Data & Technology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Yorkshire and The Humber","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Yorkshire and The Humber","SEO/HEO","50","50","[c]","[c]"
"Leaver CS","2022","Finance","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Finance","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","London","SEO/HEO","80","60","38630","38850"
"Leaver CS","2022","Finance","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scotland","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South East (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South West (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","West Midlands (England)","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Yorkshire and The Humber","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","North West (England)","AA/AO","30","30","[c]","[c]"
"Leaver CS","2022","Grants Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","EO","70","60","[c]","[c]"
"Leaver CS","2022","Human Resources","London","G6/G7","50","50","[c]","[c]"
"Leaver CS","2022","Human Resources","London","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","London","SEO/HEO","90","90","38590","37920"
"Leaver CS","2022","Human Resources","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
