"Status","Year","Parent_department","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Attorney General's Departments","Legal","Shropshire and Staffordshire","60","60","41270","48080"
"In post","2021","Attorney General's Departments","Legal","South Yorkshire","140","120","35470","28430"
"In post","2021","Attorney General's Departments","Legal","Surrey, East and West Sussex","160","150","42330","36240"
"In post","2021","Attorney General's Departments","Legal","Tees Valley and Durham","90","80","38340","32370"
"In post","2021","Attorney General's Departments","Legal","West Midlands","470","440","39910","38000"
"In post","2021","Attorney General's Departments","Legal","West Wales and The Valleys","70","60","41920","48080"
"In post","2021","Attorney General's Departments","Legal","West Yorkshire","400","370","41490","38000"
"In post","2021","Attorney General's Departments","No function","Inner London - West","90","80","41110","38450"
"In post","2021","Attorney General's Departments","Project Delivery","Inner London - West","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Property","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Inner London - West","40","40","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Departments","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","East Anglia","70","60","57230","54620"
"In post","2021","Cabinet Office","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","80","80","73750","64500"
"In post","2021","Cabinet Office","Commercial","Greater Manchester","90","90","61760","56210"
"In post","2021","Cabinet Office","Commercial","Hampshire and Isle of Wight","50","50","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Inner London - East","110","110","60160","56510"
"In post","2021","Cabinet Office","Commercial","Inner London - West","640","630","78260","69150"
"In post","2021","Cabinet Office","Commercial","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Lancashire","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Merseyside","70","70","63830","55750"
"In post","2021","Cabinet Office","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Commercial","West Yorkshire","60","60","67060","64500"
"In post","2021","Cabinet Office","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","Inner London - West","320","320","47710","42990"
"In post","2021","Cabinet Office","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","Inner London - West","80","70","49870","54700"
"In post","2021","Cabinet Office","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Inner London - East","650","640","52720","54700"
"In post","2021","Cabinet Office","Digital, Data & Technology","Inner London - West","230","230","50810","54700"
"In post","2021","Cabinet Office","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Finance","Inner London - West","90","90","46340","41820"
"In post","2021","Cabinet Office","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Greater Manchester","100","100","38660","37300"
"In post","2021","Cabinet Office","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Inner London - West","510","490","47060","41820"
"In post","2021","Cabinet Office","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Northumberland and Tyne and Wear","340","320","26930","23850"
"In post","2021","Cabinet Office","Human Resources","South Yorkshire","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Human Resources","West Yorkshire","50","50","[c]","[c]"
"In post","2021","Cabinet Office","Legal","Inner London - West","60","50","79760","79760"
"In post","2021","Cabinet Office","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","East Wales","50","40","[c]","[c]"
"In post","2021","Cabinet Office","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2021","Cabinet Office","No function","Greater Manchester","50","50","33130","29250"
"In post","2021","Cabinet Office","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Inner London - East","70","70","34960","31420"
"In post","2021","Cabinet Office","No function","Inner London - West","3220","3180","42870","34550"
"In post","2021","Cabinet Office","No function","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Northumberland and Tyne and Wear","30","30","[c]","[c]"
"In post","2021","Cabinet Office","No function","Outer London - South","30","30","[c]","[c]"
"In post","2021","Cabinet Office","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","Unknown","470","470","34850","32000"
"In post","2021","Cabinet Office","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","No function","West Yorkshire","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Inner London - West","180","180","70510","64500"
"In post","2021","Cabinet Office","Project Delivery","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Inner London - East","30","30","[c]","[c]"
"In post","2021","Cabinet Office","Property","Inner London - West","40","40","[c]","[c]"
"In post","2021","Cabinet Office","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Berkshire, Buckinghamshire and Oxfordshire","100","90","30270","33300"
"In post","2021","Cabinet Office","Security","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Inner London - West","170","170","44880","38580"
"In post","2021","Cabinet Office","Security","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","North Yorkshire","430","410","28880","26670"
"In post","2021","Cabinet Office","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","Unknown","60","60","33480","33300"
"In post","2021","Cabinet Office","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Analysis","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Analysis","Inner London - West","180","170","67420","60780"
"In post","2021","Chancellor's other departments","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","Inner London - West","40","40","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Inner London - West","90","80","55130","45330"
"In post","2021","Chancellor's other departments","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","No function","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","Inner London - West","[c]","[c]","[c]","[c]"
