"Status","Year","Parent_department","Function_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Education","Legal","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Legal","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Derbyshire and Nottinghamshire","200","190","40670","36780"
"In post","2022","Department for Education","No function","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Gloucestershire, Wiltshire and Bath/Bristol area","200","190","42340","36870"
"In post","2022","Department for Education","No function","Greater Manchester","600","590","39880","36500"
"In post","2022","Department for Education","No function","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Inner London - West","1650","1580","51050","53420"
"In post","2022","Department for Education","No function","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Northumberland, and Tyne and Wear","40","40","[c]","[c]"
"In post","2022","Department for Education","No function","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Outer London - South","50","50","[c]","[c]"
"In post","2022","Department for Education","No function","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","South Yorkshire","840","800","40870","36780"
"In post","2022","Department for Education","No function","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","No function","Tees Valley and Durham","380","370","38880","36500"
"In post","2022","Department for Education","No function","West Midlands","660","640","40920","36780"
"In post","2022","Department for Education","No function","West Yorkshire","50","50","41670","40300"
"In post","2022","Department for Education","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Greater Manchester","80","80","43880","43480"
"In post","2022","Department for Education","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Inner London - West","80","80","54620","58120"
"In post","2022","Department for Education","Property","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","South Yorkshire","80","80","43220","45930"
"In post","2022","Department for Education","Property","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","Tees Valley and Durham","50","50","40720","36500"
"In post","2022","Department for Education","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","West Midlands","40","40","[c]","[c]"
"In post","2022","Department for Education","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Education","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Dorset and Somerset","130","120","34110","29990"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","East Anglia","320","310","34700","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Analysis","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Commercial","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Inner London - West","120","120","43110","38750"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Communications","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Berkshire, Buckinghamshire and Oxfordshire","80","80","42550","41030"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Cheshire","100","100","46160","48370"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","East Anglia","80","80","34020","30220"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Gloucestershire, Wiltshire and Bath/Bristol area","190","190","45230","47550"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Herefordshire, Worcestershire and Warwickshire","50","40","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Inner London - West","110","110","47650","42540"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","North Yorkshire","70","70","44050","47550"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Northumberland, and Tyne and Wear","60","60","38140","35900"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","East Anglia","50","50","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","45900","42270"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Inner London - West","60","60","47480","41100"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","North Yorkshire","50","50","41520","37650"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Berkshire, Buckinghamshire and Oxfordshire","160","150","28320","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Cheshire","110","110","24140","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Cumbria","780","690","24170","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Derbyshire and Nottinghamshire","90","90","24240","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Devon","180","170","26410","25190"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","East Anglia","60","50","24810","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","27520","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Herefordshire, Worcestershire and Warwickshire","160","150","25080","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","North Yorkshire","170","160","26340","24920"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Northumberland, and Tyne and Wear","400","370","24520","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Grants Management","West Yorkshire","70","70","24850","21300"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Inner London - West","60","50","45030","42680"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
